Plot_ID,Blue,Green,Red,RedEdge,NIR,GrainYield
1101,0.9798083772539576,2.8867745351055594,1.8332881368825091,6.892413887100866,18.6369183436901,453.6585366
1102,1.0427041241013604,2.8461418343517586,1.8865712004014317,6.34669127759638,16.04608638324804,439.0243902
1103,1.132477772563704,2.969328971368461,2.0788307850743633,6.382839069215739,15.910582636750954,409.7560976
1104,1.044446456237091,2.756251712215537,1.8472804203625095,5.994560449861634,15.628398941460961,474.796748
1105,1.1226388951497854,2.925930499814044,2.009700981768857,6.43375995082185,15.858580615560683,411.3821138
1106,1.1065403296615413,2.7946907168743005,1.9294872080387921,6.036725457493652,15.578164294495853,450.4065041
1107,1.1033983712150928,2.7847393084324383,1.922108195839807,6.111779753531287,15.308496766839738,440.6504065
1108,1.0981487166578594,2.812693725417678,2.0582662949775936,6.169155782556329,15.000309599173946,359.3495935
1109,1.1479165577834125,2.8702286196663778,2.2937354505456162,6.32405723215225,14.601648163729678,391.8699187
1110,1.1945440761338832,2.9303117269667194,2.3208363281831796,6.274102509272603,15.016758941849762,430.8943089
1111,1.1702974921025358,2.886696797388326,2.106556555465193,6.28065954546817,15.346901025939435,356.097561
1112,1.1542419816850784,2.947495347146072,2.116132586607103,6.451128390888931,15.274564098026458,334.9593496
1201,0.9896717502874334,2.8336608085591375,1.8423606093817269,6.342625169598659,16.816356820410984,473.1707317
1202,1.0460269683455516,2.926355465294396,1.8397862161779726,6.469661203234839,16.6236857412261,478.0487805
1203,1.049554283186877,2.8721251825834786,1.8160908428099845,6.210479314727819,16.145624192687684,463.4146341
1204,0.990693548981729,2.698087998816559,1.9366269561384895,6.030361387993781,15.217149232433634,448.7804878
1205,1.0354023605352223,2.7176985301037164,1.9074405172496458,5.983728310901447,15.789075407805655,469.9186992
1206,1.0864106587234508,2.7587454541913434,1.8290792189057574,5.958192599381118,15.948865563734355,526.8292683
1207,1.0056237581361058,2.7169938389259007,1.7825346228550225,6.309649792273659,15.823151620461914,486.1788618
1208,1.0126575025769997,2.8556680252369984,1.8914118397024662,6.314722136467777,16.355078670762413,512.195122
1209,1.035715802756857,2.8058082440215717,1.8594152305627276,6.176131676667225,16.47318805748272,479.6747967
1210,0.9958980131122877,2.723628488251572,1.7467056914359202,6.344421522552331,16.40210557382199,502.4390244
1211,0.9782241787912512,2.689341455552587,1.7764410210653698,6.1150121161664215,16.127649562235273,479.6747967
1212,1.0507658807372322,2.73548327687645,1.9688860269985433,6.175901805683008,15.688955166419252,478.0487805
1301,0.7892872725701088,2.1068650352750073,1.3634711747230226,4.978730488301717,17.478717019465854,626.0162602
1302,0.8013615941933685,2.153661335282126,1.3004242259199628,5.177958010751687,17.940544748524324,591.8699187
1303,0.9169905138690779,2.3785151098832196,1.3985348087648344,5.291486341967376,18.285277145132717,497.5609756
1304,0.8963244934800996,2.2042365485051145,1.3221346447569742,4.966255054172752,18.060170206500004,565.8536585
1305,0.8891718096845147,2.229719276965636,1.3167659211552027,5.174540527905103,18.145461725735565,642.2764228
1306,0.9322444146450941,2.2593982731974283,1.3496532109063393,5.042120961751607,18.14297294122433,543.0894309
1307,0.9329004625993611,2.2499849531384197,1.317633467507526,5.215203413243642,17.769367725795707,635.7723577
1308,0.9234206822164912,2.3102773311920233,1.35407457254243,5.250377327849761,17.871112733068202,617.8861789
1309,0.9337755662444056,2.3393195654451735,1.3908723316511276,5.36376381569924,17.78431082675751,614.6341463
1310,0.9840396448006685,2.391937444894566,1.501850552881132,5.330473801100419,17.3219787085207,583.7398374
1311,1.0465892203368394,2.5419294515690245,1.6697613417939625,5.558576163897726,17.02511401368482,661.7886179
1312,1.0463153266517862,2.586580254777341,1.7890410585768501,5.719553605856327,17.12767867759453,595.1219512
1401,0.8916637580843628,2.2541898682736097,1.3709977590842533,5.1171038310665296,17.835885244974907,687.804878
1402,0.9251169634697018,2.2235507808577695,1.4278005798992153,5.089182576651322,17.270462538217686,694.3089431
