Unnamed: 0,Plot_ID,Blue_Mean_Value,Green_Mean_Value,Red_Mean_Value,RedEdge_Mean_Value,NIR_Mean_Value,NDVI_median,MTCI_median,EVI_median,DVI_median,RVI_median,VARI_median,EXG_median,EXGR_median,GLI_median,GNDVI_median,GVI_median,Time,Blue_Median_Value,Green_Median_Value,Red_Median_Value,RedEdge_Median_Value,NIR_Median_Value,NDVI_mean,MTCI_mean,EVI_mean,DVI_mean,RVI_mean,VARI_mean,EXG_mean,EXGR_mean,GLI_mean,GNDVI_mean,GVI_mean,Blue_Std_Dev_Value,Green_Std_Dev_Value,Red_Std_Dev_Value,RedEdge_Std_Dev_Value,NIR_Std_Dev_Value,NDVI_std,MTCI_std,EVI_std,DVI_std,RVI_std,VARI_std,EXG_std,EXGR_std,GLI_std,GNDVI_std,GVI_std
384,655,0.020242433995008,0.056641206145287,0.026575556024909,0.118549838662148,0.598354578018188,0.806486427783966,5.220906257629395,0.891114294528961,0.572257578372955,22.31576538085938,-0.402266949415207,0.066488072276115,0.085823386907578,0.414106756448746,0.362414211034775,0.825351238250732,2019-07-24,0.020242433995008,0.056641206145287,0.026575556024909,0.118549838662148,0.598354578018188,0.806486427783966,5.220906257629395,0.891114294528961,0.572257578372955,22.31576538085938,-0.402266949415207,0.066488072276115,0.085823386907578,0.414106756448746,0.362414211034775,0.825351238250732,0.020242433995008,0.056641206145287,0.026575556024909,0.118549838662148,0.598354578018188,0.806486427783966,5.220906257629395,0.891114294528961,0.572257578372955,22.31576538085938,-0.402266949415207,0.066488072276115,0.085823386907578,0.414106756448746,0.362414211034775,0.825351238250732
385,656,0.018025238998234,0.049617910757661,0.024440695531666,0.103879079222679,0.555998742580414,0.821321606636047,5.665346622467041,0.848236083984375,0.531421184539795,22.62902355194092,-0.431902393698692,0.056524692103267,0.071829658001661,0.4016103297472,0.34351934492588,0.834414035081863,2019-07-24,0.018025238998234,0.049617910757661,0.024440695531666,0.103879079222679,0.555998742580414,0.821321606636047,5.665346622467041,0.848236083984375,0.531421184539795,22.62902355194092,-0.431902393698692,0.056524692103267,0.071829658001661,0.4016103297472,0.34351934492588,0.834414035081863,0.018025238998234,0.049617910757661,0.024440695531666,0.103879079222679,0.555998742580414,0.821321606636047,5.665346622467041,0.848236083984375,0.531421184539795,22.62902355194092,-0.431902393698692,0.056524692103267,0.071829658001661,0.4016103297472,0.34351934492588,0.834414035081863
386,657,0.018551867455244,0.053829073905945,0.025121429935098,0.114089995622635,0.550557553768158,0.797441780567169,4.919119834899902,0.839954912662506,0.52561491727829,21.70876693725586,-0.404678553342819,0.063530281186104,0.08189082890749,0.420034259557724,0.364901781082153,0.820603132247925,2019-07-24,0.018551867455244,0.053829073905945,0.025121429935098,0.114089995622635,0.550557553768158,0.797441780567169,4.919119834899902,0.839954912662506,0.52561491727829,21.70876693725586,-0.404678553342819,0.063530281186104,0.08189082890749,0.420034259557724,0.364901781082153,0.820603132247925,0.018551867455244,0.053829073905945,0.025121429935098,0.114089995622635,0.550557553768158,0.797441780567169,4.919119834899902,0.839954912662506,0.52561491727829,21.70876693725586,-0.404678553342819,0.063530281186104,0.08189082890749,0.420034259557724,0.364901781082153,0.820603132247925
387,658,0.021010807715356,0.059939756989479,0.02632324770093,0.12886817753315,0.636834353208542,0.805673748254776,4.985922574996948,0.931571036577225,0.61019629240036,24.08420372009277,-0.376629918813705,0.071897629648447,0.094568628817797,0.430005624890327,0.385784760117531,0.827878057956696,2019-07-24,0.021010807715356,0.059939756989479,0.02632324770093,0.12886817753315,0.636834353208542,0.805673748254776,4.985922574996948,0.931571036577225,0.61019629240036,24.08420372009277,-0.376629918813705,0.071897629648447,0.094568628817797,0.430005624890327,0.385784760117531,0.827878057956696,0.021010807715356,0.059939756989479,0.02632324770093,0.12886817753315,0.636834353208542,0.805673748254776,4.985922574996948,0.931571036577225,0.61019629240036,24.08420372009277,-0.376629918813705,0.071897629648447,0.094568628817797,0.430005624890327,0.385784760117531,0.827878057956696
388,659,0.022823348641396,0.063417568802834,0.029947683215141,0.130364432930946,0.565358817577362,0.821412682533264,4.34971284866333,0.851504325866699,0.535800874233246,18.75353622436523,-0.402166545391083,0.073375731706619,0.094746418297291,0.409539997577667,0.35768723487854,0.798449218273163,2019-07-24,0.022823348641396,0.063417568802834,0.029947683215141,0.130364432930946,0.565358817577362,0.821412682533264,4.34971284866333,0.851504325866699,0.535800874233246,18.75353622436523,-0.402166545391083,0.073375731706619,0.094746418297291,0.409539997577667,0.35768723487854,0.798449218273163,0.022823348641396,0.063417568802834,0.029947683215141,0.130364432930946,0.565358817577362,0.821412682533264,4.34971284866333,0.851504325866699,0.535800874233246,18.75353622436523,-0.402166545391083,0.073375731706619,0.094746418297291,0.409539997577667,0.35768723487854,0.798449218273163
389,660,0.017932765185833,0.050797339528799,0.021819040179253,0.106321275234222,0.616466820240021,0.797009825706482,6.041934013366699,0.921809375286102,0.594702064990997,28.11989593505859,-0.373186230659485,0.061692394316196,0.081870317459106,0.435841202735901,0.398615062236786,0.847879588603973,2019-07-24,0.017932765185833,0.050797339528799,0.021819040179253,0.106321275234222,0.616466820240021,0.797009825706482,6.041934013366699,0.921809375286102,0.594702064990997,28.11989593505859,-0.373186230659485,0.061692394316196,0.081870317459106,0.435841202735901,0.398615062236786,0.847879588603973,0.017932765185833,0.050797339528799,0.021819040179253,0.106321275234222,0.616466820240021,0.797009825706482,6.041934013366699,0.921809375286102,0.594702064990997,28.11989593505859,-0.373186230659485,0.061692394316196,0.081870317459106,0.435841202735901,0.398615062236786,0.847879588603973
390,661,0.019647765904665,0.054361112415791,0.025016961619258,0.114722564816475,0.574511408805847,0.861555218696594,5.186385154724121,0.871799528598785,0.549545049667358,22.58411407470703,-0.400022149085999,0.063615418970585,0.082902364432812,0.413958549499512,0.368146270513535,0.826977074146271,2019-07-24,0.019647765904665,0.054361112415791,0.025016961619258,0.114722564816475,0.574511408805847,0.861555218696594,5.186385154724121,0.871799528598785,0.549545049667358,22.58411407470703,-0.400022149085999,0.063615418970585,0.082902364432812,0.413958549499512,0.368146270513535,0.826977074146271,0.019647765904665,0.054361112415791,0.025016961619258,0.114722564816475,0.574511408805847,0.861555218696594,5.186385154724121,0.871799528598785,0.549545049667358,22.58411407470703,-0.400022149085999,0.063615418970585,0.082902364432812,0.413958549499512,0.368146270513535,0.826977074146271
391,662,0.014836397022009,0.058061361312866,0.020194815471768,0.129962593317032,0.639243543148041,0.848493993282318,4.601303100585938,0.938371062278748,0.619482815265656,31.21080780029297,-0.283998101949692,0.080934412777424,0.110569722950459,0.534210562705994,0.483424872159958,0.831352710723877,2019-07-24,0.014836397022009,0.058061361312866,0.020194815471768,0.129962593317032,0.639243543148041,0.848493993282318,4.601303100585938,0.938371062278748,0.619482815265656,31.21080780029297,-0.283998101949692,0.080934412777424,0.110569722950459,0.534210562705994,0.483424872159958,0.831352710723877,0.014836397022009,0.058061361312866,0.020194815471768,0.129962593317032,0.639243543148041,0.848493993282318,4.601303100585938,0.938371062278748,0.619482815265656,31.21080780029297,-0.283998101949692,0.080934412777424,0.110569722950459,0.534210562705994,0.483424872159958,0.831352710723877
392,663,0.017655178904533,0.048828471451998,0.022911179810762,0.102403350174427,0.57039937376976,0.857672989368439,5.903954029083252,0.870127350091934,0.547653913497925,24.87436962127686,-0.40884305536747,0.057353843003511,0.07442182675004,0.412761837244034,0.365976378321648,0.841222256422043,2019-07-24,0.017655178904533,0.048828471451998,0.022911179810762,0.102403350174427,0.57039937376976,0.857672989368439,5.903954029083252,0.870127350091934,0.547653913497925,24.87436962127686,-0.40884305536747,0.057353843003511,0.07442182675004,0.412761837244034,0.365976378321648,0.841222256422043,0.017655178904533,0.048828471451998,0.022911179810762,0.102403350174427,0.57039937376976,0.857672989368439,5.903954029083252,0.870127350091934,0.547653913497925,24.87436962127686,-0.40884305536747,0.057353843003511,0.07442182675004,0.412761837244034,0.365976378321648,0.841222256422043
393,664,0.017898427322507,0.052431311458349,0.02180639654398,0.107577923685312,0.5887171626091,0.837778121232986,5.59522008895874,0.894053131341934,0.566872745752335,26.65864276885986,-0.358085736632347,0.065195668488741,0.087032530456781,0.448088929057121,0.411654219031334,0.835396200418472,2019-07-24,0.017898427322507,0.052431311458349,0.02180639654398,0.107577923685312,0.5887171626091,0.837778121232986,5.59522008895874,0.894053131341934,0.566872745752335,26.65864276885986,-0.358085736632347,0.065195668488741,0.087032530456781,0.448088929057121,0.411654219031334,0.835396200418472,0.017898427322507,0.052431311458349,0.02180639654398,0.107577923685312,0.5887171626091,0.837778121232986,5.59522008895874,0.894053131341934,0.566872745752335,26.65864276885986,-0.358085736632347,0.065195668488741,0.087032530456781,0.448088929057121,0.411654219031334,0.835396200418472
