Plot_ID,Blue_Mean_Value,Blue_Median_Value,Blue_Std_Dev_Value,Green_Mean_Value,Green_Median_Value,Green_Std_Dev_Value,_MTCImean,_MTCImedia,_MTCIstdev,_NDVImean,_NDVImedia,_NDVIstdev,NIR_Mean_Value,NIR_Median_Value,NIR_Std_Dev_Value,Red_Mean_Value,Red_Median_Value,Red_Std_Dev_Value,RedEdge_Mean_Value,RedEdge_Median_Value,RedEdge_Std_Dev_Value
698,0.026329337236231,0.024223372340202,0.007532658591972,0.076874527613227,0.070556558668613,0.023741879255868,1.529194702170379,1.539608716964722,0.276704455891853,0.687368360192409,0.689408779144287,0.037741697205831,0.328373088022756,0.320776551961899,0.052372538694921,0.06123276779568,0.058350026607513,0.014405479129756,0.169386652364062,0.160752847790718,0.03971478112803
699,0.026693254334904,0.024950170889497,0.007547625545229,0.075463811354367,0.070165406912565,0.023261161390623,1.576678822051596,1.576860129833221,0.275194822023084,0.669956395468778,0.670999705791473,0.037562662862231,0.315156394255658,0.307223677635193,0.053666369065964,0.062753365188492,0.059761626645923,0.015323185635755,0.163044445514679,0.155424147844315,0.03907495432144
700,0.027270003430787,0.025483313016593,0.008270242043899,0.076072720620712,0.071269974112511,0.023021831671216,1.79764203823275,1.788986265659332,0.293821139739263,0.743542302703416,0.746488124132156,0.039148440577848,0.360775501024392,0.35620404779911,0.049991331169005,0.053857548527454,0.050932247191668,0.014939713588502,0.165674258579535,0.159721434116364,0.037047891150463
751,0.079018869176259,0.071432553231716,0.033200568255688,0.127046418706592,0.117914419621229,0.046787975223768,0.96398599055085,0.944094717502594,0.256963138498551,0.71114697516439,0.713933348655701,0.052248508132606,0.46243424338462,0.453345611691475,0.089605343223071,0.079918862467715,0.074013732373714,0.028042746587211,0.279657774728643,0.267339423298836,0.076585992449884
752,0.072578904321475,0.067061237990856,0.028205690444606,0.112288158429706,0.104847490787506,0.041344209348701,1.087031527116411,1.06573498249054,0.234868408568473,0.665897828075143,0.667032480239868,0.057917320946077,0.431058321551273,0.42096146941185,0.097172256990994,0.087862480981813,0.081607647240162,0.030380653752725,0.255814198850427,0.244561120867729,0.073251937378007
753,0.06380476787245,0.057593531906605,0.026167730133199,0.104678246867789,0.097020149230957,0.036124211704386,1.250639503496436,1.225005745887756,0.252743988558986,0.730390967753462,0.731885373592377,0.054709267064126,0.436613736450258,0.42753729224205,0.07824587931863,0.069517829005073,0.064332887530327,0.024775477501908,0.2352038530351,0.224737212061882,0.058686429139555
754,0.05486441139208,0.050237994641066,0.020661779502732,0.089810514545473,0.083334699273109,0.028600459625857,1.571759145173328,1.555278897285461,0.271722896114317,0.780333701239373,0.782240748405457,0.039537028265436,0.421884263150064,0.414957851171494,0.060227426229694,0.052854627268916,0.049462653696537,0.015775733803014,0.198612000185846,0.189997941255569,0.043351301756472
755,0.056870461574696,0.052780747413635,0.021550095741575,0.0947761853653,0.090278223156929,0.027706948718344,1.403520259702014,1.372032046318054,0.251611250476097,0.75284485945744,0.753634989261627,0.046985092845005,0.410451031003235,0.406866461038589,0.051529183340707,0.058732877212489,0.056382767856121,0.017063300603891,0.206971642851465,0.202291555702686,0.040460910670782
756,0.05904591531127,0.055271111428738,0.021104171621792,0.096612585484871,0.092206791043282,0.029425701076769,1.395334090484046,1.364720702171326,0.270385883726588,0.769634155783291,0.770237982273102,0.042901709279011,0.408992416989105,0.407295495271683,0.061223784405237,0.053844746546034,0.051676902920008,0.015578443511161,0.204247015710369,0.200197041034698,0.043157470356491
757,0.067828744245182,0.061602821573615,0.029323402789701,0.096558717053768,0.091304495930672,0.03416908872486,1.384425040583459,1.360213398933411,0.280303665634387,0.709825614059971,0.712158113718033,0.058215269301795,0.378062032648721,0.373643860220909,0.067730637655042,0.065485038292446,0.061998577788472,0.022326260187283,0.199068063342765,0.193677507340908,0.050314982008922
758,0.065593530858993,0.061955723911524,0.023133475506455,0.095059612955587,0.091006681323051,0.029840946204187,1.514834626126877,1.467257559299469,0.287878970490124,0.746435422689644,0.744880467653275,0.047968767785771,0.411906545577922,0.40642723441124,0.068766868805891,0.060598850228345,0.058717180043459,0.018586593881995,0.202501124069384,0.197808280587196,0.046692891369411
759,0.067091572528706,0.062855422496796,0.023897885458676,0.101897609343998,0.09789477288723,0.028671405079661,1.466766031077755,1.443550944328308,0.2529220645005,0.734221130143291,0.736202597618103,0.046881188394546,0.410941978491512,0.409417152404785,0.056655584013888,0.063718586326636,0.061641186475754,0.017453010914544,0.206456892958595,0.202138841152191,0.041853448094852
760,0.065869613048393,0.061594814062119,0.022413066312489,0.090681878827107,0.087142016738653,0.025250665922657,1.332887725845967,1.312596678733826,0.247000699583368,0.672091947920187,0.672686725854874,0.039935577042833,0.341538576291297,0.33764436841011,0.053588370268047,0.067549798780378,0.065407007932663,0.016285549123684,0.187136786216467,0.18277520686388,0.040491261641533
761,0.082945924253996,0.07822585478425,0.029020285156052,0.103303358184339,0.099635042250156,0.028719470650873,1.197840921896693,1.19164502620697,0.200530757251675,0.586326447218088,0.587691962718964,0.048345869892849,0.340669038078726,0.33722910284996,0.055071225359048,0.09019619646025,0.087128814309835,0.023872141816193,0.20578117417563,0.201919093728065,0.044601129425712
762,0.080392357055434,0.076666593551636,0.027839329882341,0.100263812923341,0.097166024148464,0.028545226567847,1.036098166661465,1.012120842933655,0.198089938955193,0.596250695557453,0.596728801727295,0.04711255977296,0.336222649322827,0.331997811794281,0.053242823318811,0.08640459842884,0.083766929805279,0.022975363676397,0.210984925054232,0.207444041967392,0.045359548817872
763,0.068066809400564,0.061328083276749,0.029446861323471,0.08920014482214,0.083526462316513,0.029350283609313,1.533968667958183,1.520246863365173,0.301181659613854,0.701613039128726,0.705183625221252,0.055009130727801,0.373012403264033,0.369943112134933,0.057013043802651,0.066994276209016,0.062112383544445,0.022466305834344,0.190012509501838,0.182681858539581,0.045593068130485
764,0.053257206178555,0.049877464771271,0.018398618489189,0.081931300043883,0.078066423535347,0.024591407304188,1.479253436743258,1.468320250511169,0.256688283883651,0.716024278302868,0.720002412796021,0.042214476282574,0.350344808460529,0.347184628248215,0.056511395282148,0.058565452819253,0.056205540895462,0.015660558840795,0.178328788859892,0.173177123069763,0.040215224470511
