Plot_ID,Blue_Mean_Value,Blue_Median_Value,Blue_Std_Dev_Value,dvi_mean,dvi_median,dvi_stdev,evi_mean,evi_median,evi_stdev,exg_mean,exg_median,exg_stdev,exgr_mean,exgr_median,exgr_stdev,gli_mean,gli_median,gli_stdev,gndvi_mean,gndvi_median,gndvi_stdev,Green_Mean_Value,Green_Median_Value,Green_Std_Dev_Value,mtci_mean,mtci_median,mtci_stdev,ndvi_mean,ndvi_median,ndvi_stdev,ngrdi_mean,ngrdi_median,ngrdi_stdev,NIR_Mean_Value,NIR_Median_Value,NIR_Std_Dev_Value,Red_Mean_Value,Red_Median_Value,Red_Std_Dev_Value,RedEdge_Mean_Value,RedEdge_Median_Value,RedEdge_Std_Dev_Value,rvi_mean,rvi_median,rvi_stdev,vari_mean,vari_median,vari_stdev
889,0.01679671031357018,0.01677981205284595,0.003718769004295786,0.3087165685103853,0.310835063457489,0.03826522296621396,-0.02508098110371085,-0.02384616434574127,0.01084904748533999,0.4158288454881477,0.419076144695282,0.05738405569952044,0.399030410661591,0.4048182368278503,0.09993905147326305,0.2820425658219228,0.2845003008842468,0.03546694215049701,0.7717047204577804,0.7709625959396362,0.03181418177383306,0.04462663313467164,0.04462291300296783,0.01087308359481878,1.676787082181528,1.636945247650146,0.3401395295113741,0.8253901148579467,0.8262799978256226,0.02933382803078493,0.1496792745495729,0.1524108648300171,0.04495140916603541,0.3416985002225991,0.3441416621208191,0.0434459737563108,0.03298193175931606,0.03285190835595131,0.008076269902906613,0.1103792341452276,0.1103695407509804,0.02379641645122955,0.09594059385366033,0.0951223149895668,0.01770272005599958,0.1916928701365801,0.1949212253093719,0.05809269777675965
888,0.01929449808489861,0.01889986917376518,0.005203048375856634,0.3118888790539262,0.3129884302616119,0.04064684572148555,-0.02564208202307023,-0.0237616803497076,0.01180920245849281,0.3767857505118259,0.3799004852771759,0.0672615263259652,0.3503189596026348,0.3581870496273041,0.1211520532866285,0.257611492101281,0.260211706161499,0.04233724917889953,0.7699428858710119,0.771959662437439,0.04003531641887882,0.04565393274993002,0.04458409175276756,0.01246240653735977,1.830458244554466,1.781815409660339,0.4602005214857162,0.819930681331324,0.822294294834137,0.03954392901459737,0.1395805946779497,0.1427264958620071,0.05764529333412147,0.3464484524241669,0.3485144078731537,0.04496684397868201,0.03455957328490657,0.03340443223714828,0.009973172420743614,0.1044591695284325,0.1023691594600677,0.0241659024440581,0.0994673195208617,0.09751757234334946,0.02414503427507837,0.1848513161195047,0.1873334497213364,0.0775942268040565
887,0.01808537458770855,0.01769245788455009,0.005115249346092384,0.3201053137304927,0.3214787244796753,0.03605865126564066,-0.02411247425266439,-0.02180971950292587,0.01214323025471727,0.4137679635476147,0.4162683188915253,0.05349385613744945,0.4263968540907538,0.4305677115917206,0.09258905490188178,0.280833738696882,0.2827737927436829,0.0330733505622073,0.7863685130810864,0.7882313132286072,0.04213883384021107,0.04273253841555249,0.04158128798007965,0.01320149144535615,2.056766506524926,1.995804667472839,0.5378380983348152,0.845948653902062,0.848106861114502,0.03390830098429642,0.1799298505530209,0.18100905418396,0.04301000537049717,0.3498185861890921,0.3506539762020111,0.04227504430456469,0.02971327237379133,0.02862504869699478,0.009338784440935454,0.09995492713367117,0.09736966341733932,0.02633214428716025,0.08382219317618649,0.08218851685523987,0.02006408526473832,0.2409559324356751,0.2422404885292053,0.05871894539999452
886,0.01961512622463732,0.01917263865470886,0.006048472093672999,0.3100653302108658,0.3098396211862564,0.0415831365684934,-0.02673692581042023,-0.0233227675780654,0.01453132837905284,0.3575246001634995,0.360985592007637,0.0757790268576903,0.3148734901651388,0.3235608488321304,0.1429675079024199,0.2453061197200897,0.2483284473419189,0.04813189391291719,0.7703195157027634,0.7703107297420502,0.04650966805754544,0.04586190459109436,0.04437651671469212,0.0143475134498902,1.773234140300516,1.668810665607452,0.5574853393061954,0.8125652293297345,0.8147832751274109,0.05432585377831017,0.1231765228258847,0.1275633871555328,0.07017109500397568,0.3466017274366831,0.3462435305118561,0.04757241975071657,0.03653639736890296,0.03501929715275764,0.01362698132860171,0.108878987912429,0.1065013781189919,0.02921277762607081,0.1044126351508851,0.102059967815876,0.03352437119312101,0.1636320972336179,0.168585479259491,0.0946496505700533
885,0.02112784099441346,0.02072994969785213,0.006213588500293336,0.3521561907802675,0.3533599376678467,0.03837359657286951,-0.02803449201947547,-0.02542337402701378,0.01389812707051743,0.3989323915682105,0.3994119167327881,0.04877586870694405,0.4301744904602881,0.4322681128978729,0.08583840399379984,0.2717294895891108,0.2723627090454102,0.03029663127336389,0.7956154140791867,0.7951124906539917,0.04151148736086639,0.04448184755103375,0.04321043565869331,0.01396834509328224,2.288921997994127,2.195792675018311,0.6049200643521894,0.8584870059611434,0.8600081205368042,0.03195749786493288,0.2003192394812309,0.201141744852066,0.0419999293275919,0.381860957417224,0.3823907375335693,0.04557754517273669,0.02970476677070839,0.02874894998967648,0.009638774769182066,0.1014354489869027,0.09979172050952911,0.02681843087666098,0.07646387885797608,0.07526413351297379,0.01859587659853429,0.2816153188078327,0.2818516492843628,0.06115572440327521
884,0.02376753212990106,0.02239223569631577,0.008542853598734525,0.2729588416650234,0.2712767720222473,0.05083257679647259,-0.03140466322335897,-0.02437035739421844,0.02559276018300795,0.2439063706655381,0.2479103356599808,0.08856615726184786,0.102126588157731,0.1081918701529503,0.1690122936865892,0.1711821544614255,0.1750816255807877,0.05916292938075757,0.7277582783581199,0.7274976372718811,0.04906423157437508,0.05240616706562761,0.04987591877579689,0.01857467053668526,1.224979225588055,1.152040719985962,0.3810493481053358,0.7346317087451828,0.7378658056259155,0.06590336023031103,0.02202137646393721,0.02382178045809269,0.08212175923033234,0.3236379206300106,0.3222759068012238,0.06182086039026724,0.05067907898715866,0.04742338135838509,0.01944535702420057,0.1250892821055926,0.1206727400422096,0.03779125482555518,0.1546693738255453,0.1508368402719498,0.0444488101217033,0.03048183140924145,0.03090142831206322,0.1079487486714522
883,0.01963790362648036,0.01927170809358358,0.005630792829569136,0.2974135001724119,0.2963247001171112,0.04755025818902527,-0.02569107986078212,-0.02241683751344681,0.01480247127331723,0.342067423265034,0.3477923572063446,0.0811263861227941,0.2852608005934399,0.2964539080858231,0.1551242959611916,0.2353702174691487,0.239978589117527,0.05189590929134254,0.7624225302466324,0.7615569829940796,0.04412873948752184,0.04598842895908887,0.04486860334873199,0.01424926903393782,1.657301274053058,1.59215897321701,0.4608361603814389,0.8019999507853209,0.8087591230869293,0.05137612438849574,0.108859205593854,0.1137155070900917,0.07682531981473285,0.3346866182886511,0.3326204270124435,0.05348066311686558,0.03727311805513925,0.03599883988499641,0.01266903159480172,0.1085959359030692,0.1061205342411995,0.02943265916591352,0.11079439673164,0.1057304330170155,0.03216287695917772,0.1448906859642244,0.1496638059616089,0.1034216311059352
882,0.01670253189500657,0.01659313403069973,0.003521250152642601,0.3249317901048736,0.3277313411235809,0.03795927856162238,-0.02286030378564758,-0.02141619101166725,0.009436919319186835,0.38216276274533,0.3821463286876678,0.0654483256503077,0.3627678567638759,0.3639332950115204,0.1263921015200619,0.2610149618283036,0.2616158723831177,0.04093238888505516,0.8010742357946611,0.801746666431427,0.03245956036617351,0.03951673613766492,0.038972407579422,0.00943617960967209,2.089596572221829,2.048495769500732,0.4877118005952095,0.8465176036385951,0.8510155081748962,0.03658453205928781,0.1472763675604421,0.1479416787624359,0.06442169406533761,0.3546467125319404,0.357503205537796,0.04146378931985192,0.02971492250322108,0.02880716696381569,0.008696441592239059,0.09876194646128215,0.0973593220114708,0.02193030157854639,0.08355196681645297,0.08048797398805618,0.0218159724957027,0.1967404729879672,0.1955286860466003,0.08888210193110063
881,0.017849452743009,0.01757884211838245,0.004758729890722488,0.3242435246759971,0.3271478861570358,0.04000196834757969,-0.02467772629956604,-0.02272247709333897,0.01139114619342949,0.3937339379196332,0.3947940021753311,0.07658484421639226,0.3838196720764623,0.3845308721065521,0.1405759472599223,0.2680073314569447,0.2694965898990631,0.04766186561069166,0.7900430521336603,0.7916464507579803,0.03638720809368966,0.04227691912465665,0.04125482030212879,0.01156381362974602,1.988427087849616,1.945806801319122,0.4778211877705772,0.8414192351031291,0.8436623513698578,0.03468434433878734,0.1567460555154962,0.1577164530754089,0.06740943931500942,0.355219621525425,0.3571409583091736,0.04526746705982179,0.03097609688207002,0.02998849842697382,0.009269677187326138,0.103035866499691,0.1003597937524319,0.02577127261072274,0.08650807338871305,0.08479732275009155,0.0206758788396971,0.2084746742469973,0.2087812498211861,0.09091097880946569
880,0.02013301829362705,0.01990343257784843,0.005181116076019739,0.2952773822805276,0.294859766960144,0.04118786483291447,-0.02486123994517209,-0.0228728000074625,0.01129413279448112,0.3543938899108857,0.3555341362953186,0.07888758246574427,0.3079261485985895,0.3106196522712708,0.1476849664216146,0.2432568821285355,0.2448844164609909,0.05003207526152725,0.7545309394756099,0.752234697341919,0.03776867053296458,0.04703948973041948,0.04628556594252586,0.01181840606802352,1.577354430959548,1.513775110244751,0.4018214591219276,0.7994381463964169,0.8009713292121887,0.04487964394337964,0.1191980222523262,0.1202598810195923,0.07153861838946635,0.3325716428702577,0.3312743306159973,0.04534051884208197,0.03729426056695607,0.03659987449645996,0.010436331374919,0.1106589645526167,0.1089019030332565,0.02550742361221453,0.1121544021752075,0.1105118319392204,0.02793717410009342,0.1578454083080222,0.1581245511770248,0.0958247091103803
