Plot_ID,Blue_Mean_Value,Blue_Median_Value,Blue_Std_Dev_Value,Green_Mean_Value,Green_Median_Value,Green_Std_Dev_Value,Red_Mean_Value,Red_Median_Value,Red_Std_Dev_Value,RedEdge_Mean_Value,RedEdge_Median_Value,RedEdge_Std_Dev_Value,NIR_Mean_Value,NIR_Median_Value,NIR_Std_Dev_Value,_NDVImea_1,_NDVImed_1,_NDVIstd_1,_MTCImean,_MTCImedia,_MTCIstdev
1101,0.018957499660026,0.018339591100812,0.00441724707098,0.069283242592517,0.067696992307901,0.014508699300842,0.02411375279608,0.023631433956325,0.004643801403917,0.248384913132882,0.24615316092968,0.039045005720979,0.737871166920299,0.735898613929749,0.10353368764219,0.936159816725077,0.93766462802887,0.011936412745739,2.200700880902938,2.195285320281982,0.253476768663073
1102,0.019449253811062,0.019175761379302,0.004188392795569,0.052086056972126,0.051397528499365,0.010432365967764,0.03069669462367,0.030258393846452,0.005428050889862,0.136400372855016,0.135311268270016,0.021407772043473,0.36285600112332,0.361237525939941,0.0451647267917,0.844090213021908,0.845885932445526,0.018972087986812,2.165171052929728,2.162521839141846,0.192825093534983
1103,0.018559589383941,0.0181386154145,0.004275335518363,0.052029733689154,0.050880670547485,0.011650118411259,0.03292759074929,0.031844707205892,0.00711776288727,0.130197789914402,0.128981105983257,0.023434226164306,0.343184682810399,0.341398268938065,0.049504684934194,0.824950649586157,0.828005194664001,0.026780009802524,2.220277150125954,2.213249921798706,0.222406603304665
1104,0.016460336960206,0.015961458906531,0.003977864503287,0.042810396931328,0.041806202381849,0.009296380044553,0.024236995004103,0.023886986076832,0.004487248300359,0.112625647622631,0.111164651811123,0.019643839984451,0.33678939628319,0.334718286991119,0.045566646312159,0.865841778668135,0.866847813129425,0.016012368524542,2.570148143071044,2.561696767807007,0.265076059245698
1105,0.020953579955132,0.020247971639037,0.005233902912934,0.058159843794602,0.056223198771477,0.013964531294915,0.03667494675079,0.035147674381733,0.008577894999425,0.141650966687231,0.138986989855766,0.027245745171235,0.350744625490986,0.348086684942245,0.050253497260296,0.811292848699879,0.814946591854095,0.029080376256478,2.028096540348799,2.025817155838013,0.225022298218001
1106,0.017585681239662,0.017105467617512,0.004070294207129,0.042706079249909,0.04189370572567,0.008967588218935,0.025655604951445,0.025245966389775,0.004537653676644,0.111143194754914,0.109922841191292,0.019516634693338,0.325124921215345,0.322392642498016,0.047213090861777,0.853306341349104,0.855539083480835,0.01820068107617,2.536349476122036,2.527987003326416,0.278757585835582
1107,0.018311105749553,0.017748499289155,0.004825534879696,0.048941153549777,0.04767519235611,0.012146715726019,0.027506211224931,0.027105236425996,0.005695147145653,0.125809645298806,0.12346600741148,0.025160413254904,0.336794722504457,0.3317651450634,0.051396311619636,0.849222947608254,0.849766194820404,0.019377780208918,2.190120192891306,2.16328763961792,0.306395225136106
1108,0.018121440040752,0.017553221434355,0.004894172084427,0.050355470458625,0.048884842544794,0.013426878953141,0.031412743903359,0.030743999406695,0.006836849726337,0.128696965111723,0.12662398815155,0.027994806025262,0.320582678813306,0.317337810993195,0.055364017855784,0.821180616209209,0.824394822120667,0.026065923583763,2.022209753005355,2.014005899429321,0.292474850434317
1109,0.021449083022603,0.02107404731214,0.005343482248447,0.056840357252576,0.055258095264435,0.015224127786781,0.048151924891546,0.046542514115572,0.012623385116523,0.135460622679834,0.133472979068756,0.02937043185411,0.30869952627416,0.306934922933578,0.050638461334258,0.731859304285033,0.733555793762207,0.041698471538763,2.03569770320433,2.015821695327759,0.261010260167749
1110,0.020729589436044,0.020249213092029,0.005019559812618,0.055021438176247,0.053665867075324,0.013038810380744,0.038585589111928,0.037778856232762,0.007862438065263,0.132677149390606,0.130596153438091,0.026014696996135,0.327844598688873,0.324232384562492,0.051964414944089,0.788941994844298,0.790372222661972,0.030376510559975,2.113776089282341,2.112637162208557,0.235440192013852
