Plot_ID,Blue_Mean_Value,Blue_Median_Value,Blue_Std_Dev_Value,_DVImean_2,_DVImedi_2,_DVIstde_2,_EVImean_2,_EVImedi_2,_EVIstde_2,_EXGmean_2,_EXGmedi_2,_EXGstde_2,_EXGRmea_2,_EXGRmed_2,_EXGRstd_2,_GLImean_2,_GLImedi_2,_GLIstde_2,_GNDVIme_3,_GNDVIme_4,_GNDVIst_2,Green_Mean_Value,Green_Median_Value,Green_Std_Dev_Value,_GVImean_2,_GVImedi_2,_GVIstde_2,_MTCImea_2,_MTCImed_2,_MTCIstd_2,_NDVImea_2,_NDVImed_2,_NDVIstd_2,NIR_Mean_Value,NIR_Median_Value,NIR_Std_Dev_Value,Red_Mean_Value,Red_Median_Value,Red_Std_Dev_Value,_RVImean_2,_RVImedi_2,_RVIstde_2,RedEdge_Mean_Value,RedEdge_Median_Value,RedEdge_Std_Dev_Value
1711,0.030251283868145,0.027841005474329,0.009934867239195,0.449650016015182,0.455650061368942,0.119524425949124,1.176130071748363,1.185246229171753,0.294153771573732,0.085489152874029,0.083134174346924,0.026600526286703,0.106024413156947,0.106536030769348,0.04706995483466,0.382879604539772,0.402973234653473,0.085621169557196,0.324899060794605,0.351750135421753,0.115938997128413,0.078611861759523,0.076006971299648,0.018752422752831,0.403374368409415,0.415237963199615,0.150783089618396,-0.550349984143761,-0.544349908828735,0.119524426059409,0.834234878551861,0.868274927139282,0.109728528264204,0.491133302665723,0.490983098745346,0.1102589257318,0.041483286771009,0.035805121064186,0.020578702798005,13.39797406658322,14.18313980102539,4.007391992518873,0.14433587179982,0.140699043869972,0.029822768803108
1712,0.03095563813032,0.028319273144007,0.010972694090002,0.475849222200918,0.478850364685059,0.133421279640651,1.244410983653289,1.243340253829956,0.328190530710642,0.094912659670712,0.091367349028587,0.032342652625978,0.119406717372378,0.118581108748913,0.056591709043759,0.403680137242839,0.428604185581207,0.097889255370057,0.34720282019503,0.3787921667099,0.126931568733092,0.084289755106416,0.081724442541599,0.02133197428744,0.433227318905767,0.441422641277313,0.166935718155319,-0.524150777818466,-0.521149635314941,0.133421279298362,0.836531294565108,0.874690055847168,0.120662227470776,0.518560434480668,0.513529539108276,0.12267954497604,0.042711212427743,0.036355175077915,0.023422835442858,14.08225306496237,14.96042633056641,4.343982545536902,0.147027005598928,0.145156666636467,0.029077723326845
1801,0.030999693674659,0.029056920669973,0.008762110306759,0.547291659671635,0.565257281064987,0.138382290507283,1.423823625322298,1.462896943092346,0.340769147999974,0.106185473938994,0.107652314007282,0.030312926090125,0.137857200391189,0.143965214490891,0.053888976651034,0.434049415150602,0.462788790464401,0.101792737084119,0.385732677693324,0.421760603785515,0.127956772499411,0.089104171165822,0.088360086083412,0.016051831232141,0.517624913771454,0.543011069297791,0.175323499487761,-0.452708340140337,-0.43474268913269,0.138382290440383,0.855429582749846,0.890931516885757,0.115069927783574,0.588314834421948,0.599958509206772,0.126905312838584,0.041023174765433,0.03570413403213,0.018690325085339,16.23679152189079,17.33710289001465,4.606537457615151,0.150919692359407,0.148666247725487,0.029119666674608
1802,0.029246674357279,0.027346486225724,0.009853204029602,0.500315266959092,0.509072422981262,0.13223852724708,1.301579558368987,1.317408561706543,0.329061160430255,0.096367768690383,0.094199180603027,0.033200554860852,0.124397151561996,0.124707125127316,0.055718775066204,0.422921057818233,0.446355491876602,0.094571064455883,0.372428955435312,0.404126137495041,0.122224652750407,0.082128243005409,0.080897405743599,0.020760617045928,0.463084502620979,0.477296531200409,0.164273269905298,-0.499684733282012,-0.49092760682106,0.132238527447632,0.855126867758348,0.886959850788116,0.106332715229008,0.538957309885859,0.541504919528961,0.124554004419704,0.038642042942078,0.033916026353836,0.018418671695524,15.73878080725428,16.69282913208008,4.431860114324827,0.149046898794021,0.148033887147903,0.025527839052917
1803,0.029636234565569,0.027702022343874,0.009919383558934,0.539603493104052,0.560757398605347,0.142886886582854,1.398895484141451,1.445922255516052,0.352126804286769,0.096480557037644,0.097514845430851,0.029551113823476,0.125447299281608,0.131274610757828,0.052777817766065,0.429967694981202,0.460273057222366,0.103136434005258,0.388830539379548,0.428503513336182,0.133172747558275,0.081998203357588,0.081641852855682,0.017693653901223,0.509604070697393,0.538190484046936,0.177215523197172,-0.460396506786238,-0.439242601394653,0.142886886708103,0.863208014936897,0.900673151016235,0.115665174713717,0.577483108360131,0.591688871383667,0.131875265153465,0.037879615100528,0.032205410301685,0.019979361695615,17.72734740491377,19.13553619384766,5.276843368139825,0.159934979088954,0.159049868583679,0.025503325198694
1804,0.034482118620122,0.032651333138347,0.009475491830857,0.53761672618511,0.55722388625145,0.13438210614965,1.40560042819355,1.447349548339844,0.330591863020127,0.102549365632378,0.104118715971708,0.029676526036434,0.12992520141984,0.137075789272785,0.053531159348383,0.400355173384396,0.429315909743309,0.096163816063138,0.35071809487584,0.388841852545738,0.124694116300533,0.09137124567875,0.09096335247159,0.017432427129296,0.510857252036832,0.536828964948654,0.167604510654297,-0.462383273805586,-0.442776128649712,0.134382106209008,0.842376094603405,0.879641771316528,0.112688305860361,0.583327733180298,0.595436275005341,0.123039421388238,0.045711007095793,0.039933599531651,0.020492252979026,14.4673416658946,15.61705875396729,4.099528575809519,0.144655385112653,0.143968269228935,0.021131346777037
1805,0.030840015638566,0.028431716375053,0.010593406075962,0.531884532126379,0.553416192531586,0.12724472063639,1.38309378084183,1.429726779460907,0.309307622649523,0.092381805021372,0.092273246496916,0.026694084102359,0.117533639043744,0.121593907475471,0.048183602940142,0.407567046548579,0.42949190735817,0.093455682833512,0.36059148044569,0.391562774777412,0.121212418361487,0.081865952743162,0.08017748221755,0.018347323231135,0.503827951286883,0.53286674618721,0.1583585649793,-0.468115467943412,-0.446583807468414,0.127244720664179,0.856753089348107,0.892282009124756,0.112834888094654,0.57239461689412,0.586531907320023,0.1143896371252,0.040510084812621,0.03436610661447,0.021567638877586,16.46591572109904,17.56700038909912,4.818652575308423,0.152063429237746,0.149682939052582,0.025898600528234
1806,0.031461408564155,0.029178153723478,0.010203416770544,0.515973408016487,0.527675330638885,0.131921563592571,1.344401752842075,1.365398526191711,0.323057474134533,0.100393356977606,0.099616557359695,0.032170538376561,0.128988806218536,0.13245889544487,0.057152992268478,0.419748490054368,0.450933814048767,0.104552475057776,0.372707187712625,0.411080449819565,0.132246851465764,0.08666734581786,0.086051680147648,0.018430722262116,0.481876777377338,0.498349905014038,0.162679767322848,-0.484026592046315,-0.472324699163437,0.131921563589031,0.849783779586216,0.886703431606293,0.115069538962074,0.557453333982612,0.561164021492004,0.119861436795357,0.041479926102681,0.035132225602865,0.021524730370596,15.50858640520672,16.65278625488281,4.431100294039018,0.157543978826506,0.155254602432251,0.023846533144442
1807,0.031151828908562,0.028499128296971,0.010001288917527,0.515719247370457,0.537002325057983,0.134728821375337,1.345054699188155,1.388851284980774,0.327849298224252,0.098857798354113,0.098571814596653,0.030718859756621,0.125762959205254,0.130196645855904,0.055433902803355,0.415456638325125,0.449349462985992,0.107449778832976,0.362819366993967,0.405221045017242,0.136911545506292,0.086171287357089,0.084703475236893,0.017610108412071,0.481013204927391,0.510898530483246,0.169411844451695,-0.48428075248533,-0.462997674942017,0.134728821317982,0.844379240680395,0.888217449188232,0.121888161441674,0.558052194958032,0.570215225219727,0.120379264022538,0.042332947489689,0.035260837525129,0.021472387410076,15.45682538414766,16.89188003540039,4.870944225664583,0.136036304197634,0.134291455149651,0.025363970908977
1808,0.028814512531929,0.026231046766043,0.010477475842438,0.458209120597725,0.471852168440819,0.128395058012644,1.195030312458757,1.22008866071701,0.313926799567841,0.084837704448613,0.083641275763512,0.028480655571311,0.10588325072878,0.109338361769915,0.051538376777676,0.397814356141824,0.428736701607704,0.1053034123627,0.341710647197152,0.381978899240494,0.136223779378851,0.076704198599025,0.075412087142467,0.018352972741154,0.412657807326167,0.433773532509804,0.16121041536191,-0.541790879410028,-0.528147846460342,0.128395058003978,0.839221639631938,0.883127987384796,0.122509807898296,0.497965300839848,0.503026306629181,0.11647060911975,0.039756180216635,0.032572602853179,0.021930781024562,14.85779524375447,16.11273765563965,4.842915149964774,0.156250812197008,0.15279334038496,0.030420333241626
