Plot_ID,Blue_Mean_Value,Blue_Median_Value,Blue_Std_Dev_Value,Green_Mean_Value,Green_Median_Value,Green_Std_Dev_Value,Red_Mean_Value,Red_Median_Value,Red_Std_Dev_Value,RedEdge_Mean_Value,RedEdge_Median_Value,RedEdge_Std_Dev_Value,NIR_Mean_Value,NIR_Median_Value,NIR_Std_Dev_Value,_NDVImean,_NDVImedia,_NDVIstdev,_MTCImean,_MTCImedia,_MTCIstdev
1580,0.015583789436852,0.015031710267067,0.003778206753803,0.038335087321261,0.036694962531328,0.009929758450886,0.018588900371736,0.017820000648499,0.004464534301442,0.100563955384217,0.098073214292526,0.018594940363403,0.451834375111702,0.449709504842758,0.04046123512655,0.921725687601221,0.923204481601715,0.013034519984716,4.382322591929859,4.357537746429443,0.622903222568748
1581,0.016541902517434,0.016368169337511,0.003368357408374,0.039435342415104,0.0390685480088,0.007715764722162,0.018499696241092,0.01834733504802,0.003477870364897,0.103897320495858,0.10356842726469,0.015336385199581,0.471686176738098,0.473030522465706,0.037332306942688,0.924991342571232,0.925059705972672,0.009550226653021,4.366075060461736,4.329283714294434,0.470826674960284
1582,0.018098572262714,0.017901308834553,0.003892690211469,0.041677817373817,0.041333954781294,0.008492733008164,0.020286501840925,0.020079219713807,0.004058251270278,0.109299235979818,0.10876240581274,0.017391122539853,0.490549085553937,0.491670936346054,0.043404605804742,0.921128210022394,0.921488404273987,0.010565761064339,4.350214779223759,4.314923763275146,0.502922736908147
1583,0.015299657924433,0.015087296720594,0.003110447795705,0.038244558556699,0.037610307335854,0.007475708242695,0.020164551358035,0.019863218069077,0.003690205034608,0.103046530748092,0.102146420627832,0.014922652851559,0.451180724848987,0.450291827321053,0.039743978195142,0.914825775377595,0.915277421474457,0.010746618455222,4.250837399203746,4.233741521835327,0.447231361878914
1584,0.037355542337089,0.037212712690234,0.007957433996894,0.055129298339336,0.054743388667703,0.012251392864008,0.073445209752253,0.072443842887878,0.015802326840502,0.095061872857323,0.094115566462278,0.018143018579497,0.196141004259023,0.194106131792068,0.02241606573969,0.459770453066927,0.456664279103279,0.052879154993591,5.254688177509806,4.987277030944824,10.38293251226206
1585,0.064383827557214,0.051548406481743,0.034024270679477,0.107251906573103,0.083236765116453,0.060934071578007,0.142721127584246,0.109918471425772,0.080000531240555,0.192979973833376,0.145522959530354,0.110242823616619,0.318017831565163,0.252200365066528,0.143773274978868,0.399583691369904,0.393878772854805,0.081584912855902,3.37665014575348,3.038878202438354,3.128042471822837
1586,0.068575936276964,0.056155243888497,0.035931671517882,0.116721283481777,0.094099260866642,0.064796205282912,0.146032733019657,0.117360237985849,0.080252403217776,0.217161491392167,0.169500045478344,0.121553954694234,0.363817931383364,0.287686362862587,0.170487836296296,0.438547835541811,0.42545822262764,0.085390944436407,2.764505179005379,2.350481748580933,1.274104773990618
1567,0.016678044866766,0.016283654607832,0.003820273848644,0.045922811280003,0.045210961252451,0.009227792169293,0.021859390147017,0.021476546302438,0.004188448402353,0.120616677422444,0.119498413056135,0.018585908919051,0.492263515375702,0.493863597512245,0.044129792881525,0.915376503283991,0.916334122419357,0.011363766903312,3.81748942288227,3.789448380470276,0.41065770223839
1568,0.018135077894465,0.017714196816087,0.003791968951979,0.045241616843903,0.044117085635662,0.009812390836621,0.021759436137351,0.021285930648446,0.004262027362223,0.115382258356641,0.113433130085468,0.019066847833914,0.492928940692851,0.493609130382538,0.043791514834659,0.915873855140907,0.91656768321991,0.011649342259535,4.106025746951779,4.067971706390381,0.523784590329954
1569,0.016683382125428,0.016249809414148,0.003883247319657,0.038995713968227,0.038192620500922,0.008809082076492,0.020126195273357,0.019746038131416,0.004386293685536,0.101184863414798,0.100067999213934,0.017736468421647,0.468304398136711,0.468136385083199,0.046634305690724,0.918036785790431,0.918944865465164,0.012944011295215,4.613803261986783,4.572809457778931,0.560199723131026
1570,0.018307469813267,0.018038993701339,0.003961154077616,0.045811542973246,0.045039840042591,0.009963961869209,0.022002772582725,0.021675718948245,0.004613137687811,0.113501092960377,0.112285904586315,0.019047907906198,0.469563505047699,0.469569176435471,0.041043059270428,0.911124982697336,0.911657452583313,0.012871631300728,3.962957133047748,3.931567907333374,0.505744379428068
1571,0.019112219718424,0.018575163558125,0.004283137306115,0.047160401680299,0.045754734426737,0.010285889409369,0.025501721383686,0.024835761636496,0.005018052165719,0.114764143256014,0.112420372664928,0.019785225026682,0.434993164269348,0.434960514307022,0.047964993570194,0.889536376129114,0.890416741371155,0.015580306852421,3.650373587986297,3.636903047561646,0.469231156700738
1572,0.01594219836404,0.01552293729037,0.0035576491473,0.044132725538011,0.043283600360155,0.008605893356318,0.019505867219427,0.019157819449902,0.003816632025264,0.117440682921587,0.11585209518671,0.017787070942361,0.471001119325584,0.471883773803711,0.041515260914248,0.920865036148032,0.921490490436554,0.011026398713196,3.660581911793098,3.636478424072266,0.420876384891571
1573,0.020520407404645,0.018944039940834,0.008098335219567,0.048301331402212,0.045623689889908,0.017053129086806,0.025251901427088,0.023438811302185,0.009473710724076,0.117384242064542,0.113872848451138,0.031021159572726,0.462461333621131,0.460163772106171,0.072970934695485,0.898569434473631,0.901094019412994,0.02279816223829,3.865760225256795,3.790425777435303,0.651496365607454
1574,0.017623546902234,0.017296559177339,0.004711518430504,0.047087759722243,0.046355783939362,0.011604475562546,0.022741196704571,0.022430111654103,0.005281428941966,0.118040437408905,0.117125105112791,0.02305674797077,0.453211434410723,0.453952372074127,0.056953831698429,0.905099615420968,0.905298143625259,0.014766071891187,3.592362983663607,3.553306102752686,0.488171266958508
1575,0.01847138204653,0.018128694035113,0.004458522030508,0.043537577391268,0.042826782912016,0.009667130486472,0.02131821152174,0.020981990732253,0.004692873655035,0.111292716651947,0.11033609136939,0.018925347890397,0.467602414066179,0.467732399702072,0.046378140192547,0.913447058681301,0.913630247116089,0.012857771861845,4.028129209762195,3.9666588306427,0.51355526439501
1576,0.016172495671287,0.015825033187866,0.003602265445257,0.039379702960823,0.038518700748682,0.008345124546658,0.019369211310109,0.018962725065649,0.003683447235776,0.102309880981154,0.100810594856739,0.017367895247049,0.449708847730347,0.45030352473259,0.046158745586761,0.917725698305539,0.918174922466278,0.010532082167125,4.257496949089201,4.244589805603027,0.48484850453339
