Plot_ID,Blue_Mean_Value,Blue_Median_Value,Blue_Std_Dev_Value,Green_Mean_Value,Green_Median_Value,Green_Std_Dev_Value,Red_Mean_Value,Red_Median_Value,Red_Std_Dev_Value,RedEdge_Mean_Value,RedEdge_Median_Value,RedEdge_Std_Dev_Value,_NDVImean,_NDVImedia,_NDVIstdev,_MTCImean,_MTCImedia,_MTCIstdev,NIR_Mean_Value,NIR_Median_Value,NIR_Std_Dev_Value
743,0.020903554492027,0.01918551325798,0.009166240911191,0.051623968364154,0.053145000711083,0.017553464282367,0.030762577342482,0.021650466136634,0.019661710152567,0.117972826693568,0.120588511228561,0.037905657701657,0.836780668317828,0.898698329925537,0.116572390734897,3.255127807069757,3.137047529220581,0.669712168114673,0.390896682216468,0.343399405479431,0.134704856309738
744,0.021104504907,0.019607335329056,0.008882355094237,0.052517766860492,0.05385291017592,0.016830048799594,0.031211351015426,0.022665119729936,0.019033145720776,0.119927793455933,0.120547655969858,0.035876801901198,0.835679460337708,0.903888314962387,0.117798593989056,3.22138678630748,3.109262704849243,0.623485868586593,0.395754816260334,0.36179181933403,0.128717359466625
745,0.021278930774283,0.019387444481254,0.009207008069826,0.051268274563712,0.052312772721052,0.016481883434658,0.031320664314035,0.021287132054567,0.020296158630587,0.117778071701082,0.12198231369257,0.034161747543848,0.835308583513607,0.903840243816376,0.12188282933845,3.325904133101596,3.251497983932495,0.640290691464488,0.398085950166785,0.352425158023834,0.131086235288037
746,0.022172136339859,0.021114181727171,0.008665527602275,0.055472029051545,0.057568766176701,0.017056226278354,0.031944994131984,0.023774534463882,0.018583085084199,0.126367644433539,0.12615279853344,0.036992554721407,0.836546224312657,0.903940379619598,0.115354324634692,3.085398576572284,2.961317539215088,0.561641470553277,0.405993478217798,0.403259456157684,0.124379116697861
747,0.021718209247534,0.019520966336131,0.009323400004914,0.053179237450957,0.054422300308943,0.017028473010065,0.033112095757423,0.023472858592868,0.020013977580474,0.118893024507947,0.123241558670998,0.035648080937696,0.821348852359302,0.872595727443695,0.121262688724381,3.20463743513624,3.050328254699707,0.647156044064651,0.382626480373669,0.32284951210022,0.128458150360165
748,0.022030821081671,0.020000170916319,0.009486532556227,0.054570478449814,0.055654440075159,0.016937004025751,0.032127323341728,0.022226441651583,0.02078681349422,0.123440903448278,0.12564979493618,0.034312819278714,0.834058966419157,0.90805572271347,0.126744922294314,3.157622846082279,3.050936937332153,0.546997285372306,0.403649781657869,0.381542652845383,0.124137387228044
749,0.023433675105999,0.020473090931773,0.011047701892612,0.056118500358029,0.056881759315729,0.019126679746172,0.034917248455901,0.022904036566615,0.024305668478269,0.126702736285152,0.132423594594002,0.037770421428394,0.824174916383412,0.892971515655518,0.13477713068001,3.170097441168131,3.060536623001099,0.590845102177083,0.408683318073175,0.362907290458679,0.136212460486533
750,0.02538789978621,0.022148925811052,0.011193472659344,0.060687453249506,0.060711914673448,0.016860016803637,0.036142081646327,0.023475062102079,0.025647782032305,0.137460386467349,0.140178501605988,0.031704135595058,0.825123525899032,0.917567104101181,0.147180934428219,3.052575164216762,2.97552764415741,0.434518886304355,0.441693633787841,0.477162688970566,0.131179450690786
751,0.023791081552677,0.020582649856806,0.011433173259389,0.054293500394455,0.053312603384256,0.018146270790808,0.034982682082732,0.021695639938116,0.025228946445007,0.12446817383604,0.127408772706985,0.031407000756525,0.825353158192287,0.914769887924194,0.14418337526054,3.344890862252089,3.294847011566162,0.584089756256313,0.42114095279464,0.427536487579346,0.132342538320874
752,0.024479382615879,0.02151002548635,0.011847207518584,0.054645041601275,0.053706485778093,0.019003913274467,0.03664015608367,0.023732116445899,0.025738332368746,0.12135722911024,0.125103265047073,0.032873216563696,0.812872098704582,0.893284618854523,0.142381167554955,3.225330061493791,3.112280368804932,0.536946995309905,0.388377771204984,0.353998780250549,0.115040416962
753,0.023143771488517,0.020204131491482,0.011630264173062,0.052658926655678,0.052729284390807,0.019255755372463,0.034088124647089,0.022015199065208,0.025046641231262,0.119781697612268,0.124422386288643,0.034782791979054,0.825470827689935,0.906151115894318,0.143441367352639,3.412594576741464,3.309823274612427,0.660707962286118,0.406465302411906,0.369680643081665,0.134733824576629
754,0.023441671990691,0.019671224988997,0.012356910669552,0.053588155756822,0.053535869345069,0.019574717197405,0.035487268374028,0.021723687648773,0.026347000153477,0.119040617609113,0.123074185103178,0.035601098562046,0.812225070529113,0.895578294992447,0.14721541125701,3.208028001984053,3.062384486198425,0.601899380813671,0.376079153934078,0.342256292700768,0.117114104240741
755,0.022089250917899,0.019377664662898,0.01069056176549,0.050266053920163,0.04990622214973,0.017785958114395,0.032560469225677,0.020735056139529,0.023088608220612,0.115531665010575,0.120770294219255,0.034396988640017,0.824362867736072,0.900042235851288,0.139928925192331,3.346449978000683,3.258819937705994,0.634728619285596,0.385647397958572,0.346168279647827,0.129560994002325
756,0.022493920730236,0.020766519010067,0.00929990471993,0.053112999024336,0.055692527443171,0.016434230638097,0.031825870424101,0.022902755066752,0.019455067615629,0.119879642429016,0.120337188243866,0.035135461894037,0.825186354455042,0.901431977748871,0.128708797460076,3.030574275234932,2.901268005371094,0.544998036984399,0.375460760478315,0.357207268476486,0.11754121146351
757,0.020391413698304,0.017003712244332,0.009742114792597,0.050187328494617,0.050873760133982,0.015659951561941,0.029978256558537,0.019354531541467,0.020199149882632,0.11534073251084,0.117951907217503,0.031620589046712,0.831294336316749,0.900751799345016,0.129964014924899,3.077868054703773,2.994860053062439,0.527228304347591,0.371871253165829,0.341353580355644,0.118643226779745
758,0.021412379957363,0.019429268315434,0.009546149437291,0.051663080671611,0.052803739905357,0.017128514761539,0.030780269067987,0.021739693358541,0.018783155436453,0.116660860524835,0.119326442480087,0.035206347579795,0.827882801906062,0.883550405502319,0.119184164552194,3.030498834692624,2.915742635726929,0.645215357974759,0.366936384184139,0.321474760770798,0.11944030207047
759,0.021650395167337,0.020257611759007,0.008965720160749,0.054006876175284,0.056657262146473,0.017318811347086,0.030319443788859,0.022215538658202,0.017583686421166,0.122011487926847,0.123833242803812,0.038044325456542,0.834323472323422,0.898792266845703,0.116289521509564,2.991541250887477,2.894167900085449,0.638368689064118,0.387703419783659,0.333866715431213,0.13837917517422
