Plot_ID,Blue_Mean_Value,Blue_Median_Value,Blue_Std_Dev_Value,_DVImean_1,_DVImedi_1,_DVIstde_1,_EVImean_1,_EVImedi_1,_EVIstde_1,_EGXmean,_EGXmedian,_EGXstdev,_EGXRmean,_EGXRmedia,_EGXRstdev,_GLImean_1,_GLImedi_1,_GLIstde_1,_GNDVIme_1,_GNDVIme_2,_GNDVIst_1,Green_Mean_Value,Green_Median_Value,Green_Std_Dev_Value,_GVImean_1,_GVImedi_1,_GVIstde_1,_MTCImea_1,_MTCImed_1,_MTCIstd_1,_NDVImea_1,_NDVImed_1,_NDVIstd_1,NIR_Mean_Value,NIR_Median_Value,NIR_Std_Dev_Value,Red_Mean_Value,Red_Median_Value,Red_Std_Dev_Value,RedEdge_Mean_Value,RedEdge_Median_Value,RedEdge_Std_Dev_Value,_RVImean_1,_RVImedi_1,_RVIstde_1,_VARImea_1,_VARImed_1,_VARIstd_1
184,0.027265944908575,0.026574589312077,0.005834730637347,0.359572733770853,0.358735859394073,0.060248903457102,0.963240760663463,0.95939689874649,0.160842440148767,0.076660413327516,0.073919616639614,0.023202471450614,0.085710514587233,0.081894852221012,0.032711187923587,0.332393851694581,0.335446119308472,0.040597570546704,0.220091839072533,0.224129691720009,0.059489728454667,0.07580377791298,0.07400381565094,0.01736114239523,0.297963060409757,0.298057943582535,0.07363666673838,2.235772140872156,2.195666790008545,0.347145821598669,0.788668947730952,0.790370643138885,0.027677885206404,0.407253931553603,0.405406355857849,0.064247169890298,0.047681197593553,0.047532442957163,0.007332613247698,0.160812285426383,0.158083766698837,0.031661038149034,8.62883917855119,8.5406494140625,1.288699088846678,-0.424297700397036,-0.423894912004471,0.050103616564088
185,0.028238665538705,0.027125145308673,0.005816669763941,0.348933862680748,0.346969753503799,0.056741803540879,0.938872388303135,0.930924594402313,0.150911412100709,0.075719961706003,0.072014845907688,0.023369208137339,0.082847307560836,0.078153744339943,0.032608261471232,0.321310077617497,0.32441334426403,0.042370208929687,0.207959171787727,0.213280141353607,0.060882835844974,0.076897073514554,0.074390206485987,0.017820805839636,0.283741769950368,0.282621324062347,0.070072189727,2.253644755896047,2.221523284912109,0.357653485562546,0.776172427277986,0.782015472650528,0.036981293328656,0.398769382343488,0.394875481724739,0.059960867482562,0.049835519767105,0.04949564859271,0.00894148477479,0.159056766718703,0.155233100056648,0.031114477216225,8.175079055928114,8.174962520599365,1.475392143436055,-0.43304368017439,-0.433886751532555,0.050656984501627
186,0.027630788217866,0.02678220719099,0.005187756978805,0.344309526704518,0.342394173145294,0.059535868795804,0.922579074519989,0.915465533733368,0.155803711243127,0.064507090265373,0.061225948855281,0.019318508555384,0.067501724132446,0.063213847577572,0.027009905045844,0.295014326816015,0.296187102794647,0.041155341007623,0.183654077754593,0.18613450974226,0.059127715390795,0.069999108912991,0.067591808736324,0.015184959912229,0.283567303421098,0.283242166042328,0.07505903904869,2.53088398045568,2.50911009311676,0.379644477898865,0.779973767015673,0.785951197147369,0.040199626429928,0.392169865935526,0.38897916674614,0.061503563005715,0.04786033933372,0.047142021358013,0.008514224451061,0.146837747649944,0.142873972654343,0.027438878698055,8.3824806721361,8.343662738800049,1.644817640211615,-0.463658049733924,-0.466206058859825,0.047164734765225
187,0.02754575303174,0.026699429377913,0.004968312416915,0.340939104204511,0.339663505554199,0.058317489944537,0.923572173626807,0.917194902896881,0.153287261113008,0.075920516195518,0.072766244411469,0.022562260401931,0.079646712293489,0.075626522302628,0.032183106810508,0.314671813149485,0.31893327832222,0.046858097684438,0.185588007204418,0.191059052944183,0.066066960614465,0.078403656039091,0.075897961854935,0.016479761266919,0.274095980158293,0.273087471723557,0.072974017237945,2.243749980374022,2.226349353790283,0.303561339255966,0.758965947212208,0.761119306087494,0.04109202925081,0.394280147125368,0.391305267810822,0.060177267559183,0.053341042839192,0.053033508360386,0.008698038312082,0.160025764806862,0.156758069992065,0.028704749708112,7.548329014214095,7.37238073348999,1.504639396854454,-0.436683411602056,-0.436425536870956,0.05163419680443
188,0.025341709176144,0.024695942178369,0.00453291044187,0.343565547920315,0.339228510856628,0.057398350384734,0.924013961575132,0.911583751440048,0.150813703368975,0.061213378217772,0.057153027504683,0.01891313078419,0.059639552393835,0.055005775764585,0.026836719895502,0.285152004326408,0.28601661324501,0.04553117495697,0.151807768619461,0.154654450714588,0.062903793196613,0.068194971200462,0.065727557986975,0.014436820083904,0.288508770010804,0.284765586256981,0.070414206148629,2.554271297512196,2.530521512031555,0.381020788490323,0.77295995913067,0.78053206205368,0.040185382278853,0.393400402929428,0.388092666864395,0.05942512013112,0.049834855008962,0.048910278826952,0.008771628725491,0.148252223287335,0.143965497612953,0.028064447514004,8.070548376974681,8.112948417663574,1.514843568310143,-0.47228063986574,-0.475725665688515,0.048153673427477
189,0.029979771801876,0.028725055977702,0.006681457573538,0.337558903770433,0.334202170372009,0.056999120212666,0.917442804322302,0.90623527765274,0.152254629303741,0.072331121628581,0.067964613437653,0.022661219420048,0.073361882703112,0.067969903349876,0.032192948512368,0.292445074745518,0.296542197465897,0.043287875162522,0.168008047476256,0.173476681113243,0.064700253976433,0.07900249425579,0.075776539742947,0.018025243305406,0.272195681523521,0.269123166799545,0.071397622576925,2.358544696797081,2.346735715866089,0.327126044983748,0.75001346163563,0.752460241317749,0.040579867680518,0.393252998766131,0.388208717107773,0.060438057007956,0.055694095104283,0.055113214999437,0.009956093923288,0.157921882701656,0.154032036662102,0.029889037460333,7.21262626312989,7.079511165618896,1.333476704214595,-0.455584273472591,-0.457209557294846,0.049211159626604
190,0.025194304432956,0.023943831212819,0.005970828198068,0.351310519974672,0.348968148231506,0.063169957039268,0.933107567770924,0.92580983042717,0.163823880441511,0.0627296120966,0.057673830538988,0.021753028967693,0.068038208406685,0.061095535755157,0.030788265195829,0.309404631564416,0.31134369969368,0.045534846017951,0.201144339967607,0.204463683068752,0.069282757921553,0.065436048209715,0.062044830992818,0.016942071980231,0.29393391693623,0.292748287320137,0.077129268374649,2.732680439342691,2.69426703453064,0.486413745027682,0.800871070171815,0.801018923521042,0.04188690659218,0.394258699927406,0.39025504887104,0.064595051195665,0.042948179913935,0.042526809498668,0.008687136041992,0.139018645077275,0.134041085839272,0.029021085697664,9.510424409335368,9.051206588745117,2.279298245777138,-0.45484221058594,-0.4585942029953,0.05238412385812
191,0.025664339416076,0.024492025375366,0.00555207068605,0.39406110022719,0.39246991276741,0.054608832302942,1.045316947529504,1.03797435760498,0.14288593275465,0.081138902072315,0.076647944748402,0.021154331046135,0.095249364786815,0.089324094355106,0.029362759749036,0.366633378146703,0.369585543870926,0.034307509877908,0.262684290654085,0.267687141895294,0.052792919113438,0.07523004189699,0.072085499763489,0.01649290735541,0.341549598234535,0.340804547071457,0.066575835874206,2.352535695556945,2.320271253585815,0.341995242793307,0.817626697864873,0.821319997310638,0.033083385996875,0.437717942583982,0.434164702892303,0.056797328924608,0.04365684228311,0.043378967791796,0.008366831765759,0.162681906120395,0.15779322385788,0.028239673292275,10.32828206435487,10.19319438934326,2.038996839193339,-0.3947590671277,-0.395820766687393,0.040841129653026
192,0.025491615529026,0.024596710689366,0.004784292239674,0.37420343164286,0.3713299036026,0.05046748790055,0.99248664893756,0.981060087680817,0.134159384869719,0.070524144214799,0.06471898779273,0.022204467206611,0.079639489921565,0.071745235472918,0.030757479754046,0.333299230238075,0.331740021705627,0.040808743055843,0.227797700381637,0.227332182228565,0.055214528621607,0.069614843276236,0.065801292657852,0.016331272017096,0.321301555343413,0.319989308714867,0.05985401581894,2.6672546565244,2.657796859741211,0.419529638477494,0.811624309652499,0.814260751008987,0.027591188643588,0.417417358678023,0.412193953990936,0.053573859855415,0.043213926828871,0.042773937806487,0.00733045091483,0.147248537309437,0.141626425087452,0.027917923496013,9.844728062989676,9.767784118652344,1.580082552741888,-0.430099398987521,-0.436288774013519,0.049749849603785
193,0.020842885842537,0.020365051925182,0.00373283825367,0.403456220957626,0.401072144508362,0.051666530766484,1.062965124407589,1.056485950946808,0.133227191184275,0.073426157640028,0.070251271128654,0.018221976784755,0.08487315791279,0.080779917538166,0.024869629076499,0.375685182682016,0.378788620233536,0.03830554224578,0.255525152628615,0.259585022926331,0.055951537973309,0.066960922568548,0.065201666206121,0.013802491282343,0.359153310719732,0.356667324900627,0.061187075760079,2.603486325038994,2.55871307849884,0.394028117727873,0.834802340194595,0.835061132907867,0.032974867073308,0.443109022614337,0.440552487969398,0.052601364184733,0.039652801649042,0.039687832817435,0.008023695477763,0.15318100461422,0.150048099458218,0.025939897690728,11.63115854323363,11.12570571899414,2.739086756155188,-0.396407192868003,-0.397049218416214,0.040231561386869
