Plot_ID,Blue_Mean_Value,Blue_Median_Value,Blue_Std_Dev_Value,_DVImean,_DVImedian,_DVIstdev,_EVImean,_EVImedian,_EVIstdev,_EXGmean,_EXGmedian,_EXGstdev,_EXGRmean,_EXGRmedia,_EXGRstdev,_GLImean,_GLImedian,_GLIstdev,_GNDVImean,_GNDVImedi,_GNDVIstde,Green_Mean_Value,Green_Median_Value,Green_Std_Dev_Value,_GVImean,_GVImedian,_GVIstdev,_MTCImean,_MTCImedia,_MTCIstdev,_NDVImean,_NDVImedia,_NDVIstdev,NIR_Mean_Value,NIR_Median_Value,NIR_Std_Dev_Value,Red_Mean_Value,Red_Median_Value,Red_Std_Dev_Value,RedEdge_Mean_Value,RedEdge_Median_Value,RedEdge_Std_Dev_Value,_RVImean,_RVImedian,_RVIstdev,_VARImean,_VARImedia,_VARIstdev
1705,0.022348432289603,0.021741305477917,0.005180751380534,0.259759647239356,0.254563897848129,0.041814183413484,0.715924182614775,0.700356125831604,0.121006234666711,0.050893099176447,0.048202387988567,0.017862296075223,0.040922789918906,0.037528308108449,0.022340906189229,0.250470523050787,0.251915037631989,0.040506818450054,0.088306414023749,0.088734965771437,0.051469879347641,0.062504696250046,0.060522692278028,0.015997163453407,0.17591344956242,0.169251032173634,0.050822435199295,1.704066757960273,1.681474328041077,0.251417165992861,0.715799873378619,0.716402173042297,0.029750756739928,0.311527508166716,0.305301278829575,0.050026218172841,0.051767861052367,0.050788210704923,0.010742676091671,0.149652187188892,0.145904004573822,0.032220773366097,6.115377743828292,6.052240371704102,0.754216267566692,-0.504253806431072,-0.505391806364059,0.043655059605786
1706,0.024247036663312,0.023487243801355,0.005922284089542,0.295929894040772,0.292954176664352,0.046349475795349,0.80091654234444,0.791019082069397,0.129490082234135,0.064746007843755,0.062098063528538,0.019712795537772,0.067831337063117,0.064740858972073,0.025833332256025,0.312171903448378,0.315705746412277,0.03722722959769,0.185604908280534,0.190009117126465,0.052207264029916,0.067502740617291,0.065451420843601,0.016948873678262,0.214157025049273,0.210646584630013,0.05640557253435,1.651316151385205,1.636813163757324,0.230067527122375,0.763451183098315,0.766230165958405,0.032600985706789,0.341942330745398,0.337904721498489,0.053078880669208,0.046012436713585,0.04495108500123,0.010234158253768,0.159237688300897,0.155918508768082,0.03259483660689,7.611936377137438,7.555423736572266,1.163003228504186,-0.450214458523575,-0.449408292770386,0.042063604274539
1707,0.027250509939757,0.026760429143906,0.006229592955954,0.277021410044642,0.273461192846298,0.049149331931168,0.771813130743162,0.762469232082367,0.140962403393008,0.057820617915634,0.0557571798563,0.019408075934847,0.047070744827721,0.044177070260048,0.025180540497541,0.246749546627038,0.247164338827133,0.043265552294453,0.094402629494761,0.093711920082569,0.055212352197478,0.072138584498534,0.070852689445019,0.017608219908455,0.195825510996313,0.191063567996025,0.063715344348548,1.593759805726798,1.575037598609924,0.212524851187044,0.700780883685347,0.702152669429779,0.034836886837993,0.336227451185697,0.333017021417618,0.057844013525203,0.059206041134956,0.058106534183025,0.01261620233645,0.167656461402122,0.166041970252991,0.035281535792441,5.775892430470215,5.714849472045898,0.799108504263674,-0.499256945699901,-0.499672055244446,0.046356637497916
1708,0.022187513196349,0.021225096657872,0.005499247086718,0.273330238813857,0.268086522817612,0.045768538621213,0.743299434435245,0.726651787757874,0.130671910384967,0.058636573296905,0.054498832672834,0.020550910889234,0.057429837563688,0.052634194493294,0.02593883664476,0.294729355912951,0.296835541725159,0.039784014444269,0.151689975762048,0.154094204306602,0.050346322981012,0.063533587121797,0.060015887022018,0.017526055509786,0.187062321776263,0.180430367588997,0.055272181690781,1.658511103292273,1.654912233352661,0.240118498648953,0.748091721510974,0.748111426830292,0.029292363544666,0.319573326666701,0.312583118677139,0.053848464623474,0.046243087757331,0.04481865093112,0.010488268699228,0.151014466425364,0.145278751850128,0.034535193143608,7.050453162375418,6.940018653869629,0.968872167157273,-0.468470254369211,-0.46944922208786,0.04546868945835
1709,0.024943621272057,0.023902740329504,0.007131239933546,0.252700391113598,0.246372185647488,0.054528943619273,0.703303340015046,0.683747082948685,0.159457907246486,0.054224776899889,0.050323028117418,0.023857929061581,0.044193077775518,0.039852604269981,0.030088491320694,0.244671377711235,0.248085804283619,0.052238390394436,0.089402369926179,0.091883938759565,0.066711675023844,0.067148586970583,0.063930276781321,0.021360332956638,0.161022186680318,0.150982238352299,0.068151517972315,1.58789203482652,1.54758220911026,0.285287190227394,0.697073314990449,0.698459059000015,0.03558331966757,0.30782916687345,0.299719199538231,0.065925396062853,0.055128775774966,0.053100001066923,0.014314328064759,0.155684100273625,0.150252766907215,0.042769849216502,5.694434505291762,5.632598638534546,0.798285005914554,-0.505221074504994,-0.504935771226883,0.057502299323223
1710,0.025282641612098,0.024299797601998,0.006331108867397,0.282100049783536,0.277572378516197,0.051321034820854,0.766286862463724,0.751897364854813,0.143896395313328,0.056182036247324,0.053739819675684,0.018628021173845,0.054340483963865,0.051516739651561,0.024030585372805,0.275122879807606,0.277688071131706,0.038683669180674,0.148665766984935,0.151495471596718,0.053944518242851,0.064384500705367,0.061972383409739,0.016962979048552,0.200491173457,0.194226957857609,0.06394636271765,1.753744304148369,1.736123263835907,0.237526547915502,0.749220150900605,0.751643031835556,0.033069620912257,0.329404373347013,0.323573619127274,0.059049598259703,0.047304323558512,0.04579496011138,0.011022724908502,0.151368295834686,0.146931186318398,0.03410444993194,7.111615873171173,7.052924633026123,1.054280208136421,-0.485859809635751,-0.485514253377914,0.043678529628383
1711,0.022981366569038,0.022135124541819,0.006598408716064,0.283785555266757,0.278796747326851,0.058082698951453,0.766543041236663,0.752167463302612,0.162518538151469,0.061533959107907,0.058970583602786,0.02263192296381,0.064442387543221,0.060926388949156,0.029137234327769,0.309281623043876,0.312441453337669,0.039744662076117,0.181046929585468,0.184041120111942,0.054309515989898,0.064118348601431,0.061811001971364,0.019303350006005,0.199033058607566,0.190900884568691,0.070460411412935,1.663668811752381,1.646325170993805,0.238606569501109,0.764915579152948,0.766564100980759,0.027181295972392,0.327506926827826,0.321970224380493,0.066744036044516,0.043721371536574,0.04259748570621,0.010715667711226,0.152346964671998,0.148588202893734,0.038697250480745,7.620674221563315,7.567662954330444,0.993175525309726,-0.456063761352819,-0.455389425158501,0.048208413469373
1712,0.023406780571259,0.022606410086155,0.006213498538239,0.285665916263753,0.283188343048096,0.04872562444192,0.771444635148892,0.761746048927307,0.13851705767024,0.057623385190825,0.055608823895454,0.018927167099829,0.058283049046923,0.055682554841042,0.023556234163586,0.294545488513765,0.297458589076996,0.034887829291477,0.166977548893286,0.169730573892593,0.046430734038362,0.062656982358971,0.060607209801674,0.017255094765877,0.205456220518234,0.200655370950699,0.05901479207021,1.773567661187102,1.754519462585449,0.24232886093057,0.764749424759153,0.766297519207001,0.026824862858907,0.329949715261581,0.325717359781265,0.05743421260645,0.04428379894059,0.043019756674767,0.01070382949603,0.149099397670774,0.145900592207909,0.034340829256847,7.611935213517754,7.557889938354492,0.980693966052726,-0.470610354225503,-0.46897354722023,0.041326325912996
1801,0.025478009066218,0.024572872556746,0.007642565617609,0.28894698626526,0.285098284482956,0.052672460934622,0.793081705433013,0.780397564172745,0.153252972518821,0.06468493363319,0.061931673437357,0.022200842343952,0.062960570967794,0.059353183954954,0.027384485958548,0.291643203108919,0.294552534818649,0.037932331046658,0.151338687757339,0.15485555678606,0.051908703742596,0.071084712461057,0.06870075315237,0.02097711313931,0.207073741944894,0.200659722089767,0.066124743679905,1.528478477759944,1.506662905216217,0.23945030112631,0.737725036227502,0.739499688148499,0.036036189363827,0.340953468545354,0.335875406861305,0.063782248630581,0.052006482228296,0.050581434741616,0.014210642846987,0.168586139826054,0.164629906415939,0.041750724874429,6.770891143559686,6.677534341812134,1.076390141934827,-0.463542594744822,-0.463123738765717,0.043289167539722
1802,0.023721147075505,0.02302991785109,0.005776930946073,0.265485256928448,0.262681812047958,0.047625483607861,0.728046548490194,0.721177339553833,0.133249624280558,0.049906590038446,0.04834046959877,0.018008944517292,0.041492777544831,0.039713755249977,0.024233349743959,0.247629512690702,0.251037836074829,0.049980940061211,0.099154421727005,0.101633593440056,0.065243248775032,0.061940358007213,0.060306567698717,0.015811702911323,0.18357060437667,0.178585842251778,0.058308040047584,1.711073805258172,1.691180825233459,0.225811717286685,0.725125798901816,0.725305616855621,0.037177895151363,0.31573823565498,0.313026756048203,0.054380992549553,0.050252978916711,0.049247678369284,0.010900110673014,0.149729498647014,0.14766988158226,0.031805331585129,6.414501889814145,6.280817985534668,1.0430576574861,-0.508972132652625,-0.506924390792847,0.050136007929081
