Model,Aggregation_method,Train_field,Test_field,Training_features,Feature_Importances,RMSE_test,RMSE_train,R2_test,R2_train,GKF_CV,DataTime
GradientBoostingRegressor(random_state=1),Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[4.38526115e-02 7.78288954e-03 3.12964950e-01 6.12711888e-03
 1.62437015e-03 2.14949313e-01 2.26695947e-02 8.03444895e-04
 2.18428370e-03 1.58865104e-02 1.23127560e-02 4.55115353e-02
 1.39380147e-03 3.53344008e-05 1.39802798e-02 1.81054425e-02
 2.37314249e-02 1.17055433e-02 1.36438354e-03 1.42392881e-02
 5.93960014e-02 3.82419435e-03 6.37902204e-02 7.81828532e-03
 2.13054607e-03 1.00106752e-02 1.97438287e-02 6.08156748e-03
 1.23311197e-02 2.10551501e-03 1.46680834e-02 1.96460109e-03
 3.05201381e-03 2.18584717e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",5.837122,2.576184,0.518067,0.90809,TRUE,15:17.7
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",8.482019,8.50007,-0.013849,-0.000054,TRUE,15:19.2
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,5.284578,4.895079,0.602607,0.668261,TRUE,15:26.0
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,"['Masbasis_2020_Simps', 'Staur_2019_Simps']",Masbasis_2019_Simps,"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,13.487951,3.90562,-44.372487,0.8269,FALSE,15:32.4
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,"['Masbasis_2019_Simps', 'Staur_2019_Simps']",Masbasis_2020_Simps,"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,10.925825,3.991239,-8.607739,0.69243,FALSE,15:39.0
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']",Staur_2019_Simps,"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,7.280746,1.186985,0.266788,0.987937,FALSE,15:45.3
LinearRegression(),Simpsons,['Staur_2019_Simps'],"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']","['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,1.59934E+13,4.828771,-2.19002E+24,0.677484,FALSE,15:45.4
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,['Staur_2019_Simps'],"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']","['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[0.06393307 0.01518106 0.19962162 0.01264831 0.00594714 0.30278419
 0.02992866 0.0035725  0.00337113 0.02863492 0.01205886 0.02236473
 0.00432652 0.00408123 0.01999928 0.01716838 0.01303265 0.01402662
 0.00463656 0.02241101 0.03790603 0.01067814 0.03370683 0.00983742
 0.00536513 0.00573356 0.0130708  0.0074179  0.01200983 0.00342902
 0.01740536 0.0143566  0.01122637 0.01812857 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",11.847013,2.128888,-0.201671,0.937312,FALSE,15:46.6
GradientBoostingRegressor(random_state=1),Simpsons,['Staur_2019_Simps'],"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']","['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[4.38526115e-02 7.78288954e-03 3.12964950e-01 6.12711888e-03
 1.62437015e-03 2.14949313e-01 2.26695947e-02 8.03444895e-04
 2.18428370e-03 1.58865104e-02 1.23127560e-02 4.55115353e-02
 1.39380147e-03 3.53344008e-05 1.39802798e-02 1.81054425e-02
 2.37314249e-02 1.17055433e-02 1.36438354e-03 1.42392881e-02
 5.93960014e-02 3.82419435e-03 6.37902204e-02 7.81828532e-03
 2.13054607e-03 1.00106752e-02 1.97438287e-02 6.08156748e-03
 1.23311197e-02 2.10551501e-03 1.46680834e-02 1.96460109e-03
 3.05201381e-03 2.18584717e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",11.850295,2.895249,-0.202337,0.884056,FALSE,15:47.8
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,['Staur_2019_Simps'],"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']","['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",11.198065,8.502958,-0.073628,-0.000041,FALSE,15:48.8
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,['Staur_2019_Simps'],"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']","['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,31.817091,4.924994,-7.667401,0.664502,FALSE,15:50.0
LinearRegression(),Simpsons,"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']",['Staur_2019_Simps'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,7481287132,1.181623,-7.7416E+17,0.988046,FALSE,15:50.0
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']",['Staur_2019_Simps'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[0.000861   0.00091521 0.00074084 0.00098573 0.00097667 0.00435982
 0.00037529 0.00020003 0.00032115 0.00042557 0.00063296 0.00060212
 0.00013134 0.00021356 0.0063689  0.00040562 0.02555101 0.00073045
 0.00021617 0.00057732 0.00368807 0.00085184 0.00070498 0.00679392
 0.00021206 0.00032148 0.00222646 0.0017529  0.0039593  0.00127465
 0.00054434 0.00064653 0.00053499 0.00045288 0.02798012 0.00930565
 0.01849511 0.00933711 0.01870703 0.00938191 0.02793556 0.0093324
 0.         0.00927515 0.01858749 0.0093583  0.         0.01859739
 0.         0.00934594 0.         0.0372245  0.03721378 0.
 0.         0.         0.         0.00937341 0.01863247 0.
 0.         0.00932704 0.00928837 0.         0.0186303  0.03723136
 0.01858909 0.         0.01859414 0.         0.00918317 0.01858239
 0.         0.00931892 0.00925158 0.         0.01862972 0.
 0.02804673 0.         0.00931107 0.01857539 0.         0.02799957
 0.02794518 0.04650637 0.00931385 0.00927499 0.         0.01863148
 0.         0.         0.         0.         0.02777773 0.
 0.02786095 0.02783079 0.         0.00929297 0.03724337 0.00930636
 0.         0.00931502 0.         0.0185311  0.         0.01851167
 0.         0.01860231 0.02788618 0.00934278 0.01862959 0.
 0.         0.        ]",7.936772,0.498379,0.128704,0.997873,FALSE,15:51.8
GradientBoostingRegressor(random_state=1),Simpsons,"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']",['Staur_2019_Simps'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[4.46392148e-04 4.69671745e-04 2.85799592e-04 1.17050550e-04
 2.04755022e-04 9.85119398e-03 2.79736974e-04 3.80261289e-05
 1.55079306e-04 1.77067110e-04 4.32399049e-04 1.85775152e-04
 2.94661731e-05 6.77061710e-06 9.29371004e-03 3.89194325e-04
 1.63583364e-02 2.74350734e-04 1.76255322e-04 3.44218847e-04
 8.44240427e-03 7.80738224e-04 2.32237627e-04 6.50131432e-03
 1.45486801e-04 5.36464294e-05 1.65519746e-03 7.91738109e-04
 3.59610604e-03 3.98167053e-04 7.43615202e-04 1.33618294e-04
 2.24993223e-04 8.90073495e-04 1.39688890e-03 0.00000000e+00
 4.22547265e-06 4.94597313e-03 3.29523645e-02 0.00000000e+00
 1.75122375e-02 8.46899901e-02 7.31058498e-05 0.00000000e+00
 4.06819314e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.66914152e-02 4.07172389e-04 0.00000000e+00
 1.14897790e-02 0.00000000e+00 2.94805628e-03 0.00000000e+00
 5.07116718e-02 0.00000000e+00 0.00000000e+00 6.20056873e-02
 0.00000000e+00 0.00000000e+00 2.21913184e-05 1.48049004e-01
 1.79959654e-01 0.00000000e+00 0.00000000e+00 6.10613966e-03
 0.00000000e+00 0.00000000e+00 1.37561554e-04 1.72455419e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.11424859e-04
 0.00000000e+00 1.16726042e-01 9.02541356e-05 0.00000000e+00
 2.58846333e-04 2.16200463e-02 0.00000000e+00 0.00000000e+00
 9.62801848e-06 0.00000000e+00 1.68985376e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.69829079e-04
 0.00000000e+00 3.24505297e-03 9.45064583e-02 2.09665530e-04
 9.85866329e-04 0.00000000e+00 0.00000000e+00 1.42237638e-02
 0.00000000e+00 1.13148001e-03 0.00000000e+00 3.14696712e-05
 0.00000000e+00 7.42364033e-04 9.30672102e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",8.305754,0.847103,0.045807,0.993856,FALSE,15:53.7
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']",['Staur_2019_Simps'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.02 0.02 0.   0.06 0.02
 0.   0.   0.04 0.02 0.   0.02 0.   0.   0.   0.02 0.06 0.   0.   0.
 0.   0.   0.02 0.   0.   0.   0.02 0.   0.04 0.02 0.02 0.   0.02 0.
 0.   0.02 0.   0.02 0.   0.   0.04 0.   0.02 0.   0.   0.04 0.   0.06
 0.02 0.06 0.02 0.02 0.   0.   0.   0.   0.   0.   0.06 0.   0.   0.04
 0.   0.   0.02 0.02 0.   0.02 0.   0.   0.   0.02 0.   0.04 0.02 0.
 0.02 0.   0.   0.  ]",9.183681,2.855253,-0.166572,0.9302,FALSE,15:54.9
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']",['Staur_2019_Simps'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,7.280746,1.186985,0.266788,0.987937,FALSE,15:59.1
LinearRegression(),Simpsons,['Staur_2019_Simps'],['Masbasis_2019_Simps'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,9.62244E+12,4.828771,-2.30925E+25,0.677484,FALSE,15:59.2
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,['Staur_2019_Simps'],['Masbasis_2019_Simps'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[0.06393307 0.01518106 0.19962162 0.01264831 0.00594714 0.30278419
 0.02992866 0.0035725  0.00337113 0.02863492 0.01205886 0.02236473
 0.00432652 0.00408123 0.01999928 0.01716838 0.01303265 0.01402662
 0.00463656 0.02241101 0.03790603 0.01067814 0.03370683 0.00983742
 0.00536513 0.00573356 0.0130708  0.0074179  0.01200983 0.00342902
 0.01740536 0.0143566  0.01122637 0.01812857 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",8.675951,2.128888,-17.77305,0.937312,FALSE,16:00.6
GradientBoostingRegressor(random_state=1),Simpsons,['Staur_2019_Simps'],['Masbasis_2019_Simps'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[4.38526115e-02 7.78288954e-03 3.12964950e-01 6.12711888e-03
 1.62437015e-03 2.14949313e-01 2.26695947e-02 8.03444895e-04
 2.18428370e-03 1.58865104e-02 1.23127560e-02 4.55115353e-02
 1.39380147e-03 3.53344008e-05 1.39802798e-02 1.81054425e-02
 2.37314249e-02 1.17055433e-02 1.36438354e-03 1.42392881e-02
 5.93960014e-02 3.82419435e-03 6.37902204e-02 7.81828532e-03
 2.13054607e-03 1.00106752e-02 1.97438287e-02 6.08156748e-03
 1.23311197e-02 2.10551501e-03 1.46680834e-02 1.96460109e-03
 3.05201381e-03 2.18584717e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",8.531867,2.895249,-17.154686,0.884056,FALSE,16:01.8
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,['Staur_2019_Simps'],['Masbasis_2019_Simps'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",7.600156,8.502958,-13.406073,-0.000041,FALSE,16:02.8
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,['Staur_2019_Simps'],['Masbasis_2019_Simps'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,32.57435,4.924994,-263.637969,0.664502,FALSE,16:04.0
LinearRegression(),Simpsons,['Masbasis_2019_Simps'],['Staur_2019_Simps'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,4.67312E+12,1.044106,-3.0206E+23,0.728112,FALSE,16:04.0
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,['Masbasis_2019_Simps'],['Staur_2019_Simps'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[0.02517961 0.00497851 0.01454263 0.01314195 0.00593194 0.09234508
 0.01489694 0.00481072 0.00665902 0.00945768 0.00554808 0.0093814
 0.00410452 0.00740015 0.01200696 0.00903813 0.01339681 0.02906391
 0.00450971 0.01631414 0.12150065 0.02610018 0.01612879 0.38810009
 0.00474823 0.00533095 0.01488333 0.0123568  0.01279909 0.00534311
 0.01945477 0.03648472 0.0143     0.01976141 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",10.727105,0.458272,-0.591633,0.947622,FALSE,16:05.3
GradientBoostingRegressor(random_state=1),Simpsons,['Masbasis_2019_Simps'],['Staur_2019_Simps'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[0.03154075 0.00299962 0.01968151 0.00454448 0.0006958  0.15413175
 0.00979839 0.00288862 0.00302375 0.01173098 0.00374882 0.01028187
 0.00227605 0.0005944  0.01106129 0.00719849 0.00463747 0.01530334
 0.00169293 0.01397443 0.15810257 0.02231188 0.01431796 0.36924716
 0.00171015 0.00248449 0.0012007  0.00176246 0.00223917 0.00239373
 0.03531581 0.03628646 0.00745161 0.0333711  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",10.655661,0.553733,-0.570503,0.923528,FALSE,16:06.5
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,['Masbasis_2019_Simps'],['Staur_2019_Simps'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",11.264984,2.002397,-0.755251,-0.000002,FALSE,16:07.5
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,['Masbasis_2019_Simps'],['Staur_2019_Simps'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,10.173441,1.055854,-0.431574,0.721959,FALSE,16:08.6
LinearRegression(),Simpsons,all_mix,all_mix,"['spectral_indices_all', 'weather_features', 'base_indices']",,3.658247,3.463515,0.869589,0.884225,TRUE,16:09.4
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,all_mix,all_mix,"['spectral_indices_all', 'weather_features', 'base_indices']","[0.01448333 0.00324502 0.05465302 0.00358446 0.00201121 0.06543016
 0.005576   0.00101046 0.0017069  0.00682509 0.00348499 0.00625046
 0.00141966 0.00101408 0.0098907  0.00478197 0.02176133 0.00341499
 0.00117932 0.00593346 0.01101219 0.00283178 0.00992959 0.00761121
 0.00130267 0.00103302 0.00428994 0.00306093 0.00643708 0.00258081
 0.00439044 0.00348727 0.00381525 0.00521307 0.00088197 0.00617893
 0.         0.02489698 0.00698705 0.00373842 0.01331377 0.02692712
 0.0018494  0.00739881 0.01875436 0.00617721 0.01448572 0.00292633
 0.         0.00085171 0.         0.00641059 0.00177871 0.
 0.00078575 0.0009317  0.00710316 0.02141646 0.00180542 0.01366305
 0.01384047 0.00808892 0.0218602  0.00082536 0.01939881 0.02043116
 0.0009281  0.00075712 0.01442425 0.         0.01600171 0.00080554
 0.02076562 0.00258835 0.00102723 0.00085466 0.00703277 0.01984768
 0.         0.00095001 0.00863636 0.         0.01998083 0.01239258
 0.01262516 0.00835808 0.02103181 0.01242136 0.01289664 0.01349798
 0.00275201 0.00677561 0.01191654 0.         0.01210725 0.00177889
 0.01226263 0.01245678 0.00078101 0.00867791 0.020684   0.02142741
 0.01852436 0.00172874 0.00077642 0.00869788 0.02191065 0.03858104
 0.00092259 0.01934182 0.00188569 0.00115651 0.00085876 0.00781229]",3.659576,1.306783,0.86972,0.983516,TRUE,16:17.4
