Model,Aggregation_method,Train_field,Test_field,Training_features,Feature_Importances,RMSE_test,RMSE_train,R2_test,R2_train,GKF_CV,DataTime
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,['Staur_2019_Simps'],['Masbasis_2019_Simps'],"['spectral_indices_select', 'weather_features']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",7.600156,8.502958,-13.406073,-0.000041,FALSE,26:08.8
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,['Staur_2019_Simps'],['Masbasis_2019_Simps'],"['spectral_indices_select', 'weather_features']",,13.821173,5.227531,-46.64205,0.622018,FALSE,26:09.7
LinearRegression(),Simpsons,['Masbasis_2019_Simps'],['Staur_2019_Simps'],"['spectral_indices_select', 'weather_features']",,1.97052E+11,1.070158,-5.37079E+20,0.714375,FALSE,26:09.8
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,['Masbasis_2019_Simps'],['Staur_2019_Simps'],"['spectral_indices_select', 'weather_features']","[0.10313338 0.00763114 0.00930469 0.0270052  0.0098022  0.01218353
 0.00644896 0.01005033 0.01384649 0.01444001 0.01886769 0.00865026
 0.020573   0.13224708 0.03806576 0.39573892 0.00709285 0.00824444
 0.02034311 0.01414032 0.01625022 0.00853294 0.02296058 0.03020179
 0.02081059 0.02343452 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",10.751217,0.461058,-0.598797,0.946983,FALSE,26:11.0
GradientBoostingRegressor(random_state=1),Simpsons,['Masbasis_2019_Simps'],['Staur_2019_Simps'],"['spectral_indices_select', 'weather_features']","[0.15945412 0.00362851 0.00319341 0.0214778  0.00381775 0.01829997
 0.00312277 0.00410658 0.01782041 0.00645346 0.01744129 0.00446828
 0.02165822 0.16534308 0.03151649 0.39244656 0.00287975 0.00163926
 0.0062605  0.00709402 0.0034378  0.00196356 0.03917054 0.02590043
 0.01015406 0.02725139 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",10.663041,0.581026,-0.572679,0.915804,FALSE,26:12.1
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,['Masbasis_2019_Simps'],['Staur_2019_Simps'],"['spectral_indices_select', 'weather_features']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",11.264984,2.002397,-0.755251,-0.000002,FALSE,26:13.1
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,['Masbasis_2019_Simps'],['Staur_2019_Simps'],"['spectral_indices_select', 'weather_features']",,12.164333,1.07909,-1.046702,0.709587,FALSE,26:14.1
LinearRegression(),Simpsons,all_mix,all_mix,['spectral_indices_all'],,9.526278,9.272844,0.121476,0.170418,TRUE,26:14.8
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,all_mix,all_mix,['spectral_indices_all'],"[0.14828323 0.0121921  0.0055333  0.00848614 0.00975749 0.11913813
 0.03627949 0.00644587 0.00372272 0.0642135  0.01209663 0.09742864
 0.01815116 0.00788654 0.01142754 0.10266557 0.01642508 0.02885665
 0.02909647 0.03381364 0.00419337 0.02115497 0.01301271 0.0230743
 0.01505573 0.01015361 0.01385542 0.11791779 0.0096822 ]",5.302592,1.958495,0.727484,0.962973,TRUE,26:21.5
GradientBoostingRegressor(random_state=1),Simpsons,all_mix,all_mix,['spectral_indices_all'],"[1.80959635e-01 1.14131284e-03 2.58251734e-03 1.01106151e-02
 1.64732857e-03 1.54264302e-01 2.38474419e-02 1.79436254e-03
 1.47520850e-04 5.24963911e-02 7.59970189e-03 9.44480749e-02
 1.67218540e-02 4.15737774e-03 4.88956919e-03 9.91138028e-02
 5.33170523e-03 2.51356246e-02 1.99435624e-02 7.47266283e-02
 3.89848635e-03 4.89305429e-03 8.70838372e-03 2.78960681e-02
 1.86814088e-02 3.34322602e-03 5.96656177e-03 1.42493580e-01
 3.05990155e-03]",6.042898,4.469357,0.645677,0.807251,TRUE,26:29.3
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,all_mix,all_mix,['spectral_indices_all'],"[0.37820969 0.         0.         0.00510935 0.         0.12251361
 0.         0.         0.         0.06018461 0.         0.12333577
 0.00693706 0.         0.         0.14390144 0.         0.00379878
 0.00349075 0.00313092 0.         0.         0.00108925 0.
 0.         0.         0.00297689 0.14532187 0.        ]",9.058343,8.854888,0.205346,0.243535,TRUE,26:31.2
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,all_mix,all_mix,['spectral_indices_all'],,9.527923,9.304879,0.12102,0.164669,TRUE,26:41.3
LinearRegression(),Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,['spectral_indices_all'],,1.180431,1.077266,0.639603,0.709836,TRUE,26:41.4
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,['spectral_indices_all'],"[0.09924191 0.01460218 0.0076534  0.00736772 0.01355563 0.00661336
 0.01102655 0.00445651 0.00981003 0.01436463 0.00938261 0.01528258
 0.03402126 0.00721249 0.0200102  0.12662204 0.03576894 0.0218632
 0.39483118 0.00530483 0.00632368 0.01643575 0.01315783 0.01385961
 0.00521898 0.01630679 0.02952912 0.01676172 0.02341529]",1.249185,0.456808,0.597477,0.94786,TRUE,26:44.3
GradientBoostingRegressor(random_state=1),Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,['spectral_indices_all'],"[0.1637823  0.00887556 0.00417657 0.00218932 0.01316337 0.0016038
 0.01378154 0.0023639  0.00215018 0.0114397  0.00355351 0.00714676
 0.01587568 0.00481501 0.02035456 0.16497856 0.03544733 0.02862086
 0.38596399 0.00350053 0.00045077 0.00133129 0.00387857 0.00358975
 0.00225773 0.04476519 0.02168153 0.00912509 0.01913706]",1.251429,0.52689,0.59366,0.930503,TRUE,26:47.2
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,['spectral_indices_all'],"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0.]",1.986545,2.001208,-0.015992,-0.000063,TRUE,26:48.6
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,['spectral_indices_all'],,1.1734,1.056664,0.647424,0.721212,TRUE,26:51.9
LinearRegression(),Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,['spectral_indices_all'],,1.308879,1.219784,0.857672,0.880074,TRUE,26:52.0
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,['spectral_indices_all'],"[0.05694945 0.00390309 0.00300064 0.00314817 0.00379179 0.01057304
 0.00841385 0.0017751  0.00321197 0.18346744 0.00538652 0.4326391
 0.0055125  0.00275298 0.00842667 0.05263111 0.00316682 0.01071077
 0.00380127 0.00329667 0.00804634 0.01962423 0.01976924 0.09405469
 0.0348425  0.0041113  0.00346402 0.00541965 0.00410906]",1.418421,0.535027,0.831328,0.976906,TRUE,26:54.9
GradientBoostingRegressor(random_state=1),Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,['spectral_indices_all'],"[0.0576756  0.00140607 0.00149396 0.00319448 0.00151354 0.01563563
 0.00431775 0.00158317 0.00088201 0.23441316 0.00664534 0.37808505
 0.00044491 0.00386317 0.00865613 0.11494862 0.00151817 0.00499283
 0.00186818 0.00304045 0.01124148 0.00183526 0.00826044 0.08797294
 0.03069195 0.00252281 0.0006103  0.00544574 0.00524087]",1.468403,0.679293,0.81936,0.962794,TRUE,26:57.7
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,['spectral_indices_all'],"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0.]",3.522156,3.523147,-0.02391,-0.000027,TRUE,26:59.0
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,['spectral_indices_all'],,1.323119,1.256471,0.855091,0.872774,TRUE,27:02.3
LinearRegression(),Simpsons,Robot_2020_Simps,Robot_2020_Simps,['spectral_indices_all'],,2.698357,1.629426,0.245765,0.763295,TRUE,27:02.4
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Robot_2020_Simps,Robot_2020_Simps,['spectral_indices_all'],"[0.01928573 0.01932763 0.00501621 0.01012426 0.01257782 0.02372133
 0.03638977 0.00430771 0.00449742 0.17769673 0.02598299 0.24720945
 0.00796345 0.00486451 0.01851469 0.20850207 0.00541175 0.03636402
 0.01086842 0.00137671 0.00557108 0.00687141 0.01086236 0.03842338
 0.02384002 0.00602659 0.00933798 0.01301977 0.00604473]",2.292988,0.860237,0.455538,0.933991,TRUE,27:04.3
GradientBoostingRegressor(random_state=1),Simpsons,Robot_2020_Simps,Robot_2020_Simps,['spectral_indices_all'],"[1.61903827e-02 3.69161758e-03 9.52704762e-03 5.25080854e-03
 4.38409855e-03 9.40564127e-03 1.19838487e-02 1.49783234e-03
 2.40640864e-04 1.65975754e-01 1.57114866e-02 3.16693993e-01
 1.14163830e-02 5.82788223e-04 9.25611266e-03 2.92565426e-01
 5.89628646e-03 3.78960004e-02 9.82687204e-03 1.04152778e-03
 6.40234655e-04 5.94863924e-03 1.52866058e-03 9.64363709e-03
 8.23971323e-03 2.72329326e-04 7.87290297e-03 3.49140731e-02
 1.90526091e-03]",2.202785,0.181532,0.482283,0.997022,TRUE,27:05.5
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,Robot_2020_Simps,Robot_2020_Simps,['spectral_indices_all'],"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0.]",3.479885,3.350711,-0.246631,-0.000836,TRUE,27:06.9
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Robot_2020_Simps,Robot_2020_Simps,['spectral_indices_all'],,2.331041,1.723222,0.440939,0.73529,TRUE,27:08.3
LinearRegression(),Simpsons,Staur_2019_Simps,Staur_2019_Simps,['spectral_indices_all'],,8.502509,4.907166,-0.288561,0.666606,TRUE,27:08.4
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Staur_2019_Simps,Staur_2019_Simps,['spectral_indices_all'],"[0.47620998 0.01898926 0.007403   0.01007076 0.02791538 0.01251149
 0.01667261 0.00587096 0.00658677 0.02880781 0.02248304 0.01418929
 0.02555303 0.00664603 0.02456541 0.07684855 0.01043077 0.04836585
 0.01306357 0.00670507 0.00514679 0.02925398 0.00792704 0.02001884
 0.01017178 0.0192532  0.00892755 0.01706411 0.02234806]",5.72212,2.166477,0.533896,0.934952,TRUE,27:11.4
GradientBoostingRegressor(random_state=1),Simpsons,Staur_2019_Simps,Staur_2019_Simps,['spectral_indices_all'],"[0.52220992 0.01563574 0.00274172 0.002356   0.03019985 0.01192622
 0.03641952 0.00088117 0.00436867 0.03608063 0.0128453  0.01480913
 0.01839977 0.00129054 0.0156551  0.08603548 0.00548699 0.0507956
 0.00398406 0.00646959 0.00225212 0.04573193 0.00846685 0.00813825
 0.00521791 0.01400996 0.00271662 0.01190049 0.02297487]",5.724279,2.545398,0.532839,0.910191,TRUE,27:14.2
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,Staur_2019_Simps,Staur_2019_Simps,['spectral_indices_all'],"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0.]",8.482019,8.50007,-0.013849,-0.000054,TRUE,27:15.6
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Staur_2019_Simps,Staur_2019_Simps,['spectral_indices_all'],,5.753365,5.049357,0.523808,0.646963,TRUE,27:18.9
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,"['Masbasis_2020_Simps', 'Staur_2019_Simps']",Masbasis_2019_Simps,['spectral_indices_all'],,18.358224,7.898261,-83.054691,0.292086,FALSE,27:21.7
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,"['Masbasis_2019_Simps', 'Staur_2019_Simps']",Masbasis_2020_Simps,['spectral_indices_all'],,18.183254,5.481301,-25.610675,0.419909,FALSE,27:24.6
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']",Staur_2019_Simps,['spectral_indices_all'],,7.524424,10.491865,0.216887,0.057517,FALSE,27:27.5
LinearRegression(),Simpsons,['Staur_2019_Simps'],"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']",['spectral_indices_all'],,904.147403,4.964322,-6998.16847,0.659123,FALSE,27:27.6
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,['Staur_2019_Simps'],"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']",['spectral_indices_all'],"[0.47620998 0.01898926 0.007403   0.01007076 0.02791538 0.01251149
 0.01667261 0.00587096 0.00658677 0.02880781 0.02248304 0.01418929
 0.02555303 0.00664603 0.02456541 0.07684855 0.01043077 0.04836585
 0.01306357 0.00670507 0.00514679 0.02925398 0.00792704 0.02001884
 0.01017178 0.0192532  0.00892755 0.01706411 0.02234806]",12.296582,2.132143,-0.294604,0.93712,FALSE,27:28.8
GradientBoostingRegressor(random_state=1),Simpsons,['Staur_2019_Simps'],"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']",['spectral_indices_all'],"[0.52220992 0.01563574 0.00274172 0.002356   0.03019985 0.01192622
 0.03641952 0.00088117 0.00436867 0.03608063 0.0128453  0.01480913
 0.01839977 0.00129054 0.0156551  0.08603548 0.00548699 0.0507956
 0.00398406 0.00646959 0.00225212 0.04573193 0.00846685 0.00813825
 0.00521791 0.01400996 0.00271662 0.01190049 0.02297487]",12.708134,2.797818,-0.382711,0.891728,FALSE,27:30.0
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,['Staur_2019_Simps'],"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']",['spectral_indices_all'],"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0.]",11.198065,8.502958,-0.073628,-0.000041,FALSE,27:30.9
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,['Staur_2019_Simps'],"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']",['spectral_indices_all'],,25.637746,5.091704,-4.627657,0.641405,FALSE,27:31.4
LinearRegression(),Simpsons,"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']",['Staur_2019_Simps'],['spectral_indices_all'],,8.048649,10.491135,0.103967,0.057648,FALSE,27:31.4
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']",['Staur_2019_Simps'],['spectral_indices_all'],"[0.07119836 0.01726583 0.00502275 0.00692965 0.0166861  0.24528074
 0.035966   0.00603169 0.00364179 0.04043527 0.01043004 0.16533807
 0.01467148 0.00559303 0.00889076 0.10393694 0.01910552 0.00765653
 0.01677268 0.03483727 0.00467594 0.0151677  0.0129579  0.01890685
 0.02864432 0.00334007 0.01072538 0.06632737 0.00356398]",8.765067,1.629922,-0.062646,0.977254,FALSE,27:32.9
GradientBoostingRegressor(random_state=1),Simpsons,"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']",['Staur_2019_Simps'],['spectral_indices_all'],"[0.07473915 0.00596763 0.00079807 0.00290744 0.00656508 0.2760462
 0.02068915 0.00240236 0.00227699 0.0315774  0.00766502 0.17750967
 0.01988726 0.00427069 0.0021647  0.08765346 0.02644854 0.00202475
 0.00503696 0.07902859 0.00344671 0.00220502 0.02524523 0.01794891
 0.01275971 0.00196438 0.00381682 0.09510185 0.00185228]",8.027841,3.510585,0.108594,0.894482,FALSE,27:34.4
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']",['Staur_2019_Simps'],['spectral_indices_all'],"[0.08       0.         0.         0.         0.         0.12183581
 0.00657692 0.         0.         0.         0.         0.78252342
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00906385 0.         0.
 0.         0.         0.         0.         0.        ]",8.152334,10.215263,0.080733,0.106557,FALSE,27:35.4
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,"['Masbasis_2019_Simps', 'Masbasis_2020_Simps']",['Staur_2019_Simps'],['spectral_indices_all'],,7.524424,10.491865,0.216887,0.057517,FALSE,27:36.7
LinearRegression(),Simpsons,['Staur_2019_Simps'],['Masbasis_2019_Simps'],['spectral_indices_all'],,1163.405412,4.964322,-337568.1815,0.659123,FALSE,27:36.7
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,['Staur_2019_Simps'],['Masbasis_2019_Simps'],['spectral_indices_all'],"[0.47620998 0.01898926 0.007403   0.01007076 0.02791538 0.01251149
 0.01667261 0.00587096 0.00658677 0.02880781 0.02248304 0.01418929
 0.02555303 0.00664603 0.02456541 0.07684855 0.01043077 0.04836585
 0.01306357 0.00670507 0.00514679 0.02925398 0.00792704 0.02001884
 0.01017178 0.0192532  0.00892755 0.01706411 0.02234806]",9.143568,2.132143,-19.851245,0.93712,FALSE,27:37.9
GradientBoostingRegressor(random_state=1),Simpsons,['Staur_2019_Simps'],['Masbasis_2019_Simps'],['spectral_indices_all'],"[0.52220992 0.01563574 0.00274172 0.002356   0.03019985 0.01192622
 0.03641952 0.00088117 0.00436867 0.03608063 0.0128453  0.01480913
 0.01839977 0.00129054 0.0156551  0.08603548 0.00548699 0.0507956
 0.00398406 0.00646959 0.00225212 0.04573193 0.00846685 0.00813825
 0.00521791 0.01400996 0.00271662 0.01190049 0.02297487]",9.247559,2.797818,-20.328233,0.891728,FALSE,27:39.0
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,['Staur_2019_Simps'],['Masbasis_2019_Simps'],['spectral_indices_all'],"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0.]",7.600156,8.502958,-13.406073,-0.000041,FALSE,27:39.9
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,['Staur_2019_Simps'],['Masbasis_2019_Simps'],['spectral_indices_all'],,25.163799,5.091704,-156.925787,0.641405,FALSE,27:40.4
LinearRegression(),Simpsons,['Masbasis_2019_Simps'],['Staur_2019_Simps'],['spectral_indices_all'],,1.12951E+11,1.068781,-1.76465E+20,0.715109,FALSE,27:40.4
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,['Masbasis_2019_Simps'],['Staur_2019_Simps'],['spectral_indices_all'],"[0.09924191 0.01460218 0.0076534  0.00736772 0.01355563 0.00661336
 0.01102655 0.00445651 0.00981003 0.01436463 0.00938261 0.01528258
 0.03402126 0.00721249 0.0200102  0.12662204 0.03576894 0.0218632
 0.39483118 0.00530483 0.00632368 0.01643575 0.01315783 0.01385961
 0.00521898 0.01630679 0.02952912 0.01676172 0.02341529]",10.737054,0.459376,-0.594587,0.947369,FALSE,27:41.7
GradientBoostingRegressor(random_state=1),Simpsons,['Masbasis_2019_Simps'],['Staur_2019_Simps'],['spectral_indices_all'],"[0.1637823  0.00887556 0.00417657 0.00218932 0.01316337 0.0016038
 0.01378154 0.0023639  0.00215018 0.0114397  0.00355351 0.00714676
 0.01587568 0.00481501 0.02035456 0.16497856 0.03544733 0.02862086
 0.38596399 0.00350053 0.00045077 0.00133129 0.00387857 0.00358975
 0.00225773 0.04476519 0.02168153 0.00912509 0.01913706]",10.64133,0.585514,-0.566281,0.914498,FALSE,27:42.8
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,['Masbasis_2019_Simps'],['Staur_2019_Simps'],['spectral_indices_all'],"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0.]",11.264984,2.002397,-0.755251,-0.000002,FALSE,27:43.7
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,['Masbasis_2019_Simps'],['Staur_2019_Simps'],['spectral_indices_all'],,10.27778,1.06583,-0.461089,0.716681,FALSE,27:44.2
LinearRegression(),Simpsons,all_mix,all_mix,['spectral_indices_select'],,9.520758,9.299609,0.122872,0.165633,TRUE,27:44.8
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,all_mix,all_mix,['spectral_indices_select'],"[0.15150456 0.00575088 0.01120064 0.02107613 0.11933464 0.04024067
 0.0076831  0.00350096 0.06344804 0.01348192 0.10463996 0.01011311
 0.01395429 0.1049386  0.01730114 0.02985526 0.03565633 0.00508642
 0.02296022 0.01556509 0.02479303 0.01428565 0.01096383 0.0153849
 0.12497898 0.01230164]",5.312629,1.95618,0.726372,0.963065,TRUE,27:51.0
GradientBoostingRegressor(random_state=1),Simpsons,all_mix,all_mix,['spectral_indices_select'],"[1.99916359e-01 4.12224644e-03 1.23283053e-02 3.75256450e-03
 1.53593871e-01 3.14472004e-02 1.07459822e-03 5.33113222e-04
 6.14344352e-02 7.75256111e-03 1.02145619e-01 5.55747463e-03
 6.28127818e-03 9.96062833e-02 1.20442239e-02 2.44754351e-02
 6.82167111e-02 2.21902825e-05 6.05474575e-03 1.17655327e-02
 2.15817909e-02 1.30280046e-02 2.62176950e-03 6.53892943e-03
 1.39760695e-01 4.34406269e-03]",5.998486,4.47903,0.651305,0.806349,TRUE,27:57.7
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,all_mix,all_mix,['spectral_indices_select'],"[0.38003722 0.         0.00718014 0.00225735 0.12673081 0.
 0.         0.         0.06026803 0.         0.12345601 0.
 0.         0.14645206 0.0011319  0.00349075 0.00313092 0.
 0.         0.00108925 0.         0.         0.         0.00184499
 0.14293057 0.        ]",9.063179,8.858216,0.204481,0.242967,TRUE,27:59.5
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,all_mix,all_mix,['spectral_indices_select'],,9.540137,9.34449,0.1193,0.157556,TRUE,28:08.9
LinearRegression(),Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,['spectral_indices_select'],,1.161553,1.060761,0.653079,0.719046,TRUE,28:09.0
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,['spectral_indices_select'],"[0.1041417  0.00691835 0.01181358 0.02482811 0.00788214 0.01234417
 0.00776766 0.0088246  0.01724188 0.01504338 0.01954922 0.00979058
 0.02133525 0.13167564 0.03263039 0.396286   0.00619794 0.00746919
 0.0188781  0.01465397 0.01727237 0.00785215 0.02450969 0.03509107
 0.01828573 0.02171713]",1.233349,0.456818,0.606262,0.947861,TRUE,28:11.7
GradientBoostingRegressor(random_state=1),Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,['spectral_indices_select'],"[0.15584048 0.00362851 0.00289541 0.02213556 0.00746166 0.01752257
 0.00141813 0.00443496 0.01800816 0.00432704 0.01665603 0.00512557
 0.01682593 0.16504583 0.00413249 0.39602285 0.00348999 0.0007179
 0.00619463 0.0083182  0.0041572  0.00236799 0.0382597  0.05340238
 0.00903592 0.03257488]",1.229394,0.528824,0.60824,0.930013,TRUE,28:14.5
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,['spectral_indices_select'],"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]",1.986545,2.001208,-0.015992,-0.000063,TRUE,28:15.8
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,['spectral_indices_select'],,1.16273,1.071022,0.653087,0.713581,TRUE,28:18.7
LinearRegression(),Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,['spectral_indices_select'],,1.297596,1.222148,0.860048,0.87961,TRUE,28:18.8
