Model,Aggregation_method,Train_field,Test_field,Training_features,Feature_Importances,RMSE_test,RMSE_train,R2_test,R2_train,GKF_CV,DataTime
Lasso(random_state=1),Simpsons,all_mix,all_mix,"['weather_features', 'base_indices']",,1.104072,1.104185,-0.001989,0.000000,True,2021-12-01 03:50:42.059102
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,all_mix,all_mix,"['weather_features', 'base_indices']",,0.719658,0.717037,0.574506,0.578309,True,2021-12-01 03:53:40.044564
LinearRegression(),Simpsons,Graminor_2019_Simps,Graminor_2019_Simps,"['weather_features', 'base_indices']",,0.409249,0.403992,0.323347,0.355023,True,2021-12-01 03:53:40.131111
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Graminor_2019_Simps,Graminor_2019_Simps,"['weather_features', 'base_indices']","[0.13719451 0.12627522 0.1818205  0.23719281 0.31751697 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.440743,0.161578,0.214003,0.896798,True,2021-12-01 03:53:44.542374
GradientBoostingRegressor(random_state=1),Simpsons,Graminor_2019_Simps,Graminor_2019_Simps,"['weather_features', 'base_indices']","[0.09295974 0.07944011 0.21600009 0.2825628  0.32903726 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.441498,0.263677,0.212278,0.725180,True,2021-12-01 03:53:48.834195
Lasso(random_state=1),Simpsons,Graminor_2019_Simps,Graminor_2019_Simps,"['weather_features', 'base_indices']",,0.505116,0.503042,-0.031093,0.000000,True,2021-12-01 03:53:49.053085
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Graminor_2019_Simps,Graminor_2019_Simps,"['weather_features', 'base_indices']",,0.409249,0.403992,0.323347,0.355023,True,2021-12-01 03:54:18.765254
LinearRegression(),Simpsons,Graminor_2020_Simps,Graminor_2020_Simps,"['weather_features', 'base_indices']",,0.517040,0.513774,0.724160,0.734345,True,2021-12-01 03:54:18.850850
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Graminor_2020_Simps,Graminor_2020_Simps,"['weather_features', 'base_indices']","[0.04953425 0.03241732 0.70625351 0.04534722 0.16644769 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.475420,0.178515,0.766146,0.967919,True,2021-12-01 03:54:21.179532
GradientBoostingRegressor(random_state=1),Simpsons,Graminor_2020_Simps,Graminor_2020_Simps,"['weather_features', 'base_indices']","[0.0228567  0.01486822 0.76404157 0.02994344 0.16829007 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.470225,0.325932,0.771937,0.893015,True,2021-12-01 03:54:23.216021
Lasso(random_state=1),Simpsons,Graminor_2020_Simps,Graminor_2020_Simps,"['weather_features', 'base_indices']",,0.996240,0.997111,-0.008851,0.000000,True,2021-12-01 03:54:23.290938
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Graminor_2020_Simps,Graminor_2020_Simps,"['weather_features', 'base_indices']",,0.517040,0.513774,0.724160,0.734345,True,2021-12-01 03:55:19.724311
LinearRegression(),Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['weather_features', 'base_indices']",,0.505882,0.500911,0.627110,0.646638,True,2021-12-01 03:55:19.783767
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['weather_features', 'base_indices']","[0.15701122 0.30464841 0.25662421 0.13180265 0.1499135  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.573594,0.217750,0.523922,0.933280,True,2021-12-01 03:55:21.510405
GradientBoostingRegressor(random_state=1),Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['weather_features', 'base_indices']","[0.13707666 0.31440994 0.17973127 0.18140268 0.18737945 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.575944,0.306304,0.518996,0.867930,True,2021-12-01 03:55:22.800793
Lasso(random_state=1),Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['weather_features', 'base_indices']",,0.840097,0.842984,-0.007798,0.000000,True,2021-12-01 03:55:22.861842
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['weather_features', 'base_indices']",,0.505882,0.500911,0.627110,0.646638,True,2021-12-01 03:55:42.394199
LinearRegression(),Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['weather_features', 'base_indices']",,0.699226,0.694942,0.433075,0.476020,True,2021-12-01 03:55:42.470207
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['weather_features', 'base_indices']","[0.11084636 0.06653302 0.12890954 0.132058   0.56165307 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.725732,0.271844,0.397013,0.919829,True,2021-12-01 03:55:44.514512
GradientBoostingRegressor(random_state=1),Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['weather_features', 'base_indices']","[0.11724211 0.03238822 0.12470728 0.14524078 0.58042161 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.721904,0.390634,0.404436,0.834353,True,2021-12-01 03:55:45.997572
Lasso(random_state=1),Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['weather_features', 'base_indices']",,0.964539,0.960247,-0.065594,0.000000,True,2021-12-01 03:55:46.067758
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['weather_features', 'base_indices']",,0.699226,0.694942,0.433075,0.476020,True,2021-12-01 03:56:20.785826
LinearRegression(),Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['weather_features', 'base_indices']",,0.544788,0.513024,0.684470,0.733679,True,2021-12-01 03:56:20.851649
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['weather_features', 'base_indices']","[0.06817933 0.14828731 0.10836898 0.11686985 0.55829453 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.574470,0.216467,0.628031,0.952541,True,2021-12-01 03:56:22.673616
GradientBoostingRegressor(random_state=1),Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['weather_features', 'base_indices']","[0.05596313 0.1406419  0.11284948 0.12805541 0.56249009 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.612351,0.068474,0.594624,0.995248,True,2021-12-01 03:56:23.857060
Lasso(random_state=1),Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['weather_features', 'base_indices']",,0.994177,0.994411,-0.032497,0.000000,True,2021-12-01 03:56:23.922885
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['weather_features', 'base_indices']",,0.544788,0.513024,0.684470,0.733679,True,2021-12-01 03:56:24.869135
LinearRegression(),Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['weather_features', 'base_indices']",,0.762391,0.753721,0.346805,0.369861,True,2021-12-01 03:56:24.952411
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['weather_features', 'base_indices']","[0.15548836 0.09637567 0.41626953 0.14315446 0.18871198 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.739602,0.276095,0.384508,0.915451,True,2021-12-01 03:56:27.483803
GradientBoostingRegressor(random_state=1),Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['weather_features', 'base_indices']","[0.13765903 0.03736867 0.48016083 0.13355348 0.21125799 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.740842,0.548392,0.382868,0.666359,True,2021-12-01 03:56:29.685692
Lasso(random_state=1),Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['weather_features', 'base_indices']",,0.949590,0.949597,-0.007635,0.000000,True,2021-12-01 03:56:29.770093
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['weather_features', 'base_indices']",,0.762391,0.753721,0.346805,0.369861,True,2021-12-01 03:57:26.458401
LinearRegression(),Simpsons,Staur_2020_Simps,Staur_2020_Simps,"['weather_features', 'base_indices']",,0.504377,0.498873,0.658392,0.673374,True,2021-12-01 03:57:26.653879
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Staur_2020_Simps,Staur_2020_Simps,"['weather_features', 'base_indices']","[0.09466374 0.06862055 0.29607815 0.097992   0.44264555 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.541807,0.200164,0.604903,0.947410,True,2021-12-01 03:57:30.619747
GradientBoostingRegressor(random_state=1),Simpsons,Staur_2020_Simps,Staur_2020_Simps,"['weather_features', 'base_indices']","[0.0607533  0.04580869 0.30177766 0.08480719 0.50685316 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.529675,0.373896,0.622789,0.816493,True,2021-12-01 03:57:32.217280
Lasso(random_state=1),Simpsons,Staur_2020_Simps,Staur_2020_Simps,"['weather_features', 'base_indices']",,0.875484,0.872997,-0.023537,0.000000,True,2021-12-01 03:57:32.287799
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Staur_2020_Simps,Staur_2020_Simps,"['weather_features', 'base_indices']",,0.504377,0.498873,0.658392,0.673374,True,2021-12-01 03:57:53.824972
LinearRegression(),Simpsons,all_mix,all_mix,"['spectral_indices_all', 'base_indices']",,0.894441,0.882651,0.341464,0.360983,True,2021-12-01 03:57:54.875120
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,all_mix,all_mix,"['spectral_indices_all', 'base_indices']","[0.03737634 0.02550104 0.07094794 0.02737072 0.0098291  0.04514861
 0.19623103 0.00823826 0.01206187 0.01654254 0.01773582 0.00534866
 0.00608913 0.06138477 0.01913654 0.04111196 0.07327018 0.00634185
 0.01959231 0.01983294 0.06872057 0.02211355 0.0137812  0.01015981
 0.00497549 0.01001623 0.0091002  0.01146271 0.00729906 0.01038422
 0.0623924  0.01979585 0.03070709]",0.664873,0.247079,0.636161,0.949925,True,2021-12-01 03:58:21.661953
GradientBoostingRegressor(random_state=1),Simpsons,all_mix,all_mix,"['spectral_indices_all', 'base_indices']","[0.01885707 0.01771598 0.06758913 0.02308394 0.01399316 0.05103491
 0.29866631 0.00771928 0.00825141 0.01488398 0.00912551 0.00092379
 0.00225934 0.0509524  0.00745412 0.04171024 0.13519195 0.00073115
 0.0200756  0.00786794 0.07038858 0.01598375 0.00370764 0.00373656
 0.00215551 0.00255099 0.00112827 0.00386927 0.00189354 0.00227917
 0.04257744 0.01159585 0.04004627]",0.701607,0.613153,0.594970,0.691588,True,2021-12-01 03:58:47.073539
Lasso(random_state=1),Simpsons,all_mix,all_mix,"['spectral_indices_all', 'base_indices']",,1.104072,1.104185,-0.001989,0.000000,True,2021-12-01 03:58:47.493712
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,all_mix,all_mix,"['spectral_indices_all', 'base_indices']",,0.896859,0.885426,0.337791,0.356958,True,2021-12-01 04:00:26.354966
LinearRegression(),Simpsons,Graminor_2019_Simps,Graminor_2019_Simps,"['spectral_indices_all', 'base_indices']",,0.382706,0.352446,0.406483,0.509058,True,2021-12-01 04:00:26.429984
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Graminor_2019_Simps,Graminor_2019_Simps,"['spectral_indices_all', 'base_indices']","[0.03320306 0.02010608 0.03319913 0.02552202 0.02557695 0.01363204
 0.37370171 0.01141075 0.02766213 0.01779684 0.01714545 0.01115927
 0.00701548 0.01717006 0.02935265 0.03762417 0.04283211 0.01205568
 0.02439929 0.01463516 0.01459159 0.02567893 0.02884277 0.01980658
 0.00783197 0.01293176 0.00950798 0.01304728 0.00795532 0.0120447
 0.01715878 0.01451012 0.02089219]",0.405732,0.150759,0.332502,0.910139,True,2021-12-01 04:00:28.935717
GradientBoostingRegressor(random_state=1),Simpsons,Graminor_2019_Simps,Graminor_2019_Simps,"['spectral_indices_all', 'base_indices']","[4.03247896e-02 1.61992277e-02 2.91704114e-02 1.16741527e-02
 2.59714176e-02 1.31078853e-02 4.30734758e-01 2.73702751e-02
 2.26724541e-02 1.08677329e-02 1.30506286e-02 1.11414883e-02
 5.33421865e-03 1.65228899e-02 1.85111812e-02 2.92007684e-02
 3.92771167e-02 1.57954964e-02 2.37650183e-02 4.21158639e-03
 1.50874519e-02 3.95949655e-02 4.19483963e-02 2.68126974e-02
 1.40392939e-03 1.22480228e-02 7.26720142e-03 2.58474159e-03
 1.35506816e-06 4.42075765e-03 1.05063663e-02 7.25970923e-03
 2.59609086e-02]",0.419151,0.214575,0.287723,0.818019,True,2021-12-01 04:00:32.168035
Lasso(random_state=1),Simpsons,Graminor_2019_Simps,Graminor_2019_Simps,"['spectral_indices_all', 'base_indices']",,0.505116,0.503042,-0.031093,0.000000,True,2021-12-01 04:00:32.229855
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Graminor_2019_Simps,Graminor_2019_Simps,"['spectral_indices_all', 'base_indices']",,0.385567,0.363520,0.398993,0.477772,True,2021-12-01 04:01:06.576790
LinearRegression(),Simpsons,Graminor_2020_Simps,Graminor_2020_Simps,"['spectral_indices_all', 'base_indices']",,0.429287,0.412964,0.810717,0.828387,True,2021-12-01 04:01:06.653012
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Graminor_2020_Simps,Graminor_2020_Simps,"['spectral_indices_all', 'base_indices']","[0.01464602 0.00843264 0.63842149 0.01327219 0.00655927 0.0061324
 0.01389156 0.00470489 0.00559986 0.00664376 0.00881145 0.01812511
 0.01985715 0.00683126 0.00759598 0.00907608 0.0116305  0.00694459
 0.00662673 0.00518    0.02862377 0.00989639 0.01324938 0.00472536
 0.01343437 0.00549029 0.00650301 0.00679573 0.01637606 0.01220284
 0.00591327 0.01398974 0.04381683]",0.451200,0.168821,0.789899,0.971317,True,2021-12-01 04:01:09.309826
GradientBoostingRegressor(random_state=1),Simpsons,Graminor_2020_Simps,Graminor_2020_Simps,"['spectral_indices_all', 'base_indices']","[0.00751076 0.00262279 0.65581483 0.01244376 0.00846521 0.00409819
 0.01814178 0.00216333 0.00741071 0.00476564 0.00474543 0.00495514
 0.00340727 0.00672651 0.00497798 0.00580279 0.01302583 0.01040494
 0.00316038 0.00403968 0.0208072  0.00613283 0.0123418  0.00186232
 0.04390431 0.00223443 0.00251565 0.00486985 0.03506641 0.00177904
 0.00465201 0.02485742 0.05429376]",0.454436,0.283332,0.787258,0.919234,True,2021-12-01 04:01:13.273719
Lasso(random_state=1),Simpsons,Graminor_2020_Simps,Graminor_2020_Simps,"['spectral_indices_all', 'base_indices']",,0.996240,0.997111,-0.008851,0.000000,True,2021-12-01 04:01:13.329520
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Graminor_2020_Simps,Graminor_2020_Simps,"['spectral_indices_all', 'base_indices']",,0.431503,0.418469,0.808789,0.823786,True,2021-12-01 04:01:37.791814
LinearRegression(),Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['spectral_indices_all', 'base_indices']",,0.442867,0.407462,0.713229,0.766113,True,2021-12-01 04:01:37.966529
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['spectral_indices_all', 'base_indices']","[0.05967801 0.008934   0.01799566 0.0078151  0.00522302 0.01028518
 0.0503248  0.00284261 0.00610771 0.00820967 0.00782999 0.00320091
 0.00447471 0.00930856 0.42928608 0.18699301 0.02456313 0.00382369
 0.01031801 0.01822157 0.00990036 0.01569925 0.01797391 0.00365801
 0.00423068 0.00944712 0.01134455 0.00817692 0.00315913 0.00834879
 0.0080073  0.00970917 0.01490941]",0.521212,0.191237,0.603892,0.948522,True,2021-12-01 04:01:44.542795
GradientBoostingRegressor(random_state=1),Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['spectral_indices_all', 'base_indices']","[0.07945903 0.00533889 0.0089428  0.00433126 0.00135744 0.00277917
 0.10453936 0.00355712 0.00290576 0.0077424  0.01613415 0.00212877
 0.00351587 0.0014531  0.41302842 0.14692219 0.01637538 0.00264657
 0.01027928 0.0381792  0.00539574 0.02211167 0.00687085 0.00514085
 0.0033506  0.00814795 0.0288595  0.00437887 0.00359615 0.00316393
 0.00660619 0.0064598  0.02430172]",0.512005,0.225069,0.620202,0.928654,True,2021-12-01 04:01:57.953380
Lasso(random_state=1),Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['spectral_indices_all', 'base_indices']",,0.840097,0.842984,-0.007798,0.000000,True,2021-12-01 04:01:58.203720
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['spectral_indices_all', 'base_indices']",,0.452279,0.416727,0.702153,0.755360,True,2021-12-01 04:02:35.180085
LinearRegression(),Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['spectral_indices_all', 'base_indices']",,0.974432,0.571050,-1.017051,0.645962,True,2021-12-01 04:02:35.250431
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['spectral_indices_all', 'base_indices']","[0.01911593 0.00699596 0.01136111 0.01362835 0.00816881 0.02524863
 0.04985158 0.01404585 0.00783332 0.0159829  0.01442559 0.00414785
 0.02706099 0.01066954 0.04141447 0.01338496 0.01724388 0.12776674
 0.04341402 0.21779253 0.05186619 0.02895341 0.0250738  0.05011742
 0.00399785 0.00788172 0.01152808 0.01114725 0.00881299 0.03719057
 0.01952413 0.02318861 0.03116499]",0.671073,0.252496,0.480540,0.930840,True,2021-12-01 04:02:37.693339
GradientBoostingRegressor(random_state=1),Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['spectral_indices_all', 'base_indices']","[0.02290174 0.0087767  0.01668447 0.01418101 0.00398339 0.01503294
 0.10254702 0.00681874 0.00224778 0.01256283 0.02295188 0.00510495
 0.02046283 0.00753665 0.03140633 0.01519331 0.00646433 0.19646934
 0.0711593  0.21721393 0.02510546 0.04195966 0.00373667 0.05525009
 0.00096966 0.00477344 0.00734043 0.00515253 0.00830502 0.00855983
 0.00300209 0.02930728 0.00683837]",0.684107,0.304549,0.459285,0.899389,True,2021-12-01 04:02:40.679579
Lasso(random_state=1),Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['spectral_indices_all', 'base_indices']",,0.964539,0.960247,-0.065594,0.000000,True,2021-12-01 04:02:40.743409
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['spectral_indices_all', 'base_indices']",,0.747465,0.579316,0.195475,0.635762,True,2021-12-01 04:03:15.973402
LinearRegression(),Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['spectral_indices_all', 'base_indices']",,0.666051,0.355671,0.499841,0.871980,True,2021-12-01 04:03:16.024197
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['spectral_indices_all', 'base_indices']","[0.01292028 0.00198272 0.00458977 0.00600799 0.00220762 0.01831807
 0.40210294 0.00132987 0.00223221 0.00789787 0.01292927 0.0014657
 0.00137671 0.00529736 0.06072921 0.02831345 0.00594055 0.00149743
 0.01102309 0.09825065 0.06445843 0.0069904  0.01062205 0.00623542
 0.00237153 0.00193754 0.00277781 0.00356891 0.00181975 0.05279274
 0.05053549 0.03722133 0.07225583]",0.495250,0.176393,0.737703,0.968479,True,2021-12-01 04:03:17.499880
GradientBoostingRegressor(random_state=1),Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['spectral_indices_all', 'base_indices']","[9.55213166e-03 4.21020829e-04 1.06066803e-02 3.42391416e-03
 5.76980982e-03 1.47037657e-02 4.20679559e-01 3.27571897e-04
 5.71408474e-04 6.03245931e-03 8.20123095e-03 1.57317473e-03
 1.38384486e-02 3.33932823e-03 3.08328913e-02 1.18341800e-02
 1.17142944e-02 2.25425592e-03 1.66465343e-03 2.97712272e-01
 1.50869640e-02 6.69972545e-03 2.81829049e-03 4.08912721e-03
 8.67112332e-04 7.55332116e-04 7.89982587e-03 2.61779704e-03
 0.00000000e+00 5.00312191e-03 8.53822290e-03 5.97698739e-02
 3.08015562e-02]",0.534181,0.026036,0.692751,0.999309,True,2021-12-01 04:03:18.517761
Lasso(random_state=1),Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['spectral_indices_all', 'base_indices']",,0.994177,0.994411,-0.032497,0.000000,True,2021-12-01 04:03:18.563630
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['spectral_indices_all', 'base_indices']",,0.569610,0.389239,0.655138,0.846539,True,2021-12-01 04:03:20.043888
LinearRegression(),Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['spectral_indices_all', 'base_indices']",,29498667130.142620,0.656049,-5877641741159401259008.000000,0.522615,True,2021-12-01 04:03:20.126480
