Model,Aggregation_method,Train_field,Test_field,Training_features,Feature_Importances,RMSE_test,RMSE_train,R2_test,R2_train,GKF_CV,DataTime
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['spectral_indices_all', 'weather_features']","[0.02075786 0.01677667 0.00329445 0.01977851 0.01725946 0.02680306
 0.00684748 0.00421806 0.17524056 0.02135039 0.30555102 0.14039182
 0.00521908 0.02703689 0.01754344 0.01098886 0.01891964 0.00960358
 0.00194198 0.00774076 0.00814477 0.00858532 0.04267162 0.03054665
 0.00974815 0.0193758  0.01607968 0.00758444 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2.204765,0.905923,0.445194,0.925559,True,2021-12-03 23:18:47.472896
GradientBoostingRegressor(random_state=1),Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['spectral_indices_all', 'weather_features']","[0.02495176 0.01261363 0.00519055 0.00419549 0.01580503 0.011593
 0.01919929 0.00082429 0.18229123 0.00219569 0.3003544  0.23666916
 0.00066275 0.02168883 0.03767148 0.00462902 0.02411353 0.01960909
 0.00175281 0.00315026 0.00856489 0.00447319 0.0086429  0.00860786
 0.00575616 0.00370057 0.02728649 0.00380667 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2.198385,0.135951,0.438867,0.998305,True,2021-12-03 23:18:50.278648
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['spectral_indices_all', 'weather_features']",,2.379786,1.746033,0.340843,0.724275,True,2021-12-03 23:18:54.802246
LinearRegression(),Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['spectral_indices_all', 'weather_features']",,10.369334,4.433147,-1.604646,0.684445,True,2021-12-03 23:18:55.095709
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['spectral_indices_all', 'weather_features']","[0.37450651 0.04271308 0.00724375 0.01195161 0.01778919 0.02566257
 0.0067176  0.005945   0.01723287 0.01725881 0.01468847 0.10529752
 0.00709491 0.0326074  0.08338355 0.01088661 0.04307369 0.01367236
 0.00483234 0.00524028 0.02820562 0.00837989 0.02899374 0.00997457
 0.01676644 0.00966897 0.01489753 0.03531511 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5.473425,2.039177,0.506438,0.933212,True,2021-12-03 23:19:03.199487
GradientBoostingRegressor(random_state=1),Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['spectral_indices_all', 'weather_features']","[0.39864221 0.02813572 0.00215948 0.00452889 0.0249086  0.05977904
 0.00470469 0.00745665 0.02067691 0.00994105 0.0072831  0.1287477
 0.00268434 0.02635272 0.10186377 0.00137117 0.0203632  0.00456758
 0.00316747 0.00637887 0.02776491 0.00843808 0.03049679 0.00645045
 0.00773779 0.00238362 0.00217165 0.05084355 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5.539569,2.229742,0.491951,0.920175,True,2021-12-03 23:19:12.169985
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['spectral_indices_all', 'weather_features']",,7.431216,4.640928,-0.134716,0.654202,True,2021-12-03 23:19:26.618548
LinearRegression(),Simpsons,all_mix,all_mix,"['weather_features', 'base_indices']",,4.637925,4.603869,0.784505,0.788260,True,2021-12-03 23:19:28.835958
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,all_mix,all_mix,"['weather_features', 'base_indices']","[0.03222417 0.02037224 0.13495744 0.02599412 0.0454264  0.
 0.00195041 0.01333022 0.01307261 0.00765324 0.00188487 0.01391313
 0.02708753 0.         0.0016752  0.03226089 0.00649504 0.02965256
 0.00203237 0.00092065 0.00082954 0.         0.01922767 0.00271079
 0.         0.         0.00092332 0.00739227 0.00732952 0.00196415
 0.0201339  0.01554593 0.00937224 0.01390875 0.00081247 0.0200928
 0.01595926 0.02082156 0.03446623 0.02744951 0.         0.00089921
 0.00257941 0.02832155 0.00289842 0.02049225 0.0028589  0.01419351
 0.03533099 0.         0.00090711 0.0066011  0.         0.02238079
 0.01248282 0.00166909 0.01427225 0.00737026 0.02070521 0.00896367
 0.01509461 0.00096187 0.00733857 0.         0.         0.00077017
 0.00091427 0.02085    0.02110968 0.00084102 0.02026005 0.0077556
 0.00096512 0.00665818 0.00086925 0.         0.         0.0204644
 0.01413479 0.00270459 0.00748433 0.         0.00188092 0.00163641
 0.01453665]",3.842652,1.392810,0.852238,0.980611,True,2021-12-03 23:19:39.303602
GradientBoostingRegressor(random_state=1),Simpsons,all_mix,all_mix,"['weather_features', 'base_indices']","[1.29674981e-02 5.49772941e-03 1.21779895e-01 1.56602799e-02
 2.53380787e-02 7.25336109e-04 1.00837052e-04 1.08259892e-02
 5.31992706e-03 1.01583138e-02 1.87339002e-03 2.93325089e-02
 9.62926271e-04 0.00000000e+00 1.63209880e-02 0.00000000e+00
 6.59520409e-03 2.04669043e-02 3.18873432e-04 1.16827570e-04
 1.47813673e-04 0.00000000e+00 5.82398245e-03 1.19997865e-02
 0.00000000e+00 0.00000000e+00 2.76562913e-04 2.09299201e-02
 1.52111483e-04 3.20552027e-03 1.00436980e-02 8.82771975e-02
 5.89255104e-02 1.88959443e-03 8.01555748e-05 0.00000000e+00
 1.08814245e-01 3.12963474e-04 1.60724340e-03 0.00000000e+00
 0.00000000e+00 7.40436370e-04 0.00000000e+00 7.13429909e-02
 0.00000000e+00 0.00000000e+00 4.07556266e-04 0.00000000e+00
 3.07108182e-02 4.26706704e-04 4.64338503e-04 5.11774240e-02
 9.46012623e-05 7.29765090e-03 1.30344945e-03 2.37252827e-03
 1.69057372e-03 2.44969274e-03 4.19160608e-03 3.20562988e-02
 1.50063204e-04 2.50225510e-04 3.02431202e-03 1.63786030e-04
 0.00000000e+00 0.00000000e+00 4.45126821e-04 2.01902198e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.34244424e-01 4.60058587e-04 1.52574018e-02
 8.63355446e-05 3.79145904e-02 1.19995926e-04 1.95701528e-04
 1.74264936e-04 3.54079044e-04 5.18565131e-04 8.41898934e-04
 2.05664409e-04]",3.707841,2.722990,0.862402,0.925918,True,2021-12-03 23:19:52.095241
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,all_mix,all_mix,"['weather_features', 'base_indices']",,4.637189,4.603800,0.784569,0.788267,True,2021-12-03 23:21:08.937294
LinearRegression(),Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['weather_features', 'base_indices']",,1.350060,1.335240,0.500252,0.529863,True,2021-12-03 23:21:09.279168
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['weather_features', 'base_indices']","[0.19958839 0.17084291 0.37217764 0.08549752 0.17189355 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.578447,0.575100,0.312051,0.912744,True,2021-12-03 23:21:15.299848
GradientBoostingRegressor(random_state=1),Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['weather_features', 'base_indices']","[0.16589127 0.12879667 0.41955539 0.09247696 0.19327971 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.606325,0.748171,0.283395,0.852145,True,2021-12-03 23:21:19.674527
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['weather_features', 'base_indices']",,1.350060,1.335240,0.500252,0.529863,True,2021-12-03 23:21:27.390655
LinearRegression(),Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['weather_features', 'base_indices']",,1.718198,1.680812,0.701947,0.738800,True,2021-12-03 23:21:27.686802
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['weather_features', 'base_indices']","[0.04791144 0.0546864  0.09304285 0.30406099 0.50029831 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.804381,0.656481,0.662698,0.960127,True,2021-12-03 23:21:33.561159
GradientBoostingRegressor(random_state=1),Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['weather_features', 'base_indices']","[0.03157958 0.03923265 0.16331673 0.1500184  0.61585263 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.781894,0.940250,0.674135,0.918098,True,2021-12-03 23:21:37.570211
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['weather_features', 'base_indices']",,1.718198,1.680812,0.701947,0.738800,True,2021-12-03 23:21:45.078672
LinearRegression(),Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['weather_features', 'base_indices']",,2.153288,2.069872,0.470491,0.612878,True,2021-12-03 23:21:45.339646
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['weather_features', 'base_indices']","[0.16843192 0.06711199 0.2374703  0.13260357 0.39438221 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",2.456075,0.913867,0.243045,0.924463,True,2021-12-03 23:21:51.200664
GradientBoostingRegressor(random_state=1),Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['weather_features', 'base_indices']","[0.08150569 0.06825458 0.29406348 0.16179324 0.394383   0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",2.424245,0.251704,0.290318,0.994261,True,2021-12-03 23:21:55.118322
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['weather_features', 'base_indices']",,2.153288,2.069872,0.470491,0.612878,True,2021-12-03 23:21:57.811858
LinearRegression(),Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['weather_features', 'base_indices']",,5.568681,5.471042,0.489156,0.519441,True,2021-12-03 23:21:58.108486
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['weather_features', 'base_indices']","[0.12006712 0.08087822 0.60106527 0.07636839 0.121621   0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",5.929630,2.250017,0.421927,0.918690,True,2021-12-03 23:22:04.191552
GradientBoostingRegressor(random_state=1),Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['weather_features', 'base_indices']","[0.07330773 0.06356593 0.68666346 0.07596191 0.10050096 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",5.923728,3.035179,0.424827,0.852055,True,2021-12-03 23:22:08.535960
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['weather_features', 'base_indices']",,5.568681,5.471042,0.489156,0.519441,True,2021-12-03 23:22:15.547356
LinearRegression(),Simpsons,all_mix,all_mix,"['spectral_indices_all', 'base_indices']",,9.556850,9.200009,0.085318,0.154476,True,2021-12-03 23:22:17.966875
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,all_mix,all_mix,"['spectral_indices_all', 'base_indices']","[0.01741021 0.05499156 0.24684907 0.02226891 0.00599231 0.12995239
 0.0117852  0.00310997 0.00569428 0.01196898 0.06169067 0.00543705
 0.00277111 0.11298873 0.0094     0.0444593  0.02598659 0.00386718
 0.00766873 0.02228687 0.01701123 0.02260922 0.02926755 0.00776779
 0.00344685 0.01372327 0.00837185 0.02015865 0.00963488 0.01131435
 0.01152221 0.02638477 0.01220824]",5.118994,1.869987,0.737175,0.965052,True,2021-12-03 23:22:35.567437
GradientBoostingRegressor(random_state=1),Simpsons,all_mix,all_mix,"['spectral_indices_all', 'base_indices']","[0.01354803 0.07622823 0.28442247 0.01678549 0.0027407  0.13970256
 0.009172   0.00065885 0.00817586 0.0172655  0.07116544 0.00230991
 0.00029268 0.11097371 0.0055598  0.04540367 0.0242338  0.0009045
 0.00066307 0.00496479 0.00299242 0.02741204 0.02297793 0.03477448
 0.00165221 0.00468787 0.00369413 0.02086863 0.01576923 0.00064547
 0.0043496  0.01445992 0.01054499]",5.475678,3.655286,0.698979,0.866446,True,2021-12-03 23:22:56.239495
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,all_mix,all_mix,"['spectral_indices_all', 'base_indices']",,9.536531,9.204578,0.089147,0.153636,True,2021-12-03 23:23:27.017124
LinearRegression(),Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['spectral_indices_all', 'base_indices']",,1.094742,0.979789,0.669694,0.746840,True,2021-12-03 23:23:27.251210
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['spectral_indices_all', 'base_indices']","[0.02652148 0.00609346 0.01536304 0.00971769 0.01150487 0.1153885
 0.01907614 0.00593647 0.01802083 0.00387811 0.00629723 0.0049015
 0.00937351 0.00964302 0.00779706 0.00959908 0.02100174 0.00880595
 0.01013592 0.01291962 0.04223309 0.01554969 0.38300485 0.0086626
 0.00465122 0.03920396 0.01588198 0.01680159 0.00788634 0.02239405
 0.04610969 0.01531554 0.05033018]",1.217123,0.461765,0.596082,0.943750,True,2021-12-03 23:23:34.351182
GradientBoostingRegressor(random_state=1),Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['spectral_indices_all', 'base_indices']","[0.01661603 0.00997326 0.02397635 0.00403031 0.00647577 0.15517202
 0.02658176 0.00923426 0.02028845 0.00232453 0.00409981 0.00048051
 0.00164966 0.00182257 0.00607237 0.00511798 0.01365711 0.00158844
 0.00104016 0.01748271 0.03779062 0.0071849  0.39855633 0.01845305
 0.00120952 0.04099032 0.00721782 0.01244383 0.00220131 0.016167
 0.05519599 0.00595802 0.06894724]",1.215761,0.459458,0.593558,0.944224,True,2021-12-03 23:23:42.291644
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,"['spectral_indices_all', 'base_indices']",,1.066093,0.996515,0.686393,0.738104,True,2021-12-03 23:23:51.517694
LinearRegression(),Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['spectral_indices_all', 'base_indices']",,1.319709,1.194633,0.824140,0.868071,True,2021-12-03 23:23:51.747770
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['spectral_indices_all', 'base_indices']","[0.0129817  0.02744672 0.05099257 0.01815031 0.01198704 0.04924563
 0.0064011  0.00237068 0.00188038 0.01332869 0.00820777 0.00400672
 0.00152147 0.24158401 0.00615617 0.38400642 0.0079748  0.00274154
 0.00640908 0.00603415 0.00332045 0.00962704 0.00256103 0.00251361
 0.00513572 0.02388119 0.01183851 0.04305078 0.01870401 0.00280531
 0.00349893 0.00511089 0.00452556]",1.399566,0.517478,0.807309,0.975268,True,2021-12-03 23:23:58.773428
GradientBoostingRegressor(random_state=1),Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['spectral_indices_all', 'base_indices']","[0.0105145  0.07100071 0.0444728  0.08409834 0.01965894 0.05168614
 0.00424105 0.0026642  0.00094109 0.01740635 0.00444528 0.00165853
 0.00095    0.24625806 0.00676862 0.33969636 0.00464109 0.00128695
 0.00485671 0.00667407 0.00213457 0.00415687 0.00215084 0.00328329
 0.01003411 0.00268138 0.00407233 0.03205888 0.00232712 0.00181805
 0.00124939 0.00399873 0.00611464]",1.418642,0.563236,0.803803,0.970630,True,2021-12-03 23:24:05.724543
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,"['spectral_indices_all', 'base_indices']",,1.324442,1.222928,0.823004,0.861736,True,2021-12-03 23:24:13.749099
LinearRegression(),Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['spectral_indices_all', 'base_indices']",,5.782116,1.583159,-6.833403,0.773030,True,2021-12-03 23:24:13.926624
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['spectral_indices_all', 'base_indices']","[0.06793115 0.0163539  0.04449593 0.03664254 0.01430824 0.01874874
 0.01682857 0.00749618 0.00338796 0.00830303 0.02003918 0.00637783
 0.00732988 0.14385189 0.01727567 0.29957957 0.08531834 0.00878868
 0.01646262 0.01375691 0.01702636 0.01375165 0.0092327  0.00237456
 0.00243243 0.00682776 0.0035679  0.04290571 0.01557562 0.00403291
 0.01554967 0.00492305 0.00852288]",2.128708,0.860841,0.485824,0.932826,True,2021-12-03 23:24:18.793732
GradientBoostingRegressor(random_state=1),Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['spectral_indices_all', 'base_indices']","[0.07307814 0.0180502  0.07806732 0.01929407 0.00169728 0.03008526
 0.01476433 0.00231043 0.00077758 0.01246132 0.00782093 0.0057221
 0.00027615 0.20668257 0.00349079 0.23108249 0.16592319 0.00065842
 0.00840792 0.02156735 0.00404079 0.01399981 0.00726889 0.00182867
 0.00623199 0.00858481 0.00260526 0.00858984 0.00737938 0.0082569
 0.0007517  0.02283102 0.0054131 ]",2.177237,0.120038,0.431425,0.998694,True,2021-12-03 23:24:22.119907
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Robot_2020_Simps,Robot_2020_Simps,"['spectral_indices_all', 'base_indices']",,2.300699,1.728524,0.376583,0.729515,True,2021-12-03 23:24:26.386211
LinearRegression(),Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['spectral_indices_all', 'base_indices']",,622467624820.508057,4.300836,-34627001502515591118848.000000,0.703021,True,2021-12-03 23:24:26.605626
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['spectral_indices_all', 'base_indices']","[0.04252704 0.02077541 0.50535397 0.01788236 0.00509394 0.02621165
 0.05483849 0.00281343 0.0041741  0.01311882 0.0404468  0.00402655
 0.00313599 0.01045842 0.01754097 0.02005677 0.03183257 0.00399311
 0.02911972 0.01264914 0.00947407 0.01902925 0.00836411 0.00466186
 0.00388396 0.00501892 0.00507195 0.00808106 0.00379263 0.01375738
 0.01154152 0.00718911 0.03408491]",5.438718,2.076920,0.511155,0.930712,True,2021-12-03 23:24:34.454118
GradientBoostingRegressor(random_state=1),Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['spectral_indices_all', 'base_indices']","[1.85482068e-02 8.75640983e-03 5.36074038e-01 6.20671802e-03
 4.94107474e-04 4.15502851e-02 5.53893300e-02 9.24208638e-04
 3.88649375e-03 9.25929346e-03 3.79222995e-02 9.20624193e-04
 1.16424599e-03 1.03822082e-02 1.79968335e-02 5.99316687e-03
 3.49174512e-02 3.08934986e-03 1.05480458e-02 3.26452704e-02
 6.94760757e-03 1.27002971e-02 9.84382721e-03 2.75947143e-03
 3.74362318e-03 4.49303050e-03 9.46090770e-03 1.20532689e-02
 1.80043066e-03 1.33394406e-02 4.99589631e-03 8.57988294e-03
 7.26137295e-02]",5.315894,2.133914,0.534186,0.926834,True,2021-12-03 23:24:41.816601
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Staur_2019_Simps,Staur_2019_Simps,"['spectral_indices_all', 'base_indices']",,6.738148,4.619061,0.092941,0.657418,True,2021-12-03 23:24:50.354844
LinearRegression(),Simpsons,all_mix,all_mix,['spectral_indices_all'],,9.562703,9.279390,0.084159,0.139823,True,2021-12-03 23:24:52.685765
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,all_mix,all_mix,['spectral_indices_all'],"[0.13333498 0.01936766 0.00681767 0.01189205 0.09658027 0.05391595
 0.0072826  0.0050278  0.0677635  0.01397974 0.08122383 0.04454653
 0.00997068 0.01357672 0.02189409 0.02538363 0.04957137 0.04724736
 0.02053072 0.00746203 0.01485883 0.01781051 0.0252978  0.03059673
 0.0148312  0.02233541 0.12054014 0.01636019]",5.584996,2.081334,0.687288,0.956719,True,2021-12-03 23:25:08.751540
GradientBoostingRegressor(random_state=1),Simpsons,all_mix,all_mix,['spectral_indices_all'],"[0.14896942 0.00937623 0.00250674 0.0044932  0.1315645  0.03541273
 0.00275531 0.00035797 0.05803136 0.01399527 0.09343635 0.0442546
 0.00486427 0.00208963 0.00782974 0.02770981 0.05143754 0.05192192
 0.0431171  0.00451543 0.00862931 0.00784897 0.0447839  0.03621782
 0.00243149 0.00924763 0.14670583 0.0054959 ]",6.226290,4.395369,0.610492,0.806965,True,2021-12-03 23:25:26.976980
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,all_mix,all_mix,['spectral_indices_all'],,9.543056,9.303554,0.088088,0.135339,True,2021-12-03 23:25:51.639458
LinearRegression(),Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,['spectral_indices_all'],,1.084269,0.989941,0.675885,0.741574,True,2021-12-03 23:25:51.884799
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,['spectral_indices_all'],"[0.12313872 0.01653147 0.009998   0.02116348 0.00690792 0.00881302
 0.00642464 0.01100743 0.00822396 0.00867782 0.01405819 0.0280693
 0.0096734  0.01227166 0.01773001 0.04640322 0.01918667 0.3903459
 0.01038186 0.00458401 0.04153621 0.01779854 0.01760093 0.01012025
 0.02460929 0.04518725 0.0183357  0.05122117]",1.196162,0.457185,0.609282,0.944865,True,2021-12-03 23:25:58.657358
GradientBoostingRegressor(random_state=1),Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,['spectral_indices_all'],"[0.1740348  0.0237719  0.01362426 0.02261571 0.00495125 0.00550827
 0.00185592 0.0010597  0.00275083 0.00723327 0.00777704 0.02251502
 0.00265526 0.00395121 0.03260219 0.04311471 0.0113688  0.38982795
 0.01797298 0.0011407  0.03945983 0.00453866 0.01176623 0.00265533
 0.02156109 0.05166815 0.00679051 0.07122842]",1.178040,0.482401,0.619077,0.938497,True,2021-12-03 23:26:05.755088
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Simpsons,Masbasis_2019_Simps,Masbasis_2019_Simps,['spectral_indices_all'],,1.073033,1.008446,0.682101,0.731799,True,2021-12-03 23:26:13.232281
LinearRegression(),Simpsons,Masbasis_2020_Simps,Masbasis_2020_Simps,['spectral_indices_all'],,1.320623,1.195294,0.823783,0.867925,True,2021-12-03 23:26:13.451565
