Model,Aggregation_method,Train_field,Test_field,Training_features,Feature_Importances,RMSE_test,RMSE_train,R2_test,R2_train,GKF_CV,DataTime
LinearRegression(),Trapezoid,all_mix,all_mix,"['weather_features', 'base_indices']",,4.899954,4.886077,0.767390,0.769656,True,2021-12-01 03:17:45.012516
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,all_mix,all_mix,"['weather_features', 'base_indices']","[0.02918543 0.02384721 0.13804853 0.03195936 0.06161133 0.
 0.00211048 0.01246839 0.01473062 0.00630285 0.00267804 0.01330416
 0.02864459 0.         0.00105703 0.03310074 0.00724735 0.02789195
 0.00105683 0.         0.         0.         0.01927728 0.00298779
 0.         0.         0.         0.00615736 0.00626024 0.00208207
 0.02104492 0.0167863  0.00994301 0.01444527 0.         0.02049298
 0.01497644 0.01975949 0.03193862 0.02707851 0.         0.00257966
 0.00171105 0.02581506 0.00111532 0.01999324 0.0017783  0.01235018
 0.03184975 0.         0.00187731 0.00789681 0.00082536 0.02042515
 0.01333785 0.00076779 0.01450963 0.00732886 0.02013021 0.0089634
 0.01387422 0.         0.00693346 0.00084945 0.         0.00175274
 0.         0.0186794  0.0205948  0.00160639 0.01947914 0.00891557
 0.00085193 0.00765152 0.         0.         0.         0.01969501
 0.01236912 0.00180542 0.00616828 0.         0.0009234  0.00089594
 0.0152241 ]",4.131574,1.478233,0.831755,0.978891,True,2021-12-01 03:17:48.150615
GradientBoostingRegressor(random_state=1),Trapezoid,all_mix,all_mix,"['weather_features', 'base_indices']","[7.39236232e-03 5.13342186e-03 1.25611340e-01 1.33841776e-02
 5.28466635e-02 4.71014524e-04 2.45563406e-04 1.55594597e-03
 2.40916055e-03 4.46240946e-03 1.70883219e-03 4.55686642e-02
 1.00767994e-03 8.98942848e-05 4.56375662e-04 1.34494295e-04
 7.93967836e-03 6.51436405e-03 1.21918023e-03 2.77850074e-04
 0.00000000e+00 0.00000000e+00 1.03664329e-02 1.20393567e-03
 0.00000000e+00 9.78887972e-04 1.20291896e-04 9.52297262e-05
 8.00986199e-04 4.21947061e-03 0.00000000e+00 0.00000000e+00
 1.30105360e-01 6.59879059e-05 1.62228841e-04 1.85467656e-04
 0.00000000e+00 2.53485991e-03 9.97589023e-03 4.02031981e-04
 0.00000000e+00 1.19613124e-04 2.33737382e-04 1.03205319e-03
 1.81740258e-03 3.61455166e-03 6.64871906e-04 1.59028778e-02
 0.00000000e+00 2.28905946e-03 0.00000000e+00 9.71170952e-03
 8.61308445e-05 4.93152110e-02 2.71185842e-02 1.05313388e-01
 2.18265321e-04 7.61734928e-03 0.00000000e+00 1.84443279e-02
 1.41653958e-01 8.50796986e-04 0.00000000e+00 1.27980653e-02
 0.00000000e+00 2.40818178e-02 2.94103712e-04 3.12833895e-03
 5.38964726e-03 0.00000000e+00 6.95063877e-02 5.39163288e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.16273549e-03
 7.77966720e-05 1.89492751e-03 4.26399307e-02 1.51458427e-04
 1.27410318e-02 1.42846078e-04 6.16363135e-05 1.50481414e-04
 7.48561721e-05]",3.880101,2.905260,0.853394,0.918515,True,2021-12-01 03:17:52.433855
Lasso(random_state=1),Trapezoid,all_mix,all_mix,"['weather_features', 'base_indices']",,5.289081,5.283984,0.729561,0.730618,True,2021-12-01 03:17:52.961473
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,all_mix,all_mix,"['weather_features', 'base_indices']",,4.898362,4.885526,0.767544,0.769708,True,2021-12-01 03:19:15.335806
LinearRegression(),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,"['weather_features', 'base_indices']",,1.455237,1.386689,0.459969,0.520037,True,2021-12-01 03:19:15.406653
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,"['weather_features', 'base_indices']","[0.16975067 0.13247728 0.38773825 0.09197435 0.21805945 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.562605,0.553773,0.365203,0.923386,True,2021-12-01 03:19:17.564856
GradientBoostingRegressor(random_state=1),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,"['weather_features', 'base_indices']","[0.1295048  0.11982447 0.44577528 0.04881268 0.25608277 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.574290,0.751889,0.356046,0.858675,True,2021-12-01 03:19:19.138963
Lasso(random_state=1),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,"['weather_features', 'base_indices']",,1.987490,2.001145,-0.016893,0.000000,True,2021-12-01 03:19:19.225119
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,"['weather_features', 'base_indices']",,1.455237,1.386689,0.459969,0.520037,True,2021-12-01 03:19:50.085412
LinearRegression(),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['weather_features', 'base_indices']",,2.173037,2.142321,0.607332,0.630083,True,2021-12-01 03:19:50.151403
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['weather_features', 'base_indices']","[0.05061861 0.0435435  0.07653033 0.108271   0.72103655 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.847243,0.705761,0.713286,0.959799,True,2021-12-01 03:19:52.202576
GradientBoostingRegressor(random_state=1),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['weather_features', 'base_indices']","[0.02968381 0.02516178 0.09296951 0.03044653 0.82173838 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.847868,1.056610,0.715273,0.909965,True,2021-12-01 03:19:53.630810
Lasso(random_state=1),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['weather_features', 'base_indices']",,2.476131,2.462775,0.494761,0.511037,True,2021-12-01 03:19:53.700253
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['weather_features', 'base_indices']",,2.173037,2.142321,0.607332,0.630083,True,2021-12-01 03:20:20.440012
LinearRegression(),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['weather_features', 'base_indices']",,2.301753,2.113890,0.457103,0.601739,True,2021-12-01 03:20:20.633230
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['weather_features', 'base_indices']","[0.25401786 0.07468477 0.12487758 0.11004877 0.43637103 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",2.455612,0.899814,0.380827,0.927822,True,2021-12-01 03:20:27.508171
GradientBoostingRegressor(random_state=1),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['weather_features', 'base_indices']","[0.30420647 0.07834123 0.09813517 0.071283   0.44803413 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",2.527334,0.277750,0.340324,0.993076,True,2021-12-01 03:20:33.674478
Lasso(random_state=1),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['weather_features', 'base_indices']",,2.746079,2.595325,0.228643,0.399362,True,2021-12-01 03:20:34.083368
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['weather_features', 'base_indices']",,2.301753,2.113890,0.457103,0.601739,True,2021-12-01 03:20:39.131073
LinearRegression(),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['weather_features', 'base_indices']",,6.143304,6.075278,0.466819,0.489015,True,2021-12-01 03:20:39.649825
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['weather_features', 'base_indices']","[0.10998062 0.08876    0.55395471 0.11837216 0.12893252 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",6.392115,2.375910,0.423649,0.921851,True,2021-12-01 03:20:55.752509
GradientBoostingRegressor(random_state=1),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['weather_features', 'base_indices']","[0.05633519 0.06633156 0.6407661  0.09161368 0.14495348 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",6.377994,3.292652,0.427975,0.849899,True,2021-12-01 03:21:04.311360
Lasso(random_state=1),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['weather_features', 'base_indices']",,6.660809,6.656827,0.376523,0.386633,True,2021-12-01 03:21:04.374786
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['weather_features', 'base_indices']",,6.143304,6.075278,0.466819,0.489015,True,2021-12-01 03:21:23.371412
LinearRegression(),Trapezoid,all_mix,all_mix,"['spectral_indices_all', 'base_indices']",,9.528527,9.225068,0.120316,0.178926,True,2021-12-01 03:21:24.154319
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,all_mix,all_mix,"['spectral_indices_all', 'base_indices']","[0.01355995 0.00880137 0.06299605 0.01697242 0.00689513 0.04218824
 0.00900645 0.00220029 0.00350686 0.00823253 0.02092817 0.00207706
 0.00221082 0.01051608 0.00717534 0.02590137 0.61947736 0.00302343
 0.00989738 0.01264612 0.00355551 0.01501874 0.02413806 0.00354595
 0.00255381 0.00766913 0.00804923 0.01075682 0.01861835 0.0033728
 0.0036174  0.00481542 0.00607635]",4.611533,1.711442,0.794178,0.971733,True,2021-12-01 03:21:29.637250
GradientBoostingRegressor(random_state=1),Trapezoid,all_mix,all_mix,"['spectral_indices_all', 'base_indices']","[9.35866270e-03 1.98541695e-03 8.76233596e-02 5.26318559e-03
 2.35763036e-03 5.30906249e-02 6.06009722e-03 3.81935595e-04
 1.99256259e-03 5.95785783e-03 2.17651868e-02 3.85731701e-04
 1.21431725e-03 1.23201176e-02 2.99474197e-03 1.78486708e-02
 6.56428427e-01 8.85239676e-04 4.22338613e-03 1.62728086e-02
 8.86666926e-04 1.77055108e-02 2.37442710e-02 1.75964917e-03
 4.81487448e-03 4.52710320e-03 2.07081422e-03 8.46121047e-03
 1.54990163e-02 1.48950739e-03 1.39036948e-03 3.67782635e-03
 5.56321953e-03]",4.720686,3.272941,0.784485,0.896649,True,2021-12-01 03:21:44.202095
Lasso(random_state=1),Trapezoid,all_mix,all_mix,"['spectral_indices_all', 'base_indices']",,9.703720,9.694160,0.089548,0.093338,True,2021-12-01 03:21:45.264581
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,all_mix,all_mix,"['spectral_indices_all', 'base_indices']",,9.498662,9.241614,0.126070,0.175981,True,2021-12-01 03:22:21.999730
LinearRegression(),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,"['spectral_indices_all', 'base_indices']",,1.236352,0.991319,0.605540,0.754533,True,2021-12-01 03:22:22.075503
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,"['spectral_indices_all', 'base_indices']","[0.01656268 0.00514763 0.01895304 0.00906417 0.0422222  0.13168435
 0.03119726 0.01012325 0.02877945 0.0055377  0.0063829  0.00325994
 0.00541449 0.00710604 0.00836738 0.01194833 0.01240212 0.01177548
 0.01601233 0.01412274 0.02257852 0.01764338 0.37326349 0.00436154
 0.00368233 0.03112127 0.0089723  0.01774811 0.00539163 0.02793755
 0.02267716 0.01517018 0.05338902]",1.255733,0.455689,0.592896,0.948136,True,2021-12-01 03:22:24.740669
GradientBoostingRegressor(random_state=1),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,"['spectral_indices_all', 'base_indices']","[0.00858608 0.00047604 0.018047   0.00334937 0.07025278 0.17270287
 0.03606943 0.00657888 0.03013134 0.00297548 0.0141785  0.00116419
 0.00152972 0.00401158 0.00388679 0.00822394 0.00422444 0.00410844
 0.00554961 0.02453826 0.01646858 0.017818   0.3809609  0.00274458
 0.00077533 0.0207262  0.00283617 0.00842569 0.00246474 0.01753386
 0.01383523 0.02767587 0.06715012]",1.263223,0.481068,0.587929,0.942168,True,2021-12-01 03:22:32.296620
Lasso(random_state=1),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,"['spectral_indices_all', 'base_indices']",,1.846149,1.859732,0.126489,0.135931,True,2021-12-01 03:22:32.498615
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,"['spectral_indices_all', 'base_indices']",,1.107677,1.007913,0.684245,0.746290,True,2021-12-01 03:23:22.192025
LinearRegression(),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'base_indices']",,1.353865,1.263676,0.847577,0.871299,True,2021-12-01 03:23:22.262768
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'base_indices']","[0.00873772 0.00940608 0.01278576 0.00667241 0.00357822 0.15799744
 0.00524585 0.00162086 0.00182887 0.01135977 0.00718395 0.0018175
 0.00215332 0.16631637 0.00530329 0.49566855 0.0104626  0.00202973
 0.00680437 0.00542386 0.00278282 0.00792163 0.00248024 0.00296095
 0.00126365 0.00261535 0.0033176  0.02860521 0.010421   0.00248027
 0.00268203 0.00602037 0.00405237]",1.393882,0.526479,0.838718,0.977659,True,2021-12-01 03:23:24.299753
GradientBoostingRegressor(random_state=1),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'base_indices']","[7.18925592e-03 4.62519763e-03 1.36686196e-02 4.63505041e-03
 6.73493574e-04 1.39420007e-01 3.37473235e-03 5.40252821e-04
 1.65160398e-04 1.11894168e-02 4.53813580e-03 8.86378343e-04
 3.40294334e-03 1.87049125e-01 4.94412204e-03 4.32460116e-01
 7.20163523e-03 2.11406967e-03 6.34257714e-03 4.23607598e-03
 3.82589685e-03 4.85969282e-03 1.91893922e-03 3.62015531e-03
 4.74801314e-04 5.12031224e-03 7.82840503e-03 7.23681134e-02
 4.29382126e-02 1.42192664e-03 2.52484650e-03 9.26142809e-03
 5.18090518e-03]",1.418323,0.633466,0.833260,0.967671,True,2021-12-01 03:23:27.069994
Lasso(random_state=1),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'base_indices']",,1.821203,1.824824,0.727673,0.731626,True,2021-12-01 03:23:27.128278
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'base_indices']",,1.434731,1.282184,0.825220,0.867507,True,2021-12-01 03:23:49.104530
LinearRegression(),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'base_indices']",,2.413886,1.481601,0.394979,0.804046,True,2021-12-01 03:23:49.229205
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'base_indices']","[0.05815046 0.02858898 0.041439   0.03220782 0.01683512 0.02545097
 0.01675048 0.00373648 0.01167514 0.00855715 0.02222366 0.00183392
 0.00444025 0.1378951  0.02889093 0.26012128 0.10455081 0.00222162
 0.01796481 0.00673871 0.00548641 0.02392334 0.00384561 0.00248095
 0.00208651 0.02860769 0.01542308 0.03934398 0.01854458 0.00298258
 0.01411132 0.00917107 0.00372019]",2.301015,0.831138,0.451857,0.938378,True,2021-12-01 03:23:53.420715
GradientBoostingRegressor(random_state=1),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'base_indices']","[0.04533349 0.01524071 0.07870472 0.01171129 0.00687395 0.05838472
 0.01129525 0.00147887 0.00060238 0.00798418 0.02647231 0.00068368
 0.00078913 0.1372036  0.02606613 0.26286815 0.16362059 0.00178187
 0.0210758  0.00299963 0.00663978 0.0153164  0.01755851 0.00348111
 0.00061738 0.00387358 0.00274536 0.03176541 0.00905539 0.00205292
 0.00849408 0.01241404 0.00481559]",2.361688,0.150513,0.423934,0.997946,True,2021-12-01 03:23:57.175788
Lasso(random_state=1),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'base_indices']",,2.460787,2.341008,0.382924,0.511480,True,2021-12-01 03:23:57.398191
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'base_indices']",,2.341000,1.682535,0.434228,0.747678,True,2021-12-01 03:24:03.986708
LinearRegression(),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'base_indices']",,340871561022.476562,4.437624,-8529099464200700297216.000000,0.727387,True,2021-12-01 03:24:04.463785
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'base_indices']","[0.04983085 0.00969291 0.19547881 0.01355952 0.00504849 0.33264601
 0.0483764  0.0032703  0.00494877 0.0119427  0.01955271 0.00263872
 0.0034291  0.01827804 0.01368656 0.01798004 0.03340109 0.00498855
 0.01994216 0.0329565  0.01242292 0.0307213  0.0073895  0.0040435
 0.00409852 0.00950705 0.0059465  0.01437338 0.00603528 0.01205265
 0.00933561 0.0127162  0.02970937]",5.556798,2.077881,0.562361,0.940212,True,2021-12-01 03:24:07.751719
GradientBoostingRegressor(random_state=1),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'base_indices']","[2.59141524e-02 6.77212906e-03 2.72216955e-01 7.10687822e-03
 6.30505208e-04 2.99040144e-01 5.22454826e-02 5.07821700e-03
 7.77417513e-04 1.03548285e-02 4.14925251e-02 5.24982840e-03
 2.28423197e-03 1.54933228e-02 5.33560785e-03 6.81758579e-03
 6.94720467e-02 1.30998236e-03 1.40200664e-02 2.62088513e-02
 4.09656964e-03 4.14264251e-02 6.54938788e-03 2.31653826e-03
 1.09174768e-03 6.08694412e-03 5.62607465e-03 8.35020771e-03
 1.63876472e-04 1.13102244e-02 3.28769678e-03 3.15259531e-03
 3.87209534e-02]",5.570003,2.437329,0.560560,0.917746,True,2021-12-01 03:24:10.479610
Lasso(random_state=1),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'base_indices']",,6.143963,6.118108,0.466077,0.481752,True,2021-12-01 03:24:10.540215
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'base_indices']",,5.976965,4.638444,0.478085,0.702159,True,2021-12-01 03:24:31.994003
LinearRegression(),Trapezoid,all_mix,all_mix,['spectral_indices_all'],,9.571460,9.340078,0.113027,0.158345,True,2021-12-01 03:24:32.853668
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,all_mix,all_mix,['spectral_indices_all'],"[0.0540608  0.01109771 0.00488989 0.00611294 0.02004085 0.02669914
 0.0032838  0.00393603 0.0122866  0.00951565 0.02930003 0.62940882
 0.00477104 0.01632876 0.01827912 0.00481388 0.01977699 0.03477337
 0.00664287 0.00319091 0.00840819 0.00881885 0.01127182 0.02209806
 0.00449193 0.00476022 0.0133715  0.00757023]",4.821177,1.809931,0.775206,0.968390,True,2021-12-01 03:24:41.657147
GradientBoostingRegressor(random_state=1),Trapezoid,all_mix,all_mix,['spectral_indices_all'],"[6.50431957e-02 4.77346896e-03 1.25388173e-03 3.06756414e-03
 3.45888453e-02 1.94216909e-02 8.91639442e-04 4.08036396e-03
 6.91668592e-03 6.38945405e-03 1.85869115e-02 6.90533454e-01
 1.80074153e-03 3.69838349e-03 3.03952308e-02 5.78220749e-04
 2.47117255e-02 2.87184168e-02 4.17016707e-03 1.54815200e-03
 4.87977936e-03 4.11990323e-03 5.82445285e-03 1.30757059e-02
 1.55836959e-03 2.55499115e-03 1.02052528e-02 6.61335147e-03]",4.841923,3.413910,0.773210,0.887559,True,2021-12-01 03:25:14.883324
Lasso(random_state=1),Trapezoid,all_mix,all_mix,['spectral_indices_all'],,9.703720,9.694160,0.089548,0.093338,True,2021-12-01 03:25:16.576611
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,all_mix,all_mix,['spectral_indices_all'],,9.541975,9.356344,0.118757,0.155414,True,2021-12-01 03:25:47.145311
LinearRegression(),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['spectral_indices_all'],,1.172198,1.002441,0.648482,0.749027,True,2021-12-01 03:25:47.219359
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['spectral_indices_all'],"[0.14044807 0.03370076 0.02550874 0.04683599 0.0059469  0.00786316
 0.00449715 0.0052768  0.00648298 0.00888831 0.01300495 0.02035354
 0.01912179 0.01561035 0.01857992 0.02722932 0.01989096 0.38089099
 0.00596721 0.00476027 0.03136205 0.00920684 0.01885495 0.00649305
 0.02831993 0.0199854  0.0217535  0.0531661 ]",1.240123,0.455649,0.603294,0.948165,True,2021-12-01 03:25:49.415735
GradientBoostingRegressor(random_state=1),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['spectral_indices_all'],"[1.83317912e-01 3.44992548e-02 2.28121088e-02 6.11457798e-02
 2.59551260e-03 1.10786406e-02 2.63723598e-04 1.33370622e-03
 3.37969307e-03 4.01355195e-03 1.11929314e-02 1.07821285e-02
 2.26102686e-02 9.87482160e-03 2.41368531e-02 1.85482496e-02
 1.00771492e-02 3.96638075e-01 7.59007552e-03 0.00000000e+00
 2.83900295e-02 4.64816608e-03 1.24764228e-02 1.41048465e-03
 2.16453138e-02 9.08141296e-03 1.21405007e-02 7.43172345e-02]",1.250715,0.493812,0.597270,0.939006,True,2021-12-01 03:25:52.250139
Lasso(random_state=1),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['spectral_indices_all'],,1.846149,1.859732,0.126489,0.135931,True,2021-12-01 03:25:52.309663
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['spectral_indices_all'],,1.244297,1.022465,0.598129,0.738942,True,2021-12-01 03:26:24.160476
LinearRegression(),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['spectral_indices_all'],,1.351836,1.264013,0.848032,0.871231,True,2021-12-01 03:26:24.227828
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['spectral_indices_all'],"[0.15942855 0.00711584 0.00222993 0.00259309 0.01787016 0.00891084
 0.0022236  0.00232578 0.16784013 0.00613087 0.49281191 0.01464966
 0.00262672 0.00819773 0.00619389 0.00379752 0.01061783 0.00339538
 0.00442432 0.00155515 0.00458586 0.00641736 0.03369945 0.01030003
 0.00333898 0.00301169 0.00809687 0.00561086]",1.400328,0.530687,0.837697,0.977307,True,2021-12-01 03:26:26.305628
GradientBoostingRegressor(random_state=1),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['spectral_indices_all'],"[1.64408510e-01 5.21788274e-03 1.27454649e-03 1.48147304e-03
 1.95589256e-02 5.12276159e-03 1.10736502e-03 2.49417245e-03
 1.52020737e-01 5.94787668e-03 4.40123245e-01 1.16001584e-02
 2.73000216e-03 6.20144551e-03 3.84904977e-03 2.40890821e-03
 7.15701538e-03 2.37010410e-03 5.29151931e-03 4.62212675e-06
 5.50259211e-03 6.35999358e-03 1.00692304e-01 2.58407510e-02
 1.05385208e-03 1.33751620e-03 1.43993794e-02 4.44329091e-03]",1.454467,0.650851,0.824999,0.965871,True,2021-12-01 03:26:28.874953
Lasso(random_state=1),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['spectral_indices_all'],,1.836584,1.841091,0.723019,0.726813,True,2021-12-01 03:26:28.934630
