Model,Aggregation_method,Train_field,Test_field,Training_features,Feature_Importances,RMSE_test,RMSE_train,R2_test,R2_train,GKF_CV,DataTime
GradientBoostingRegressor(random_state=1),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']","[7.05084092e-03 4.68888835e-03 1.37823132e-02 4.59462716e-03
 8.73059108e-04 1.09182529e-01 3.63076103e-03 3.35655449e-04
 3.74806330e-04 1.12042614e-02 4.56598286e-03 9.72350450e-04
 2.80620234e-03 1.87018355e-01 5.08405455e-03 4.62383983e-01
 7.21209650e-03 1.88024895e-03 6.34264798e-03 4.95328911e-03
 4.21981992e-03 5.02085879e-03 1.72351631e-03 3.96792973e-03
 5.07576164e-04 5.29570151e-03 8.21408918e-03 7.16316118e-02
 4.31371422e-02 1.69240994e-03 1.83847796e-03 9.07218872e-03
 4.74172596e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",1.418518,0.633466,0.833245,0.967671,True,2021-12-01 03:12:15.120096
Lasso(random_state=1),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']",,1.821203,1.824824,0.727673,0.731626,True,2021-12-01 03:12:15.463495
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']",,1.436971,1.282644,0.824547,0.867412,True,2021-12-01 03:13:08.544585
LinearRegression(),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']",,2.393894,1.483148,0.407367,0.803656,True,2021-12-01 03:13:08.617079
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']","[0.06519534 0.02267114 0.03637342 0.04382285 0.01319427 0.01988058
 0.01579831 0.00340711 0.00762922 0.00875912 0.01905742 0.00318658
 0.00947991 0.14926767 0.02770978 0.2647256  0.09760471 0.00363648
 0.01575581 0.00765456 0.00567    0.02435235 0.00339973 0.00261972
 0.00190284 0.02160945 0.00793718 0.04454324 0.02134709 0.00254705
 0.01367405 0.01192297 0.00366444 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.        ]",2.296198,0.834412,0.453187,0.937911,True,2021-12-01 03:13:10.178248
GradientBoostingRegressor(random_state=1),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']","[4.39643762e-02 1.72907337e-02 8.98156460e-02 1.17444547e-02
 6.61330294e-03 5.93116068e-02 1.54579560e-02 1.19554291e-04
 7.53783297e-04 5.18101210e-03 2.80552903e-02 3.47954655e-03
 3.76752171e-03 1.37835948e-01 3.12784461e-02 2.60346046e-01
 1.60547989e-01 6.38189974e-04 1.76709857e-02 3.17286189e-03
 8.81770101e-04 1.38491433e-02 1.78005052e-02 1.43167059e-03
 1.39527970e-03 3.90804868e-03 2.81535014e-03 3.25023396e-02
 7.19552465e-03 1.03647847e-03 5.99383944e-03 9.43369816e-03
 4.71110057e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",2.349587,0.149895,0.428026,0.997967,True,2021-12-01 03:13:11.263850
Lasso(random_state=1),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']",,2.460787,2.341008,0.382924,0.511480,True,2021-12-01 03:13:11.322776
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']",,2.341332,1.682458,0.434069,0.747701,True,2021-12-01 03:13:15.416389
LinearRegression(),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']",,339796063324.971375,4.438389,-8475660385848758632448.000000,0.727291,True,2021-12-01 03:13:15.522787
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']","[0.05081846 0.01039472 0.19611178 0.01217224 0.00456072 0.33273614
 0.05195818 0.00535447 0.00467357 0.01199116 0.0207322  0.00299275
 0.00342934 0.01905856 0.01423609 0.01560881 0.03216744 0.00394703
 0.01969    0.03270776 0.00850343 0.02924745 0.00801604 0.00471893
 0.00424837 0.00883046 0.00499457 0.01694621 0.00421452 0.01119474
 0.01156904 0.01394978 0.02822504 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.        ]",5.552085,2.075088,0.563186,0.940375,True,2021-12-01 03:13:17.863947
GradientBoostingRegressor(random_state=1),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']","[0.02647198 0.00683905 0.2709514  0.00816219 0.00063241 0.30167551
 0.05304175 0.00396168 0.00154581 0.00907722 0.04146639 0.00302485
 0.00231044 0.01553315 0.00578938 0.00726625 0.06965959 0.00179515
 0.01552749 0.02617353 0.00403188 0.0418243  0.00440716 0.00310801
 0.00126948 0.00537123 0.0041752  0.00927835 0.00037206 0.01027344
 0.0023586  0.00257713 0.04004791 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.        ]",5.576386,2.427223,0.559740,0.918392,True,2021-12-01 03:13:20.790635
Lasso(random_state=1),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']",,6.143963,6.118108,0.466077,0.481752,True,2021-12-01 03:13:20.868959
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']",,5.986634,4.638554,0.475877,0.702144,True,2021-12-01 03:13:56.100268
LinearRegression(),Trapezoid,all_mix,all_mix,"['spectral_indices_all', 'weather_features']",,3.880184,3.684325,0.853708,0.869019,True,2021-12-01 03:13:57.060618
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,all_mix,all_mix,"['spectral_indices_all', 'weather_features']","[0.1123467  0.00863423 0.00188796 0.00280735 0.00392522 0.00607458
 0.00136574 0.00106986 0.01350616 0.00420968 0.02234151 0.0236082
 0.00238115 0.00562975 0.01273947 0.00209888 0.01274317 0.00849708
 0.00189862 0.00117075 0.00344091 0.00188955 0.0080797  0.00207183
 0.00462944 0.00317814 0.00397004 0.00845622 0.00106566 0.02678308
 0.01530163 0.00502018 0.01307152 0.00178257 0.01371686 0.00115643
 0.00169913 0.         0.01339616 0.         0.02578517 0.00170527
 0.00102957 0.03846072 0.00085916 0.00649436 0.00074544 0.
 0.00072333 0.00083067 0.01513766 0.         0.         0.03741731
 0.00926911 0.00076779 0.01978911 0.00181992 0.00738469 0.01505804
 0.0135608  0.01230645 0.00704885 0.         0.03276119 0.00179572
 0.00622505 0.00095001 0.00746433 0.         0.00806973 0.0262438
 0.00089564 0.00164009 0.01316583 0.00197266 0.01399349 0.0163086
 0.00874771 0.00630285 0.01426386 0.01232027 0.00848564 0.0009234
 0.         0.02089158 0.02671451 0.         0.00817363 0.00184726
 0.01860463 0.01964294 0.         0.03872021 0.         0.02038836
 0.01839384 0.00091269 0.         0.01995239 0.00075807 0.00092699
 0.00097006 0.00807345 0.00093705 0.00087739 0.00170015 0.0151464 ]",3.481544,1.265911,0.881825,0.984538,True,2021-12-01 03:14:02.611213
GradientBoostingRegressor(random_state=1),Trapezoid,all_mix,all_mix,"['spectral_indices_all', 'weather_features']","[1.13920372e-01 3.40409757e-03 4.37426412e-05 1.18113621e-03
 4.21964288e-03 9.98201236e-03 1.10784276e-03 7.07448454e-05
 6.74836739e-03 1.08107615e-04 1.55122729e-02 1.57765644e-02
 1.04256290e-04 1.93984391e-04 3.02319496e-03 1.08384270e-03
 8.70051645e-03 9.22481152e-03 7.88472024e-04 1.34521180e-04
 3.82200993e-03 4.58924961e-04 7.03487887e-03 2.03484893e-03
 2.07241383e-03 4.53310437e-04 1.64977649e-03 4.56212548e-03
 2.03655122e-03 9.14110425e-05 5.49994507e-02 9.52748169e-04
 3.87948026e-05 0.00000000e+00 4.55273436e-02 6.52259528e-05
 3.68913208e-05 3.09938334e-05 0.00000000e+00 2.30498716e-03
 0.00000000e+00 0.00000000e+00 1.08244634e-03 4.97894161e-05
 0.00000000e+00 6.95444853e-02 7.29889699e-03 0.00000000e+00
 3.35254740e-04 1.82929529e-04 3.19004015e-03 7.18161124e-04
 7.23222330e-04 4.43946592e-05 0.00000000e+00 8.16128222e-03
 0.00000000e+00 8.30115921e-05 4.75495392e-03 8.89534022e-04
 0.00000000e+00 1.56150807e-02 1.13070176e-01 0.00000000e+00
 2.00249952e-02 3.91053814e-04 2.35644293e-02 0.00000000e+00
 0.00000000e+00 8.22100030e-04 1.48592156e-02 1.34981094e-05
 3.40859338e-04 3.12858556e-04 2.77566346e-02 1.80203167e-04
 0.00000000e+00 2.82668482e-05 6.45716433e-02 4.21021549e-03
 2.19515538e-04 0.00000000e+00 4.59715083e-03 1.27826786e-01
 1.29550772e-04 1.66862957e-02 0.00000000e+00 0.00000000e+00
 4.84365794e-03 0.00000000e+00 7.97879264e-04 0.00000000e+00
 2.02670067e-04 0.00000000e+00 1.32869563e-03 0.00000000e+00
 5.35461727e-03 0.00000000e+00 0.00000000e+00 1.02917715e-01
 1.88464448e-02 2.04436816e-03 0.00000000e+00 0.00000000e+00
 9.97894182e-04 0.00000000e+00 1.82283141e-03 5.06310556e-03]",3.528006,2.406374,0.879004,0.944111,True,2021-12-01 03:14:12.860660
Lasso(random_state=1),Trapezoid,all_mix,all_mix,"['spectral_indices_all', 'weather_features']",,4.592840,4.590776,0.795937,0.796666,True,2021-12-01 03:14:13.512802
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,all_mix,all_mix,"['spectral_indices_all', 'weather_features']",,3.815421,3.723158,0.858672,0.866244,True,2021-12-01 03:15:48.150539
LinearRegression(),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,"['spectral_indices_all', 'weather_features']",,1.175192,1.002950,0.646863,0.748774,True,2021-12-01 03:15:48.251234
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,"['spectral_indices_all', 'weather_features']","[0.13944439 0.0326029  0.02488537 0.04422227 0.00657395 0.00853487
 0.0043431  0.00523792 0.0067573  0.01057158 0.01340236 0.01844333
 0.02024431 0.01634813 0.01723971 0.02242783 0.01905136 0.38244329
 0.00693067 0.00485623 0.03349234 0.01026281 0.01879872 0.00584925
 0.0270463  0.02708405 0.01775331 0.05515233 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1.238156,0.453250,0.604545,0.948700,True,2021-12-01 03:15:50.580586
GradientBoostingRegressor(random_state=1),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,"['spectral_indices_all', 'weather_features']","[1.79044773e-01 3.36688770e-02 3.29795089e-02 6.03824137e-02
 2.22665928e-03 7.06775014e-03 4.80908435e-04 1.32831384e-03
 2.55081316e-03 3.15023316e-03 1.22754764e-02 1.16530239e-02
 1.39391293e-02 9.98034820e-03 2.46430945e-02 1.23715901e-02
 1.42355647e-02 4.01344585e-01 5.82515699e-03 3.59597638e-04
 2.80335817e-02 4.53860684e-03 1.22917328e-02 1.53198187e-03
 3.07691185e-02 1.54447441e-02 1.42589454e-02 6.36234711e-02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",1.243436,0.496118,0.600424,0.938448,True,2021-12-01 03:15:53.368435
Lasso(random_state=1),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,"['spectral_indices_all', 'weather_features']",,1.846149,1.859732,0.126489,0.135931,True,2021-12-01 03:15:53.441307
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,"['spectral_indices_all', 'weather_features']",,1.243100,1.022531,0.599075,0.738908,True,2021-12-01 03:16:15.756085
LinearRegression(),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'weather_features']",,1.351836,1.264013,0.848032,0.871231,True,2021-12-01 03:16:15.862272
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'weather_features']","[0.14274893 0.00678804 0.00221662 0.00262497 0.01789431 0.00903065
 0.00200144 0.00222353 0.17812346 0.00631569 0.49652209 0.01438616
 0.00261279 0.00803384 0.00634698 0.00375187 0.01116082 0.00332482
 0.00440896 0.0016039  0.00309529 0.0069792  0.0380375  0.0099098
 0.00360473 0.003572   0.00790142 0.00478019 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1.401974,0.529968,0.837224,0.977368,True,2021-12-01 03:16:18.342581
GradientBoostingRegressor(random_state=1),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'weather_features']","[0.11908854 0.00526821 0.00065384 0.00125718 0.01965824 0.00525146
 0.00067633 0.00245469 0.15294397 0.00498211 0.45634558 0.01175301
 0.0027934  0.00582323 0.00307207 0.00235674 0.00754467 0.00164655
 0.00473948 0.00099339 0.00550029 0.00707609 0.12963133 0.0263769
 0.00105253 0.00146849 0.01511347 0.00447823 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1.454497,0.650851,0.825020,0.965871,True,2021-12-01 03:16:24.228763
Lasso(random_state=1),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'weather_features']",,1.836584,1.841091,0.723019,0.726813,True,2021-12-01 03:16:24.480300
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'weather_features']",,1.445909,1.282208,0.821061,0.867504,True,2021-12-01 03:16:48.692884
LinearRegression(),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'weather_features']",,2.390158,1.525767,0.406404,0.792159,True,2021-12-01 03:16:48.769406
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'weather_features']","[0.03115829 0.02423734 0.00240928 0.01455971 0.01844184 0.02389747
 0.0037528  0.00454429 0.16847797 0.03906945 0.28697994 0.14037153
 0.00548339 0.02679048 0.01059365 0.0101992  0.03022727 0.00516523
 0.00386325 0.00420405 0.02543573 0.00948648 0.05223325 0.01090282
 0.00257145 0.02516725 0.01221401 0.00756257 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2.347611,0.860162,0.426183,0.934011,True,2021-12-01 03:16:50.449317
GradientBoostingRegressor(random_state=1),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'weather_features']","[0.02022218 0.01867614 0.00136196 0.00549088 0.01159301 0.03241573
 0.00045465 0.00073288 0.12612693 0.02827256 0.24891288 0.18694625
 0.00128237 0.05715692 0.00791444 0.01311181 0.02309858 0.02937601
 0.00377736 0.00036641 0.00265672 0.00326861 0.08924639 0.0123321
 0.00560222 0.03949534 0.02310101 0.00700762 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2.281208,0.158009,0.458052,0.997762,True,2021-12-01 03:16:51.605220
Lasso(random_state=1),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'weather_features']",,2.489809,2.385449,0.368334,0.492933,True,2021-12-01 03:16:51.670081
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'weather_features']",,2.393414,1.712630,0.404441,0.738558,True,2021-12-01 03:16:55.838739
LinearRegression(),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'weather_features']",,7.363556,4.501680,-0.035798,0.719464,True,2021-12-01 03:16:55.943021
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'weather_features']","[0.47122804 0.04015864 0.00580335 0.00615576 0.013133   0.02484187
 0.00416815 0.00267511 0.02058777 0.01525354 0.01534949 0.09856904
 0.00668506 0.02034832 0.0494342  0.00858218 0.03894923 0.01365698
 0.00677191 0.00419794 0.0126182  0.00906111 0.02673589 0.00466194
 0.01406257 0.01123082 0.01870814 0.03637174 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5.499677,2.072742,0.567702,0.940508,True,2021-12-01 03:16:58.583239
GradientBoostingRegressor(random_state=1),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'weather_features']","[5.42660132e-01 4.83004259e-02 4.60671813e-03 2.05552762e-03
 1.08343940e-02 3.66321567e-02 2.09825507e-03 1.36229629e-04
 2.57546555e-02 9.46879855e-03 9.30918590e-03 1.18364231e-01
 5.75552503e-03 1.27959575e-02 3.87507584e-02 2.90146164e-03
 1.92385439e-02 6.64608744e-03 3.77465134e-03 8.75277014e-04
 1.52076266e-03 9.57999939e-03 1.67128504e-02 6.18688656e-05
 1.82374318e-02 6.16894975e-04 1.01191738e-02 4.21920453e-02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",5.498225,2.458500,0.566398,0.916231,True,2021-12-01 03:17:05.263790
Lasso(random_state=1),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'weather_features']",,6.480081,6.451544,0.405366,0.423728,True,2021-12-01 03:17:05.552363
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'weather_features']",,6.211179,4.685546,0.414597,0.696071,True,2021-12-01 03:17:44.084072
