Plot_ID,GrainYield,iBlock,Entry,Pedigree,Replicates,Line,Days2Heading,Days2Maturity,Name,Blue,Green,Red,RedEdge,NIR,NDVI,MTCI,DVI,GDVI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR,Block,MEAN Average temperature at 2m altitude (TM),MEAN Maximum air temperature at 2m altitude (TX),MEAN Minimum air temperature at 2m altitude (TN),MEAN Precipitation (RR),MEAN Relative humidity in 2m,MEAN Relative humidity in 2m.1,MEAN Wind gust (FG2),MEAN Wind speed in 2m,MEDIAN Average temperature at 2m altitude (TM),MEDIAN Maximum air temperature at 2m altitude (TX),MEDIAN Minimum air temperature at 2m altitude (TN),MEDIAN Precipitation (RR),MEDIAN Relative humidity in 2m,MEDIAN Relative humidity in 2m.1,MEDIAN Wind gust (FG2),MEDIAN Wind speed in 2m,MODE Average temperature at 2m altitude (TM),MODE Maximum air temperature at 2m altitude (TX),MODE Minimum air temperature at 2m altitude (TN),MODE Precipitation (RR),MODE Relative humidity in 2m,MODE Relative humidity in 2m.1,MODE Wind gust (FG2),MODE Wind speed in 2m,SUM Average temperature at 2m altitude (TM),SUM Maximum air temperature at 2m altitude (TX),SUM Minimum air temperature at 2m altitude (TN),SUM Precipitation (RR),SUM Relative humidity in 2m,SUM Relative humidity in 2m.1,SUM Wind gust (FG2),SUM Wind speed in 2m,MIN Average temperature at 2m altitude (TM),MIN Maximum air temperature at 2m altitude (TX),MIN Minimum air temperature at 2m altitude (TN),MIN Precipitation (RR),MIN Relative humidity in 2m,MIN Relative humidity in 2m.1,MIN Wind gust (FG2),MIN Wind speed in 2m,MAX Average temperature at 2m altitude (TM),MAX Maximum air temperature at 2m altitude (TX),MAX Minimum air temperature at 2m altitude (TN),MAX Precipitation (RR),MAX Relative humidity in 2m,MAX Relative humidity in 2m.1,MAX Wind gust (FG2),MAX Wind speed in 2m,STD_DEV Average temperature at 2m altitude (TM),STD_DEV Maximum air temperature at 2m altitude (TX),STD_DEV Minimum air temperature at 2m altitude (TN),STD_DEV Precipitation (RR),STD_DEV Relative humidity in 2m,STD_DEV Relative humidity in 2m.1,STD_DEV Wind gust (FG2),STD_DEV Wind speed in 2m,QUANTILE_25 Average temperature at 2m altitude (TM),QUANTILE_25 Maximum air temperature at 2m altitude (TX),QUANTILE_25 Minimum air temperature at 2m altitude (TN),QUANTILE_25 Precipitation (RR),QUANTILE_25 Relative humidity in 2m,QUANTILE_25 Relative humidity in 2m.1,QUANTILE_25 Wind gust (FG2),QUANTILE_25 Wind speed in 2m,QUANTILE_50 Average temperature at 2m altitude (TM),QUANTILE_50 Maximum air temperature at 2m altitude (TX),QUANTILE_50 Minimum air temperature at 2m altitude (TN),QUANTILE_50 Precipitation (RR),QUANTILE_50 Relative humidity in 2m,QUANTILE_50 Relative humidity in 2m.1,QUANTILE_50 Wind gust (FG2),QUANTILE_50 Wind speed in 2m,QUANTILE_75 Average temperature at 2m altitude (TM),QUANTILE_75 Maximum air temperature at 2m altitude (TX),QUANTILE_75 Minimum air temperature at 2m altitude (TN),QUANTILE_75 Precipitation (RR),QUANTILE_75 Relative humidity in 2m,QUANTILE_75 Relative humidity in 2m.1,QUANTILE_75 Wind gust (FG2),QUANTILE_75 Wind speed in 2m,Staur_Env,Vollebekk_Env
102,4.941176470588236,,,,1.0,1622.0,49.0,104.0,GN14506,0.7067471899549529,1.980984314178151,1.0895591963457696,4.1237910075245034,18.06245896270764,32.86816811734372,183.55425670894843,16.97289976636187,16.081474648529486,2.1656622420555784,2.621263681349652,23.59442430897802,29.005970189858644,29.752745258187048,23.509077642078054,26.335267682134532,36.60780118628577,1054.0309906950074,15.398876725138104,27.84252120120346,319.74213223519257,14.224346102422185,29.06854140536444,15.11062169652605,24.996167906402924,23.136105279391522,25.055468855566552,22.924335356539654,64.21074271662772,122.77333075595442,356.74213223519257,10.415193451440656,707.6316354890805,1.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.5000000000002,2208.0,1055.3,359.0,7952.707692307692,9952.437362637358,1694.9,753.4491202346034,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
103,5.482754771737917,,,,1.0,1609.0,48.0,101.0,GN14529,0.8064960983683513,2.1207629115660813,1.2682429401769475,4.318234348327926,19.073733948818624,32.396644657364604,186.53312585972256,17.805491008641678,16.952971037252546,2.1667867845868636,2.5120095799052162,23.986655485465207,29.755699304109374,29.56684562459293,23.426493861665964,26.625393091125286,39.147356588618095,1102.4302593740663,14.024517185345168,27.337829983931844,308.7082472804767,13.167026850697965,28.51659778366985,16.03303832351599,25.380869353716797,23.63510220139108,25.047162000492232,23.079023216783508,65.4492586550047,115.62259767816484,345.70824728047666,8.724838788801023,649.4756285867234,1.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.5000000000002,2208.0,1055.3,359.0,7952.707692307692,9952.437362637358,1694.9,753.4491202346034,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
106,6.32070543587454,,,,1.0,1590.0,46.0,97.0,SW11230,0.82081086884053,2.169373644136321,1.280036681257315,4.354365259379489,18.75997701316244,32.50754900521394,191.49509776823805,17.479940331905127,16.59060336902612,2.2378997381747965,2.6152220285508756,23.782295269397324,29.384923617554378,29.526610295023506,23.55405049791363,26.62667579961419,39.91980833980975,1084.3698984294679,14.776181297516613,27.508968885108096,315.81292892533423,13.52345400457748,28.802765880011375,15.642980148014283,25.150221924520643,23.332038866168915,24.972336132912815,22.91303338702959,64.95063197411903,119.17332973747585,352.81292892533423,9.37543933464468,682.7398231095032,1.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.5000000000002,2208.0,1055.3,359.0,7952.707692307692,9952.437362637358,1694.9,753.4491202346034,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
107,5.189436321017971,,,,1.0,51.0,46.0,106.0,SW46375,0.8053760883504537,2.1121788106280386,1.1263151488587484,4.225328310515171,19.030412525905373,33.00530615370378,193.60248465394605,17.90409737704663,16.91823371527734,2.292666384046873,2.8280039862726656,24.266416592534252,30.040968536201213,29.767774869225924,23.95704592586107,26.764099678037088,38.768155900511225,1113.6803890935694,16.00604933752767,28.279425739870018,318.86314900139314,13.960798237105262,29.70922297121389,16.351092559349542,25.672426499074334,23.669492440336626,25.42662577228764,23.173163212602972,65.94846592423576,122.96802788639175,355.86314900139314,10.691824772432254,703.8570302550929,2.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.5000000000002,2208.0,1055.3,359.0,7952.707692307692,9952.437362637358,1694.9,753.4491202346034,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
108,4.43124455854448,,,,1.0,27.0,46.0,120.0,Kariega,0.771718318236255,2.0859623118087445,1.1857934115196742,4.262361538579361,18.57203742079141,32.68564548642646,182.17529588704994,17.38624400927174,16.486075108982668,2.21441289386156,2.6402644295427606,23.77617746277573,29.303925200975417,29.64641626913665,23.481805140864296,26.508863284003084,38.12996494181154,1079.181396567867,14.313187385424555,27.61751710463129,309.55377142227013,13.678916379511527,28.903629961736296,15.557086740317166,25.14069791290261,23.29499543638761,25.0353506485817,22.94087855094292,64.66126492898556,116.47777439232587,346.55377142227013,9.291543008710857,648.3356918494943,2.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.5000000000002,2208.0,1055.3,359.0,7952.707692307692,9952.437362637358,1694.9,753.4491202346034,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
109,5.330094876660342,,,,1.0,1587.0,47.0,106.0,SW01074,0.7407517187700197,2.068604125224403,1.0300936820089943,4.187062083658121,20.128168472077036,33.53384822395548,203.54122185707783,19.09807479006804,18.059564346852632,2.3663628496697915,2.992835820081602,25.261232414754254,31.471254811207466,30.26896920612628,24.63209670583799,27.081455051757263,39.46680348243379,1187.4249051326988,17.60404271100984,28.984826923394134,354.93420019795565,15.221077605879305,30.965556522285436,18.056347686351785,26.689593129793817,24.611662337875487,26.116118688352262,23.810703992681752,68.44806282753089,138.57684706290314,391.93420019795565,13.409559777151726,855.6364148801181,2.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.5000000000002,2208.0,1055.3,359.0,7952.707692307692,9952.437362637358,1694.9,753.4491202346034,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
110,4.739778993191205,,,,1.0,6.0,48.0,106.0,T9040,0.7473217990073813,2.0183743998284482,0.9922922940339923,4.065652758529341,18.98898688348838,33.399695097627124,190.2012550275756,17.996694589454385,16.970612483659934,2.2971347066155214,2.926299894796381,24.48519783445244,30.294905237226544,29.97715251212983,24.193480213620596,26.74959253650042,37.67250005727675,1120.8449595990414,17.467721043242634,28.76896371854821,324.8585809850937,14.904052515002064,30.33973148428209,16.60796825613423,25.918871262987903,23.814111927995523,25.706380808183294,23.329861646707567,66.36591694870387,130.56159855249,361.8585809850937,12.334885627464937,769.3472430096856,2.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.5000000000002,2208.0,1055.3,359.0,7952.707692307692,9952.437362637358,1694.9,753.4491202346034,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
111,7.243879897309969,,,,1.0,1582.0,46.0,110.0,GN14512,0.7696837751897019,1.9861214521690345,1.0103878633275292,3.9383740755603363,19.62519371642007,33.441990042211174,208.210070020954,18.614805853092538,17.639072264251034,2.1921712658208374,2.7637497093313304,24.918470079674094,30.9724523178517,30.257247564706788,24.82039831769113,27.40272535977555,38.67809777981563,1155.9176947392125,17.240314222773456,29.11226572323667,343.6966883821892,14.386508339837667,30.599164593028547,17.4205722639278,26.358662004673857,24.37102055184093,25.929875021754818,23.701567141205132,67.51369772441953,133.3413449559747,380.6966883821892,12.705211492857442,799.1053468308031,2.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.5000000000002,2208.0,1055.3,359.0,7952.707692307692,9952.437362637358,1694.9,753.4491202346034,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
112,6.504297354615471,,,,1.0,1430.0,46.0,108.0,Marble,0.857482098022082,2.2343846644326613,1.0764762951182978,4.329836289894644,19.93665053305468,33.26562228529506,185.0573086421931,18.860174237936384,17.70226586862202,2.534810935724943,3.262128786991986,25.01288324097873,31.159291336507444,29.602917900423606,23.97487020873102,26.623004619948226,39.86534025038817,1177.9267890487577,18.054247697686563,28.567876679735075,304.275578529286,14.884768332031172,30.36657954111515,17.668498780922004,26.44132198225111,24.11675507879515,25.89482457199616,23.311294417108627,67.76936282605729,127.33842929684226,341.275578529286,11.688462772565439,740.66154493533,2.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.5000000000002,2208.0,1055.3,359.0,7952.707692307692,9952.437362637358,1694.9,753.4491202346034,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
113,6.8136890277932824,,,,1.0,1623.0,47.0,110.0,GN14511,0.7166980084090004,1.939732091240626,0.9764515513971783,3.91072713800868,19.478992502621956,33.42831518322143,202.58245693921452,18.50254095122478,17.539260411381328,2.18631462267507,2.7590145419596497,24.841200567647704,30.841020703889896,30.247331827869708,24.62312017915844,27.19383569156262,37.793761680454324,1148.6836786672247,17.00531189546121,28.905753978993012,342.0811236867488,14.694265080736496,30.39576869900353,17.258851304717258,26.28413008470456,24.310002792012856,25.891578164596048,23.67159478832427,67.24278183731977,133.29378286687768,379.0811236867488,12.649386637712361,800.2705272136112,3.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.5000000000002,2208.0,1055.3,359.0,7952.707692307692,9952.437362637358,1694.9,753.4491202346034,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
