Plot_ID,_Bluemean,_Bluemedia,_Bluestdev,_DVImean,_DVImedian,_DVIstdev,_EVImean,_EVImedian,_EVIstdev,_EXGmean,_EXGmedian,_EXGstdev,_EXGRmean,_EXGRmedia,_EXGRstdev,_GLImean,_GLImedian,_GLIstdev,_GNDVImean,_GNDVImedi,_GNDVIstde,_Greenmean,_Greenmedi,_Greenstde,_GVImean,_GVImedian,_GVIstdev,_MTCImean,_MTCImedia,_MTCIstdev,_NDVImean,_NDVImedia,_NDVIstdev,_NIRmean,_NIRmedian,_NIRstdev,_Redmean,_Redmedian,_Redstdev,_RedEdgemean,_RedEdgemedian,_RedEdgestd,_RVImean,_RVImedian,_RVIstdev,_Varimean,_Varimedia,_Varistdev,_Bluemean.1,_Bluemedia.1,_Bluestdev.1,_DVImean.1,_DVImedian.1,_DVIstdev.1,_EVImean.1,_EVImedian.1,_EVIstdev.1,_EXGmean.1,_EXGmedian.1,_EXGstdev.1,_EXGRmean.1,_EXGRmedia.1,_EXGRstdev.1,_GLImean.1,_GLImedian.1,_GLIstdev.1,_GNDVImean.1,_GNDVImedi.1,_GNDVIstde.1,_Greenmean.1,_Greenmedi.1,_Greenstde.1,_GVImean.1,_GVImedian.1,_GVIstdev.1,_MTCImean.1,_MTCImedia.1,_MTCIstdev.1,_NDVImean.1,_NDVImedia.1,_NDVIstdev.1,_NIRmean.1,_NIRmedian.1,_NIRstdev.1,_Redmean.1,_Redmedian.1,_Redstdev.1,_RedEdgemean.1,_RedEdgemedian.1,_RedEdgestd.1,_RVImean.1,_RVImedian.1,_RVIstdev.1,_Varimean.1,_Varimedia.1,_Varistdev.1
858,0.046133736117497,0.035358387976885,0.019543439558839,0.612206032663604,0.715238809585571,0.239718686011471,0.839309639552362,1.022267937660217,0.331452194454714,0.127145148813725,0.139673426747322,0.046959331373983,0.140405380676707,0.189878985285759,0.111766764444203,0.388435045217195,0.509648680686951,0.188994410043115,0.312376447340873,0.477183312177658,0.251637258819471,0.12740567035338,0.124056823551655,0.022914036473249,0.614436714777662,0.71923840045929,0.257372221599929,3.277420840326152,3.097112655639648,0.737986980336967,0.75957809449564,0.901801347732544,0.209039328516577,0.69373848813322,0.753933131694794,0.183547878600905,0.081532455927854,0.041947156190872,0.060222542099051,0.235197655014998,0.23090024292469,0.025926156617492,15.09854605952981,19.36687469482422,9.404438064774956,-0.314103563585301,-0.230192869901657,0.149490341102728,0.115736062120269,0.114151313900948,0.019527943821475,0.215515932734222,0.215675741434097,0.01118841128292,0.267077604768153,0.266864001750946,0.023966032530219,0.104527857804575,0.103974118828773,0.012474767624935,-0.001070638853324,-0.001834099006373,0.01859647464955,0.129303113430966,0.128259003162384,0.013179442541172,-0.019955883365384,-0.021450664848089,0.014283703925535,0.229982213638937,0.228825889527798,0.031878679525015,0.182283411342045,0.181288383901119,0.027420751611336,7.988927558149935,6.452513694763184,5.425241982852245,0.313609138626185,0.312568187713623,0.03980139134725,0.455216440078348,0.455942958593369,0.029969745695886,0.23970050735481,0.238653756678104,0.035539382716143,0.268284853042084,0.268648952245712,0.029334244992311,1.923725281430704,1.909379422664642,0.171671633643488,-0.446107042814475,-0.446996420621872,0.025895446671639
859,0.044859790231583,0.033393613994122,0.019831202718559,0.567315897740289,0.642071157693863,0.207178049564709,0.797378830952717,0.940089881420135,0.298175766208503,0.11570536462789,0.128040447831154,0.040144494675938,0.123142419695173,0.170436002314091,0.100054195575709,0.370901462987541,0.469090476632118,0.1788255159093,0.286440455551817,0.415148198604584,0.234939427576819,0.120752312242985,0.113956820219755,0.024007443692995,0.563681197118908,0.640109449625015,0.221148099563623,3.265128450155589,2.950651288032532,0.727598125214977,0.755521787601767,0.881900727748871,0.200855425711773,0.648255367653545,0.686042129993439,0.154322503082588,0.080939469512826,0.043459856882691,0.05847506517225,0.223534293989451,0.222646430134773,0.023202534332065,13.56505586461121,15.9349045753479,8.275726151518597,-0.338143604276663,-0.270836159586906,0.137984414456569,0.109086449724024,0.1063002794981,0.019167893529902,0.216529621510224,0.21644714474678,0.012291099978302,0.275868462856413,0.278446733951569,0.025770560520881,0.103152069382161,0.102611966431141,0.012803592748266,0.007118749729003,0.007388101425022,0.020883332469875,0.135298996261589,0.135234460234642,0.015917446025756,-0.012815215498102,-0.014140166342258,0.016915320174589,0.218426248019084,0.215088799595833,0.031500114113576,0.166848791490485,0.164438545703888,0.028315624803105,6.972034089571541,5.669838905334473,7.941935413907507,0.329122739519941,0.333231866359711,0.042563831815145,0.441143598438647,0.439789414405823,0.030807499356904,0.224613976921305,0.21985749900341,0.035901143814959,0.256558677690081,0.254952520132065,0.029744817666694,1.993164574100603,1.999543428421021,0.189491253812488,-0.452788931552738,-0.45298159122467,0.025586161132094
860,0.046819930394632,0.038580760359764,0.017282187390622,0.615955097798586,0.708541572093964,0.244810711945969,0.84171469990451,1.015567183494568,0.331353670783233,0.137562432454991,0.145500972867012,0.059842340482535,0.15615680132279,0.198642194271088,0.126907001960036,0.391325720621429,0.508403122425079,0.191503719930768,0.31473329288219,0.472415715456009,0.25466170238767,0.133078299328364,0.137796476483345,0.023038558736974,0.619550525004627,0.712572515010834,0.265752730515991,3.100164826341506,2.894812107086182,0.818369664444233,0.758985753236422,0.891427218914032,0.201803897166027,0.697729333687126,0.748879492282867,0.194248734460014,0.081774235924733,0.046814437955618,0.05646129573976,0.246577672272569,0.234071537852287,0.041622085160773,14.19697476872796,17.42082405090332,8.71944651649002,-0.305889419565012,-0.225407853722572,0.160771159387223,0.099788058145229,0.0959253013134,0.018346124115334,0.21814520547804,0.217851161956787,0.013260729080365,0.28910053667488,0.29220974445343,0.02851088248785,0.100402662511412,0.099783942103386,0.012376687556445,0.017213298523525,0.018102023750544,0.022195410260037,0.143859625887637,0.144001230597496,0.018793105304045,-0.002471369369713,-0.002939380239695,0.020619405840677,0.201920207165465,0.19734525680542,0.030060578353697,0.147391231133128,0.145480006933212,0.026209660937497,5.806123273652238,5.009192943572998,4.691468069205521,0.353132772419343,0.358583748340607,0.046892289090036,0.421794899172791,0.419027149677277,0.029387686803282,0.203649693676957,0.196906879544258,0.035000914416335,0.239685407438226,0.236699253320694,0.028449040917358,2.107966085991542,2.118099927902222,0.223434220859107,-0.462322628566408,-0.463071793317795,0.023632572997447
861,0.046612916013441,0.036957759410143,0.017824188229978,0.544886777798335,0.609219133853912,0.211947843911956,0.772113130828695,0.900913000106812,0.299417264327514,0.124639938512529,0.138439103960991,0.044402310548184,0.135852725197835,0.181765422224998,0.103375624170295,0.368743517888518,0.466907650232315,0.173086517200188,0.282140781974781,0.405158311128616,0.227282653624378,0.126967338957435,0.123856663703918,0.019241979064688,0.531232889604833,0.598423779010773,0.236432147230032,3.122765225828809,2.702312469482422,0.866568820058966,0.740552687492126,0.86584597826004,0.198614350922116,0.627568600909708,0.655422151088715,0.163908431420376,0.082681823214639,0.048162695020437,0.053258865021389,0.22769519976874,0.222769156098366,0.027166423973742,11.93751819548471,13.90823936462402,7.281868042955145,-0.334634388125116,-0.268361568450928,0.13947660984695,0.087360277559101,0.085414431989193,0.013740176489731,0.224518516703197,0.224836334586143,0.011523461962662,0.313344321530486,0.313740313053131,0.023267192089271,0.100354294466069,0.100961990654469,0.01240010979701,0.036487779521998,0.036022879183292,0.018248350440014,0.161640354849179,0.160727307200432,0.017689918700245,0.018779713802937,0.01684683188796,0.020735334428903,0.181481619863569,0.179080247879028,0.024057770370188,0.129066426592839,0.128387853503227,0.025230630716028,4.282629208105362,4.059961795806885,1.080080157968063,0.393528422235217,0.395412474870682,0.039125779549336,0.399767184432773,0.398346602916718,0.026805763374796,0.175248667717108,0.172527924180031,0.026773575129791,0.219570161657643,0.218527391552925,0.025181516057156,2.311361069517389,2.308040380477905,0.211539783032811,-0.467995225350138,-0.466448456048965,0.022203926308687
862,0.043300524944292,0.032770292833447,0.018248595088101,0.570931234912386,0.616644769906998,0.236089905106793,0.80182953854705,0.924381643533707,0.323072327148816,0.126490519184428,0.137143827974796,0.046719572001682,0.141963132661453,0.183500044047832,0.109007109041319,0.396516655430962,0.492379933595657,0.192212445992471,0.31737922036839,0.443964511156082,0.253796447434303,0.123463804478371,0.120411984622478,0.019573521070379,0.557515582806029,0.602237224578857,0.260700093298368,3.211480550064955,2.78748881816864,0.860923908549222,0.756087116928107,0.884400516748428,0.207029581330292,0.648067800723399,0.656626462936401,0.186443898311076,0.077136564893899,0.040900899097323,0.055974072656512,0.225649615421623,0.218230068683624,0.028810800934452,14.67142623704283,16.30111598968506,9.560150953680818,-0.312296878510309,-0.24958598613739,0.155481983113567,0.079066285057233,0.076666221022606,0.013697378191651,0.229491811461045,0.232744552195072,0.014023890787337,0.335190606837032,0.338741198182106,0.02669458950527,0.102003408501586,0.10339492186904,0.0138924832017,0.053721496692686,0.057708030566573,0.020451033429356,0.180943387092883,0.184082098305225,0.022107739842178,0.043485532366276,0.045498421415687,0.026257013772529,0.167655268177654,0.16387365013361,0.024167747625635,0.116365595667757,0.113361526280642,0.026901237814844,3.701152606210923,3.315397262573242,1.086279015583572,0.430007721173296,0.436197474598885,0.043293377278206,0.383732654278892,0.380203559994698,0.027583528438116,0.154240842819627,0.148789495229721,0.02653737412437,0.205421585869089,0.202124126255512,0.025345602526941,2.528180640135663,2.547341346740723,0.256415934470272,-0.466110124436509,-0.462617158889771,0.024577822621198
863,0.04591162360647,0.035459276288748,0.018310256201145,0.516733982975253,0.594752848148346,0.192520824461838,0.744904878502163,0.89307177066803,0.288759323422267,0.119230945484244,0.130534395575523,0.042104019392009,0.126581264586754,0.171967893838882,0.101807694471573,0.363690171083558,0.464028567075729,0.173957064812684,0.274809006433766,0.405807852745056,0.229141689278103,0.124360709711238,0.121035411953926,0.02144206258315,0.49747599881305,0.579822897911072,0.213455390431332,3.299675975338254,2.788184404373169,1.140903779689769,0.73295553539746,0.866813063621521,0.204995429754257,0.600312833396082,0.640661239624023,0.140459046703171,0.083578850432446,0.046657297760248,0.056002970588234,0.220229138672476,0.216278687119484,0.023808864115172,11.60693768189338,14.01648712158203,7.021216369177382,-0.341133802788421,-0.275316268205643,0.1357605951827,0.078693826907852,0.076307587325573,0.013045301385944,0.227530880380987,0.229108169674873,0.013061913326072,0.334159169872175,0.337045133113861,0.025360141908355,0.102089383900878,0.101861208677292,0.013602629988306,0.055055926466114,0.055553052574396,0.019480948087233,0.182057869996933,0.182851627469063,0.021286808330305,0.045437416926879,0.045055285096169,0.025079716770252,0.166738862509582,0.162550702691078,0.022836557873463,0.11011821657348,0.108439452946186,0.022951881726518,3.690133704934069,3.436564922332764,1.160707278003533,0.42992800085348,0.434409707784653,0.041137662581888,0.380225394625248,0.376655131578445,0.024551664521526,0.152694514222897,0.147895783185959,0.024464944055592,0.203316759397337,0.199869781732559,0.022814233102891,2.525922790223125,2.536128759384155,0.245592578410422,-0.466322237509553,-0.465784251689911,0.023945769159999
864,0.044362857871981,0.035252623260021,0.017091250644034,0.491943890364403,0.541416227817535,0.167782320916482,0.716794903399791,0.828782081604004,0.264691018114251,0.108492002203513,0.117722302675247,0.035094071720272,0.108508806728535,0.150697782635689,0.093608651388574,0.345059460389143,0.420508205890656,0.163208689673316,0.24803225492953,0.352672159671783,0.219790174032004,0.11887777762969,0.110981561243534,0.02329016291016,0.474795504237576,0.519193530082703,0.178197493264665,3.263973094321586,2.778975963592529,0.943606726578921,0.73011994774938,0.849230706691742,0.19677635260324,0.576844585495365,0.590078413486481,0.117074926037272,0.084900695110309,0.049001052975655,0.057520817272972,0.211460165922128,0.213079318404198,0.021251249113356,10.80148281410016,12.26530170440674,6.487791526082665,-0.362078375778757,-0.315361738204956,0.121084870043644,0.079584746222347,0.077693693339825,0.012985845144956,0.224079085110963,0.225323334336281,0.014362230444504,0.327412450178913,0.327698707580566,0.027226843504499,0.102406066240569,0.103113621473312,0.013929866515208,0.053526823520802,0.054819986224174,0.021366601531941,0.180210585174038,0.180593609809875,0.022608963632418,0.042410598623625,0.041785020381212,0.026658552701276,0.168703544533142,0.165836200118065,0.022388777327083,0.105252946011621,0.10513586550951,0.023169590388269,3.846376085406765,3.505764484405518,1.213718402137342,0.421740257779919,0.423355549573898,0.041856887482453,0.379495361740157,0.378153175115585,0.024153759928838,0.155416276597133,0.152119904756546,0.024346866187561,0.204227771156717,0.202536180615425,0.022347107573674,2.476325274482743,2.468341827392578,0.245809094434184,-0.465629715997011,-0.463768243789673,0.024562360430295
865,0.04143978170094,0.031808685511351,0.017525104017877,0.522915343891656,0.594775915145874,0.19264271543558,0.75976923426599,0.902320861816406,0.286506690950264,0.111932297518359,0.12112757563591,0.035459168861013,0.120952020666769,0.16136871278286,0.089985287276615,0.377721921085153,0.479531615972519,0.173912888517112,0.2926145813926,0.425625681877136,0.23138593240648,0.114278437677024,0.107959911227226,0.022150153508158,0.501136133492531,0.578962385654449,0.215081109100883,3.336170791173295,2.892647504806519,0.929058599249914,0.75343282544555,0.885810554027557,0.200495119443114,0.598100140452964,0.633907675743103,0.143983106106863,0.075184796147674,0.039735306054354,0.053415011601163,0.207269320278677,0.203666657209396,0.022128280030327,13.37298414013933,16.5147533416748,8.115788156568742,-0.338352812134831,-0.270968377590179,0.134232014528173,0.087071138133463,0.085743702948093,0.013284138727937,0.217850813942571,0.217692762613297,0.012219841275238,0.306451686906985,0.305774122476578,0.024305651069128,0.103438654638996,0.103557445108891,0.012545854129435,0.042235869815226,0.041956122964621,0.018791515691141,0.166629073636221,0.165948867797852,0.018418986655761,0.024619588965607,0.023263456299901,0.021440100740302,0.182175830385805,0.180903106927872,0.022977632261606,0.110404909227662,0.111714258790016,0.022757790626242,4.328698606901272,4.0691819190979,1.296187396848976,0.388029815678528,0.38791698217392,0.039457788089204,0.391692681957744,0.391393810510635,0.024415659387086,0.173841868008052,0.171369194984436,0.025280846959083,0.216758696864868,0.216324165463448,0.022835484223675,2.281843127116223,2.26753044128418,0.213667314755185,-0.463085223177143,-0.462538987398148,0.021547472529555
866,0.042728716238878,0.03405861184001,0.016757077417211,0.540998205180886,0.596615463495255,0.200198654119973,0.773896474014043,0.907601088285446,0.298166528595192,0.119692583262259,0.120949860662222,0.04214444301727,0.128842891745093,0.160862162709236,0.102665492680051,0.380990093380171,0.474482044577599,0.175077953201927,0.297055308158282,0.427100881934166,0.241058124618013,0.121244172628933,0.117926448583603,0.026716840086786,0.529344706725066,0.580551594495773,0.215559767318852,3.208581274656912,2.949968099594116,0.798082114123651,0.752079279202033,0.884391069412231,0.204195312510128,0.621065251105536,0.636174917221069,0.149741085763044,0.080067045737352,0.040817394852638,0.059907463167322,0.219526065133729,0.21336055546999,0.033569416700017,13.37889138405598,16.29969882965088,8.078293002512607,-0.325756049809277,-0.271859556436539,0.134373403093984,0.101621649774721,0.099201127886772,0.017087504830175,0.209489363240324,0.210161358118057,0.010910251328153,0.278300910878278,0.280057027935982,0.023891920847113,0.106252471871859,0.104648113250732,0.013789406063104,0.024856588386318,0.024674112908542,0.020100193768179,0.148543666597691,0.148815967142582,0.016203404913738,0.003415526173284,0.002479127142578,0.018268844026321,0.206899807647754,0.203389495611191,0.029036567564599,0.126539467484913,0.125007815659046,0.024514016573072,5.942171461438585,5.038784742355347,6.361172745710579,0.340715260609956,0.343812063336372,0.040605832288558,0.415414856892813,0.413685619831085,0.028170820952848,0.205925493652489,0.201982691884041,0.031992346066001,0.240054779271123,0.237716168165207,0.02720668244082,2.045027573552004,2.04790723323822,0.186206279111438,-0.453594952515446,-0.456503331661224,0.02482696804292
867,0.044812435941281,0.034867133945227,0.018956783244449,0.516820876706167,0.574394166469574,0.198181767979928,0.751286848150684,0.875898778438568,0.2904832585937,0.117289465449993,0.117744162678719,0.041655283718575,0.126908111934612,0.155179366469383,0.096554843680872,0.368968422002497,0.452605158090591,0.167334812750469,0.284963558483121,0.395925462245941,0.222174234930646,0.12073556422072,0.116940930485725,0.026501597133878,0.493461719752184,0.55617767572403,0.224990318133406,3.377714821801612,2.952033519744873,1.137981099591827,0.741654108195196,0.871877670288086,0.20552417814924,0.596190103601435,0.618668258190155,0.150018889257588,0.079369227035966,0.044190350919962,0.055015779981337,0.212953983384623,0.204757988452911,0.032806928383101,12.22574336546953,14.61007881164551,7.295613085133687,-0.34019538392045,-0.294051349163055,0.131576746149617,0.113011082741174,0.110994163900614,0.018991700252384,0.205456629616296,0.205613575875759,0.011709239969874,0.261170156862779,0.262675687670708,0.024730878727964,0.109850752883258,0.108620215207338,0.014076403373074,0.013350962778512,0.0125917121768,0.021202957022489,0.138839033612159,0.138069234788418,0.015443118981857,-0.008020139744049,-0.009740414563566,0.017347146238655,0.22694797776497,0.224271848797798,0.031635834909646,0.145863996532854,0.143405720591545,0.027005770509474,8.066293182154231,5.954296588897705,30.09270306841366,0.311324442770638,0.31317375600338,0.040014830476826,0.436490749523585,0.434907659888268,0.029573113690324,0.231034119907289,0.227453589439392,0.03513605577461,0.260016430368786,0.25806100666523,0.029012509841666,1.913923412874825,1.911944687366486,0.169037041089897,-0.441597346223563,-0.44358879327774,0.02680211363817
