Plot_ID,_Bluemea_1,_Bluemedia,_Bluestdev,_DVImean,_DVImedian,_DVIstdev,_EVImean,_EVImedian,_EVIstdev,_EXGmean,_EXGmedian,_EXGstdev,_EXGRmean,_EXGRmedia,_EXGRstdev,_GLImean,_GLImedian,_GLIstdev,_GNDVImean,_GNDVImedi,_GNDVIstde,_Greenmean,_Greenmedi,_Greenstde,_GVImean,_GVImedian,_GVIstdev,_MTCImean,_MTCImedia,_MTCIstdev,_NDVImean,_NDVImedia,_NDVIstdev,_NIRmean,_NIRmedian,_NIRstdev,_Redmean,_Redmedian,_Redstdev,_RedEdgemean,_RedEdge_median,_RedEdgest,_RVImean,_RVImedian,_RVIstdev,_VARImean,_VARImedia,_VARIstdev,_Bluemea_1.1,_Bluemedia.1,_Bluestdev.1,_DVImean.1,_DVImedian.1,_DVIstdev.1,_EVImean.1,_EVImedian.1,_EVIstdev.1,_EXGmean.1,_EXGmedian.1,_EXGstdev.1,_EXGRmean.1,_EXGRmedia.1,_EXGRstdev.1,_GLImean.1,_GLImedian.1,_GLIstdev.1,_GNDVImean.1,_GNDVImedi.1,_GNDVIstde.1,_Greenmean.1,_Greenmedi.1,_Greenstde.1,_GVImean.1,_GVImedian.1,_GVIstdev.1,_MTCImean.1,_MTCImedia.1,_MTCIstdev.1,_NDVImean.1,_NDVImedia.1,_NDVIstdev.1,_NIRmean.1,_NIRmedian.1,_NIRstdev.1,_Redmean.1,_Redmedian.1,_Redstdev.1,_RedEdgemean.1,_RedEdge_median.1,_RedEdgest.1,_RVImean.1,_RVImedian.1,_RVIstdev.1,_VARImean.1,_VARImedia.1,_VARIstdev.1,_Bluecount,_Bluesum
225,0.01496851423114,0.012187351938337,0.008268765507972,0.335275859597032,0.37753389775753,0.105946661654872,0.857803750534038,0.957608014345169,0.257926461923553,0.040350303317603,0.040413275361061,0.015139441348375,0.050251580027313,0.055107235908508,0.028704675412828,0.407471871572379,0.469649687409401,0.141037582225525,0.370646411170553,0.448572233319283,0.176787992914673,0.037525037701516,0.035168897360563,0.012114683441344,0.271522987843665,0.338927030563354,0.155416978663318,3.882884502147065,3.893364906311035,0.655548295397933,0.870922931337454,0.934040307998657,0.143678623044781,0.355007117447428,0.389623865485191,0.094460823702564,0.019731257857037,0.013792604673654,0.016045685126614,0.088710879846552,0.089768398553133,0.019237600601621,26.62679419699262,29.32154750823975,12.70073025617964,-0.389176470329527,-0.331919252872467,0.131361645518112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,0.017740657118068,0.014977705664933,0.008510270072461,0.32184197771624,0.363500148057938,0.104940362001452,0.827160312803234,0.925901353359222,0.255087444001659,0.040546437858493,0.041152890771627,0.014868499844661,0.049200839618706,0.055404078215361,0.029035092014877,0.36764892605885,0.42366349697113,0.129515555119111,0.333889658192343,0.40922349691391,0.169079513294815,0.040526406224996,0.038568411022425,0.012512959577722,0.251794910782136,0.318903297185898,0.155402620509764,3.794657060343454,3.812712430953979,0.653224615118758,0.852401000677596,0.919355750083923,0.146797580951813,0.344607695236012,0.378326326608658,0.093179599797507,0.022765717478241,0.016124630346894,0.016750686710467,0.089885242358772,0.091369777917862,0.018695063000511,21.65544039947653,23.80028343200684,10.43163237340388,-0.422282701594408,-0.369233727455139,0.121716187842345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,0.017895723141882,0.015520446002483,0.008285379043138,0.310759005580351,0.346906036138535,0.100336569582329,0.800628280548783,0.883722305297852,0.24630600088426,0.042730556976906,0.041924197226763,0.017431738920966,0.052017058975413,0.055811922997236,0.030949630828664,0.367858900274031,0.422586500644684,0.124520274248583,0.326558026035238,0.397068679332733,0.160865099776803,0.041994605679179,0.040758300572634,0.013749463140248,0.237885310730823,0.299065977334976,0.145768969044669,3.490044521548769,3.424899101257324,0.694509083484196,0.849102700086864,0.910224616527557,0.136307042163226,0.334121936866714,0.36170157790184,0.091245582012189,0.023362931223618,0.017583234235644,0.015514474785238,0.093756059250316,0.094190679490566,0.023662786519166,19.6942854952142,21.27781677246094,9.374087244334515,-0.421746790909824,-0.370674729347229,0.117903082828901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,0.0178028689366,0.014985056594014,0.008791163566844,0.31885021432197,0.35897696018219,0.102324391421578,0.820400830310926,0.91404664516449,0.24909701107338,0.040319101550901,0.039964195340872,0.015133937855619,0.048381642579637,0.053279541432858,0.02894826347288,0.36289477027599,0.418639838695526,0.126187820817383,0.322746558343946,0.393153250217438,0.161848180856019,0.040726787586908,0.038404278457165,0.012978278377505,0.248936838081535,0.315858691930771,0.152036915164055,3.703574120504813,3.700645685195923,0.610987742816436,0.850179293275007,0.916065216064453,0.145075125845817,0.342181818938953,0.373641133308411,0.090940490355481,0.023331604680856,0.016763083636761,0.016785031509799,0.091351039474925,0.092542767524719,0.01969873274493,20.73161044024616,22.82802772521973,9.794580867608035,-0.427981292970788,-0.376591682434082,0.118156110022309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,0.017193856716818,0.014258958399296,0.008519546024319,0.309090829260677,0.349361181259155,0.100765196503709,0.79548348547621,0.888689041137695,0.24585792954418,0.03997734847334,0.037725336849689,0.017416439668575,0.047923898384142,0.049709726125002,0.030883084063501,0.363157803324505,0.425130844116211,0.130751825265418,0.318333355763476,0.395785093307495,0.16722821306748,0.04005174297126,0.037365086376667,0.014024340730176,0.237763084564057,0.306062787771225,0.147069300446841,3.71315517837136,3.726014614105225,0.76523827296379,0.848931536385051,0.918237507343292,0.139601450060321,0.332023110030293,0.362960189580917,0.090294440476593,0.022932280766028,0.01621912419796,0.015906620759793,0.0895968925949,0.088996306061745,0.022261687409227,20.71379811584544,23.46109008789063,10.135303741571,-0.42875286325518,-0.374021112918854,0.12349810417333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,0.018170903774777,0.015555312857032,0.008776569710894,0.307395441509391,0.354998111724854,0.110924135672946,0.792974867359694,0.904600262641907,0.272348447639678,0.041050091831233,0.040271047502756,0.019220255975677,0.048466895516269,0.052831798791885,0.034037151946335,0.353510179298939,0.420226216316223,0.136858634569156,0.305062206433349,0.390026658773422,0.173102578040854,0.041940327844301,0.041102115064859,0.014418594767511,0.232900021412069,0.307848781347275,0.158384095320369,3.646990711664174,3.557766675949097,0.754664602963032,0.837252120337376,0.912543296813965,0.146931456670879,0.332055101631186,0.370276600122452,0.100884427983442,0.02465966009351,0.017920255661011,0.0166036818747,0.092484962979365,0.09320754557848,0.025239466563907,19.37129740965582,21.86845016479492,9.86234088145106,-0.436659773015734,-0.376206576824188,0.130010356694809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,0.017933039648764,0.015572442207485,0.008202839105022,0.352548159128121,0.406655788421631,0.129020958801099,0.905065921280771,1.032061159610748,0.316341197718296,0.041467539013635,0.041303521022201,0.017213318338949,0.050393912533122,0.056192772462964,0.032271586083903,0.368662908377047,0.435210153460503,0.140328555605542,0.335686207095649,0.42690908908844,0.184184860244993,0.041241353683941,0.040316004306078,0.012820990371052,0.289413504641735,0.373037725687027,0.178828647503971,3.787114068428441,3.787631273269653,0.685522917367576,0.855005680916153,0.927749514579773,0.146180326977425,0.375630287825817,0.419576972723007,0.117824950202465,0.023082128699643,0.016426303423941,0.016404273800599,0.096990862832263,0.096676744520664,0.02343150623831,23.98807806639539,26.68146991729736,12.44782039181837,-0.419966491044623,-0.355292186141014,0.133113345564624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,0.019024583401797,0.015894901938736,0.009654421670545,0.345032159301966,0.39314766228199,0.120302181406789,0.888045061768753,0.998872697353363,0.292210958444318,0.041333852086908,0.040263338014483,0.016894223788273,0.049047025039977,0.053717060014606,0.032393621817941,0.358137527845982,0.423843309283257,0.137958256933366,0.32108148974218,0.408172190189362,0.178041645437557,0.042660353756136,0.040651546791196,0.01427914208854,0.27907012847316,0.357438370585442,0.17316038971149,3.813272126161929,3.788816213607788,0.735471102922387,0.845854574377409,0.922668784856796,0.155609820914877,0.369994431255215,0.407183587551117,0.106750911826374,0.02496227201158,0.01733370590955,0.018703262229113,0.097167289063944,0.09803669527173,0.022101708891697,22.44245306965484,24.86277866363525,11.7098150953421,-0.429974802961055,-0.369492828845978,0.129642103112626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,0.019338380287827,0.016464870423079,0.00924946102975,0.331208586893781,0.380610764026642,0.12600680010803,0.852712165943333,0.967030763626099,0.308752617830063,0.039440429137605,0.039674483239651,0.017083304070829,0.046566824735865,0.053002275526524,0.032093751241058,0.343907874558911,0.411667764186859,0.138978803367827,0.312696708651826,0.40823569893837,0.184755582173508,0.041757743123629,0.040371648967266,0.014446286489341,0.262421374271309,0.342776328325272,0.176755963426207,3.937552601790501,3.934015512466431,0.814939759072388,0.841222736684868,0.924221634864807,0.152735306695289,0.355945263738133,0.39494264125824,0.114745255430532,0.024736676812129,0.016892390325665,0.017955666071675,0.092707919127609,0.093591690063477,0.025081280636713,21.80876115897625,25.39275932312012,11.74177221751736,-0.443519619609857,-0.380333483219147,0.133254484626895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,0.019675606891447,0.016363296657801,0.009458712401879,0.345137695258089,0.394360363483429,0.126476521926442,0.890497980088286,1.004299640655518,0.308222150870622,0.045485228490955,0.045213349163532,0.019663087772323,0.054088615071476,0.060067359358072,0.036493931099568,0.364226899484707,0.439198911190033,0.146666078162469,0.318563619883999,0.414425432682037,0.184109199077895,0.045900990519404,0.045523378998041,0.013960173470298,0.275516707464616,0.356040149927139,0.178547695805652,3.603208809497366,3.51668643951416,0.759050328108861,0.83660371793236,0.918610692024231,0.154325650682125,0.371778841029279,0.409903228282928,0.113236381930895,0.026641145659461,0.018666785210371,0.018177235839092,0.102436358254934,0.10191585123539,0.024580262897982,20.77161570689416,23.5732593536377,11.23457375453419,-0.42263589209905,-0.356203138828278,0.138334518508849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
