Plot_ID,_Bluemean,_Bluemedia,_Bluestdev,_DVImean,_DVImedian,_DVIstdev,_EVImean,_EVImedian,_EVIstdev,_Greenmean,_Greenmedi,_Greenstde,_Greenme_3,_Greenme_4,_Greenst_2,_Mtcimean,_Mtcimedia,_Mtcistdev,_NDVImean,_NDVImedia,_NDVIstdev,_NIRmean,_NIRmedian,_NIRstdev,_Redmean,_Redmedian,_Redstdev,_RedEdgeme,_RedEdge_1,_RedEdgest,_RVImean,_RVImedian,_RVIstdev,_Bluemea_1,_Bluemed_1,_Bluestd_1,_Greenme_1,_Greenme_2,_Greenst_1,_Redmean_1,_Redmedi_1,_Redstde_1,_RedEdge_2,_RedEdge_3,_RedEdge_4,_NIRmean_1,_NIRmedi_1,_NIRstde_1,_NDVImea_1,_NDVImed_1,_NDVIstd_1,_MTCImea_1,_MTCImed_1,_MTCIstd_1,_DVImean_1,_DVImedi_1,_DVIstde_1,_EVImean_1,_EVImedi_1,_EVIstde_1,_EXGmean,_EXGmedian,_EXGstdev,_EXGRmean,_EXGRmedia,_EXGRstdev,_GLImean,_GLImedian,_GLIstdev,_GNDVImean,_GNDVImedi,_GNDVIstde,_GVImean,_GVImedian,_GVIstdev,_RVImean_1,_RVImedi_1,_RVIstde_1,_VARImean,_VARImedia,_VARIstdev
1101,0.035393353978044,0.034281339496374,0.007060408747691,0.578212966292864,0.596180826425552,0.200139768716107,0.839140695620888,0.884430229663849,0.242001627638911,0.099262750205089,0.097473826259375,0.014432524882923,0.099262750205089,0.097473826259375,0.014432524882923,2.763861892637999,2.752903580665588,0.173815173812172,0.819591239211251,0.856418818235397,0.109749019754108,0.632576278921421,0.648496896028519,0.182941844517747,0.05436331274831,0.049302410334349,0.023443210993767,0.204572915098752,0.209345288574696,0.033612988034876,14.40389396324042,12.92941856384277,8.053264850322531,0.030352707300335,0.030331052839756,0.003712706631157,0.128020753325975,0.127895824611187,0.016094327745601,0.034222116309987,0.034096701070666,0.003275901157395,0.283177219078593,0.283198773860931,0.029007466751604,0.968403550075448,0.973127663135529,0.081124481364926,0.931618738718655,0.932020932435989,0.005117357459046,,,,0.934181433501451,0.93889969587326,0.079027297441434,1.197954253269278,1.203380882740021,0.057655512860125,0.191466683010044,0.191361345350742,0.025713145124612,0.271576473317716,0.27118393778801,0.037683332817255,0.596274493129357,0.597390413284302,0.013280130486034,0.576718019946762,0.57892107963562,0.018244027576503,0.766907003029533,0.766924828290939,0.015980851707576,28.40910965297533,28.42082118988037,2.167544526818282,0.709457676773486,0.711932361125946,0.021839870091226
1102,0.038652344297185,0.037744533270597,0.006361722189498,0.511099340053342,0.516357183456421,0.155554509655473,0.764502856069314,0.790337562561035,0.201740827358001,0.103944788314969,0.102931417524815,0.011329248180961,0.103944788314969,0.102931417524815,0.011329248180961,3.274735971156984,3.265671253204346,0.215461016096862,0.787828613330053,0.818331956863403,0.103598988444041,0.572967325705956,0.5740105509758,0.1391076860674,0.061867985806417,0.058057881891727,0.020427194668047,0.202873649421281,0.204255729913712,0.028252247109434,10.73393911985872,10.00909233093262,5.209939857616133,0.029508141971787,0.02916416618973,0.004448211281352,0.111084736536725,0.110049158334732,0.014832293985628,0.033990369616052,0.033669427037239,0.003986445000378,0.247215086650963,0.246121220290661,0.02701479557663,0.942271038928791,0.947570770978928,0.082527353151949,0.930281895933409,0.930527538061142,0.006308739613581,,,,0.908280668749407,0.913996160030365,0.080137564232604,1.17739872480082,1.183514952659607,0.060542990055393,0.158670961399692,0.157134033739567,0.022082219792096,0.222169180685173,0.219961017370224,0.032142616305055,0.555072603949886,0.554776191711426,0.016351608586007,0.530328174600713,0.530310362577438,0.021344327929795,0.789516024142374,0.789768487215042,0.015370716934986,27.92397475595366,27.78838157653809,2.637555055194918,0.665401106974267,0.66646134853363,0.026185319170762
1103,0.033922082924651,0.032564993947744,0.006868679106602,0.667241619766302,0.752977550029755,0.22645537877615,0.929726958922436,1.053517460823059,0.258470780847286,0.107093607029776,0.106970191001892,0.013641551141786,0.107093607029776,0.106970191001892,0.013641551141786,3.026624618248902,3.023398280143738,0.181334984469743,0.847811242721745,0.909215331077576,0.106261557464637,0.716461394790047,0.787919104099274,0.208726649450538,0.049219774865084,0.039555042982101,0.021535686377772,0.225072172045811,0.23605041205883,0.040581235740743,18.20967300494615,21.03015327453613,9.63646346174528,0.032856507938488,0.032606931403279,0.005290245485446,0.117169164630177,0.117056347429752,0.017704734162501,0.039550759848223,0.039352064952254,0.004466447197862,0.250087406697016,0.250998318195343,0.033701571507404,0.884420148075094,0.890721142292023,0.111326629492172,0.913622284656613,0.91547879576683,0.011126352106579,,,,0.844869388288472,0.851470649242401,0.109199640886015,1.12181416042376,1.132388353347778,0.090989206265248,0.161931061428251,0.162408977746964,0.027234496126622,0.223729162344837,0.224910348653793,0.040412424034881,0.526326701434101,0.530366450548172,0.025814616553346,0.492457784628017,0.500322908163071,0.036970900957426,0.7662687054969,0.766508221626282,0.015873626068875,22.49052752942184,22.66269493103027,2.672456339101691,0.62275411781277,0.634270131587982,0.046745905200547
1104,0.030942735690251,0.030253143981099,0.006015317933822,0.635769139033468,0.666596204042435,0.178873250223908,0.914923165501666,0.971086502075195,0.205004979417859,0.096762988005937,0.095037125051022,0.013127222660289,0.096762988005937,0.095037125051022,0.013127222660289,2.856878732576694,2.845509052276611,0.183103890661288,0.863457984555607,0.895410150289536,0.082695483892649,0.679970382970898,0.706618368625641,0.165912753806774,0.044201244196355,0.038932450115681,0.01740236745368,0.200964927161962,0.203288480639458,0.031358127561211,18.20476268427358,18.12231636047363,8.742605256428794,0.03375739282284,0.033896690234542,0.004799475350054,0.130129942244115,0.131259895861149,0.018164768379187,0.039281242758885,0.039163259789348,0.004461759164862,0.279743074625082,0.283522397279739,0.033354105451641,0.963233469101115,0.97867026925087,0.096842307758981,0.921355284380851,0.922179162502289,0.008006061513354,,,,0.923952226305755,0.938898056745529,0.094362185882303,1.184075567258556,1.19805371761322,0.072786379505593,0.187221249048351,0.189235657453537,0.028027852006724,0.262357451300501,0.265338182449341,0.041031269456153,0.560684900669246,0.562246173620224,0.017291599485765,0.53449714242167,0.538182526826859,0.025958667816303,0.762463322196243,0.762311697006226,0.01654561585418,24.67658904576115,24.70006465911865,2.451088596716728,0.667414984799552,0.673858404159546,0.032909521852089
1105,0.032713464778727,0.030783652327955,0.009161315513776,0.571758471604275,0.635989874601364,0.195353243193847,0.836563929954301,0.943118542432785,0.24566986126032,0.096413757036562,0.09397916123271,0.014741130525345,0.096413757036562,0.09397916123271,0.014741130525345,2.949435378138169,2.943631887435913,0.174129407203767,0.825459999027459,0.892548173666,0.124925980781494,0.622738888756089,0.671654522418976,0.17468312597129,0.050980417292727,0.040583519265056,0.026683513219112,0.187684708551868,0.189964525401592,0.029309121362167,15.96682352542877,17.61300277709961,8.76423079943726,0.0333784267535,0.033498503267765,0.004836950971959,0.126503045461881,0.127027258276939,0.017802405162298,0.038311583871037,0.038356579840183,0.004534104438559,0.277967847387428,0.280776292085648,0.031978334085347,0.981889128944487,0.994757652282715,0.096088249307664,0.924693232704672,0.925763428211212,0.007728148182048,,,,0.943577544970465,0.95792430639267,0.093410712808009,1.199713862274437,1.212725400924683,0.069541261911933,0.181316080501949,0.182094782590866,0.027170455805341,0.254182908234775,0.255433678627014,0.039625447849009,0.55757290403844,0.559368193149567,0.017809359482217,0.533567445974636,0.537781238555908,0.024565297863536,0.772267463002767,0.772211849689484,0.01621242352781,25.80677198211577,25.94090270996094,2.469563825448199,0.668872319632216,0.67486047744751,0.02985475943078
1106,0.033465008928621,0.033336501568556,0.004588811726979,0.610376613099714,0.639636367559433,0.191155660514702,0.879923190659383,0.935605734586716,0.222025642953492,0.104751311585657,0.10413808375597,0.014715353784832,0.104751311585657,0.10413808375597,0.014715353784832,3.526194867203814,3.533902287483215,0.224337321830735,0.842715411679212,0.877075284719467,0.086848619678446,0.659623010173039,0.685392141342163,0.179086708492136,0.049246397443103,0.044743029400706,0.014905074291599,0.205758736288413,0.209487579762936,0.0388506647144,15.34143418213474,15.2701244354248,7.166338272219122,0.025089622776732,0.024486266076565,0.003492256099982,0.092841426855694,0.091802839189768,0.011668855129794,0.031598361367903,0.030865341424942,0.003968079967832,0.210598268490236,0.209705948829651,0.024397287891142,0.839665394046184,0.840142160654068,0.091205125510051,0.926795362466517,0.928912937641144,0.011413436937693,,,,0.80806703279338,0.809963494539261,0.090541466884552,1.094025183777066,1.100307822227478,0.078076887109718,0.128994869510826,0.127951368689537,0.0174675557598,0.177598590376561,0.176412217319012,0.025667971939021,0.531728113535386,0.534349411725998,0.022604833825372,0.491325876498036,0.496367156505585,0.034988376808427,0.800644961463772,0.801987379789352,0.015619399862676,26.90972083666928,27.13450622558594,3.882084036229655,0.615353708854958,0.621831804513931,0.045193197696798
1107,0.034958551638637,0.033643020316958,0.006972809448543,0.671127870517073,0.740259796380997,0.229964019272392,0.932209291088384,1.03940212726593,0.258635708483604,0.110499556146426,0.111240781843662,0.018690798266291,0.110499556146426,0.111240781843662,0.018690798266291,3.109048288837529,3.101317286491394,0.176663079809793,0.847888791773446,0.897590279579163,0.103341872245414,0.721675239833514,0.783661901950836,0.215973087700729,0.050547369523581,0.04432881437242,0.022213494530197,0.219951035686284,0.229833453893661,0.046112727021346,16.85481841982602,18.5294361114502,7.951759767918523,0.03363418116034,0.033513754606247,0.004815482117799,0.119134146574272,0.119107708334923,0.014703398551859,0.037465706494377,0.037261623889208,0.004001854374763,0.262595310275507,0.263948768377304,0.027016062197376,0.960749994447897,0.972188591957092,0.090094519518065,0.924718539957589,0.925219982862473,0.00685520026928,,,,0.923284288174801,0.934880048036575,0.087746628264104,1.191247909923965,1.20250141620636,0.067856394651503,0.167168405506796,0.167417712509632,0.021323859369414,0.233850563027684,0.234211780130863,0.0311246554148,0.540115685736334,0.540189325809479,0.014260551922859,0.520501601115012,0.522766411304474,0.019655894729479,0.779546750250643,0.779331028461456,0.014523703651747,25.78285775213681,25.74510288238525,2.393247137613112,0.662501976218195,0.666356414556503,0.025908935822548
1108,0.02976052264162,0.02698628231883,0.008372215427791,0.567016501787537,0.592414855957031,0.16324954265882,0.836228404211925,0.898454964160919,0.212006845879578,0.091181620490818,0.0866883918643,0.022948310604442,0.091181620490818,0.0866883918643,0.022948310604442,3.1350898261483,3.127182245254517,0.21705985284993,0.839848543135615,0.889234721660614,0.109907346883398,0.615531939804321,0.636972904205322,0.146234422993577,0.048515438334915,0.037331584841013,0.030274698526499,0.179498195700001,0.174906760454178,0.037624468941811,16.78609562676557,17.05620193481445,8.828783445490043,0.02883937624747,0.028423013165593,0.004224084813678,0.117762863318419,0.116410963237286,0.015468130685772,0.032743279343749,0.032445911318064,0.004047584427949,0.260196265862163,0.259036749601364,0.026836256987693,0.969641844751317,0.973542273044586,0.072445720804037,0.934640925570434,0.935327649116516,0.006694753095247,,,,0.936898566111631,0.941370785236359,0.070258451973935,1.199593879000526,1.204680204391479,0.052141988479625,0.173943070849552,0.172350138425827,0.023545143780705,0.245865343309527,0.243702530860901,0.03413586223494,0.585225909727975,0.586441457271576,0.016538610960934,0.564201403527532,0.566651344299316,0.020297954080337,0.783926589196534,0.784830689430237,0.016864360420795,29.90890851213705,29.92511367797852,3.047025833929204,0.697685108645266,0.700717389583588,0.023401901778246
1109,0.030413505403595,0.02878487482667,0.00630485539805,0.670860814171755,0.74824047088623,0.2051257132338,0.944804284051643,1.055483341217041,0.240224178010485,0.098289237157818,0.097215533256531,0.012670882729662,0.098289237157818,0.097215533256531,0.012670882729662,2.847703993113145,2.835519194602966,0.19751307217571,0.865892223437696,0.920203238725662,0.097893215853701,0.714147613475263,0.780383199453354,0.188643018532497,0.043286799365002,0.033871168270707,0.020171638461816,0.202710400914027,0.207870408892632,0.03007337628272,20.55962453688051,24.06368350982666,9.913660508104776,0.03328356180583,0.0332962423563,0.005442174465807,0.130142186598285,0.12996568530798,0.019217425374454,0.038041753606952,0.037919413298368,0.004452455001494,0.281380814210228,0.282678171992302,0.034121602105327,0.970226558369139,0.98062989115715,0.093677557449136,0.924470145495042,0.924539506435394,0.005845272922667,,,,0.932184805014859,0.942536443471909,0.090406396153795,1.193037182533223,1.204743802547455,0.068543103362831,0.188959057758684,0.188754044473171,0.029230805147528,0.265842789528163,0.265787243843079,0.042699242074864,0.5690685336227,0.569534599781036,0.015298371356397,0.545800238005493,0.547944366931915,0.020164211988883,0.764221131931181,0.763869941234589,0.017286773752518,25.63882628896962,25.50394248962402,2.068577847983616,0.680128326752911,0.684872388839722,0.025735287596222
1110,0.02916650865146,0.028274795040488,0.005857873046981,0.688100327195033,0.748806297779083,0.182740219811631,0.96578094523886,1.05103874206543,0.208021095315402,0.101000776323287,0.097915712743998,0.019473442869995,0.101000776323287,0.097915712743998,0.019473442869995,3.048547474674728,3.039749622344971,0.200610011432056,0.879553407819375,0.91716805100441,0.080649884397823,0.729600574257581,0.782180786132813,0.169905777153466,0.041500247094132,0.034216351807117,0.020913214459249,0.207503155891014,0.207502022385597,0.036261116781413,21.37052017419235,23.14527797698975,9.698879145935473,0.034367993149645,0.034611154347658,0.005253058924202,0.122737268328952,0.123498626053333,0.016106663868807,0.038073251495834,0.038038097321987,0.004304035531425,0.272539406988898,0.273848295211792,0.029437996154517,0.984129319411026,0.993506014347076,0.085952655782031,0.925471217620876,0.925709784030914,0.005787710655605,,,,0.946056067969522,0.955646991729736,0.082900402724557,1.207609055843569,1.217243432998657,0.062454769443644,0.173033292040806,0.174097865819931,0.02329233028314,0.242468007989017,0.244252115488052,0.033792348775005,0.54409180257857,0.544208228588104,0.013217139835257,0.525448387843088,0.526857912540436,0.015931418516292,0.778685184603522,0.77843713760376,0.015809169423124,25.99712355634053,25.92144584655762,2.095873009926655,0.667884013421337,0.671231687068939,0.021662267155044
