Plot_ID,Blue,Green,Red,RedEdge,NIR,GrainYield,Replicates,Block,Name,Line,Days2Heading,Days2Maturity,NDVI,MTCI,DVI,GDVI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR
1264,0.01448944862932,0.043261434882879,0.012491508387029,0.126708045601845,0.537965893745422,618.6666666666666,1,22,GN11641,1556,68,109,0.9546140778972639,3.6006856640215954,0.5254743853583931,0.49470445886254305,0.059541912749408996,0.0853152358904474,0.7082550711696556,0.8802033661560923,0.8511376435620253,0.6187362311021951,0.6481532646837667,0.9699781178910479,32.75926018133758,0.7456936637059284,0.8620186587965398,11.435230019573984,0.5245806633789665,0.9172470515101689,0.5179876636022214,0.7503508247335905,0.6863095934092089,0.7396282786007606,0.6674126003665194,1.9133758713821203,5.56250926418769,12.435230019573984,0.6231145919450226,43.06652784254926
1265,0.015742283314466,0.048246804624796,0.013218555599451,0.13948629796505,0.561918318271637,665.3333333333334,1,22,GN14511,1623,68,109,0.9540333572755282,3.3455260416668104,0.548699762672186,0.5136715136468409,0.067532770335675,0.09727359712123959,0.7235177100240402,0.9039750156054774,0.8418565636928899,0.60226581138445,0.6312838086755844,1.0052835003771885,34.323115721344955,0.7660956215711684,0.8548991688022952,10.646746818603699,0.5383051085415264,0.919636894655593,0.5474263840009536,0.7655301050598745,0.6940474480588973,0.7463912941583785,0.6669628348204444,1.9498510355974208,5.519954935825925,11.646746818603699,0.6191188065784379,42.509812365200844
1266,0.018840961158276,0.053975135087967,0.017722947522998,0.145778119564056,0.517336428165436,538.6666666666666,1,22,QUARNA,62,67,107,0.9337533427941721,2.9015486268859814,0.499613480642438,0.463361293077469,0.07138636149466002,0.10054937005042983,0.6830195880462784,0.8456507496245564,0.8110483366357961,0.560322963617067,0.600075992167644,0.983730038221437,31.42689634114504,0.6858524749104503,0.8170933916328375,8.584717617145323,0.49397479236411584,0.8757853095729607,0.4773238810422846,0.7240359718158255,0.6487766616701789,0.7188069078955835,0.6336031267112783,1.8456055487720786,4.402795809624932,9.584717617145323,0.4896683687938442,29.190202560500715
1301,0.02744766138494,0.068178780376911,0.022549495100975,0.16928019374609,0.592088878154755,621.3333333333334,1,23,GN14530,1610,67,108,0.9266251634061482,2.8815284620928323,0.5695393830537799,0.5239100977778439,0.086360404267907,0.12296989150345297,0.726463711336255,0.9142782028995206,0.7934813874466298,0.5553268447759175,0.5993004147811091,1.1382278750616432,35.997534394264235,0.7210626181489977,0.8163885435261069,7.68435713988319,0.4634194698533346,0.8791296549772115,0.5635311638907947,0.7664450597419606,0.6773136705898435,0.7352325971924952,0.6387062714573899,1.9527056161246672,4.124187828958565,8.68435713988319,0.4483869593160007,26.257300906447085
1302,0.025283035822213,0.064216200262308,0.020358128473163,0.162916302680969,0.585559248924255,562.6666666666666,1,23,GN08588,1316,68,108,0.9328022953868504,2.9647051008608076,0.565201120451092,0.521343048661947,0.08279123622923999,0.11850605662911975,0.7260997882605381,0.912491984013095,0.8023434085030495,0.5646716787700834,0.6053497955168555,1.109292224033614,35.66639009863132,0.739705100600665,0.8258696997685842,8.118559592943587,0.4756106208019219,0.8879074227607282,0.5604275893873315,0.7666049001524781,0.680145478446401,0.7379400665534467,0.643811873014485,1.9519458672058851,4.363107437871684,9.118559592943587,0.48404301629650104,28.762921390154577
1303,0.025983383879066,0.068501591682434,0.021237332373857,0.171735152602196,0.585632562637329,549.3333333333334,1,23,SW11112,1546,67,108,0.9300102623364914,2.750188736336232,0.564395230263472,0.517130970954895,0.089782467111945,0.12855179347097923,0.7244952423299936,0.9106819978461776,0.7905579727642594,0.5464946573597133,0.5876221795518031,1.116877232077757,35.7542841881514,0.7413357204282762,0.8129190621799448,7.549181825617403,0.48735515477750996,0.8833763464852933,0.558424749230458,0.764853077322744,0.6721025051801985,0.7359725997005522,0.6351913480241788,1.9480889604820213,4.251249174660768,8.549181825617403,0.4677399568991852,27.575617894375398
1304,0.026226113550365,0.063962355256081,0.020814094692469,0.160287924110889,0.570542275905609,617.3333333333333,1,23,GN13615,1552,67,109,0.929605578878204,2.9414432335112948,0.54972818121314,0.5065799206495281,0.080884502269328,0.1157071249559524,0.71486389202582,0.8963316452528145,0.7983864825731066,0.5613538572782827,0.6038624014667523,1.1003702365250145,34.70962129533288,0.7369430001250948,0.8248470959376555,7.91996977943314,0.46228982841177924,0.8798028502264292,0.5400437131688226,0.7555664620969065,0.6697812067952635,0.7316477276629166,0.6376047423522617,1.9252040244937196,4.235584244199216,8.91996977943314,0.46540277015817805,27.411342378107072
1305,0.023775761015713,0.062381645664573,0.018863209523261,0.160166278481483,0.567177265882492,613.3333333333333,1,23,GN03597,52,69,111,0.9356248917442065,2.880411518318451,0.5483140563592309,0.5047956202179189,0.08212432079017201,0.11809747312217961,0.7162515477281234,0.8970941403030567,0.8018242788072758,0.5595856188658681,0.5980875709951238,1.0745526735542268,34.63958082720633,0.7572493836595627,0.8260474907649988,8.09205359749905,0.4905807118357206,0.8892202089157113,0.5404062817732017,0.7573116317157192,0.6703443464403394,0.7349655607640007,0.6393387660318092,1.928832746793246,4.4834212787186765,9.09205359749905,0.500847422809617,30.067908919904767
1306,0.028237721882761,0.07087130472064,0.022533633746207,0.169518418610096,0.565386265516281,593.3333333333334,1,23,GN08596,1318,68,108,0.9233445448113794,2.6932573141687217,0.542852631770074,0.494514960795641,0.09097125381231201,0.1302954712882622,0.7079830620723906,0.8872924978376302,0.7772244825495753,0.5386655650137482,0.5833852249853132,1.1138623228360263,34.50466474518176,0.7417482824674944,0.804729652977624,6.977647197902121,0.4725436608150311,0.8682995576856892,0.529202683538007,0.748473254517285,0.6528206813520236,0.7258165377139616,0.6210489912811773,1.90864051800747,4.009068970312852,7.977647197902121,0.43004958600319804,25.09077194935106
1307,0.027625631541014,0.071082644164562,0.023437216877937,0.174578204751015,0.570311546325684,545.3333333333334,1,24,Tjalve,1,68,108,0.9210534208055289,2.6183059085665747,0.546874329447747,0.49922890216112203,0.09110243991017301,0.1293729804456232,0.7097185864049054,0.8904378671557008,0.7783495852675859,0.5312643126082179,0.5768007594430172,1.1183560634250174,34.71827685832982,0.7122501842340124,0.7983131871161471,7.0232179462171835,0.4714760564552232,0.865570848580605,0.5334406476951344,0.7499999284743464,0.6560777682949688,0.7255392726926597,0.6229504881433231,1.9129870952726962,3.932908532489316,8.023217946217184,0.4174800250586108,24.3335865899059
