Plot_ID,Blue,Green,NIR,Red,RedEdge,GrainYield,Replicates,Block,Name,Line,Maturity_Date,Days2Heading,Days2Maturity,Lodging,NDVI,MTCI,DVI,GDVI,MTCI_CI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR
1378,0.015919409692287,0.040045469999313,0.455097913742065,0.017587088048458,0.100159220397472,740.0,1.0,36.0,GN04528,53.0,2020-08-12,67,89.0,0.0,0.9255864350176612,4.2985288528622005,0.437510825693607,0.41505244374275196,4.2985288528622005,0.046584442257881,0.06200798898935281,0.6363600281565296,0.7709044856296976,0.838246975263111,0.6392330175003142,0.69062487663631,-1.420821488397567,27.148984819650618,0.538400548418504,0.4236132186252014,10.364529215161475,0.057562673848071316,0.8434624459886859,0.39228655189603767,0.6746955461761543,0.6256170475388763,0.6915144573609845,0.6335291694048406,1.7173477695544972,25.68023775209135,11.364529215161475,0.4425369936079378,25.876820113035546
1379,0.014597437344491,0.038866829127073,0.474247068166733,0.01632172986865,0.104155778884888,729.3333333333334,1.0,36.0,GN12625,1530.0,2020-08-16,68,93.0,0.0,0.9334579372597083,4.213528733184391,0.457925338298083,0.43538023903966,4.213528733184391,0.046814491041005005,0.06283089835196802,0.6537996954011853,0.7978272221991807,0.8485060360592102,0.639850393490223,0.6854624809004144,-1.56146947129195,28.377324268221898,0.5554194696105108,0.44402429777907565,11.201846119636047,0.07314731006535004,0.8646802324044734,0.42211186622509056,0.6934278656964006,0.6446169184964775,0.7038845694428423,0.6468151092854674,1.7659929767883582,28.87066102347582,12.201846119636047,0.48791710666996885,29.056176764550194
1380,0.016799429431558,0.040423057973385,0.423982620239258,0.021067209541798,0.100445091724396,534.6666666666666,1.0,36.0,DH20070,93.0,2020-08-10,65,87.0,80.0,0.905326513428116,4.075915350961467,0.40291541069745995,0.38355956226587296,4.075915350961467,0.042979476973414005,0.05390844158828183,0.6039619226186274,0.721936947908527,0.825914884895632,0.6169344623368893,0.681449679409919,-1.2159206144620827,24.949158579111078,0.4331055147224707,0.40643739284375946,9.488633010357923,0.021534493085844493,0.7901969840006475,0.33965669013282285,0.6395145493928165,0.5965739899676867,0.665921038013116,0.6142794270606404,1.6290747173641402,19.902328711510137,10.488633010357923,0.3361048449791744,20.12523867473114
1381,0.016161093488336,0.042338104918599,0.479350030422211,0.017798580229282,0.108662974089384,745.3333333333334,1.0,36.0,GONDO,30.0,2020-08-18,72,95.0,0.0,0.9283973449872155,4.079563408561882,0.46155145019292904,0.437011925503612,4.079563408561882,0.05071653611957999,0.0681366287171842,0.6546015130857202,0.8007261002713713,0.8376880666801431,0.630406221441855,0.6790263079118737,-1.541279852626623,28.674667999148422,0.5580260267854893,0.4451316521378797,10.321952915555134,0.0706230775202995,0.8562166782890567,0.4253309615607583,0.6943069146303653,0.6416027215944456,0.7023547531133785,0.6410730990427578,1.7689012681661556,26.739231984196298,11.321952915555134,0.45846310687894415,26.931925144995013
1382,0.015395583584905,0.040405659005046,0.463589921593666,0.017582661472261,0.104107473045588,661.3333333333334,1.0,36.0,Pfau/Milan,17.0,2020-08-16,68,93.0,0.0,0.9269174425515764,4.154674734465364,0.446007260121405,0.42318426258862,4.154674734465364,0.04783307295292599,0.06362300589680661,0.6429711571378365,0.7816815898604247,0.8396586773358337,0.6332289912595298,0.683155761441284,-1.4722181303077597,27.6733555085957,0.5358424745148587,0.4342794081140467,10.47339093110129,0.06527324429121723,0.8487501782073195,0.4040957367968766,0.6818483330339401,0.6322501873010181,0.6956118709703865,0.6373299385623064,1.7361536231177368,26.171562022377003,11.47339093110129,0.45004045176698254,26.366311057347097
1383,0.015168719924986,0.038663312792778,0.444011598825455,0.018461188301444,0.100615091621876,,,,Bastian,,,66,,,0.9201631368793235,4.179917122917456,0.425550410524011,0.405348286032677,4.179917122917456,0.043696717359126,0.0565143665298824,0.6257601782217033,0.7545792086296716,0.8397956394163765,0.6305172207434951,0.6852232995138834,-1.3630333087118245,26.34110961109402,0.48150991182467057,0.42254168523504543,10.484054695602618,0.045363750952035146,0.8287518818927087,0.3745456438164871,0.6632141961036611,0.6187421922146629,0.6836450031626156,0.6307205691475091,1.6878805543462665,23.847177196356228,11.484054695602618,0.4126471939161221,24.051084446753904
1384,0.033158013597131,0.055475918576121,0.179776072502136,0.07222905009985,0.096615649759769,,3.0,3.0,RB07,1331.0,,63,,,0.4267652232297854,3.41008684695992,0.107547022402286,0.12430015392601501,3.41008684695992,0.005564773455260991,-0.04007997810840802,0.21423661923959292,0.20747896878921188,0.5283702524951908,0.30087884710080187,0.7050219435026414,-0.17897260165445097,5.782696083188,-0.17719377117707336,0.4730597040614036,2.2406146147081314,-0.23070813859614406,-0.3817330623437807,-0.09902335732465452,0.21452052486723708,0.25358684254032515,0.2610332165849813,0.31448330870369856,0.8625597266095271,1.8551167236836563,3.2406146147081314,-0.601412849598269,2.488971850711205
1385,0.048725977540016,0.084796313196421,0.238443188369274,0.101085469126701,0.146309196949005,,3.0,3.0,QUARNA,62.0,,67,,,0.404554125874342,2.037293161286656,0.137357719242573,0.153646875172853,2.037293161286656,0.01978117972612501,-0.03694216385483536,0.23572999817645696,0.2540100962730355,0.47533446385303835,0.23946308050579843,0.5919185226161251,-0.19809139550776658,7.5898969173431805,-0.11876388284140921,0.5180300964792343,1.8119523052487851,-0.2035513600296909,-0.28004394404087635,-0.10083808512562428,0.24541935170908363,0.27995536210416866,0.2749746529680928,0.31795181204151857,0.9567105372728602,1.707721227407253,2.811952305248785,-0.6182764859271297,2.358827539004723
1386,0.046499744057655,0.090426787734032,0.296505242586136,0.097617499530315,0.18074731528759,,3.0,3.0,Filin,16.0,,69,,,0.5046340182953863,1.3924958962562788,0.19888774305582096,0.20607845485210396,1.3924958962562788,0.036736331880093995,-0.009501379728314996,0.3168051782530697,0.36031732165172803,0.5325960083521226,0.2425506692185688,0.48064668735152993,-0.30356238886631093,11.645636111497938,-0.05080175917331326,0.5175663638565668,2.2789536155838324,-0.16521623698366678,-0.05229338205817584,-0.02122904948364168,0.3336584570900855,0.34852465770862906,0.3589236245676846,0.37678988142542663,1.1065486517715852,2.463635980438485,3.2789536155838324,-0.534045970450702,3.0374189465287076
1401,0.060597445815802,0.118797741830349,0.316011250019073,0.118353746831417,0.211603373289108,,1.0,4.0,Saar,14.0,,65,,,0.45504933551469023,1.1196599996820007,0.197657503187656,0.197213508188724,1.1196599996820007,0.05864429101347899,0.011746787279844247,0.2999065112414794,0.3498458826727389,0.4535635460294728,0.19788662428520312,0.43486850510699143,-0.26730816644839606,11.877209991216638,0.0025147823962284616,0.5212126542440334,1.6600779202550657,-0.14440986866116234,-0.08473514351523775,-0.03861780013937648,0.3173131011765903,0.3164499538005475,0.3325523949677943,0.3315577116202192,1.1118692978155913,2.058073469275083,2.6600779202550657,-0.5785248639733142,2.6700569984421296
