Plot_ID,Blue,Green,Red,RedEdge,NIR,GrainYield,Block,Name,CodeName,Heading_Date,Maturity_Date,Days2Heading,Days2Maturity,NDVI,MTCI,DVI,GDVI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR
1101,0.018339591100812,0.067696992307901,0.023631433956325,0.24615316092968,0.735898613929749,453.6585366,1,Avle,,2020-06-21,2020-08-07,62,109,0.937773537670837,2.2008882443138313,0.7122671799734239,0.668201621621848,0.09342295955866499,0.12803594432771098,0.8172792136904673,1.0351971239616597,0.8315147773770164,0.498696164028797,0.5317874134808885,1.2225134483565907,44.49865313246848,0.6037301219140988,0.8112382357025464,9.870477237492594,0.5267271133744862,0.9163752820204947,0.7293361816524967,0.8482534987976516,0.7688752766861113,0.7745991352983724,0.6934461067447526,2.1509997466246435,4.580382328366241,10.870477237492594,0.5138630097156965,31.14066693074223
1102,0.019175761379302,0.051397528499365,0.030258393846452,0.135311268270016,0.361237525939941,439.0243902,1,,GN10637,2020-06-21,2020-08-11,62,113,0.8454216643536846,2.150595677744239,0.330979132093489,0.309839997440576,0.053360901772976,0.0623966788873082,0.5289772478290683,0.6107633601433288,0.7508814244141004,0.45499306473876167,0.538184770893704,0.7987958594796972,20.704313311725862,0.33833354981659053,0.6744287966773583,6.028305377454171,0.3505299738021874,0.6235369684964949,0.227546000225735,0.5568939656607627,0.509250651616048,0.6001479253403811,0.5410775939030749,1.4400360108459405,2.455202409516793,7.028305377454171,0.08835747353852347,11.938423690730648
1103,0.0181386154145,0.050880670547485,0.031844707205892,0.128981105983257,0.341398268938065,409.7560976,1,Runar,,2020-06-19,2020-08-04,60,106,0.829362055061903,2.186792650627955,0.309553561732173,0.29051759839058,0.051778018474578,0.05807609893381421,0.5066872586812565,0.5766421756419277,0.7405893336297282,0.45158689832082455,0.54449910695169,0.7629805986815359,19.3346522375941,0.2947347513986562,0.6429994112286914,5.709783209705363,0.3412180514742952,0.5708187756088547,0.19596329278641667,0.53173097898667,0.48838583799492125,0.5805112783119047,0.5260341787814655,1.384729559652063,2.2742514406416707,6.709783209705363,0.0347826914174574,10.720722496544058
1104,0.015961458906531,0.041806202381849,0.023886986076832,0.111164651811123,0.334718286991119,474.796748,1,Betong,GN13618,2020-06-20,2020-08-08,61,110,0.8667783891046927,2.5614071286070472,0.310831300914287,0.29291208460927,0.043763959780334996,0.05212838165461918,0.5190586231725677,0.5846737963246199,0.7779363437875209,0.5013729293624004,0.578432660140818,0.7250992049091903,19.3666467070579,0.3603175772567177,0.7165133421601352,7.006426509011105,0.35447641798996127,0.6485226158841436,0.20792446930170552,0.5430282878480892,0.5012616672332932,0.5993600857073428,0.5459435504082844,1.395407347787633,2.743337990980208,8.006426509011105,0.16710321961359204,14.01257931471574
1105,0.020247971639037,0.056223198771477,0.035147674381733,0.138986989855766,0.348086684942245,411.3821138,1,Reno,,2020-06-20,2020-08-04,61,106,0.8165734698541478,2.013685222518328,0.312939010560512,0.29186348617076796,0.057050751522183994,0.06406720615923481,0.5055073626626234,0.5794230753116727,0.7218806611649061,0.42929787813556636,0.5257308668284868,0.7939866953878923,19.619361609220476,0.29632543022087166,0.6203667655312953,5.191157610172037,0.33990739334941267,0.5502882556005778,0.19659094440629798,0.5314654155891878,0.4841208054237579,0.5760663058020584,0.5172042783479442,1.390603403992384,2.146990329074043,6.191157610172037,-0.0048459635477172665,9.903548131285554
1106,0.017105467617512,0.04189370572567,0.025245966389775,0.109922841191292,0.322392642498016,450.4065041,1,Mirakel,GN06600,2020-06-20,2020-08-07,61,109,0.8547574075817121,2.5091833136822093,0.297146676108241,0.28049893677234605,0.041435977444053,0.047985330224038,0.5039725414561816,0.5619189156587066,0.7699957413724129,0.49146933043790675,0.5749810719141663,0.7124959538583102,18.494710139930262,0.3327271714009713,0.7052163981244285,6.695491170180077,0.3284949794283937,0.6091440848463672,0.18760293529258454,0.5258373196888737,0.4868159794763126,0.5853508202602506,0.5350109491172018,1.3583654773388318,2.573522831092039,7.695491170180077,0.12165381928922736,12.770065424336062
1107,0.017748499289155,0.04767519235611,0.027105236425996,0.12346600741148,0.3317651450634,440.6504065,2,Felgen,SW21074,2020-06-21,2020-08-11,62,113,0.8489413569684803,2.161659101744823,0.304659908637404,0.28408995270729,0.050496648997068995,0.060224510356784604,0.5085650364039302,0.5725029986830401,0.748707832802709,0.45756784552088425,0.5389863996670302,0.7351689976497457,19.1023927554488,0.3606743821047891,0.6783500106327315,5.958863271809775,0.36016522797721506,0.6048031656298025,0.19530683916487532,0.532082457149849,0.4845524033060817,0.5871599526704344,0.5266383193853743,1.3762787639906784,2.498555589032829,6.958863271809775,0.10071502546697396,12.239891209552844
1108,0.017553221434355,0.048884842544794,0.030743999406695,0.12662398815155,0.317337810993195,359.3495935,2,Polkka,,2020-06-22,2020-08-07,63,109,0.8233518759778049,1.9890889156146145,0.28659381158650005,0.26845296844840105,0.04947246424853799,0.05531570762395899,0.4857649147616307,0.5409903484444231,0.7330321209104392,0.42957259658159586,0.5217363427652842,0.7156081567211293,17.921262420713962,0.2922378058724648,0.6330388785472948,5.491537958875761,0.33869728350397665,0.5322231380481885,0.1661879505963462,0.5068976979674246,0.4648683003473791,0.5640702062546463,0.510150915479394,1.3266927099504335,2.2127780890704978,6.491537958875761,0.015842139151041424,10.321943049611482
1109,0.02107404731214,0.055258095264435,0.046542514115572,0.133472979068756,0.306934922933578,391.8699187,2,Seniorita,GN07574,2020-06-21,2020-08-08,62,110,0.7366592079872955,1.9954102852002362,0.26039240881800596,0.251676827669143,0.042899629101158,0.03299820460379219,0.43797313347484723,0.4879493476929919,0.6948693514891274,0.393866556608475,0.5346658975248535,0.7485771553953142,15.972167775034881,0.1079642304293324,0.5138985829417096,4.554569361552464,0.24082954218107144,0.33865722306195667,0.11158739759582763,0.45764374811998193,0.43785467237106945,0.5071155809969528,0.48196130338477333,1.2528170073326728,1.5680190021133704,5.554569361552464,-0.20520250281068114,6.594721595215351
1110,0.020249213092029,0.053665867075324,0.037778856232762,0.130596153438091,0.324232384562492,430.8943089,2,Arabella,CHD132/05,2020-06-20,2020-08-12,61,114,0.7912835184356668,2.086208464959305,0.28645352832973,0.270566517487168,0.049303664825857005,0.05007913317531422,0.47609448197291643,0.5358853271615653,0.7159771613510493,0.42573456796625364,0.538030374761138,0.7572605272456153,17.822692133486278,0.22314624608138484,0.5905492380566235,5.041687244285234,0.2981599142573975,0.4712749692571409,0.15713300814394182,0.4984625166815581,0.4622970548962758,0.548749731697989,0.5030068728859691,1.3221949925564032,1.929569412095823,6.041687244285234,-0.07628857515203344,8.582376940287466
