Plot_ID,Blue,Green,NIR,Red,RedEdge,GrainYield,Block,Name,CodeName,Heading_Date,Maturity_Date,Days2Heading,Days2Maturity,NDVI,MTCI,DVI,GDVI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR
1101,0.02095003053546,0.056334942579269,0.298841714859009,0.080090075731277,0.148008942604065,453.6585366,1,Avle,,2020-06-21,2020-08-07,62,109,0.5772850010472036,2.220778690808457,0.21875163912773202,0.24250677227974002,0.011629778891801005,-0.04416138455271777,0.35536184407295374,0.40105217296828743,0.6827778999578046,0.33754626906285407,0.5847133884485828,0.8271308574443121,12.174893021583603,-0.2057166976997353,0.311529746067799,4.304730974714464,0.05441850806431495,0.05440665971140788,0.02065209979811361,0.3733252821259649,0.42536259058949377,0.40589856257715984,0.4707254662616272,1.149749498045703,0.931662539971133,5.304730974714464,-0.45652419103382563,3.731320168327729
1102,0.033041886985302,0.078066326677799,0.314360290765762,0.103322625160217,0.174170792102814,439.0243902,1,,GN10637,2020-06-21,2020-08-11,62,113,0.5052580739092156,1.9787314861164031,0.211037665605545,0.236293964087963,0.019768141210079013,-0.046817207336425776,0.32654017279066105,0.3777790099554436,0.6021354148382835,0.28696126731543425,0.5679498896379739,1.1813298097878115,11.65200799703598,-0.1702514202589289,0.22820047962600717,3.0268359501941546,0.06758404368196695,-0.02226239757955905,-0.009613895927340358,0.3449519359188454,0.39716536822632376,0.3653174774387584,0.42773819476955977,1.1376937472698856,0.7442796937618305,4.026835950194155,-0.5334469722243157,3.0425116500698652
1103,0.033037014305592,0.079752124845982,0.318903416395187,0.115400835871696,0.182299211621284,409.7560976,1,Runar,,2020-06-19,2020-08-04,60,106,0.4685714668030403,2.041965940776137,0.203502580523491,0.239151291549205,0.011066399514676,-0.07074264585971637,0.30879686308979243,0.3604717628355672,0.5998945626207389,0.2725528501606615,0.5816676205664623,1.343354945224471,10.7842063903809,-0.2198963878303358,0.18403113555025047,2.998682380075215,0.035936624188036136,-0.06311115933664181,-0.0286601086044383,0.32671784383363917,0.3991818008804079,0.34242154544118003,0.42808362916777104,1.1243892207660813,0.6623601086893125,3.998682380075215,-0.5669755354207745,2.7634411309615428
1104,0.03018244355917,0.074127085506916,0.315645068883896,0.102619268000126,0.175976559519768,474.796748,1,Betong,GN13618,2020-06-20,2020-08-08,61,110,0.5093090232620971,1.9039485574072836,0.21302580088377,0.24151798337698,0.015452459454536015,-0.054087430238724345,0.3293872532107745,0.3813091779415382,0.6196388855803632,0.2840975687291122,0.5578098084920672,1.1245950390778183,11.641860753297802,-0.19440108075271553,0.23078958141945372,3.258161058476345,0.05498002501518692,-0.014771038682087402,-0.006381176017548547,0.3479811732751777,0.4071570157345564,0.3683882738327937,0.4393055949597879,1.1421835270712328,0.7538201210133774,4.258161058476345,-0.529533180675317,3.0758850168713776
1105,0.033818379044533,0.080636374652386,0.314188241958618,0.121611125767231,0.181573793292046,411.3821138,1,Reno,,2020-06-20,2020-08-04,61,106,0.44189397794751434,2.2116168966580863,0.192577116191387,0.233551867306232,0.005843244493008007,-0.08377595692872936,0.2917167597781668,0.3403545653101141,0.5915331959565633,0.26749617606261505,0.6053401707465376,1.4550214205210465,9.91563692688942,-0.24327592984111154,0.15495036237061852,2.8963587253649092,0.018450277562147965,-0.10392300096397306,-0.047680274307502594,0.3086833398798645,0.3915044294223319,0.3232247743505485,0.4209471972112924,1.1013582100776174,0.6073420616919256,3.8963587253649092,-0.5893767958044909,2.58354850328405
1106,0.028311501257122,0.069547034800053,0.31067331135273,0.091591451317072,0.167212888598442,450.4065041,1,Mirakel,GN06600,2020-06-20,2020-08-07,61,109,0.5446210564943039,1.8970866980550072,0.21908186003565802,0.24112627655267702,0.01919111702591201,-0.03948988001793579,0.3454223415926615,0.39615847078890554,0.6341751013392267,0.30019787717022606,0.5512050509074758,0.9980252971030763,12.26313494145872,-0.16596338869133687,0.2737830771954811,3.4670964369065125,0.07409782886614333,0.026189314183677547,0.010739110756108757,0.36421990933248016,0.41090781008399435,0.389641810373091,0.4463480101589558,1.1533428858952885,0.841723810510002,4.4670964369065125,-0.4934348684352352,3.391946594199482
1107,0.031003369949758,0.07186621055007,0.298099502921104,0.106095779687166,0.165471866726875,440.6504065,2,Felgen,SW21074,2020-06-21,2020-08-11,62,113,0.47502712548978554,2.233687715149223,0.192003723233938,0.22623329237103398,0.006633271463216,-0.07003460954874638,0.3020049283226251,0.3454787093629898,0.6114979959856767,0.2860997138260331,0.6022807929779688,1.1189039892678747,10.151040628552439,-0.23291977748659237,0.19809420675980277,3.1479785929914126,0.023620105979560883,-0.08839016303937432,-0.03719456197661261,0.31852144154094353,0.39007277333096324,0.34031430100993826,0.42688288434594984,1.0932523187122127,0.6762221358295083,4.147978592991413,-0.5613142978348893,2.8097206486448387
1108,0.029985124245286,0.067239724099636,0.285805732011795,0.104630421847105,0.156135343015194,359.3495935,2,Polkka,,2020-06-22,2020-08-07,63,109,0.46403312903795557,2.5176310545824334,0.18117531016469,0.218566007912159,-0.000136097893119011,-0.07937896437943003,0.28995059248110394,0.32804122127019036,0.6190874408058475,0.2934110367285551,0.6323062263611691,1.0457213498787765,9.37489069998264,-0.2635281532827617,0.19099998279058863,3.2505488509781406,-0.0005057615191886441,-0.12315414074829972,-0.05014933540582025,0.30520207885685086,0.3843277160899764,0.32914863766585517,0.42601684764690223,1.0664975876222256,0.6527473867336174,4.250548850978141,-0.5708976846720497,2.7315739243548016
1109,0.030938470736146,0.067681439220905,0.277522787451744,0.111219361424446,0.153052352368832,391.8699187,2,Seniorita,GN07574,2020-06-21,2020-08-08,62,110,0.42779880316055924,2.9754132390004497,0.16630342602729803,0.20984134823083903,-0.006794953718781999,-0.09482062049210138,0.26672908843239934,0.30069281418545946,0.6078759528915844,0.28907947433932163,0.6757369871154731,1.0994015038257392,8.236688673496241,-0.294250044793546,0.15230769165625913,3.1004268030698823,-0.024484492361065563,-0.18168710258416204,-0.07453915142738858,0.2806833673370638,0.3724094277017466,0.3030629711384176,0.41535944703567834,1.0335718622849766,0.5796436494591869,4.100426803069882,-0.600605149204519,2.4952740592767384
1110,0.030974918045104,0.070062316954136,0.288504034280777,0.105208694934845,0.159354008734226,430.8943089,2,Arabella,CHD132/05,2020-06-20,2020-08-12,61,114,0.4655560405961573,2.385248445046918,0.18329533934593198,0.21844171732664097,0.003941020928323012,-0.07328883502632394,0.29212027051476785,0.3313665003490629,0.6092086348156243,0.2883726831768086,0.6194156192400371,1.0783601700259782,9.59186524152756,-0.2435712363685746,0.19028710879837887,3.117820346558574,0.014263131747628692,-0.11660865798013378,-0.04787783832512642,0.3076413706898917,0.38163920064962975,0.3310296651579319,0.42124159580822057,1.07188636700321,0.6559610920799634,4.117820346558574,-0.5695867899995218,2.7422071384826654
