Plot_ID,Blue,Green,NIR,Red,RedEdge,GrainYield,Block,iBlock,Entry,Name,Pedigree,Lodging,NDVI,MTCI,DVI,GDVI,MTCI_CI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR
2250,0.0014550710329785,0.0033276022877544,0.0594947673380374,0.0097649963572621,0.0072979689575731,512.8531309297913,2,10,13,GN20708,Berserk-4/CJ9306//Berserk-4,,0.7180182017304565,-21.157770030054944,0.0497297709807753,0.056167165050283,-21.157770030054944,-0.0045648628147318,-0.01490825542714434,0.1889626437476035,0.10411663659088745,0.8940631400064779,0.7814741733210678,1.0883765501176426,-0.12309248785396658,2.72629049606621,-0.5531582208964027,0.29516414624028003,16.879170103043432,-0.4415297914129005,-0.4679101910752931,-0.018192030801730548,0.131037992193473,0.14969331732752728,0.2169145173108931,0.252071482520405,0.6568479408792234,5.687524275867594,17.879170103043432,-0.24280289904391378,6.092656378083738
2249,0.0016597565263509,0.0036005440633744,0.0642220601439476,0.0105953970924019,0.0080660777166485,496.00759013282743,2,10,24,GN20720,SW45126/NK01533,,0.7167667150480436,-22.202013302717898,0.0536266630515457,0.0606215160805732,-22.202013302717898,-0.005054065492004,-0.016287077357992258,0.19605562250148476,0.11212089753814683,0.8938246590364428,0.7768353714629223,1.083805030498455,-0.13250331771734067,2.937805661931642,-0.5579730385119664,0.2997874174011363,16.83676550364425,-0.4448243226305203,-0.43960470022044595,-0.01885760913599258,0.13994006891172722,0.16014204691234665,0.2283759635365149,0.26609087492216843,0.6689953124213506,5.6551388659515025,17.83676550364425,-0.2452279002993323,6.061316964703672
2248,0.0014716630103066,0.0030181938782334,0.0668127760291099,0.0089035537093877,0.0068382639437913,600.1001897533208,2,10,20,GN20715,Sommerset/NK01513//BAJASS-5,,0.764818137906631,-29.03927239866005,0.0579092223197222,0.0637945821508765,-29.03927239866005,-0.0043388289632275,-0.013785610278136878,0.21045195076831924,0.12123410366320808,0.913557154304511,0.8143063846401262,1.0647059010249789,-0.14511465296357096,3.2391389459371593,-0.5631877701669991,0.2573544544706828,21.136674688445314,-0.4482817540568592,-0.3321194254383906,-0.01297201321329689,0.15087957209592903,0.16793027806451905,0.2456733582436413,0.27757173968588905,0.6803504938094987,7.13900752031309,22.136674688445314,-0.14259224639300466,7.504057167495274
2247,0.0013475188752636,0.0030395083595067,0.0672003179788589,0.0083954380825161,0.0070237894542515,497.83984819734354,2,10,10,GN20705,Sommerset/Berserk//Berserk,,0.7778859946661564,-43.87167914915814,0.05880487989634281,0.06416080961935221,-43.87167914915814,-0.0036639402387663,-0.012378045194782139,0.2138772837151961,0.12316391461346997,0.9134534204323198,0.8107410194031305,1.042236298072283,-0.14800699887443142,3.3140556048601924,-0.5309509969279617,0.24672160421095862,21.10894329955561,-0.42367967076732604,-0.30047703100635104,-0.011345690342324051,0.15324525748433207,0.16877322484999716,0.24960076055454736,0.27866946670234216,0.6826192276166563,7.650928382866475,22.10894329955561,-0.11084050300033758,8.004384919329793
2246,0.0017360579804517,0.0035262132296338,0.0634446553885936,0.0112852379679679,0.0078059318475425,547.4034155597724,2,10,25,GN20721,GN03509/4/Alt/Ae.squ//2*Seri/3/Avle,,0.6979725927314728,-15.991327470273985,0.0521594174206257,0.059918442158959806,-15.991327470273985,-0.005968869489152,-0.01824198941467326,0.1908031546186731,0.108990717372503,0.8946941169380601,0.7808879294798691,1.1187945452469876,-0.12818262396238062,2.819204055704178,-0.5934066080825147,0.3185500685564131,16.99229123622294,-0.4730105620644467,-0.47418644484845435,-0.021132931122749506,0.13613199354222405,0.15852254183267264,0.22221037412305228,0.2639917735863479,0.6652064706751106,5.200162931949756,17.99229123622294,-0.28025272388700023,5.62191560059924
2245,0.0015544292982667,0.0031741745769977,0.0630864575505256,0.0098604075610637,0.0070183011703193,574.4091081593929,2,9,3,Krabat,T1005/NK93512,,0.7296550702767035,-19.727676825469224,0.0532260499894619,0.059912282973527894,-19.727676825469224,-0.005066487705335,-0.01569688371382648,0.19707018355299757,0.11137851203424434,0.9041912376903143,0.7997767541497155,1.096102510253811,-0.13204387027486644,2.9261136800050735,-0.5824167219175779,0.2871327831794521,18.874917406148484,-0.4639180311544688,-0.4248826068575558,-0.017166344296183685,0.13934813129423979,0.15870505445989266,0.22849008920538533,0.2647932272184257,0.6672456238033162,6.002608556041312,19.874917406148484,-0.2196641780178296,6.397956388703276
2244,0.0015796173829585,0.0031702895648777,0.0641957968473434,0.0099175088107585,0.0070046540349721,606.4713472485769,2,9,12,GN20707,ONPMSYDER5/GN03509//GN03509,,0.7323690065449311,-19.634052232120315,0.0542782880365849,0.0610255072824657,-19.634052232120315,-0.005156547063961601,-0.0158707698341458,0.19937837366754022,0.11355846946292446,0.9058787667884305,0.8032413011948528,1.0967712915436894,-0.13473152920960407,2.986808512359862,-0.5862976303704163,0.2856086933858945,19.24919034480053,-0.46681097584239867,-0.412890509208724,-0.016914318423133023,0.14181422247573436,0.1613389716374257,0.23184623310497648,0.2684019778210227,0.6703956099709876,6.079925852946816,20.24919034480053,-0.2141097005741988,6.472976033830581
2243,0.0015443588490597,0.0033220221521332,0.0656371638178825,0.0097572267986834,0.0074383928440511,521.606072106262,2,9,9,GN20704,512-70/Berserk//NK01533,,0.7411683622908808,-25.098291689911036,0.0558799370191991,0.062315141665749293,-25.098291689911036,-0.0046575413434767,-0.014995636709500257,0.20351029803289403,0.11690631005351206,0.9036525125578583,0.7964191260707592,1.0745454968006236,-0.1390755479421599,3.095388035289938,-0.5578904167946985,0.2787427991925464,18.758195704906516,-0.4446521808902211,-0.387402043505187,-0.015899695385460204,0.14567383154184232,0.16428720161932664,0.23738856679138953,0.2721670301269766,0.6750008054437142,6.341473921304418,19.758195704906516,-0.19566947703832777,6.727030658623136
2242,0.0016094913007691,0.0031646769493818,0.0621052458882331,0.0101655628532171,0.0069267922081053,490.2011385199241,2,9,7,GN20702,512-54/Bjarne,,0.718681358898735,-17.03685123965395,0.051939683035016004,0.0589405689388513,-17.03685123965395,-0.0054457002552226,-0.01651281130034474,0.19320476698149783,0.10866744017623013,0.9030280162195012,0.799316595623657,1.1121988705098498,-0.12844157577279855,2.8363455459475477,-0.5973070664166497,0.29633465470707304,18.624513617532106,-0.47559562176884357,-0.44988021481605545,-0.018409212902340905,0.13614100765311488,0.15640466587088295,0.22361692076782716,0.2616442008609308,0.6636858546667466,5.704798660072371,19.624513617532106,-0.24151301575494055,6.10937601635886
2241,0.0014013310428708,0.0030152760446071,0.0635831132531166,0.0088340900838375,0.0067942719906568,578.595825426945,2,9,11,GN20706,ONPMSYDER5/GN03509//GN03509,,0.7560223351146864,-27.840149791939837,0.05474902316927909,0.060567837208509494,-27.840149791939837,-0.004204869037494101,-0.013557319110259501,0.2034489723289023,0.11467297072919308,0.9094489798806543,0.8069188854595044,1.0673214903592725,-0.13688194664613942,3.05218882858753,-0.5569290293889585,0.26293319676213833,20.086995788275058,-0.4438803006901251,-0.37208310301837616,-0.014012946685725917,0.14346797104484735,0.16034594790389609,0.23556355718601857,0.2672915610575257,0.670955881154972,6.824728239055468,21.086995788275058,-0.16296164719784711,7.197471686353496
