Plot_ID,Blue,Green,NIR,Red,RedEdge,GrainYield,Block,iBlock,Entry,Name,Pedigree,NDVI,MTCI,DVI,GDVI,MTCI_CI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR
101,0.022470662370324,0.074468962848186,0.577780425548553,0.032337166368961,0.170175343751907,499.624440227704,1,1,1,Zebra,Ralle/Dragon,0.8939969383038774,2.957127622663102,0.545443259179592,0.503311462700367,2.957127622663102,0.09413009695708699,0.12332702688872757,0.6983012270682643,0.879103328286202,0.7716549400491294,0.5449588044195,0.6095756943568678,-1.7375839210427149,34.41186740994452,0.4995738810072424,0.5458002305375219,6.758674264423804,0.0964983744734175,0.8233749505839973,0.5221156876919547,0.7370074077973722,0.6552116248905332,0.708259705925551,0.6196513901892001,1.8896207688672246,17.630804172357802,7.758674264423804,0.28231501085906713,17.867379564312678
102,0.02490571513772,0.100967049598694,0.696959793567657,0.032935958355665,0.222986578941345,515.53275142315,1,1,11,GN14547,SW45126/NK01533,0.9097516096815836,2.493931422931776,0.664023835211992,0.5959927439689631,2.493931422931776,0.144092425704003,0.19894913360476602,0.7772366132337362,0.9868568004027454,0.7469265498124257,0.5152183092299482,0.5663285491852842,-2.4148118950736595,42.56267376244068,0.6241539535984117,0.6267527602987676,5.902844010375759,0.16601000031147545,0.8730030367697015,0.6667643920563897,0.8098538036743183,0.6887823613945128,0.7461815991107323,0.6221693736015962,2.0703997624049832,20.943674221252106,6.902844010375759,0.3581733115485002,21.16106008033556
103,0.023648899048567,0.092327699065208,0.728968918323517,0.031574681401253,0.218243226408958,529.5010246679317,1,1,13,Tarrafal,,0.9169681227672433,2.736002961256692,0.697394236922264,0.636641219258309,2.736002961256692,0.12943181768059603,0.1775549627840498,0.7996801137075391,1.0146331203567993,0.7751660067497668,0.5391882850687111,0.5880120275517744,-2.7333961963429614,44.27377492189404,0.6059940942171743,0.6665206081196731,6.895452022568766,0.15467849177529003,0.8878282646889235,0.7053174088453021,0.8298732036018444,0.7227459877818746,0.7575895776482238,0.648775515962177,2.1179729438113952,22.87901400531857,7.895452022568766,0.3955354471278014,23.087134563916415
104,0.02109001390636,0.082848608493805,0.706660568714142,0.026393217965961,0.193367972970009,544.5039848197345,1,1,14,GN12760,NK02529/NK01533//NK01568,0.9279910466447705,3.0740730581200086,0.680267350748181,0.6238119602203369,3.0740730581200086,0.118213985115289,0.16411208845674863,0.794532573793592,1.0075056809132072,0.7901262939417771,0.5703070202458801,0.61456090800431,-2.7885576588217202,43.074256666004615,0.6404336892521749,0.644246459821216,7.529540586876392,0.1658940902442729,0.899600203044483,0.6916454802651173,0.8275397530464738,0.7256388375277231,0.7617316682313746,0.6569836028912011,2.1042984415090773,26.581064529088618,8.529540586876392,0.4561422798556165,26.774323980710243
105,0.022886242717505,0.090663425624371,0.751463711261749,0.029435930773616,0.210141941905022,529.5010246679317,1,1,4,Bjarne,SvB87293/Bastian,0.9246102080495437,2.9955935940785503,0.7220277804881331,0.660800285637378,2.9955935940785503,0.129004677757621,0.1784578002989296,0.8170644138222415,1.0354043403952504,0.7846799570914876,0.5629353026097963,0.6088352666982801,-3.0245867996864275,45.77076662331818,0.6298275256566334,0.6851565946580732,7.288498984972723,0.16409763394449373,0.9009114152572665,0.7338159054946131,0.8455320270144141,0.7385294591060569,0.7673802265736165,0.6593976565594892,2.1534909338323995,25.330872735080042,8.288498984972723,0.43707625020873914,25.52879054652828
106,0.022047115489841,0.08789199590683,0.746563017368317,0.027446838095784,0.20639343559742,543.0812903225807,1,2,16,GN16509,Syn/Avle//Bjarne/3/NK01513,0.9290788407873006,3.0186077260617297,0.719116179272533,0.658671021461487,3.0186077260617297,0.126290038228035,0.1757564608007674,0.8173834022231657,1.0356543766391213,0.7893427578273795,0.5668355359678944,0.6101048813979645,-3.0811973266854498,45.56477706879382,0.6479155789457366,0.6788511769883996,7.49409561889699,0.17044740999012534,0.9061330745955098,0.7327266992425242,0.846676549857502,0.7403820453769892,0.7699235453090704,0.6623437085325902,2.1529981209669216,27.008588588930383,8.49409561889699,0.4623703415824551,27.200328677677213
107,0.02505168877542,0.095604598522186,0.755502909421921,0.031486865133047,0.218594133853912,562.3523339658444,1,2,23,SG-U784-16,,0.9199815139889146,2.869523879208528,0.724016044288874,0.6598983108997349,2.869523879208528,0.13467064313590502,0.18619363047182522,0.8161380867090712,1.034415829527375,0.7753407233990363,0.5511861259350662,0.5991273928377084,-2.913283091692027,46.005671992898,0.6283602003695102,0.6836917158114691,6.902369981153145,0.15768475985542077,0.895439632978053,0.7338905734576894,0.8438482479853816,0.7326193219485467,0.7645447329451058,0.6526490068711995,2.1528780944365287,23.79007574545555,7.902369981153145,0.4116647660011801,23.9942244561204
108,0.025327306240797,0.095292754471302,0.737806022167206,0.031893514096737,0.212059110403061,653.2754459203037,1,2,12,SG-S1393-13,,0.9171273656950725,2.9181315553178715,0.705912508070469,0.642513267695904,2.9181315553178715,0.13336468860507,0.1840065233409402,0.8046189650622653,1.020669891434334,0.7712329986708149,0.5534963793665229,0.6035109190608864,-2.742430818880507,44.89072009921074,0.6224218166574529,0.6670746564209662,6.74251963080153,0.1536358423304385,0.8893069138654791,0.7142350126888867,0.8339522318968443,0.7229546065401561,0.7592910188029387,0.6469782088250234,2.1287133092942514,22.925506656705746,7.74251963080153,0.3963798286775858,23.133418911736992
109,0.023181684315205,0.08652900531888,0.742672473192215,0.029383760876954,0.203283652663231,649.1366982922202,1,2,25,DC13242,,0.9238818117636712,3.101720277042454,0.7132887123152609,0.656143467873335,3.101720277042454,0.12049256544560101,0.1658843055367454,0.8117847423082053,1.0290928914695558,0.7912955836155755,0.570204902517233,0.6171838164328873,-2.9353796499388665,45.0831325165927,0.6162469291093573,0.6794022794505088,7.582930896469803,0.15053204464842362,0.8988417077778266,0.7246132961322291,0.8411051648638931,0.7404559938591636,0.7652850613971934,0.6633061940636552,2.1423326273649312,25.076019839884673,8.582930896469803,0.43302508314553567,25.274929111429742
110,0.022241456434131,0.082328461110592,0.679601699113846,0.029139772988856,0.187961891293526,564.809715370019,1,2,3,Krabat,T1005/NK93512,0.9177703742878097,3.0955374041618224,0.6504619261249901,0.597273238003254,3.0955374041618224,0.11327569279819699,0.1548084717243906,0.7726413692002919,0.9801142370336924,0.7838949935087465,0.5666902268103093,0.6174640658346171,-2.45624962856173,41.15526309236884,0.5961067911837274,0.6243917318836393,7.254760139399856,0.1432489190084218,0.8813039621290635,0.6549739614921506,0.8071973302034468,0.7099520125943743,0.7487405022239952,0.6478508500663994,2.0583108654152404,23.115064933744904,8.254760139399856,0.3997983496490029,23.32213429987076
