Plot_ID,Blue,Green,NIR,Red,RedEdge,GrainYield,Replicates,Block,Name,Line,Days2Heading,Days2Maturity,NDVI,MTCI,DVI,GDVI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR
1101,0.034281339496374,0.097473826259375,0.648496896028519,0.049302410334349,0.209345288574696,522.6666666666666,1,1,GN12687,1574,66,107,0.8586917187082703,2.7439621948957944,0.59919448569417,0.5510230697691441,0.11136390268802701,0.13981435447931337,0.7173028250057606,0.912655005150741,0.738665812619502,0.5119258709070684,0.5961695679063476,1.3673092083344895,37.878525778651245,0.4282097870034031,0.681118331799347,5.653036214079539,0.3998253042516867,0.7901358145975372,0.5741798797992611,0.7503692177535541,0.6633659923693913,0.6985252625521446,0.6082128883564994,1.949637852423349,2.6267688327974246,6.653036214079539,0.13619792607456208,13.153452166550792
1102,0.037744533270597,0.102931417524815,0.5740105509758,0.058057881891727,0.204255729913712,388.0,1,1,Avocet YrA,28,69,110,0.8162924174892463,2.529139970695635,0.515952669084073,0.471079133450985,0.11006041988730599,0.13171080276370317,0.6489747695840471,0.8214964448877823,0.6958929352458326,0.4751006566023653,0.5820226262344574,1.3684596376318152,32.7521015703679,0.36410094348306266,0.6135797444780914,4.576631166450379,0.36484288399136483,0.7003819793666263,0.4587315458827726,0.6836415371690463,0.6003853368205454,0.6513991060294733,0.5628575829396215,1.7993187569075848,2.144338865918698,5.576631166450379,-0.005688834587207641,9.886866903726883
1103,0.032564993947744,0.106970191001892,0.787919104099274,0.039555042982101,0.23605041205883,541.3333333333334,1,1,GN08557,1313,70,108,0.9043957007681327,2.8085582608562447,0.748364061117173,0.680948913097382,0.141820345073939,0.19341347590088961,0.8226890296361994,1.042090998748049,0.7609308959499864,0.5389503137857414,0.5959231267110109,1.4321645499251863,47.598449587822024,0.5915672694120975,0.7378542240948999,6.365781968972439,0.495770598402304,0.8802036746505164,0.7513905367062604,0.8456255770734393,0.7322612434071287,0.7578568647382546,0.6455169431139954,2.1733366597921715,3.4631335760342643,7.365781968972439,0.3315410012951741,19.919561317524398
1104,0.030253143981099,0.095037125051022,0.706618368625641,0.038932450115681,0.203288480639458,572.0,1,1,GN08541,1311,69,109,0.8955605731037656,3.0624363850973353,0.66768591850996,0.611581243574619,0.12088865600526401,0.16142035089433263,0.773274326377188,0.9829109785131728,0.7628978387832168,0.5531663910351983,0.6176761323001038,1.339524267869243,42.30534210801124,0.5409429759007021,0.7310373384978327,6.43518249574872,0.4662837639929907,0.85533476630079,0.6651297325360306,0.8040851185638689,0.7047731675688743,0.7373257300324852,0.6359670875859943,2.0660249135976465,3.2602647964772826,7.43518249574872,0.2895167952794976,18.149856136103622
1105,0.030783652327955,0.09397916123271,0.671654522418976,0.040583519265056,0.189964525401592,542.6666666666667,1,1,SW44431,1324,67,106,0.8860394506053078,3.2245732538252803,0.6310710031539201,0.5776753611862661,0.116591150872409,0.15375338513404058,0.7477658757441662,0.95055795692772,0.7545061999245466,0.5590521683983196,0.6309562943460326,1.3177224708007809,40.000085867941365,0.5145128347153537,0.7171421185416355,6.146845253873183,0.4495938638649187,0.8349268028809563,0.6209562950225351,0.7808751022331072,0.6846475824499875,0.7235077731022942,0.6240863652533674,2.010694683156141,3.0681608796588753,7.146845253873183,0.24670242884987664,16.549932942786874
1106,0.033336501568556,0.10413808375597,0.685392141342163,0.044743029400706,0.209487579762936,505.3333333333333,1,1,GN13641,1569,67,106,0.8774390518534189,2.888742362238009,0.640649111941457,0.581254057586193,0.130196636542678,0.17169447913765962,0.7497536591125427,0.9540789244405314,0.7362024139277851,0.5318084099520393,0.6060915670765937,1.3725330153918922,40.81474889069798,0.5140443464987237,0.6945829522649453,5.581570513130083,0.45466752445726105,0.8260736313419419,0.6284136353074098,0.781193555608902,0.6761230325663281,0.7197211535937834,0.6121490840653555,2.0188520379654817,2.913874246420069,6.581570513130083,0.2100610297868482,15.31841161679026
1107,0.033643020316958,0.111240781843662,0.783661901950836,0.04432881437242,0.229833453893661,512.0,1,2,GN07560,1405,66,104,0.8929243685985639,2.9855234321174993,0.739333087578416,0.6724211201071739,0.144509728997946,0.19369017072022005,0.8125075571402298,1.0303668004585929,0.7513902151416344,0.5464538587803357,0.611982243958679,1.4607095403330774,47.03646395355464,0.5487890312494436,0.7165456327464346,6.0447356532624505,0.4809721899592656,0.8653550251824346,0.7377894674685181,0.8350959217832922,0.72308390533526,0.7483198732168219,0.6374247885013117,2.156079711709206,3.204567306876942,7.0447356532624505,0.27741452019700713,17.67838623805842
1108,0.02698628231883,0.0866883918643,0.636972904205322,0.037331584841013,0.174906760454178,577.3333333333334,1,2,SW21306,1595,68,108,0.8892738059810018,3.3586447677914326,0.5996413193643091,0.550284512341022,0.10905891656875698,0.14348308965563877,0.7302364810762118,0.9262148743546891,0.7604172218823214,0.5691313181799341,0.6399955945538026,1.2383283421770632,37.95275144279002,0.5086563727719152,0.7186491903050864,6.347845432436037,0.45881939774884334,0.8314852445486984,0.5859656751236575,0.7659529427303188,0.6745549370261108,0.7187319824321436,0.6227323916851352,1.9682911893248756,3.1306867877934033,7.347845432436037,0.260971979656937,17.062573338850985
1109,0.02878487482667,0.097215533256531,0.780383199453354,0.033871168270707,0.207870408892632,535.9999999999999,1,2,GN08581,1409,67,107,0.9168044542017477,3.290317753769448,0.746512031182647,0.683167666196823,0.131775023415685,0.18157092109322623,0.8272880727433732,1.0474416136381486,0.7784510628078395,0.5793176829568288,0.6318879454629557,1.3709848796348436,47.32449647039178,0.6191909473056583,0.7610995141052871,7.027350911032805,0.5125695474011206,0.8946249930478977,0.7548459835447161,0.8520177480658565,0.7438679166606359,0.7662393476629322,0.6584122018081129,2.1781999666663543,3.799973805379659,8.027350911032805,0.39466851630456273,23.039748532330883
1110,0.028274795040488,0.097915712743998,0.782180786132813,0.034216351807117,0.207502022385597,386.6666666666667,1,2,Nanjing 7840 - Pl.4,74,68,107,0.9161771882408666,3.316366332131009,0.747964434325696,0.684265073388815,0.13334027864039102,0.18335309885442522,0.8278091279665176,1.0480343434856112,0.7774886893222297,0.580669643648282,0.6337962253384786,1.3700771820281274,47.425840497017006,0.6133356021877994,0.7573203648026788,6.988307128783667,0.5161774189332605,0.8940708157148236,0.7559931557022836,0.8522858483605583,0.7437143786094338,0.7660452957736059,0.6578861424182713,2.1795776073232624,3.7811979041058112,7.988307128783667,0.39135455786665635,22.859853398225802
1111,0.030071157962084,0.107440888881683,0.835761845111847,0.035759374499321,0.233867138624191,486.66666666666663,1,2,GN13633,1568,67,106,0.9179380290584889,3.03821866420275,0.800002470612526,0.728320956230164,0.14905124530196098,0.2064290098845946,0.856943808610567,1.080139246264269,0.7721785889513335,0.5627135349168801,0.6130190896372868,1.4330059646028686,50.867408812046044,0.6336257510118506,0.7541941190338438,6.778806130617665,0.5309750939765099,0.9025971478817434,0.8054299392995965,0.8749435945723065,0.7569840387720217,0.7755559996275084,0.660187773097411,2.2422746184348856,3.8344415459948724,7.778806130617665,0.40069205196126123,23.371825061641292
1112,0.031265940517187,0.098851062357426,0.806877851486206,0.036430019885302,0.219413846731186,522.6666666666666,1,2,GN14516,1625,68,107,0.9136020873941226,3.21046955286275,0.770447831600904,0.70802678912878,0.13000616431236298,0.17785519883036616,0.8389772030149933,1.0605252162819658,0.7817204224210248,0.5724142617302764,0.6265465782406211,1.4227471244581835,48.7237115949392,0.6001149586166113,0.764616569605062,7.162561253704027,0.4898534375441447,0.8940189681542106,0.7763762807773812,0.8603178556688,0.7555085288736597,0.7679076917314647,0.6643591817127563,2.205057702606134,3.7062413254012343,8.162561253704027,0.37789100684135574,22.148707412914362
1113,0.024499289691448,0.084824107587337,0.712335288524628,0.029999513179064,0.191721022129059,542.6666666666667,1,3,GN12722,1520,68,105,0.9191752478525491,3.219202379298509,0.682335775345564,0.6275111809372911,0.115149412304162,0.1579742014408094,0.7919508541708381,1.004874597737295,0.7871840738475772,0.5758648662262351,0.6265017118026369,1.2649025758025276,43.13313029706477,0.6069748179234055,0.766464114102674,7.397792900929609,0.5137227044481535,0.8883575114810719,0.6903012589580925,0.8238549395982073,0.7256369373164459,0.7561891373991677,0.6555973680938375,2.1005019463784813,3.8728733755920137,8.397792900929609,0.40731775758114,23.744894934553507
1114,0.027874196879566,0.083324041217566,0.678936123847961,0.035569254308939,0.185759611427784,574.6666666666666,1,3,GN08554,1312,69,109,0.9004367065768167,3.283676275101527,0.643366869539022,0.595612082630395,0.10320463124662699,0.13673171643167842,0.7611249208430594,0.966732182508815,0.7813763724347235,0.5703468772896246,0.633411402626963,1.2801138898088795,40.512203648686395,0.5246677633434574,0.7513209181139742,7.148142047925909,0.4485372826252696,0.8567268084396331,0.6403035147720487,0.7946035659167412,0.7077923780468925,0.7356922960210679,0.6458178561665151,2.036692165754948,3.3689500356089224,8.148142047925909,0.3124247288792203,19.087724413647205
1115,0.025809622369707,0.08593862876296,0.702037543058395,0.030966091901064,0.191654458642006,414.66666666666663,1,3,Croc_1/Ae.squarrosa (205)//Kauz,19,70,109,0.9155090359060042,3.176229211659215,0.671071451157331,0.6160989142954351,0.11510154325514901,0.15768764335661944,0.7838188421268599,0.9948271363705582,0.7818750570481884,0.5710950567368829,0.6238005681415443,1.2684041519727691,42.463188543915706,0.6034631708095481,0.7622703290241674,7.169056839326448,0.5033896666669728,0.8817688283957037,0.6767146887098938,0.8163862199555426,0.7175197737829998,0.7514767296415278,0.6499097051265738,2.083526567781109,3.761425238457326,8.169056839326448,0.38783949838700116,22.671170301418403
