iter	RMSE
279	16.2182315
280	16.14109083
281	16.0208251
282	15.97961891
283	15.87663513
284	15.75957506
285	15.67445932
286	15.64308401
287	15.57124021
288	15.53085537
289	15.48218592
290	15.40405146
291	15.29655398
292	15.22137601
293	15.18266738
294	15.13070956
295	15.05784055
296	15.0234858
297	14.9362233
298	14.85647836
299	14.78288383
300	14.72408633
301	14.67115199
302	14.62491357
303	14.54494797
304	14.50027666
305	14.45358963
306	14.40513984
307	14.33481113
308	14.27780007
309	14.22480626
310	14.13445492
311	14.09006299
312	14.03874365
313	14.00166191
314	13.9280349
315	13.89410815
316	13.82262524
317	13.79190312
318	13.72240423
319	13.67356839
320	13.62380887
321	13.60120163
322	13.57443937
323	13.53734119
324	13.45092153
325	13.37779817
326	13.35611399
327	13.31335525
328	13.26640505
329	13.19792063
330	13.17686407
331	13.11025397
332	13.04312151
333	13.00552465
334	12.96077884
335	12.9000663
336	12.86729439
337	12.84774247
338	12.82357345
339	12.76581964
340	12.71685403
341	12.63781382
342	12.58158698
343	12.55236702
344	12.53406172
345	12.50146764
346	12.46025407
347	12.44236497
348	12.39423433
349	12.34633373
350	12.29242763
351	12.2602587
352	12.24298824
353	12.16752921
354	12.11409022
355	12.07554011
356	12.04906189
357	12.0281146
358	11.97764018
359	11.93615019
360	11.88490109
361	11.85879243
362	11.82961778
363	11.80375576
364	11.75271141
365	11.71373546
366	11.68827782
367	11.64849655
368	11.60898813
369	11.58666852
370	11.56183058
371	11.54633146
372	11.49328827
373	11.46863126
374	11.44424027
375	11.42011259
376	11.38091301
377	11.32883698
378	11.30712715
379	11.26804148
380	11.22934445
381	11.18698476
382	11.14558576
383	11.09881235
384	11.07576049
385	11.02608987
386	10.97758576
387	10.95463876
388	10.91703303
389	10.89449863
390	10.86337393
391	10.81955768
392	10.79736103
393	10.77540294
394	10.75368106
395	10.71696457
396	10.69732374
397	10.661077
398	10.61818438
399	10.59693573
400	10.55105224
401	10.52996721
402	10.49431785
403	10.44942039
404	10.42950636
405	10.3942086
406	10.37362347
407	10.35378679
408	10.31892303
409	10.29263068
410	10.25802613
411	10.23836973
412	10.20421709
413	10.16416749
414	10.14424836
415	10.10948186
416	10.08988252
417	10.05682048
418	10.03751181
419	10.00289345
420	9.983736422
421	9.950629104
422	9.931265382
423	9.897978751
424	9.859731288
425	9.784876291
426	9.765974006
427	9.728555704
428	9.655851065
429	9.620512917
430	9.58711266
431	9.568658269
432	9.550226539
433	9.517254864
434	9.494714493
435	9.472447048
436	9.401966726
437	9.383781485
438	9.365808693
439	9.333559514
440	9.311722824
441	9.279990204
442	9.262080386
443	9.244379556
444	9.212861051
445	9.191588424
446	9.174010204
447	9.142937168
448	9.125504968
449	9.09470109
450	9.073979342
451	9.056668508
452	9.02630016
453	9.005973628
454	8.988783791
455	8.959210346
456	8.929482474
457	8.913041176
458	8.893220603
459	8.86424025
460	8.847245454
461	8.781102486
462	8.764438434
463	8.735350519
464	8.71604907
465	8.699502129
466	8.670825708
467	8.655035159
468	8.626611177
469	8.607815951
470	8.591510489
471	8.563628022
472	8.545169611
473	8.529588872
474	8.466104314
475	8.450810564
476	8.423151658
477	8.405057308
478	8.389270816
479	8.362003132
480	8.34693048
481	8.319963875
482	8.302322938
483	8.277473895
484	8.26245468
485	8.236029275
486	8.220549258
487	8.196034753
488	8.181255041
489	8.156928037
490	8.14226555
491	8.081872781
492	8.067479942
493	8.042335701
494	8.025526338
495	8.011229431
496	7.987457563
497	7.973274331
498	7.949685117
499	7.935614805
500	7.912207064
501	7.89596997
502	7.851329318
503	7.837436792
504	7.779634803
505	7.765997595
506	7.74194851
507	7.728418072
508	7.712471328
509	7.689810584
510	7.647278602
511	7.61155477
512	7.568535447
513	7.552867996
514	7.511569315
515	7.476946039
516	7.463082798
517	7.42256002
518	7.408837551
519	7.354859484
520	7.341295119
521	7.300263787
522	7.286842106
523	7.273557544
524	7.248542238
525	7.208842424
526	7.19578969
527	7.18287065
528	7.158476527
529	7.119808352
530	7.086658191
531	7.048233183
532	7.035511412
533	6.997721638
534	6.960202943
535	6.928194811
536	6.89144792
537	6.854528482
538	6.810018713
539	6.779114697
540	6.735734005
541	6.71862467
542	6.706343181
543	6.670873531
544	6.636056732
545	6.601259807
546	6.571598761
547	6.538054707
548	6.509156789
549	6.477982303
550	6.464286848
551	6.450734392
552	6.419940729
553	6.40370679
554	6.390266179
555	6.374244412
556	6.360899875
557	6.327981089
558	6.316288229
559	6.303081232
560	6.287440289
561	6.274327937
562	6.26370505
563	6.250706742
564	6.24017128
565	6.227286137
566	6.198794855
567	6.188464959
568	6.166397643
569	6.134003345
570	6.106399926
571	6.085260971
572	6.072677979
573	6.045686747
574	6.036711728
575	6.005076528
576	5.982536186
577	5.954186824
578	5.945269906
579	5.934997387
580	5.914293681
581	5.886248844
582	5.877605915
583	5.849863372
584	5.839892707
585	5.829132366
586	5.808941858
587	5.779077849
588	5.768471024
589	5.758696758
590	5.738828255
591	5.728287404
592	5.713213014
593	5.702754599
594	5.683204445
595	5.656200214
596	5.645877307
597	5.637735396
598	5.616496291
599	5.597219156
600	5.570730391
601	5.562723142
602	5.536514173
603	5.527322755
604	5.519493946
605	5.500515545
606	5.474641013
607	5.465688039
608	5.440092872
609	5.431260763
610	5.405941313
611	5.397130662
612	5.378726643
613	5.353778306
614	5.345138041
615	5.320457346
616	5.308293736
617	5.28294514
618	5.258270847
619	5.249806525
620	5.225735908
621	5.217384788
622	5.19357238
623	5.185332707
624	5.167719464
625	5.146571381
626	5.13828665
627	5.117338878
628	5.105756734
629	5.085016988
630	5.077015775
631	5.056462055
632	5.048555913
633	5.02818625
634	5.020163293
635	4.99998582
636	4.992207453
637	4.966484816
638	4.949709467
639	4.929939414
640	4.910367144
641	4.899391976
642	4.891623635
643	4.872233255
644	4.864680709
645	4.845463222
646	4.83799944
647	4.81895309
648	4.811363821
649	4.792496772
650	4.778835761
651	4.754533447
652	4.730587007
653	4.717800417
654	4.699453249
655	4.681289545
656	4.663307567
657	4.645992296
658	4.628464876
659	4.612857625
660	4.596336044
661	4.589345784
662	4.582215168
663	4.560046611
664	4.548194987
665	4.540450235
666	4.533386468
667	4.510719998
668	4.488385975
669	4.457617949
670	4.445419301
671	4.434059338
672	4.421975209
673	4.406663187
674	4.395419215
675	4.380264974
676	4.359202118
677	4.337841705
678	4.326086093
679	4.309460536
680	4.29300181
681	4.282206545
682	4.267635012
683	4.247503404
684	4.231431687
685	4.215521528
686	4.202005588
687	4.182316376
688	4.166616707
689	4.160822945
690	4.1407788
691	4.125349421
692	4.106251075
693	4.078978066
694	4.065495712
695	4.057606928
696	4.046440915
697	4.036306941
698	4.025409325
699	4.015419155
700	4.00463851
701	3.984030818
702	3.970647056
703	3.956282816
704	3.942058688
705	3.92797332
706	3.917644508
707	3.903721328
708	3.891176569
709	3.877377719
710	3.859952005
711	3.854549963
712	3.840909775
713	3.830866538
714	3.811476166
715	3.798122826
716	3.784899433
717	3.772113038
718	3.756524727
719	3.743421355
720	3.728119777
721	3.715158143
722	3.700137958
723	3.687315919
724	3.674617874
725	3.658608034
726	3.653467474
727	3.640912417
728	3.635824593
729	3.6233759
730	3.618340225
731	3.605996909
732	3.584429347
733	3.570889917
734	3.558789854
735	3.546806872
736	3.534269066
737	3.522398394
738	3.517449355
739	3.505679073
740	3.500780715
741	3.489109918
742	3.46846536
743	3.455619487
744	3.444178265
745	3.432847927
746	3.420716119
747	3.409491138
748	3.404677034
749	3.393341623
750	3.387881256
751	3.376850925
752	3.371455751
753	3.360339302
754	3.349203362
755	3.343901961
756	3.332946713
757	3.32082147
758	3.309830855
759	3.298948419
760	3.287904468
761	3.282690749
762	3.272002497
763	3.266847886
764	3.261760688
765	3.250901968
766	3.240928211
767	3.230408378
768	3.219445142
769	3.214498404
770	3.204065814
771	3.199174528
772	3.188502287
773	3.178165177
774	3.173352956
775	3.161922576
776	3.150602067
777	3.140409285
778	3.130316971
779	3.124511879
780	3.114502585
781	3.103942823
782	3.093555365
783	3.083337451
784	3.073369465
785	3.064913647
786	3.056581782
787	3.050791076
788	3.040921785
789	3.032681604
790	3.021876193
791	3.016165492
792	3.005497033
793	2.994834723
794	2.985138899
795	2.975538044
796	2.96603129
797	2.956158703
798	2.948163885
799	2.938722314
800	2.930824509
801	2.922977041
802	2.913582065
803	2.905860261
804	2.898179954
805	2.888831714
806	2.881281606
807	2.872006253
808	2.864546534
809	2.857080693
810	2.847851811
811	2.840557357
812	2.835128762
813	2.827811416
814	2.817770856
815	2.8124245
816	2.804819575
817	2.794898094
818	2.787792807
819	2.782518241
820	2.772790109
821	2.767562103
822	2.749462765
823	2.744304396
824	2.734769425
825	2.729656498
826	2.720242083
827	2.715174165
828	2.7058785
829	2.700855164
830	2.69167648
831	2.686697309
832	2.679351902
833	2.669452242
834	2.652184235
835	2.647323442
836	2.638385702
837	2.633567576
838	2.624741984
839	2.616034041
840	2.611251033
841	2.594562477
842	2.589843517
843	2.583144005
844	2.57846533
845	2.5738347
846	2.565401027
847	2.559790987
848	2.550454806
849	2.543599771
850	2.534371181
851	2.52815611
852	2.5216637
853	2.512625667
854	2.505475352
855	2.498412348
856	2.490200801
857	2.481216373
858	2.474278406
859	2.467425239
860	2.458516097
861	2.451724246
862	2.443770616
863	2.434937058
864	2.428265025
865	2.421674554
866	2.409354695
867	2.402841583
868	2.394154435
869	2.387699471
870	2.381323489
871	2.373734427
872	2.365099716
873	2.358835988
874	2.350295278
875	2.344087304
876	2.337955316
877	2.326176194
878	2.320116535
879	2.311717781
880	2.305712079
881	2.299779968
882	2.292598297
883	2.284251035
884	2.276892824
885	2.269863821
886	2.261836266
887	2.254469291
888	2.248475199
889	2.238129359
890	2.230893917
891	2.222672186
892	2.217018139
893	2.2088884
894	2.201232082
895	2.194153678
896	2.18918274
897	2.185306411
898	2.175470566
899	2.1685706
900	2.160554289
901	2.155696415
902	2.147768099
903	2.142947594
904	2.13619832
905	2.129175461
906	2.121263654
907	2.114640171
908	2.112171724
909	2.108403945
910	2.103762241
911	2.100028047
912	2.090779658
913	2.089012956
914	2.084944004
915	2.078047073
916	2.076309769
917	2.069491953
918	2.067680869
919	2.062705396
920	2.058714187
921	2.051944749
922	2.049866921
923	2.043179613
924	2.04151925
925	2.034907841
926	2.031954789
927	2.023307988
928	2.015906785
929	2.010996768
930	2.002511909
931	1.997670095
932	1.989295188
933	1.982055232
934	1.975788325
935	1.966423941
936	1.962966325
937	1.955851634
938	1.949669797
939	1.942628076
940	1.937931636
941	1.931856531
942	1.925696694
943	1.924104879
944	1.91505465
945	1.911692813
946	1.904827672
947	1.900232806
948	1.893149926
949	1.886772086
950	1.882265596
951	1.875262459
952	1.868534091
953	1.864056794
954	1.855401928
955	1.852156431
956	1.845353301
957	1.843825269
958	1.837104476
959	1.835592271
960	1.828952789
961	1.824526258
962	1.817961035
963	1.812126797
964	1.805643339
965	1.804125679
966	1.798259918
967	1.795068438
968	1.789258777
969	1.78491767
970	1.783426146
971	1.777125818
972	1.775649726
973	1.769951815
974	1.764319138
975	1.760001399
976	1.75853816
977	1.752957447
978	1.744999334
979	1.741880113
980	1.736353345
981	1.732131113
982	1.728261448
983	1.722255557
984	1.718072408
985	1.712318156
986	1.710871693
987	1.709440948
988	1.70408088
989	1.699923665
990	1.695135551
991	1.690811496
992	1.686060557
993	1.681358453
994	1.67832778
995	1.67366626
996	1.669383754
997	1.6610984
998	1.656855265
999	1.648675213
