Plot_ID,GrainYield,Block,Name,CodeName,Heading_Date,Maturity_Date,Days2Heading,Blue,Green,Red,RedEdge,NIR,NDVI,MTCI,DVI,GDVI,MTCI_CI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR,Days2Maturity,MEAN Average temperature at 2m altitude (TM),MEAN Maximum air temperature at 2m altitude (TX),MEAN Minimum air temperature at 2m altitude (TN),MEAN Precipitation (RR),MEAN Relative humidity in 2m,MEAN Relative humidity in 2m.1,MEAN Wind gust (FG2),MEAN Wind speed in 2m,MEDIAN Average temperature at 2m altitude (TM),MEDIAN Maximum air temperature at 2m altitude (TX),MEDIAN Minimum air temperature at 2m altitude (TN),MEDIAN Precipitation (RR),MEDIAN Relative humidity in 2m,MEDIAN Relative humidity in 2m.1,MEDIAN Wind gust (FG2),MEDIAN Wind speed in 2m,MODE Average temperature at 2m altitude (TM),MODE Maximum air temperature at 2m altitude (TX),MODE Minimum air temperature at 2m altitude (TN),MODE Precipitation (RR),MODE Relative humidity in 2m,MODE Relative humidity in 2m.1,MODE Wind gust (FG2),MODE Wind speed in 2m,SUM Average temperature at 2m altitude (TM),SUM Maximum air temperature at 2m altitude (TX),SUM Minimum air temperature at 2m altitude (TN),SUM Precipitation (RR),SUM Relative humidity in 2m,SUM Relative humidity in 2m.1,SUM Wind gust (FG2),SUM Wind speed in 2m,MIN Average temperature at 2m altitude (TM),MIN Maximum air temperature at 2m altitude (TX),MIN Minimum air temperature at 2m altitude (TN),MIN Precipitation (RR),MIN Relative humidity in 2m,MIN Relative humidity in 2m.1,MIN Wind gust (FG2),MIN Wind speed in 2m,MAX Average temperature at 2m altitude (TM),MAX Maximum air temperature at 2m altitude (TX),MAX Minimum air temperature at 2m altitude (TN),MAX Precipitation (RR),MAX Relative humidity in 2m,MAX Relative humidity in 2m.1,MAX Wind gust (FG2),MAX Wind speed in 2m,STD_DEV Average temperature at 2m altitude (TM),STD_DEV Maximum air temperature at 2m altitude (TX),STD_DEV Minimum air temperature at 2m altitude (TN),STD_DEV Precipitation (RR),STD_DEV Relative humidity in 2m,STD_DEV Relative humidity in 2m.1,STD_DEV Wind gust (FG2),STD_DEV Wind speed in 2m,QUANTILE_25 Average temperature at 2m altitude (TM),QUANTILE_25 Maximum air temperature at 2m altitude (TX),QUANTILE_25 Minimum air temperature at 2m altitude (TN),QUANTILE_25 Precipitation (RR),QUANTILE_25 Relative humidity in 2m,QUANTILE_25 Relative humidity in 2m.1,QUANTILE_25 Wind gust (FG2),QUANTILE_25 Wind speed in 2m,QUANTILE_50 Average temperature at 2m altitude (TM),QUANTILE_50 Maximum air temperature at 2m altitude (TX),QUANTILE_50 Minimum air temperature at 2m altitude (TN),QUANTILE_50 Precipitation (RR),QUANTILE_50 Relative humidity in 2m,QUANTILE_50 Relative humidity in 2m.1,QUANTILE_50 Wind gust (FG2),QUANTILE_50 Wind speed in 2m,QUANTILE_75 Average temperature at 2m altitude (TM),QUANTILE_75 Maximum air temperature at 2m altitude (TX),QUANTILE_75 Minimum air temperature at 2m altitude (TN),QUANTILE_75 Precipitation (RR),QUANTILE_75 Relative humidity in 2m,QUANTILE_75 Relative humidity in 2m.1,QUANTILE_75 Wind gust (FG2),QUANTILE_75 Wind speed in 2m,Staur_Env,Vollebekk_Env
1111,356.097561,2,Zombi,GN11644,2020-06-20,2020-08-06,61,1.3371969837136302,3.196109802726772,2.605932625038604,7.3174856305835645,17.479228820716813,34.20867367220006,98.64744196294389,14.87329619567821,14.28311901799004,98.64744196294389,2.4490899967013107,1.9968941243740372,22.360204801205228,26.158288648250444,32.193622576315256,18.57968288107638,25.271542692095547,-34.45555401268106,916.0048588482192,7.590756145329916,21.865701608433433,216.53282944151894,-3.271657253899693,18.074885363059668,8.592176661267661,23.463940818528712,22.27197354738853,24.661565380339763,23.30424945908394,64.65597455511227,353.4124550700357,263.53282944151897,-7.8507661072826025,371.80302699833976,108,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,759.0000000000002,325.8999999999998,7305.3,10150.099999999997,1413.1000000000001,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1112,334.95934960000005,2,Bastian,,2020-06-18,2020-08-05,59,1.3468522647961605,3.3393712543116454,2.6974902880775398,7.636261757792873,17.51745379393448,33.899672656313065,91.43840644055604,14.819963505856935,14.17808253962283,91.43840644055604,2.6343999557495903,2.19728480675268,22.24653200224478,26.099187065973343,31.65677726656314,17.84833991688163,24.53865090950768,-33.65741068347229,914.8730490007804,7.770167258212296,22.18005799178152,205.65188264965946,-2.9178327812144382,17.75963887711586,8.427765177296978,23.37736786106067,22.069026360391366,24.521977865894158,23.020032609347222,64.6033329715292,334.50937866094256,252.65188264965946,-8.604357890072897,353.18467346537227,107,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,759.0000000000002,325.8999999999998,7305.3,10150.099999999997,1413.1000000000001,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1201,473.1707317,3,Krabat,GN03509,2020-06-21,2020-08-08,62,1.22736600902886,3.3761376466366375,2.4224307675656576,7.663688303034994,19.83459467753723,36.344427013225925,108.97248022062614,17.41216390997157,16.458457030900593,108.97248022062614,3.1024785166787567,3.087213088723474,24.993497675984603,29.990396695593702,33.158674323835356,20.23366260399088,25.88767124452358,-43.81313490486568,1082.8781097611336,12.027101224085566,23.09167080919173,240.10612019921473,-0.8004002192543973,24.50934306925241,12.248215680099623,26.341644666685774,24.42233184458973,26.978062732201728,24.803975554295334,70.69904359993625,463.3286731174725,287.10612019921473,-2.3716603696768104,479.77210863138674,110,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,759.0000000000002,325.8999999999998,7305.3,10150.099999999997,1413.1000000000001,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1202,478.0487805,3,Tjalve,,2020-06-21,2020-08-06,62,1.2505898129625501,3.3505226504541756,2.3639274090822835,7.622582482794178,19.094903648570035,36.288522398694894,101.47470086789987,16.730976239487752,15.744380998115858,101.47470086789987,3.0865280788635183,3.127552356602497,24.478305414048428,29.129161529576596,32.717277466281246,19.731850812522016,25.284716677380953,-41.77741538837511,1043.3223840241408,12.389249192659502,21.880800471067765,230.0159395970615,-0.8036597694062448,23.70325380814731,11.353323389623403,25.78096531112919,23.74222279502685,26.66689252182489,24.298682262903295,69.20102607094778,445.52005912532496,277.01593959706156,-3.0607565759643043,462.06738669061804,108,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,759.0000000000002,325.8999999999998,7305.3,10150.099999999997,1413.1000000000001,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1203,463.4146341,3,Eleven,SW11011,2020-06-20,2020-08-10,61,1.2572436650071577,3.2760354084061625,2.3693701165520435,7.254781213727602,18.393931404371855,35.81562329508233,105.36159732980701,16.024561287819814,15.11789599596569,105.36159732980701,2.9254570352531237,2.8843742804864254,23.77671723113104,28.0618658711086,32.54845452412276,19.863684175675644,25.87502524591023,-39.209429862381754,997.7402889433536,11.524956154945464,21.519930163288578,226.5316568431377,-1.287480565354269,22.134450774260188,10.38270415640941,25.000842501107375,23.135859102762115,26.07422477722436,23.911109760656203,67.5183984111539,426.95131212089825,273.53165684313774,-4.017549766598352,443.90599957382426,112,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,759.0000000000002,325.8999999999998,7305.3,10150.099999999997,1413.1000000000001,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1204,448.78048780000006,3,Zebra,,2020-06-20,2020-08-11,61,1.1301377437213207,2.939899965009595,2.392807845029669,6.834180427314199,17.042633520106644,34.69486938436856,106.03003493803854,14.649825675076977,14.10273355509705,106.03003493803854,2.3568543412682015,1.94682332323626,22.350784398678254,25.94505236956039,33.00605459812544,19.392702337315306,26.229076472907025,-34.94817679719667,900.8732253038155,6.530019103276761,22.051546440699916,229.852053476035,-3.1828484892194537,18.33950074081068,8.446063771913273,23.428726353777993,22.35290723944184,24.824077032299655,23.63427113900401,64.10395130736347,354.0497862913827,276.852053476035,-7.283862076128774,372.0697981603292,113,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,759.0000000000002,325.8999999999998,7305.3,10150.099999999997,1413.1000000000001,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1205,469.91869919999993,3,Bjarne,,2020-06-19,2020-08-05,60,1.2699362169175008,3.197856286424305,2.435206653064371,7.191602348870162,18.492448295510947,35.45510378424037,108.6320315511197,16.057241642446574,15.29459200908664,108.6320315511197,2.6905697028667377,2.4791366750009227,23.654475019720707,27.937534060285977,32.78517285504503,19.9659952350048,26.169617553355923,-39.63091504495512,993.940483881192,10.016663861830239,22.016525028501256,232.2358118465135,-2.108069977110767,21.2717800567725,10.343339536243715,24.85261059879678,23.301896990027746,25.85204894140262,24.07052259303656,67.39335140577822,416.3145887056817,279.23581184651346,-4.806894626375125,433.5774961938535,107,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,759.0000000000002,325.8999999999998,7305.3,10150.099999999997,1413.1000000000001,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1206,526.8292683,3,Demonstrant,NK01568 ,2020-06-21,2020-08-11,62,1.3012388263848407,3.175300752784363,2.3597594435388656,7.048640133259408,18.332584390526133,35.886705276027776,112.55133934323011,15.972824946987268,15.157283637741768,112.55133934323011,2.68960323564502,2.561240767474972,23.75763895183672,28.007791309550974,32.91850486862297,20.4027958488747,26.438739038934276,-38.38348884366058,990.9911491890559,10.551742768858746,21.194414162282527,234.67064486507732,-2.0990909941026503,22.151668824665904,10.326609728004373,24.97303629289993,23.29035520813694,26.08054647397706,24.12300872174152,67.36881488786429,412.44791132998074,281.67064486507735,-4.338310872281734,429.39159305755567,113,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,759.0000000000002,325.8999999999998,7305.3,10150.099999999997,1413.1000000000001,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1207,486.1788618,4,PS-1,,2020-06-20,2020-08-08,61,1.1621743832943068,3.0298739545119346,2.252361374759742,7.322255211432889,17.72060070196167,35.926718931605116,94.36023646054633,15.468239327201925,14.690726747449736,94.36023646054633,2.6452121509698214,2.521780180818118,23.414118535798906,27.424590681396293,32.991327145771365,19.013325337983545,24.71604154585237,-37.32249248310064,959.1948628222033,10.166952893491917,21.131260399954538,231.85740511856287,-1.6760282574398033,21.607932734840105,9.750921513829727,24.607386055096452,22.97605926245784,25.911917871295543,23.99318207025004,66.33547911851653,402.6721240098894,278.8574051185629,-4.5395556591601025,419.61217145822917,110,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,759.0000000000002,325.8999999999998,7305.3,10150.099999999997,1413.1000000000001,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1208,512.195122,4,Willy,GN10521,2020-06-20,2020-08-12,61,1.3803830681893954,3.6316564853738345,3.2280933672019856,8.293877218102502,20.020664834233347,39.04870919091435,130.4950408231014,16.79257146703136,16.389008348859512,130.4950408231014,2.654836535356287,1.7671623066473405,25.099628327960705,29.246274821402693,37.95115297642764,22.072182205683276,31.270166855511782,-40.24022116836061,1023.6968127487555,7.4887468148478185,27.75198506445217,258.36813470013794,-4.128547991925096,18.19488445644901,9.307685778516772,26.174919455142213,25.429966603348355,27.454263442121984,26.697542237310678,73.89301605366572,434.9976837426696,313.36813470013794,-9.438844663064726,457.19277734913635,114,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,759.0000000000002,325.8999999999998,7305.3,10150.099999999997,1413.1000000000001,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1209,479.6747967,4,Rabagast,GN07501,2020-06-21,2020-08-07,62,1.22503293941661,3.1769630955898043,2.2835435832202107,7.21115022705801,18.90825585426083,36.264392084738745,109.81051706788921,16.624712271040618,15.731292758671025,109.81051706788921,2.8453496685427893,2.8253517476242984,24.332732425739557,28.821925034519417,33.16386534466303,20.240127269655602,25.933181630811617,-41.443389295438394,1033.2195167572206,11.04007202189595,21.760194991638024,241.35321166696116,-1.5322756820240633,22.957793282759596,11.277408274414038,25.56293196832803,23.75432539260988,26.510427435277297,24.435628725579992,68.66659822039608,435.7915611061625,288.35321166696116,-3.395616774811254,452.38596004670904,109,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,759.0000000000002,325.8999999999998,7305.3,10150.099999999997,1413.1000000000001,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1210,502.4390244,4,,SW11230,2020-06-21,2020-08-09,62,1.1852561723834505,3.1016657806337897,2.319545867185603,7.483640833367923,18.553037339691368,36.04461029867194,98.22452189765289,16.233491472505765,15.45137155905758,98.22452189765289,2.698529521698526,2.5528310882724714,24.024159179724435,28.442239932912656,33.240204819150044,19.391735428330264,25.097274632233006,-40.51906385835018,1005.2942848882736,10.552371997250976,21.992574847466035,239.7551964863444,-1.6247220016773882,22.61555424593593,10.757277406169328,25.283014472711137,23.66255916808381,26.30792123616023,24.434922803513672,68.10638613372338,433.59046029715205,286.7551964863444,-3.5556045435912784,450.3518052509372,111,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,759.0000000000002,325.8999999999998,7305.3,10150.099999999997,1413.1000000000001,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1211,479.6747967,4,Caress,SW01074,2020-06-20,2020-08-10,61,1.1300787220608277,2.9609838895917306,2.196943507984461,7.006319755670935,18.166798166096925,36.207681135543055,106.08006343831609,15.969854658112462,15.205814276505196,106.08006343831609,2.594945549138172,2.4802085275516568,23.820135337021078,27.95935086929098,33.63203798641569,20.059246983068373,25.78266350261072,-40.59461649674111,988.7528947510386,9.691963958244733,21.559648614525187,249.13664324348196,-2.0121975335056987,22.100882167023386,10.48499785977731,24.989790915451184,23.45114357036247,26.17721104977045,24.430100782284747,67.23393531441653,437.1725112293829,296.13664324348196,-3.4711326110336596,453.8116281735534,112,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,759.0000000000002,325.8999999999998,7305.3,10150.099999999997,1413.1000000000001,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1212,478.0487805,4,Alarm,GN11542,2020-06-21,2020-08-13,62,1.4684227853346372,3.5736541207609,3.4296020866628094,8.206498535827082,19.331001660828697,38.02380812427054,133.95588953459745,15.901399574165886,15.757347540067796,133.95588953459745,2.2492833695243526,1.021494568957319,24.134383471623494,27.99152822204619,37.62537077847621,21.686190844703567,31.748463112581966,-36.36158101083207,959.8460558138768,5.454347464772848,27.853103406716464,250.24077904408728,-5.26906177487563,16.086530516215376,7.923077340206356,25.182048031495448,24.912649478696615,26.57698003892667,26.330269230006742,72.02007965375708,387.2357691593711,305.2407790440873,-11.64305620863992,410.34487920297033,115,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,759.0000000000002,325.8999999999998,7305.3,10150.099999999997,1413.1000000000001,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1301,626.0162602,5,Demonstrant,NK01568 ,2020-06-20,2020-08-11,61,0.9355106100985066,2.3768483359654895,1.7888471022210801,5.780108934018529,20.01677364441049,38.65310209132724,166.2374501004187,18.227926542189408,17.639925308445,166.2374501004187,2.0293389596113918,1.9018013524673685,26.284674039430374,31.285215688712842,36.86238830743313,25.139705194237187,30.36352393685938,-52.345062761291565,1117.195641881141,10.426315114022431,22.82007863144795,360.48111296944734,-2.0696594868888223,28.333192799596613,13.905769540607405,27.605975182324688,26.447788767566294,28.44503580621488,27.173124312760574,72.47313919429148,617.6619929331629,407.4811129694474,3.9014204206736376,631.9391260047721,113,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,759.0000000000002,325.8999999999998,7305.3,10150.099999999997,1413.1000000000001,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1302,591.8699187000002,5,PS-1,,2020-06-20,2020-08-11,61,0.9653954258399202,2.489425183724539,1.6787881721868074,6.156483723668917,20.809924757969938,39.57325261656383,153.3858947311364,19.131136585783132,18.320499574245403,153.3858947311364,2.3346667694223497,2.473788512085358,27.30108421784965,32.77283406275014,36.774736002613224,25.073406293858596,29.564348873425917,-55.98411372805633,1180.293675608497,13.91897458009214,22.362886977914968,359.1005700752577,-0.6783581226842582,30.85485934192046,15.289607540074705,28.737727407770034,27.076343611715934,29.391330696046328,27.4945272428941,74.82126636114134,681.722237243496,406.1005700752577,6.350017503213621,695.1399013861535,113,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,759.0000000000002,325.8999999999998,7305.3,10150.099999999997,1413.1000000000001,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
