Plot_ID,GrainYield,Block,iBlock,Entry,Name,Blue,Green,Red,RedEdge,NIR,NDVI,MTCI,DVI,GDVI,MTCI_CI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR,Pedigree,MEAN Average temperature at 2m altitude (TM),MEAN Maximum air temperature at 2m altitude (TX),MEAN Minimum air temperature at 2m altitude (TN),MEAN Precipitation (RR),MEAN Relative humidity in 2m,MEAN Relative humidity in 2m.1,MEAN Wind gust (FG2),MEAN Wind speed in 2m,MEDIAN Average temperature at 2m altitude (TM),MEDIAN Maximum air temperature at 2m altitude (TX),MEDIAN Minimum air temperature at 2m altitude (TN),MEDIAN Precipitation (RR),MEDIAN Relative humidity in 2m,MEDIAN Relative humidity in 2m.1,MEDIAN Wind gust (FG2),MEDIAN Wind speed in 2m,MODE Average temperature at 2m altitude (TM),MODE Maximum air temperature at 2m altitude (TX),MODE Minimum air temperature at 2m altitude (TN),MODE Precipitation (RR),MODE Relative humidity in 2m,MODE Relative humidity in 2m.1,MODE Wind gust (FG2),MODE Wind speed in 2m,SUM Average temperature at 2m altitude (TM),SUM Maximum air temperature at 2m altitude (TX),SUM Minimum air temperature at 2m altitude (TN),SUM Precipitation (RR),SUM Relative humidity in 2m,SUM Relative humidity in 2m.1,SUM Wind gust (FG2),SUM Wind speed in 2m,MIN Average temperature at 2m altitude (TM),MIN Maximum air temperature at 2m altitude (TX),MIN Minimum air temperature at 2m altitude (TN),MIN Precipitation (RR),MIN Relative humidity in 2m,MIN Relative humidity in 2m.1,MIN Wind gust (FG2),MIN Wind speed in 2m,MAX Average temperature at 2m altitude (TM),MAX Maximum air temperature at 2m altitude (TX),MAX Minimum air temperature at 2m altitude (TN),MAX Precipitation (RR),MAX Relative humidity in 2m,MAX Relative humidity in 2m.1,MAX Wind gust (FG2),MAX Wind speed in 2m,STD_DEV Average temperature at 2m altitude (TM),STD_DEV Maximum air temperature at 2m altitude (TX),STD_DEV Minimum air temperature at 2m altitude (TN),STD_DEV Precipitation (RR),STD_DEV Relative humidity in 2m,STD_DEV Relative humidity in 2m.1,STD_DEV Wind gust (FG2),STD_DEV Wind speed in 2m,QUANTILE_25 Average temperature at 2m altitude (TM),QUANTILE_25 Maximum air temperature at 2m altitude (TX),QUANTILE_25 Minimum air temperature at 2m altitude (TN),QUANTILE_25 Precipitation (RR),QUANTILE_25 Relative humidity in 2m,QUANTILE_25 Relative humidity in 2m.1,QUANTILE_25 Wind gust (FG2),QUANTILE_25 Wind speed in 2m,QUANTILE_50 Average temperature at 2m altitude (TM),QUANTILE_50 Maximum air temperature at 2m altitude (TX),QUANTILE_50 Minimum air temperature at 2m altitude (TN),QUANTILE_50 Precipitation (RR),QUANTILE_50 Relative humidity in 2m,QUANTILE_50 Relative humidity in 2m.1,QUANTILE_50 Wind gust (FG2),QUANTILE_50 Wind speed in 2m,QUANTILE_75 Average temperature at 2m altitude (TM),QUANTILE_75 Maximum air temperature at 2m altitude (TX),QUANTILE_75 Minimum air temperature at 2m altitude (TN),QUANTILE_75 Precipitation (RR),QUANTILE_75 Relative humidity in 2m,QUANTILE_75 Relative humidity in 2m.1,QUANTILE_75 Wind gust (FG2),QUANTILE_75 Wind speed in 2m,Staur_Env,Vollebekk_Env
101,499.624440227704,1,1,1,Zebra,2.730156336811609,6.636563233136743,5.81061061643797,12.271556624553355,29.092428397903227,43.96948246928902,164.32543362260645,24.224896674622315,23.163381888856144,164.32543362260645,4.732359513023902,3.2340678831474916,32.37220007736444,39.689907385089036,40.36910232073979,25.945329888066006,37.04315002162899,-62.19917979351226,1495.9543919079852,15.45039355816359,35.13551929674264,276.77489881660983,-1.3575439498654223,28.90776867172647,16.646328774083162,34.02051975565931,31.869644666211173,33.669053405118454,31.23552873548591,95.487265763742,622.6739616877493,338.7748988166099,-6.272950924032697,647.3108707413395,Ralle/Dragon,14.241441441441436,20.05675675675676,8.486486486486486,2.625759309798398,72.75045045045044,96.04954954954943,13.500000000000004,13.893693693693697,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,14.1,18.2,11.3,0.0,86.0,99.9,15.9,15.2,1580.8000000000002,2226.3000000000006,942.0,291.4592833876222,8075.3,10661.499999999998,1498.5,1542.2000000000003,2.6,4.6,-5.0,0.0,31.5,39.9,6.6,7.0,24.1,33.1,18.3,21.2,94.5,99.9,19.0,19.5,4.155926074862441,5.043458799125522,4.466206168886245,4.67889617773671,13.428564357530588,7.977854278323154,3.265995602067963,3.4660241639843643,12.3,17.75,5.800000000000001,0.0,62.55,95.65,11.2,11.55,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,16.8,22.950000000000003,11.5,2.838273615635182,84.0,99.9,15.95,16.8,0,1
102,515.53275142315,1,1,11,GN14547,2.592873006014443,6.884700831769295,5.349382607272589,12.983169706931665,30.824851029049494,45.23616897291637,147.3227706211758,26.313920209970547,24.581058427047736,147.3227706211758,5.827146050251555,5.222711231839231,34.04035669450998,41.611940662259826,40.10862331188045,25.35516378935683,35.31444759692568,-76.6586321929287,1648.1496839151453,20.33760655754073,35.34481020446327,259.93981371513615,1.2976424672437148,30.657245852662115,19.372180229640026,35.52363489499363,32.25828498925472,34.800715447171676,31.23693218476511,98.45385036557795,721.8769145019025,321.9398137151361,-3.1314696163741234,745.3229990519854,SW45126/NK01533,14.241441441441436,20.05675675675676,8.486486486486486,2.625759309798398,72.75045045045044,96.04954954954943,13.500000000000004,13.893693693693697,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,14.1,18.2,11.3,0.0,86.0,99.9,15.9,15.2,1580.8000000000002,2226.3000000000006,942.0,291.4592833876222,8075.3,10661.499999999998,1498.5,1542.2000000000003,2.6,4.6,-5.0,0.0,31.5,39.9,6.6,7.0,24.1,33.1,18.3,21.2,94.5,99.9,19.0,19.5,4.155926074862441,5.043458799125522,4.466206168886245,4.67889617773671,13.428564357530588,7.977854278323154,3.265995602067963,3.4660241639843643,12.3,17.75,5.800000000000001,0.0,62.55,95.65,11.2,11.55,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,16.8,22.950000000000003,11.5,2.838273615635182,84.0,99.9,15.95,16.8,0,1
103,529.5010246679317,1,1,13,Tarrafal,2.5010961338481175,6.534736313356273,5.489295514462977,12.598181086954842,31.084613028201545,44.74867016952372,154.76844882880033,26.48470437028171,25.125276853024065,154.76844882880033,5.079080978401448,3.928803571509555,33.98201784475416,41.61904955572298,40.8528487074363,25.757591409882366,36.21120220198444,-79.58473114023693,1643.459362907209,16.6459115204426,37.05218431490054,281.1059941385074,-0.1530564754843428,29.83627332182115,19.463343379335186,35.4540546263535,32.90645968707996,34.58726760065587,31.841915774712227,98.63013143431613,732.5034143743324,343.1059941385075,-3.5568120273821817,756.3044789680634,,14.241441441441436,20.05675675675676,8.486486486486486,2.625759309798398,72.75045045045044,96.04954954954943,13.500000000000004,13.893693693693697,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,14.1,18.2,11.3,0.0,86.0,99.9,15.9,15.2,1580.8000000000002,2226.3000000000006,942.0,291.4592833876222,8075.3,10661.499999999998,1498.5,1542.2000000000003,2.6,4.6,-5.0,0.0,31.5,39.9,6.6,7.0,24.1,33.1,18.3,21.2,94.5,99.9,19.0,19.5,4.155926074862441,5.043458799125522,4.466206168886245,4.67889617773671,13.428564357530588,7.977854278323154,3.265995602067963,3.4660241639843643,12.3,17.75,5.800000000000001,0.0,62.55,95.65,11.2,11.55,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,16.8,22.950000000000003,11.5,2.838273615635182,84.0,99.9,15.95,16.8,0,1
104,544.5039848197345,1,1,14,GN12760,2.435992444856112,6.382933175546482,5.114913534994974,12.268242565771448,31.222147044169585,45.799528506399554,161.25649482377517,26.923629496703775,25.484632937037922,161.25649482377517,5.214960371241874,4.437014597795394,34.69675915072778,42.50320340079181,41.468851253764726,27.05235646091051,36.69544702388114,-85.77125276035815,1672.9776321888605,20.257647476482482,36.203515725364305,304.1009955037681,1.1996239930131931,31.693016816751253,20.282225514323688,36.24507829615353,33.499862424171916,35.402729092522954,32.40014715368097,99.82367805346985,852.238849593556,366.1009955037681,-0.6187597768973714,875.0008727454609,NK02529/NK01533//NK01568,14.241441441441436,20.05675675675676,8.486486486486486,2.625759309798398,72.75045045045044,96.04954954954943,13.500000000000004,13.893693693693697,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,14.1,18.2,11.3,0.0,86.0,99.9,15.9,15.2,1580.8000000000002,2226.3000000000006,942.0,291.4592833876222,8075.3,10661.499999999998,1498.5,1542.2000000000003,2.6,4.6,-5.0,0.0,31.5,39.9,6.6,7.0,24.1,33.1,18.3,21.2,94.5,99.9,19.0,19.5,4.155926074862441,5.043458799125522,4.466206168886245,4.67889617773671,13.428564357530588,7.977854278323154,3.265995602067963,3.4660241639843643,12.3,17.75,5.800000000000001,0.0,62.55,95.65,11.2,11.55,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,16.8,22.950000000000003,11.5,2.838273615635182,84.0,99.9,15.95,16.8,0,1
105,529.5010246679317,1,1,4,Bjarne,2.4437931868445615,6.538686753769705,5.222021572191418,12.900845856958838,32.13339395087524,45.834018585478034,151.22225850965137,27.747349803509724,26.21227058890498,151.22225850965137,5.411558748503426,4.639415301205153,35.23007381173841,43.26456650095819,41.30673870046631,26.369073740973512,35.64545957375211,-86.98886044562062,1726.244156794773,19.6344896891979,37.183383213146904,288.8475357178306,1.2227560699687556,32.22466262794387,21.14188662517757,36.7485298111322,33.865780751155484,35.65582214555735,32.51742952354816,101.06742637845949,798.581637733295,350.8475357178305,-1.517121280989733,821.4254641128873,SvB87293/Bastian,14.241441441441436,20.05675675675676,8.486486486486486,2.625759309798398,72.75045045045044,96.04954954954943,13.500000000000004,13.893693693693697,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,14.1,18.2,11.3,0.0,86.0,99.9,15.9,15.2,1580.8000000000002,2226.3000000000006,942.0,291.4592833876222,8075.3,10661.499999999998,1498.5,1542.2000000000003,2.6,4.6,-5.0,0.0,31.5,39.9,6.6,7.0,24.1,33.1,18.3,21.2,94.5,99.9,19.0,19.5,4.155926074862441,5.043458799125522,4.466206168886245,4.67889617773671,13.428564357530588,7.977854278323154,3.265995602067963,3.4660241639843643,12.3,17.75,5.800000000000001,0.0,62.55,95.65,11.2,11.55,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,16.8,22.950000000000003,11.5,2.838273615635182,84.0,99.9,15.95,16.8,0,1
106,543.0812903225807,1,2,16,GN16509,2.3044258738907284,6.561651456387937,4.936980831983312,12.87722821756865,32.720402910367795,46.99246720612892,154.99480303634996,28.572627580215865,26.84387543455642,154.99480303634996,5.88189620690183,5.531774498513131,36.21868288087938,44.53910294999192,41.88716309207016,27.277977693057743,35.921356886543904,-92.44644346987035,1783.5077406393298,22.167024528245634,36.916240037700376,308.437207942745,2.462232422526278,34.63468464347027,22.418054759627015,37.79356036114179,34.54013777057029,36.62072161209911,33.07103058053136,102.90386854196349,880.7814445606009,370.437207942745,1.1094588743735632,902.5707154881094,Syn/Avle//Bjarne/3/NK01513,14.241441441441436,20.05675675675676,8.486486486486486,2.625759309798398,72.75045045045044,96.04954954954943,13.500000000000004,13.893693693693697,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,14.1,18.2,11.3,0.0,86.0,99.9,15.9,15.2,1580.8000000000002,2226.3000000000006,942.0,291.4592833876222,8075.3,10661.499999999998,1498.5,1542.2000000000003,2.6,4.6,-5.0,0.0,31.5,39.9,6.6,7.0,24.1,33.1,18.3,21.2,94.5,99.9,19.0,19.5,4.155926074862441,5.043458799125522,4.466206168886245,4.67889617773671,13.428564357530588,7.977854278323154,3.265995602067963,3.4660241639843643,12.3,17.75,5.800000000000001,0.0,62.55,95.65,11.2,11.55,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,16.8,22.950000000000003,11.5,2.838273615635182,84.0,99.9,15.95,16.8,0,1
107,562.3523339658444,1,2,23,SG-U784-16,2.233101477484901,6.429158830905987,4.328995762039927,12.78882749285017,32.98368446178695,47.87860747170539,139.9812101436434,29.210082301820535,27.084491150367626,139.9812101436434,6.296220422287143,6.664785186337234,36.88799794927557,45.2392574525585,41.98961773217496,26.848849567791746,34.41592456338409,-89.97759101415562,1837.6285841673484,22.79161923146323,35.565378233364726,294.98529604523844,2.3046873249567335,35.317234913204906,23.377268130593485,38.409723566060734,34.51547271893995,37.226955407977066,33.0425519838455,103.57206778405519,806.8454335697104,356.98529604523844,0.6028584345359369,828.1182144187864,,14.241441441441436,20.05675675675676,8.486486486486486,2.625759309798398,72.75045045045044,96.04954954954943,13.500000000000004,13.893693693693697,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,14.1,18.2,11.3,0.0,86.0,99.9,15.9,15.2,1580.8000000000002,2226.3000000000006,942.0,291.4592833876222,8075.3,10661.499999999998,1498.5,1542.2000000000003,2.6,4.6,-5.0,0.0,31.5,39.9,6.6,7.0,24.1,33.1,18.3,21.2,94.5,99.9,19.0,19.5,4.155926074862441,5.043458799125522,4.466206168886245,4.67889617773671,13.428564357530588,7.977854278323154,3.265995602067963,3.4660241639843643,12.3,17.75,5.800000000000001,0.0,62.55,95.65,11.2,11.55,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,16.8,22.950000000000003,11.5,2.838273615635182,84.0,99.9,15.95,16.8,0,1
108,653.2754459203037,1,2,12,SG-S1393-13,2.597306416468005,6.855230383470741,5.170911547060163,13.205255410241438,33.86211464985634,46.801407416572914,169.2750860840066,29.445938725732898,27.663552381995093,169.2750860840066,5.942242803413311,5.5581970209998275,36.81566803573821,45.67762223478121,41.716830216594424,27.706150058748023,37.0770421818286,-89.90185798797238,1838.0517772934859,21.890842946390684,37.428506442558515,301.3275932690818,1.8061842620461486,35.44699303630552,23.458281007257153,38.47702971220691,35.140780439905924,36.91793183029016,33.31509404273905,104.90898903166939,802.4989496411138,363.3275932690818,-0.0916313554504462,824.5816070435079,,14.241441441441436,20.05675675675676,8.486486486486486,2.625759309798398,72.75045045045044,96.04954954954943,13.500000000000004,13.893693693693697,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,14.1,18.2,11.3,0.0,86.0,99.9,15.9,15.2,1580.8000000000002,2226.3000000000006,942.0,291.4592833876222,8075.3,10661.499999999998,1498.5,1542.2000000000003,2.6,4.6,-5.0,0.0,31.5,39.9,6.6,7.0,24.1,33.1,18.3,21.2,94.5,99.9,19.0,19.5,4.155926074862441,5.043458799125522,4.466206168886245,4.67889617773671,13.428564357530588,7.977854278323154,3.265995602067963,3.4660241639843643,12.3,17.75,5.800000000000001,0.0,62.55,95.65,11.2,11.55,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,16.8,22.950000000000003,11.5,2.838273615635182,84.0,99.9,15.95,16.8,0,1
109,649.1366982922202,1,2,25,DC13242,2.352567810401066,6.188788464376726,4.947131404180045,12.110654859535448,33.384817724932596,46.4886355199017,172.35597686971548,29.17169635225226,27.669013022598545,172.35597686971548,5.077877714172337,4.340682212697,36.40843918555405,44.90784948519361,42.432439970265534,27.955357428976292,37.45948249390519,-93.69400381961574,1810.4091143212847,17.864936069958418,38.00833543693211,314.62566979451066,0.15432880622142828,33.415999496444314,23.05876491397399,37.94204203581606,35.16900266062014,36.48216387386258,33.54114581371982,103.71735225117443,841.9295495623685,376.62566979451066,-0.0645857069940825,864.1750552789516,,14.241441441441436,20.05675675675676,8.486486486486486,2.625759309798398,72.75045045045044,96.04954954954943,13.500000000000004,13.893693693693697,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,14.1,18.2,11.3,0.0,86.0,99.9,15.9,15.2,1580.8000000000002,2226.3000000000006,942.0,291.4592833876222,8075.3,10661.499999999998,1498.5,1542.2000000000003,2.6,4.6,-5.0,0.0,31.5,39.9,6.6,7.0,24.1,33.1,18.3,21.2,94.5,99.9,19.0,19.5,4.155926074862441,5.043458799125522,4.466206168886245,4.67889617773671,13.428564357530588,7.977854278323154,3.265995602067963,3.4660241639843643,12.3,17.75,5.800000000000001,0.0,62.55,95.65,11.2,11.55,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,16.8,22.950000000000003,11.5,2.838273615635182,84.0,99.9,15.95,16.8,0,1
110,564.809715370019,1,2,3,Krabat,2.6328571285242997,6.72507679700237,5.23104458741953,12.67985843815092,31.950472018346463,46.128782546724956,163.31270932239272,27.57294475900291,25.98340170132628,163.31270932239272,5.586251878060908,4.987866252675937,35.341638713130216,43.58763718935643,41.38174252647203,27.361070845049472,36.95182094551349,-81.40940563337418,1717.9584078472399,20.4888995036676,36.02442821128653,295.0234695829259,1.1147895792704046,33.22371817898166,21.139529403534475,37.00190143717576,33.9706847563117,35.955120068523655,32.63904931921778,101.53123586734237,778.3695703707384,357.0234695829259,-1.2059065699453537,801.0085496903707,T1005/NK93512,14.241441441441436,20.05675675675676,8.486486486486486,2.625759309798398,72.75045045045044,96.04954954954943,13.500000000000004,13.893693693693697,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,14.1,18.2,11.3,0.0,86.0,99.9,15.9,15.2,1580.8000000000002,2226.3000000000006,942.0,291.4592833876222,8075.3,10661.499999999998,1498.5,1542.2000000000003,2.6,4.6,-5.0,0.0,31.5,39.9,6.6,7.0,24.1,33.1,18.3,21.2,94.5,99.9,19.0,19.5,4.155926074862441,5.043458799125522,4.466206168886245,4.67889617773671,13.428564357530588,7.977854278323154,3.265995602067963,3.4660241639843643,12.3,17.75,5.800000000000001,0.0,62.55,95.65,11.2,11.55,14.8,20.1,9.3,0.4,73.9,98.8,14.5,15.2,16.8,22.950000000000003,11.5,2.838273615635182,84.0,99.9,15.95,16.8,0,1
