Plot_ID,GrainYield,Replicates,Block,Name,Line,Maturity_Date,Days2Heading,Days2Maturity,Blue,Green,Red,RedEdge,NIR,NDVI,MTCI,DVI,GDVI,MTCI_CI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR,Lodging,MEAN Average temperature at 2m altitude (TM),MEAN Maximum air temperature at 2m altitude (TX),MEAN Minimum air temperature at 2m altitude (TN),MEAN Precipitation (RR),MEAN Relative humidity in 2m,MEAN Relative humidity in 2m.1,MEAN Wind gust (FG2),MEAN Wind speed in 2m,MEDIAN Average temperature at 2m altitude (TM),MEDIAN Maximum air temperature at 2m altitude (TX),MEDIAN Minimum air temperature at 2m altitude (TN),MEDIAN Precipitation (RR),MEDIAN Relative humidity in 2m,MEDIAN Relative humidity in 2m.1,MEDIAN Wind gust (FG2),MEDIAN Wind speed in 2m,MODE Average temperature at 2m altitude (TM),MODE Maximum air temperature at 2m altitude (TX),MODE Minimum air temperature at 2m altitude (TN),MODE Precipitation (RR),MODE Relative humidity in 2m,MODE Relative humidity in 2m.1,MODE Wind gust (FG2),MODE Wind speed in 2m,SUM Average temperature at 2m altitude (TM),SUM Maximum air temperature at 2m altitude (TX),SUM Minimum air temperature at 2m altitude (TN),SUM Precipitation (RR),SUM Relative humidity in 2m,SUM Relative humidity in 2m.1,SUM Wind gust (FG2),SUM Wind speed in 2m,MIN Average temperature at 2m altitude (TM),MIN Maximum air temperature at 2m altitude (TX),MIN Minimum air temperature at 2m altitude (TN),MIN Precipitation (RR),MIN Relative humidity in 2m,MIN Relative humidity in 2m.1,MIN Wind gust (FG2),MIN Wind speed in 2m,MAX Average temperature at 2m altitude (TM),MAX Maximum air temperature at 2m altitude (TX),MAX Minimum air temperature at 2m altitude (TN),MAX Precipitation (RR),MAX Relative humidity in 2m,MAX Relative humidity in 2m.1,MAX Wind gust (FG2),MAX Wind speed in 2m,STD_DEV Average temperature at 2m altitude (TM),STD_DEV Maximum air temperature at 2m altitude (TX),STD_DEV Minimum air temperature at 2m altitude (TN),STD_DEV Precipitation (RR),STD_DEV Relative humidity in 2m,STD_DEV Relative humidity in 2m.1,STD_DEV Wind gust (FG2),STD_DEV Wind speed in 2m,QUANTILE_25 Average temperature at 2m altitude (TM),QUANTILE_25 Maximum air temperature at 2m altitude (TX),QUANTILE_25 Minimum air temperature at 2m altitude (TN),QUANTILE_25 Precipitation (RR),QUANTILE_25 Relative humidity in 2m,QUANTILE_25 Relative humidity in 2m.1,QUANTILE_25 Wind gust (FG2),QUANTILE_25 Wind speed in 2m,QUANTILE_50 Average temperature at 2m altitude (TM),QUANTILE_50 Maximum air temperature at 2m altitude (TX),QUANTILE_50 Minimum air temperature at 2m altitude (TN),QUANTILE_50 Precipitation (RR),QUANTILE_50 Relative humidity in 2m,QUANTILE_50 Relative humidity in 2m.1,QUANTILE_50 Wind gust (FG2),QUANTILE_50 Wind speed in 2m,QUANTILE_75 Average temperature at 2m altitude (TM),QUANTILE_75 Maximum air temperature at 2m altitude (TX),QUANTILE_75 Minimum air temperature at 2m altitude (TN),QUANTILE_75 Precipitation (RR),QUANTILE_75 Relative humidity in 2m,QUANTILE_75 Relative humidity in 2m.1,QUANTILE_75 Wind gust (FG2),QUANTILE_75 Wind speed in 2m,Staur_Env,Vollebekk_Env
1628,744.0,2.0,16.0,GN11646,1528.0,2020-08-14,68,91.0,1.2146749170813913,2.9445815643890594,2.5106045220590536,6.72001576653889,18.453512622726464,43.82849498534906,169.33833420951953,15.942908100667415,15.508931058337406,169.33833420951953,2.1638836896376743,1.593618923144059,26.0623249456904,29.307415354597833,41.40576029554306,27.05746884561385,34.581926837950434,-41.016296200582175,973.933567733245,15.366354858810105,23.659752812812435,374.02708380146936,-2.232338253099712,25.339003019581195,8.74962911689422,27.027336300912296,25.969349082818677,29.619035581835885,28.253716340368996,74.63552927880886,748.396897260093,431.02708380146936,1.0857496402418862,768.0740753513012,0.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.900000000001,2383.3,977.9000000000002,312.2999999999998,7774.299999999997,10445.100000000002,1628.0999999999997,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1629,700.0,2.0,17.0,GN11641,1556.0,2020-08-11,66,88.0,1.0408098757583941,2.5646194355820953,1.8493385411695529,5.749087556379125,16.468516729896265,40.21081598436235,149.68621234757506,14.619178188726714,13.90389729431417,149.68621234757506,2.2390904542362433,2.2146359321809643,23.87166576408162,26.85960715884508,36.7309846904479,24.669716551941416,30.00816699364117,-38.28427779483642,905.7619271001045,16.358223099756692,18.84010297794554,342.5962382256557,-0.6426386796740708,25.241245795238907,8.930390239155813,24.72945375976368,23.101070343554767,27.09789172782709,25.05337772239779,66.93270861004912,705.1658093738785,392.5962382256557,3.875763852753121,720.9614428257278,0.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.900000000001,2383.3,977.9000000000002,312.2999999999998,7774.299999999997,10445.100000000002,1628.0999999999997,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1630,745.3333333333335,2.0,17.0,SW71139 (Berlock),1413.0,2020-08-13,67,90.0,1.12861597155496,2.8802153486289166,2.2558696419141473,6.576960301865636,17.890940412964724,43.58216728876888,156.1641023068153,15.635070771050579,15.01072506433581,156.1641023068153,2.3759450837887255,2.097942933737836,25.56541927357338,28.599983977098656,40.24433856907973,26.42420429421333,32.625918071847494,-40.94822707871402,963.0780745316256,18.532318529301012,21.745635071809055,371.9032583643694,-0.4671592653914034,27.05475134960873,9.195431863910741,26.345371454573883,24.879525802375717,28.954483663307993,27.082061946254093,72.4524597274409,820.2488784982891,426.9032583643694,4.637460100062316,838.0042784473229,0.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.900000000001,2383.3,977.9000000000002,312.2999999999998,7774.299999999997,10445.100000000002,1628.0999999999997,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1631,604.0,2.0,17.0,Bjarne/LW91W86,1426.0,2020-08-16,69,93.0,1.27326357258587,3.4369688208809897,2.685416343078635,7.740632002003909,20.754116692414705,44.92252567646396,165.66769695378224,18.068700349336073,17.317147871533713,165.66769695378224,2.9152577260974746,2.5926436666683754,28.107268302855285,32.53533925818336,41.406695630966965,27.206579008573154,33.59250675798916,-47.68007543797734,1114.1841200722586,18.840657116780513,25.05425776830406,400.6926639244569,-0.1494321630864929,30.309464032644485,11.530541870771435,29.342161004076697,27.63049561942915,31.313368689861186,29.195387381202558,79.99524318503404,887.6282808546079,457.69266392445695,4.529826835331324,906.1906638064727,20.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.900000000001,2383.3,977.9000000000002,312.2999999999998,7774.299999999997,10445.100000000002,1628.0999999999997,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1632,685.3333333333334,2.0,17.0,GN14540,1602.0,2020-08-09,66,86.0,1.0207041235905807,2.545606590261584,1.8267457792095596,5.8504861999096205,17.333424145749056,40.720761727628165,155.11562000951577,15.506678366539493,14.78781755548747,155.11562000951577,2.243763277723027,2.2319257770912277,24.778734169944492,28.283994519399457,37.31984163048443,25.246380973429986,30.352620989945517,-41.401779968446945,959.1551344344508,17.254815222523433,19.587038924606997,359.06255798042577,-0.5129796867421481,27.20763099676772,10.124971500107865,25.785594703579676,24.156517033693863,27.90386972911749,25.877816244378078,69.25455897321861,757.3085251540236,409.0625579804258,5.437976776170992,772.5952376096233,0.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.900000000001,2383.3,977.9000000000002,312.2999999999998,7774.299999999997,10445.100000000002,1628.0999999999997,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1633,658.6666666666666,2.0,17.0,GN12661,1608.0,2020-08-11,66,88.0,1.062277826292364,2.5746092471708035,1.9481200029129357,5.87298590361348,17.004574389383194,39.98665148347085,154.81204160648653,15.056454386470259,14.429965142212389,154.81204160648653,2.138820665136307,1.9860619082289999,24.20323164619232,27.54663727786391,37.00759464870629,24.861017864612485,30.370136219063923,-39.27242481326946,928.4468329585302,15.809046047598358,19.826044597742303,351.9656291333698,-1.2147690777088038,25.650040794298988,9.389094407624349,25.177520121744923,23.75335925072472,27.3226593462099,25.551264966326208,68.14034176534163,710.2738926670007,401.9656291333698,3.9323457386151768,726.2100232062634,0.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.900000000001,2383.3,977.9000000000002,312.2999999999998,7774.299999999997,10445.100000000002,1628.0999999999997,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1635,682.6666666666666,2.0,18.0,GN03531,46.0,2020-08-11,66,88.0,1.0441357519315921,2.579125246572462,1.8325244126686133,5.9762625732873085,17.693479074206618,41.056676091263405,156.2391269241764,15.860954661538006,15.114353827634156,156.2391269241764,2.281590328544717,2.29518139738112,25.186769821740956,28.90294167414973,37.529257716263594,25.410376435631612,30.299283211600326,-42.42965693446314,981.5213130484344,17.921356720130635,19.624196655411495,369.0823024616615,-0.33641843411164285,28.431621826191314,10.61519156542971,26.256844633702396,24.559616640031216,28.29780210742851,26.18610742259723,70.26350426237983,781.1246809594088,419.0823024616616,6.443521842668826,796.0890458371478,0.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.900000000001,2383.3,977.9000000000002,312.2999999999998,7774.299999999997,10445.100000000002,1628.0999999999997,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1637,670.6666666666666,2.0,18.0,Wellamo,1432.0,2020-08-11,65,88.0,1.1891739832230839,2.8653242892999704,2.161771264677455,6.478333786440391,17.89535149536612,39.7133759370448,144.71104074321119,15.733580230688668,15.030027206066151,144.71104074321119,2.379703330699402,2.2185478494509363,24.664080691488653,28.47066298446786,36.45814697651229,24.113603930094616,29.527984254681414,-40.71101256442303,972.1569348262208,16.12617899699675,20.547873244022263,336.29340942930213,-0.9872509535832905,25.997252816753807,10.119494319619534,25.742322997073448,24.152987780698403,27.55742974778443,25.594754523857656,69.81635287892917,689.9167921864985,386.29340942930213,3.221328706031796,706.1141930670286,0.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.900000000001,2383.3,977.9000000000002,312.2999999999998,7774.299999999997,10445.100000000002,1628.0999999999997,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1638,614.6666666666666,2.0,18.0,GN05507,48.0,2020-08-10,65,87.0,0.9187450099037984,2.371797757831195,1.8985790701815803,5.865305479424479,16.470793126275154,39.62267982846615,141.03571683190626,14.572214056093575,14.098995368443958,141.03571683190626,1.9262714355770116,1.6400584951539947,23.679115973100398,26.72319330984429,37.3203612065571,23.936821206766314,29.669946534006712,-38.738172385621176,893.261590871599,13.689097791970116,20.44047907004603,343.3893468369065,-1.3836350817968088,23.846145824108962,8.761039442552523,24.568322080655552,23.482784187214904,26.83927569159747,25.485693211662955,66.80803308632385,689.4429530909221,393.3893468369065,2.625903778764899,705.7315193253964,0.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.900000000001,2383.3,977.9000000000002,312.2999999999998,7774.299999999997,10445.100000000002,1628.0999999999997,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1639,356.0,2.0,18.0,CJ9403,73.0,2020-08-06,64,83.0,0.7727951638918864,1.8956650146079945,1.246998865070149,4.349541339471501,12.700752962831519,34.66049404540608,117.53739064446063,11.45375409776137,10.805087948223525,117.53739064446063,1.771536000253953,1.921402603763739,19.46496913775669,21.31969485037545,31.30166086013134,20.898575951867716,25.09007629374195,-29.060077308252747,713.1718918471961,13.690746644759685,13.897273759124385,264.0113126703835,-0.5343131076498704,20.056255337126267,6.933234826407097,19.91540877160549,18.433624330615338,22.306513481162465,20.41786066438841,53.847033635954716,510.81139525664867,306.0113126703835,2.9940389425824927,523.567931354718,0.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.900000000001,2383.3,977.9000000000002,312.2999999999998,7774.299999999997,10445.100000000002,1628.0999999999997,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1640,712.0,2.0,18.0,GN10637,1588.0,2020-08-14,67,91.0,1.2479316553042716,2.885641062357988,2.5676612091147297,6.5632486992463885,17.618092664517466,42.50314850110314,167.89252222276448,15.050431455402736,14.732451602159479,167.89252222276448,1.9556892602969738,1.2466046298943398,24.942824514786754,27.80669128494513,40.70845441896828,26.108112802722026,34.647773834142555,-38.005437126246676,915.7450814538946,13.196795229944467,23.674767711310878,351.76076894437125,-3.3274543277319557,21.575644094099026,7.485024799448047,25.81793703923908,25.03605319759688,28.499257249951516,27.495080188368757,72.32587124602661,668.9265157849695,408.76076894437125,-1.8050132613881456,689.7914600638464,0.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.900000000001,2383.3,977.9000000000002,312.2999999999998,7774.299999999997,10445.100000000002,1628.0999999999997,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1641,,,,Bastian,,,64,,1.1935770918214184,2.7934313327332636,2.8090356189912784,6.611655874539994,17.32676640209845,40.78162204764783,166.52387111757358,14.517730783107174,14.533335069365183,166.52387111757358,1.5842499546538313,0.445031420799306,23.989245422100986,26.748835932161473,40.76967987734265,25.294857073066677,35.21953053993617,-36.0623468692254,870.4396755361096,7.866457052892303,25.86069967405482,338.91144644106447,-4.929572413975011,17.675198575181074,6.519198666898405,24.83400958024247,24.824227272506036,27.375963000545642,27.384083460925584,70.84415952983709,578.8869281782651,395.91144644106447,-5.638976262249024,601.2793493812289,1.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.900000000001,2383.3,977.9000000000002,312.2999999999998,7774.299999999997,10445.100000000002,1628.0999999999997,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1642,,,,Bastian,,,64,,2.452948977772354,4.375010435293527,4.975784917424133,7.726819660131712,14.339180412371132,28.16115682388889,134.47430843169957,9.363395494947,9.964169977077606,134.47430843169957,1.3212869753905674,-1.269801473709691,16.016398128659418,17.344290854535743,30.271537056098964,17.233708124477126,34.10928368038125,-18.291994494249266,537.7727504115958,0.32865241016876534,27.154321494307286,185.72625541035978,-9.089608746415774,-6.6290412447030365,-2.320174787013964,16.506776019862507,17.6673061836581,18.504904744594587,19.868398730357555,58.47947140894909,307.15714980892625,242.72625541035976,-24.766237562524008,339.8921057969801,1.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.900000000001,2383.3,977.9000000000002,312.2999999999998,7774.299999999997,10445.100000000002,1628.0999999999997,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1643,,2.0,6.0,Filin,16.0,,67,,3.301298124353509,5.725438095013508,7.223638755755709,10.162017070067424,17.24791574965542,24.08475167490992,149.35658674170324,10.024276993899711,11.52247765464191,149.35658674170324,0.9259393099177989,-3.461716853126685,15.293377350094591,17.59504805766915,28.676234975644707,15.17674462560109,35.84981832280785,-17.96030542088663,541.5285932042947,-3.3333253436552033,34.66106178499949,172.25668250944221,-10.674408609051564,-6.3106687577535965,-2.9217188054485197,15.940544848817467,18.647541384389985,16.904679590715418,19.939528421742214,61.24227377673441,278.21196343678383,229.25668250944216,-27.741532833034817,314.18780924403944,1.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.900000000001,2383.3,977.9000000000002,312.2999999999998,7774.299999999997,10445.100000000002,1628.0999999999997,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1644,,2.0,6.0,Zebra,4.0,,66,,2.8721708191662163,4.899284508087052,5.881734226832899,8.343383930338963,14.339083542902443,25.563587295065897,138.29152578519108,8.457349316069543,9.43979903481539,138.29152578519108,1.0446639701749871,-2.290479439304021,14.46243320759027,15.599790225721746,28.74188633029579,16.087010693258673,34.90955370790802,-15.301653643978405,468.14297021433856,-1.8039061173511157,28.849541684691182,179.4044980425601,-10.152970659248565,-9.005067316459467,-4.144821881845836,14.863308842426086,16.71152478344757,16.685753813365473,18.79699526942172,56.72846583033249,274.315920297154,236.4044980425601,-26.92521739321099,309.14606598317926,1.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.900000000001,2383.3,977.9000000000002,312.2999999999998,7774.299999999997,10445.100000000002,1628.0999999999997,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1645,,2.0,6.0,Avans,1420.0,,66,,2.0505917636030935,3.5985171217574794,3.903463855962691,6.279757275026191,12.143653750849058,29.095261556447756,139.39874460842557,8.24018989488637,8.545136629091582,139.39874460842557,1.242978623949175,-0.6233536526411132,15.220056859582249,15.583782954455728,30.450789483457253,17.889967676739232,34.28079719652804,-16.876709724472022,482.2135243249737,0.8126575618475758,23.213490727692385,187.0290036867262,-8.95509185999426,-10.22433049235028,-2.439762049364176,15.356540409790895,15.988771825040866,17.985740418958915,18.782511067207242,54.83281434123656,292.802511161635,244.0290036867262,-24.59133032794838,324.84516029984724,1.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.900000000001,2383.3,977.9000000000002,312.2999999999998,7774.299999999997,10445.100000000002,1628.0999999999997,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
