Plot_ID,GrainYield,Block,Name,CodeName,Heading_Date,Maturity_Date,Days2Heading,Blue,Green,Red,RedEdge,NIR,NDVI,MTCI,DVI,GDVI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR,Days2Maturity,MEAN Average temperature at 2m altitude (TM),MEAN Maximum air temperature at 2m altitude (TX),MEAN Minimum air temperature at 2m altitude (TN),MEAN Precipitation (RR),MEAN Relative humidity in 2m,MEAN Relative humidity in 2m.1,MEAN Wind gust (FG2),MEAN Wind speed in 2m,MEDIAN Average temperature at 2m altitude (TM),MEDIAN Maximum air temperature at 2m altitude (TX),MEDIAN Minimum air temperature at 2m altitude (TN),MEDIAN Precipitation (RR),MEDIAN Relative humidity in 2m,MEDIAN Relative humidity in 2m.1,MEDIAN Wind gust (FG2),MEDIAN Wind speed in 2m,MODE Average temperature at 2m altitude (TM),MODE Maximum air temperature at 2m altitude (TX),MODE Minimum air temperature at 2m altitude (TN),MODE Precipitation (RR),MODE Relative humidity in 2m,MODE Relative humidity in 2m.1,MODE Wind gust (FG2),MODE Wind speed in 2m,SUM Average temperature at 2m altitude (TM),SUM Maximum air temperature at 2m altitude (TX),SUM Minimum air temperature at 2m altitude (TN),SUM Precipitation (RR),SUM Relative humidity in 2m,SUM Relative humidity in 2m.1,SUM Wind gust (FG2),SUM Wind speed in 2m,MIN Average temperature at 2m altitude (TM),MIN Maximum air temperature at 2m altitude (TX),MIN Minimum air temperature at 2m altitude (TN),MIN Precipitation (RR),MIN Relative humidity in 2m,MIN Relative humidity in 2m.1,MIN Wind gust (FG2),MIN Wind speed in 2m,MAX Average temperature at 2m altitude (TM),MAX Maximum air temperature at 2m altitude (TX),MAX Minimum air temperature at 2m altitude (TN),MAX Precipitation (RR),MAX Relative humidity in 2m,MAX Relative humidity in 2m.1,MAX Wind gust (FG2),MAX Wind speed in 2m,STD_DEV Average temperature at 2m altitude (TM),STD_DEV Maximum air temperature at 2m altitude (TX),STD_DEV Minimum air temperature at 2m altitude (TN),STD_DEV Precipitation (RR),STD_DEV Relative humidity in 2m,STD_DEV Relative humidity in 2m.1,STD_DEV Wind gust (FG2),STD_DEV Wind speed in 2m,QUANTILE_25 Average temperature at 2m altitude (TM),QUANTILE_25 Maximum air temperature at 2m altitude (TX),QUANTILE_25 Minimum air temperature at 2m altitude (TN),QUANTILE_25 Precipitation (RR),QUANTILE_25 Relative humidity in 2m,QUANTILE_25 Relative humidity in 2m.1,QUANTILE_25 Wind gust (FG2),QUANTILE_25 Wind speed in 2m,QUANTILE_50 Average temperature at 2m altitude (TM),QUANTILE_50 Maximum air temperature at 2m altitude (TX),QUANTILE_50 Minimum air temperature at 2m altitude (TN),QUANTILE_50 Precipitation (RR),QUANTILE_50 Relative humidity in 2m,QUANTILE_50 Relative humidity in 2m.1,QUANTILE_50 Wind gust (FG2),QUANTILE_50 Wind speed in 2m,QUANTILE_75 Average temperature at 2m altitude (TM),QUANTILE_75 Maximum air temperature at 2m altitude (TX),QUANTILE_75 Minimum air temperature at 2m altitude (TN),QUANTILE_75 Precipitation (RR),QUANTILE_75 Relative humidity in 2m,QUANTILE_75 Relative humidity in 2m.1,QUANTILE_75 Wind gust (FG2),QUANTILE_75 Wind speed in 2m,Staur_Env,Vollebekk_Env
1101,4.536585366,1,Avle,,2020-06-21,2020-08-07,62,1.045600036391991,3.006617961451413,2.1347697172313893,7.541217493824666,19.597341451793913,36.94759330164771,106.1143902909853,17.462571734562523,16.5907234903425,2.8328661692794443,2.8508065266069136,24.71432864890912,29.30691682493739,33.93941190171766,20.434867210747473,25.861629002415285,43.38011690244017,1082.6282338425526,12.303265308926932,27.607138217197118,268.5436385804749,14.842587788986018,22.422157259666616,12.800211092209413,25.698434190040217,23.983343244931003,26.270603838153246,24.350061276940185,69.5935909268228,108.2629984878895,315.5436385804749,-0.6987149062280869,574.6916273571937,109,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,758.9999999999999,325.9,7305.299999999999,10150.1,1413.1,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1102,4.390243902000001,1,,GN10637,2020-06-21,2020-08-11,62,1.191475895466288,3.114237525500357,2.3311324883252396,7.096157765947282,17.147920589894056,35.77132549245013,100.58899091788128,14.816788101568815,14.033683064393696,2.7058666672091856,2.5565187090542074,22.557649213277752,26.294233703929553,32.55024634580418,19.484067002576133,25.444986287597622,43.08948624389319,920.3314875811336,11.008670460836301,26.130615752354974,222.66131648491435,13.498172907456746,19.4682682001464,9.190403223712433,23.541636023044646,21.886544278632243,24.81209889602318,22.84953003805328,64.67327896254352,89.78967231968213,269.6613164849143,-4.8213349468263225,418.36920906726783,113,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,758.9999999999999,325.9,7305.299999999999,10150.1,1413.1,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1103,4.097560976,1,Runar,,2020-06-19,2020-08-04,60,1.2506966517539704,3.2090154672041566,2.524641083669848,7.122272860258813,16.925992781296372,34.864177986682975,101.47799624929195,14.401351697626525,13.716977314092217,2.6426931989844937,2.3172111490508627,21.938062219397683,25.52145138500159,32.045619376519554,19.145080405996435,25.59449820065956,44.051991633077186,891.456077198964,9.778046347148546,24.94686453067421,213.76100620285172,12.74492937847894,17.71369563863877,8.417193628012118,22.877482728624813,21.44030356379603,24.131147427007953,22.432138411829023,63.595310824376064,84.65459517657132,260.7610062028518,-6.624776454554764,390.17481811388774,106,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,758.9999999999999,325.9,7305.299999999999,10150.1,1413.1,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1104,4.74796748,1,Betong,GN13618,2020-06-20,2020-08-08,61,1.1562777323415496,2.982288503320892,2.2528366084443414,6.730155553668735,16.71769903227686,35.950561039815675,107.63139765477224,14.464862423832521,13.735410528955969,2.5554626658558917,2.383779917354707,22.312772135255145,25.797222976392945,32.9202571753999,20.121991555104447,25.998358096461736,41.66873314806382,897.0698212250132,11.02587327626237,26.65765040067273,239.08052898894837,13.21129873859541,19.531508002539415,8.813243468251947,23.22997824096052,21.685309974751817,24.675164007955228,22.835775946155184,63.860622365492276,92.98063394011054,286.0805289889484,-3.9534368946510865,441.6729271924694,110,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,758.9999999999999,325.9,7305.299999999999,10150.1,1413.1,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1105,4.1138211380000005,1,Reno,,2020-06-20,2020-08-04,61,1.2541328289080436,3.1927375779487215,2.490262056468058,7.1838156459853035,16.92625334858894,34.969707660178145,98.36584253142514,14.435991292120882,13.733515770640217,2.6410802705213388,2.3474509694147794,21.993419549206017,25.57470655184367,32.01804753354736,18.905690966608155,25.211491569626993,44.27316619022044,894.2584983864795,10.405061536359595,25.152359872148345,212.54969551653446,12.949209090716462,17.861818905080494,8.516825036636423,22.928603497994732,21.438511687204635,24.193737325651558,22.420756789621866,63.690484792450505,85.82017012146152,259.5496955165345,-6.2170586237868175,396.98882215552123,106,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,758.9999999999999,325.9,7305.299999999999,10150.1,1413.1,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1106,4.5040650410000005,1,Mirakel,GN06600,2020-06-20,2020-08-07,61,1.2153460311237758,2.998225330840798,2.2971412790939176,6.719865833409132,16.576471012085676,35.565136691102865,107.977687946786,14.279329732991757,13.578245681244876,2.483963351463901,2.266190891573215,22.047144698522093,25.46462965386022,32.747434779655904,19.9393027173061,26.04457823795249,41.77346091575438,884.8031460493806,9.981795486855109,26.40920239752964,232.96972725434762,12.359024785219313,18.404473058495117,8.486407628635021,22.95411047408557,21.488637187738597,24.393075934780846,22.664701121215977,63.32757773672592,88.8514504177402,279.9697272543476,-5.181318876029305,413.83209324935314,109,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,758.9999999999999,325.9,7305.299999999999,10150.1,1413.1,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1107,4.406504065,2,Felgen,SW21074,2020-06-21,2020-08-11,62,1.2194504089420726,3.0093877527397135,2.3472653636708793,6.79712430993095,16.330935958772898,35.256961402342114,103.15848323705123,13.983670595102016,13.321548206033183,2.452059732866472,2.1752759764669567,21.747899344668156,25.054271007833396,32.404166000255685,19.40742414738253,25.69892726387997,41.82312986167845,865.5051312688744,10.264657644082211,25.84068382037882,221.45320079657978,12.590270513828512,17.84583109871966,8.034770682799216,22.643310388708507,21.226838468898563,24.14235856047484,22.443422704978357,62.72948861369363,87.2621923434481,268.4532007965798,-5.703467847177971,404.623111991316,113,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,758.9999999999999,325.9,7305.299999999999,10150.1,1413.1,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1108,3.5934959350000004,2,Polkka,,2020-06-22,2020-08-07,63,1.2141533575486385,3.018233949318527,2.487581553636109,6.785247453488409,15.864905137568709,34.223620205478106,101.29203556468022,13.377323583932595,12.84667118825018,2.3347329874523046,1.8703527616802793,20.936949563929947,23.99352009971426,32.00116224913058,18.75591639155756,25.574915225392758,41.11254254282612,823.8655108632528,8.204194637688678,24.36818962688121,214.12354066037156,11.718719721900047,15.282988143982077,7.042757676538855,21.77228243595303,20.652903136011684,23.29670843481455,21.972058650058727,61.18487348571223,81.50498651845993,261.12354066037153,-7.769167518122237,373.81913770292414,109,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,758.9999999999999,325.9,7305.299999999999,10150.1,1413.1,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1109,3.9186991870000005,2,Seniorita,GN07574,2020-06-21,2020-08-08,62,1.286999121773986,3.1072033038362865,2.8122689893934902,6.939304328523576,15.554914597421877,32.54411398598469,98.98015820669761,12.742645608028383,12.44771129358559,2.1151384965050974,1.285165215190497,19.921285155319815,22.807678594166443,31.302113683669305,17.802931213575256,25.611630615752944,42.72291330654997,776.3561090594153,5.4626097854799935,22.2744861433755,197.25555180343457,10.059391246728126,11.899774249339188,5.851880317504557,20.713012607251294,20.100763795084102,22.151305724256552,21.4450343065266,59.59294387386345,71.64013907362234,244.25555180343457,-11.139170053502976,317.8856763273064,110,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,758.9999999999999,325.9,7305.299999999999,10150.1,1413.1,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
1110,4.3089430890000004,2,Arabella,CHD132/05,2020-06-20,2020-08-12,61,1.557826992822811,3.6229663055855794,3.5566196204163134,8.07076182542368,18.067416844889518,36.81022199333558,124.66063134987408,14.510797224473198,14.444450539303936,2.1314859979320335,0.7751848349347751,22.646755729900292,25.926320979438575,36.622641354534835,20.782318781779235,31.085164703674568,51.203552418961536,873.3017008751629,4.081045832710572,24.831453160573076,232.5058597439928,10.151880978050134,12.197886905664644,5.982047366186295,23.566188710469458,23.458670535401975,25.193666630636,25.125309077988447,68.82673954982235,80.41245104662066,287.5058597439928,-14.519894784358156,360.4332125607207,114,13.401801801801804,19.48918918918919,6.8378378378378395,2.9360360360360342,65.81351351351351,91.44234234234231,12.730630630630632,13.483783783783782,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,13.2,15.2,9.1,0.0,77.4,94.4,14.7,16.5,1487.6000000000004,2163.3,758.9999999999999,325.9,7305.299999999999,10150.1,1413.1,1496.6999999999998,3.3,7.4,-3.6,0.0,40.0,65.9,5.7,5.7,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,4.688166572862554,5.37767018413519,5.062950165018846,6.728849594946888,14.77101883903062,8.222425538506368,3.8275744228330777,4.104289121052415,10.25,15.9,2.5,0.0,51.75,89.1,8.7,9.1,13.6,19.6,7.5,0.0,65.6,94.4,14.7,15.4,16.299999999999997,22.75,11.2,1.9000000000000001,76.7,97.45,15.5,16.65,0,1
