Plot_ID,GrainYield,Replicates,Block,Name,Line,Maturity_Date,Days2Heading,Days2Maturity,Blue,Green,Red,RedEdge,NIR,NDVI,MTCI,DVI,GDVI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR,Lodging,MEAN Average temperature at 2m altitude (TM),MEAN Maximum air temperature at 2m altitude (TX),MEAN Minimum air temperature at 2m altitude (TN),MEAN Precipitation (RR),MEAN Relative humidity in 2m,MEAN Relative humidity in 2m.1,MEAN Wind gust (FG2),MEAN Wind speed in 2m,MEDIAN Average temperature at 2m altitude (TM),MEDIAN Maximum air temperature at 2m altitude (TX),MEDIAN Minimum air temperature at 2m altitude (TN),MEDIAN Precipitation (RR),MEDIAN Relative humidity in 2m,MEDIAN Relative humidity in 2m.1,MEDIAN Wind gust (FG2),MEDIAN Wind speed in 2m,MODE Average temperature at 2m altitude (TM),MODE Maximum air temperature at 2m altitude (TX),MODE Minimum air temperature at 2m altitude (TN),MODE Precipitation (RR),MODE Relative humidity in 2m,MODE Relative humidity in 2m.1,MODE Wind gust (FG2),MODE Wind speed in 2m,SUM Average temperature at 2m altitude (TM),SUM Maximum air temperature at 2m altitude (TX),SUM Minimum air temperature at 2m altitude (TN),SUM Precipitation (RR),SUM Relative humidity in 2m,SUM Relative humidity in 2m.1,SUM Wind gust (FG2),SUM Wind speed in 2m,MIN Average temperature at 2m altitude (TM),MIN Maximum air temperature at 2m altitude (TX),MIN Minimum air temperature at 2m altitude (TN),MIN Precipitation (RR),MIN Relative humidity in 2m,MIN Relative humidity in 2m.1,MIN Wind gust (FG2),MIN Wind speed in 2m,MAX Average temperature at 2m altitude (TM),MAX Maximum air temperature at 2m altitude (TX),MAX Minimum air temperature at 2m altitude (TN),MAX Precipitation (RR),MAX Relative humidity in 2m,MAX Relative humidity in 2m.1,MAX Wind gust (FG2),MAX Wind speed in 2m,STD_DEV Average temperature at 2m altitude (TM),STD_DEV Maximum air temperature at 2m altitude (TX),STD_DEV Minimum air temperature at 2m altitude (TN),STD_DEV Precipitation (RR),STD_DEV Relative humidity in 2m,STD_DEV Relative humidity in 2m.1,STD_DEV Wind gust (FG2),STD_DEV Wind speed in 2m,QUANTILE_25 Average temperature at 2m altitude (TM),QUANTILE_25 Maximum air temperature at 2m altitude (TX),QUANTILE_25 Minimum air temperature at 2m altitude (TN),QUANTILE_25 Precipitation (RR),QUANTILE_25 Relative humidity in 2m,QUANTILE_25 Relative humidity in 2m.1,QUANTILE_25 Wind gust (FG2),QUANTILE_25 Wind speed in 2m,QUANTILE_50 Average temperature at 2m altitude (TM),QUANTILE_50 Maximum air temperature at 2m altitude (TX),QUANTILE_50 Minimum air temperature at 2m altitude (TN),QUANTILE_50 Precipitation (RR),QUANTILE_50 Relative humidity in 2m,QUANTILE_50 Relative humidity in 2m.1,QUANTILE_50 Wind gust (FG2),QUANTILE_50 Wind speed in 2m,QUANTILE_75 Average temperature at 2m altitude (TM),QUANTILE_75 Maximum air temperature at 2m altitude (TX),QUANTILE_75 Minimum air temperature at 2m altitude (TN),QUANTILE_75 Precipitation (RR),QUANTILE_75 Relative humidity in 2m,QUANTILE_75 Relative humidity in 2m.1,QUANTILE_75 Wind gust (FG2),QUANTILE_75 Wind speed in 2m,Staur_Env,Vollebekk_Env
1378,7.4,1.0,36.0,GN04528,53.0,2020-08-12,67,89.0,1.115099484042726,2.7377945281332243,2.09654756519012,6.470115406904376,20.74235595203936,44.9417669155267,189.4111471162601,18.645808386849243,18.004561423906132,2.263942007033602,2.0665699439006597,28.537624662656373,33.30373322097142,42.02783223939236,29.0219336901948,35.04474812136762,52.25905397691406,1144.3983817286787,19.454325243945302,36.650006941771345,450.20604965682367,18.04719558219626,31.813828353341172,13.275737482673549,29.828220152262723,28.370355015000438,31.55174458756536,29.774555615722374,80.22439073695207,170.06058800540822,505.2060496568237,9.01118288176268,1037.879804234845,0.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.8999999999999,2383.3,977.9,312.29999999999995,7774.299999999998,10445.1,1628.1,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1379,7.293333333333334,1.0,36.0,GN12625,1530.0,2020-08-16,68,93.0,1.2907129552331753,3.299602711340415,2.573227947403203,7.748454158660024,23.45687805488705,46.31074559449449,190.73972966445376,20.88365010748385,20.157275343546633,2.735264520044452,2.4323481050203832,30.663934194031274,36.48704825943799,43.29075251732149,29.550548087753967,35.685089975679205,71.12107561624656,1282.0739970065192,19.940025670421985,37.33936414596571,484.94742410966563,19.325504255651584,34.622341040217975,15.595858494138964,32.132434483104284,30.53371904951626,33.27328941661181,31.370586859281374,86.68786113216217,181.20712484489664,541.9474241096656,9.324191614077911,1148.3205134863092,0.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.8999999999999,2383.3,977.9,312.29999999999995,7774.299999999998,10445.1,1628.1,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1381,7.453333333333334,1.0,36.0,GONDO,30.0,2020-08-18,72,95.0,1.0684476564638365,2.8283149814233273,1.921192902489569,6.835671184584502,22.329648576676846,47.75296198626115,187.51738344440372,20.408455674187277,19.50133359525352,2.666989403893246,2.805634321831178,30.792880881124894,36.182759142024416,43.92920487203327,30.243917514503387,35.52680033204952,50.02096415972751,1260.7922236085872,21.987222632234882,39.04642334376008,472.5955208482513,20.334446953878427,35.3540014106635,15.429607377130923,32.228879264895376,30.233988633097823,33.84481422998578,31.45063102431353,85.59518011913,183.44149328530307,529.5955208482512,11.236784363991376,1131.8666638300715,0.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.8999999999999,2383.3,977.9,312.29999999999995,7774.299999999998,10445.1,1628.1,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1382,6.613333333333334,1.0,36.0,Pfau/Milan,17.0,2020-08-16,68,93.0,1.131454934307843,2.866378922015423,2.2235184892779265,6.898254141211515,21.82260344736278,46.242782564450806,188.90345358643512,19.59908495808486,18.95622452534736,2.377784420445075,2.1312374574714026,29.676859050574183,34.77254443538357,43.44546027940743,29.552952327567628,35.869670826138865,51.774230516415315,1201.6595147945914,18.906806788797592,37.31878711779856,459.1367440251652,18.412124325571153,32.358034446277784,14.036878748471493,31.037140884571073,29.597725906290126,32.66244287581257,30.93059154993429,83.55301589559309,171.327027482898,516.1367440251653,8.188487891932343,1034.6954238652886,0.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.8999999999999,2383.3,977.9,312.29999999999995,7774.299999999998,10445.1,1628.1,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1383,,,,Bastian,,,66,,0.9513919802848242,2.41614862880669,2.1262860900023957,6.186695858836178,20.065162155777216,45.18688420680484,198.636766729447,17.93887606577482,17.649013526970528,1.754619187326159,1.1939672901294949,28.02204100559554,32.229012359671565,44.11579688054995,29.482313359847087,36.90421512042728,43.88797312290654,1087.9270654986612,13.360598324758413,36.004981549239886,469.01929960827346,15.705951834347283,27.97155081108917,11.8606177573923,29.1800596554673,28.54646712668874,31.251000769199592,30.5431498878311,79.36263808266591,159.51931615936746,526.0192996082734,5.0889395232231625,945.1880311840351,1.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.8999999999999,2383.3,977.9,312.29999999999995,7774.299999999998,10445.1,1628.1,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1384,,3.0,3.0,RB07,1331.0,,63,,1.6847044910537128,3.156161726685234,3.0954834509175346,6.114715887233605,14.59217663388699,34.9809070747032,156.20330292517548,11.496693182969453,11.43601490720176,1.5321355113992174,0.3546204067999061,19.553452194362443,21.040322541969942,34.83207888721441,21.5448607629053,34.800433546691096,42.099317169067675,692.2287220088753,5.144343720763648,23.65241750207615,253.7228613989486,9.750868849244569,0.012591029362950479,2.5551747542658547,19.944954501825528,19.812216211282074,22.446418603373345,22.323964446805967,62.61104141173735,89.27411227926254,310.7228613989485,-16.83515330256809,499.4361894683422,1.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.8999999999999,2383.3,977.9,312.29999999999995,7774.299999999998,10445.1,1628.1,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1385,,3.0,3.0,QUARNA,62.0,,67,,2.509033902781091,4.176808950491251,4.999976208899173,7.282101916614921,15.040789926424619,26.633789077067465,176.33675346801056,10.040813717525445,10.863980975933364,0.8446077893022369,-1.978549952665349,16.0330073988748,17.939325888172093,30.21624327535167,17.987235664059924,38.17123421786716,-670.3910895316432,569.5221327152099,-1.4490772357130022,15.01335049180636,213.21516530730568,5.422767466630158,-8.78721853136278,-1.216569201760827,16.60659224817915,18.291641936427073,18.013994908342667,20.11422721876678,59.98722081317062,68.5480791687661,270.21516530730565,-24.699717144413764,413.102607491577,1.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.8999999999999,2383.3,977.9,312.29999999999995,7774.299999999998,10445.1,1628.1,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1386,,3.0,3.0,Filin,16.0,,69,,2.5076579223386912,4.406136230099948,5.121927136555311,7.995402468368408,16.08700536750257,28.306979935296134,149.21117844534479,10.965078230947254,11.680869137402617,1.1826874013058917,-1.5818743597715923,17.270091417547494,19.490583150985618,31.073758442787216,17.979787740709664,35.44982098470634,62.8514589889863,629.2730575986208,0.29014078865094195,16.30786218439905,215.07807919555606,6.789821071562565,-5.29222613036108,-0.01700077723371568,17.911688788790922,19.27535270900158,19.29732039898253,20.9403585196089,62.40597055334475,73.966479483888,272.07807919555603,-23.12535427006424,447.68934656268596,1.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.8999999999999,2383.3,977.9,312.29999999999995,7774.299999999998,10445.1,1628.1,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1401,,1.0,4.0,Saar,14.0,,65,,2.6505720640998387,4.712188415229322,5.348603155463934,8.287045776844025,15.623520707711577,26.959177498454707,145.10675290042983,10.27491755224764,10.911332292482252,1.4252016108948702,-1.3506543915253117,16.39548106062682,18.45278421325261,29.47890615481189,16.742057681297357,34.90587628161335,50.771757194147895,591.0384635254738,0.29680086369717495,14.471769083839984,195.7420536892678,7.012233231646826,-6.622561209788399,-1.3067756718304844,17.050530929229208,18.28514256182151,18.454476670986146,19.946286595250424,60.86194049186564,67.57625204499226,252.7420536892678,-24.739881962652213,397.95414210115166,1.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.8999999999999,2383.3,977.9,312.29999999999995,7774.299999999998,10445.1,1628.1,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
1402,,1.0,4.0,TUI/RL4137,1423.0,,66,,2.6261678473092687,4.51697811670602,5.221579638775437,7.77442943910137,14.82177768927067,26.365096290935636,162.1471382214747,9.60019805049523,10.304799572564649,1.1862087473273313,-1.6070246302522577,15.66307946794095,17.400333720797118,29.15195644973194,16.869103279480623,36.700812928153795,69.27881472268001,547.8278221469373,-0.06098027583706117,14.224083137559473,188.54280179659,6.58263652076367,-8.47272536871928,-2.035940926739527,16.23642594327281,17.614562190908522,17.777271681007544,19.447470981238883,59.21647649857798,66.15066223110719,245.54280179659,-25.12124914647835,389.1870596920627,1.0,15.25135135135136,21.47117117117117,8.809909909909912,2.8135135135135116,70.03873873873872,94.10000000000002,14.667567567567565,15.643243243243244,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,13.2,21.2,9.1,0.0,77.4,97.5,14.7,16.5,1692.8999999999999,2383.3,977.9,312.29999999999995,7774.299999999998,10445.1,1628.1,1736.4,6.0,10.0,-1.7,0.0,40.0,65.9,6.6,7.4,23.3,31.3,16.7,42.4,93.9,99.8,18.3,19.2,3.571627204023523,4.329106298436358,4.160877419595643,6.842321329736066,13.409339833056473,6.6730530017104135,2.611379369471662,2.8093228437285087,12.95,18.5,5.95,0.0,62.4,92.5,13.649999999999999,14.4,15.0,21.0,9.1,0.0,71.9,96.4,15.1,16.4,18.2,24.9,12.1,1.2,79.5,98.2,16.6,17.65,0,1
