Plot_ID,GrainYield,iBlock,Entry,Pedigree,Replicates,Line,Days2Heading,Days2Maturity,Name,Blue,Green,Red,RedEdge,NIR,NDVI,MTCI,DVI,GDVI,MTCI_CI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR,Block,MEAN Average temperature at 2m altitude (TM),MEAN Maximum air temperature at 2m altitude (TX),MEAN Minimum air temperature at 2m altitude (TN),MEAN Precipitation (RR),MEAN Relative humidity in 2m,MEAN Relative humidity in 2m.1,MEAN Wind gust (FG2),MEAN Wind speed in 2m,MEDIAN Average temperature at 2m altitude (TM),MEDIAN Maximum air temperature at 2m altitude (TX),MEDIAN Minimum air temperature at 2m altitude (TN),MEDIAN Precipitation (RR),MEDIAN Relative humidity in 2m,MEDIAN Relative humidity in 2m.1,MEDIAN Wind gust (FG2),MEDIAN Wind speed in 2m,MODE Average temperature at 2m altitude (TM),MODE Maximum air temperature at 2m altitude (TX),MODE Minimum air temperature at 2m altitude (TN),MODE Precipitation (RR),MODE Relative humidity in 2m,MODE Relative humidity in 2m.1,MODE Wind gust (FG2),MODE Wind speed in 2m,SUM Average temperature at 2m altitude (TM),SUM Maximum air temperature at 2m altitude (TX),SUM Minimum air temperature at 2m altitude (TN),SUM Precipitation (RR),SUM Relative humidity in 2m,SUM Relative humidity in 2m.1,SUM Wind gust (FG2),SUM Wind speed in 2m,MIN Average temperature at 2m altitude (TM),MIN Maximum air temperature at 2m altitude (TX),MIN Minimum air temperature at 2m altitude (TN),MIN Precipitation (RR),MIN Relative humidity in 2m,MIN Relative humidity in 2m.1,MIN Wind gust (FG2),MIN Wind speed in 2m,MAX Average temperature at 2m altitude (TM),MAX Maximum air temperature at 2m altitude (TX),MAX Minimum air temperature at 2m altitude (TN),MAX Precipitation (RR),MAX Relative humidity in 2m,MAX Relative humidity in 2m.1,MAX Wind gust (FG2),MAX Wind speed in 2m,STD_DEV Average temperature at 2m altitude (TM),STD_DEV Maximum air temperature at 2m altitude (TX),STD_DEV Minimum air temperature at 2m altitude (TN),STD_DEV Precipitation (RR),STD_DEV Relative humidity in 2m,STD_DEV Relative humidity in 2m.1,STD_DEV Wind gust (FG2),STD_DEV Wind speed in 2m,QUANTILE_25 Average temperature at 2m altitude (TM),QUANTILE_25 Maximum air temperature at 2m altitude (TX),QUANTILE_25 Minimum air temperature at 2m altitude (TN),QUANTILE_25 Precipitation (RR),QUANTILE_25 Relative humidity in 2m,QUANTILE_25 Relative humidity in 2m.1,QUANTILE_25 Wind gust (FG2),QUANTILE_25 Wind speed in 2m,QUANTILE_50 Average temperature at 2m altitude (TM),QUANTILE_50 Maximum air temperature at 2m altitude (TX),QUANTILE_50 Minimum air temperature at 2m altitude (TN),QUANTILE_50 Precipitation (RR),QUANTILE_50 Relative humidity in 2m,QUANTILE_50 Relative humidity in 2m.1,QUANTILE_50 Wind gust (FG2),QUANTILE_50 Wind speed in 2m,QUANTILE_75 Average temperature at 2m altitude (TM),QUANTILE_75 Maximum air temperature at 2m altitude (TX),QUANTILE_75 Minimum air temperature at 2m altitude (TN),QUANTILE_75 Precipitation (RR),QUANTILE_75 Relative humidity in 2m,QUANTILE_75 Relative humidity in 2m.1,QUANTILE_75 Wind gust (FG2),QUANTILE_75 Wind speed in 2m,Staur_Env,Vollebekk_Env
1641,340.03795066413664,9.0,23.0,512-70/Bjarne,,,,,GN18792,0.8073534783907225,2.2458934653550386,1.4552396163344357,4.6248319341557895,17.025025114417076,30.878390527725948,144.95041130638594,15.569785498082643,14.779131649062041,144.95041130638594,2.229193835984919,2.4377518384717476,21.872048578706764,26.66808534041796,28.106978616005755,20.869557906289312,24.82349873398169,-44.37617879755603,965.8132838457827,11.247210489273415,18.188344062232513,250.93300182460467,0.1686580691771814,24.38043872845351,12.67487079612846,23.141112199071372,21.498663555683084,23.35593219881892,21.47006555953274,60.31441728147037,487.48876172864107,287.9330018246047,3.4922650889892495,498.39804084355416,2.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.4999999999998,2208.0,1055.3,358.99999999999983,7952.707692307693,9952.437362637356,1694.9000000000003,753.4491202346036,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
1642,424.52595155709344,9.0,19.0,512-50/2*Bastian,,,,,GN18778,0.714238881599159,2.0355291338637524,1.271619250066577,4.289554266174683,16.60264784097672,31.27792245448923,148.17163906097144,15.331028590910144,14.567118707112966,148.17163906097144,2.0852001360617685,2.340462319832313,21.79375538860348,26.34079053153978,28.604775868660294,21.33005252462322,25.114943281779993,-45.74562698382312,950.4181108064955,11.616205270791015,17.720748550940904,263.2619203222351,0.40252170710024415,24.484830782288338,12.51012606245251,23.004985968373916,21.41878174181854,23.414373210857335,21.59549017601472,59.73653324860538,527.8711148544063,300.2619203222351,4.832984753437805,538.3751068532587,2.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.4999999999998,2208.0,1055.3,358.99999999999983,7952.707692307693,9952.437362637356,1694.9000000000003,753.4491202346036,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
1643,501.0987833463557,9.0,4.0,CIMMYT 1/GN03531//GN03531,,,,,GN17540,0.8055984838865785,2.3192875226959524,1.3487683106213846,4.73323745263178,18.437260672450066,31.442273486813647,147.15554349678132,17.08849236182868,16.117973149754114,147.15554349678132,2.484208250883942,2.9152201387099566,23.05921455962877,28.3141496783618,28.31649143004134,21.33392835127555,24.914959590507475,-54.45185572797135,1064.1303101927035,13.740557259039186,19.01180502825994,260.3698128714113,1.164220342721855,25.70738400008747,14.731262793812181,24.310839656704733,22.361977747882875,24.115978697137102,21.93604348974175,63.07047249738032,586.7083530164011,297.36981287141134,6.035018019248837,596.9613991399405,2.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.4999999999998,2208.0,1055.3,358.99999999999983,7952.707692307693,9952.437362637356,1694.9000000000003,753.4491202346036,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
1644,490.34043978122565,9.0,3.0,T1005/NK93512,,,,,Krabat,0.8788474318571421,2.286463567987097,1.4545180574059469,4.487262787972842,17.005376689136035,30.78772324389451,151.62330679744542,15.55085863173009,14.718913121148937,151.62330679744542,2.2395616467111044,2.489699934329875,21.815653988051558,26.5827518038353,27.923069223081022,21.14792921191635,25.23376455051429,-43.751992305317586,966.3293383270511,11.878228201808172,17.830699591222526,241.8215440665155,-0.01011998217803467,24.099790922135938,12.639845924572343,23.06983990668052,21.352917574016768,23.28025034790439,21.31975062283043,60.19434523441816,482.9273575596426,278.82154406651546,3.3936252266215643,493.90760744546,2.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.4999999999998,2208.0,1055.3,358.99999999999983,7952.707692307693,9952.437362637356,1694.9000000000003,753.4491202346036,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
1645,448.21788145998437,9.0,1.0,Ralle/Dragon,,,,,Zebra,0.8718583788722745,2.225368721410636,1.543022839352496,4.4294708330823225,15.8328136652708,30.041176805943927,145.11840231798112,14.289790825918304,13.607444943860163,145.11840231798112,2.0358562245965013,2.1009929709136435,20.663828134760756,24.89605253417985,27.565478390320926,20.423750231100467,24.959493141649524,-38.307954935703464,884.6812848374237,9.833330006515464,17.346456826552988,231.10270083172722,-0.752198230694819,22.00759315984949,10.816950698284352,21.85217535592821,20.417785824407435,22.389388406969744,20.724473347864574,57.46014991605154,425.6033457446325,268.10270083172725,1.0765941696933874,437.31199746486845,2.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.4999999999998,2208.0,1055.3,358.99999999999983,7952.707692307693,9952.437362637356,1694.9000000000003,753.4491202346036,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
1646,496.0053577408194,10.0,25.0,Tom/Bjarne,,,,,GN18696,0.8761371187865714,2.4603695161640626,1.428372195921833,4.874173505121438,17.724352687597275,31.141815017842912,137.01591740431087,16.295980491675444,15.26398317143321,137.01591740431087,2.6162297176197216,3.076878159493219,22.45714514549347,27.526172909419937,27.703084301862845,20.691747309376343,24.44136457914381,-47.208221907412884,1019.0387223102157,13.61377441767992,18.136548475123124,232.16414091629053,1.003121785118618,25.1506166622246,13.67131334148762,23.739289257948773,21.639279746280366,23.74457886336175,21.36931007799698,61.71630652683538,509.5100699131029,269.1641409162906,4.376186166274262,520.1549990820274,2.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.4999999999998,2208.0,1055.3,358.99999999999983,7952.707692307693,9952.437362637356,1694.9000000000003,753.4491202346036,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
1647,446.178368121442,10.0,20.0,512-54/2*Bajass,,,,,GN17585,0.8437235136516315,2.201628210954369,1.3386170547455554,4.357150598428735,16.832665890455235,31.124836088979155,151.33807487558929,15.494048835709682,14.631037679500869,151.33807487558929,2.220915853511551,2.548480187822143,21.8588969443946,26.491026390937137,28.108204816653064,21.35332281630331,25.235206046022636,-45.098599496477455,964.1633763909334,12.70069473128857,17.36641491156216,247.25093020519193,0.27745315589706643,24.42497610647244,12.635490977215074,23.078233205676643,21.292656582003463,23.397624739170325,21.349038987417345,59.99201206531865,514.3367086348527,284.25093020519193,4.370802553362342,524.9900788580401,2.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.4999999999998,2208.0,1055.3,358.99999999999983,7952.707692307693,9952.437362637356,1694.9000000000003,753.4491202346036,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
1648,520.3187855787477,10.0,5.0,CIMMYT 1/GN03531//GN03531,,,,,GN18522,0.8350847745314249,2.242974366992716,1.2794345440343036,4.504259599097017,18.62845338881015,31.91547562706438,161.84087965653927,17.34901884477585,16.385479021817435,161.84087965653927,2.3714294154197035,2.823195420764395,23.44168518337615,28.868345984281838,28.76410700785503,22.23844481336008,25.62005304584774,-54.281796082764735,1079.4827236048875,14.361862388633588,18.671147899879838,276.1299158501459,0.9503338127818504,26.92691346954451,15.22162002123869,24.7487620103277,22.798124373286928,24.52941214760502,22.337848410056466,63.93983460344117,606.3957969931498,313.1299158501459,7.272159698868697,616.2171489273181,2.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.4999999999998,2208.0,1055.3,358.99999999999983,7952.707692307693,9952.437362637356,1694.9000000000003,753.4491202346036,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
1649,472.6777542136399,10.0,13.0,Saar/2*Avle,,,,,GN18758,0.864269957877701,2.326618732884522,1.4140010951086857,4.657359788403358,17.45744725316763,31.036024124628373,144.5586820474562,16.043446158058945,15.130828520283107,144.5586820474562,2.374966412782657,2.7219836125150185,22.222231262794963,27.129151494341208,27.94535908356144,20.957850818074448,24.79800677921543,-47.25160303935291,999.11147499457,12.817850305961082,18.067703399840642,244.3417423981291,0.5056453922567328,24.67067419951205,13.30538601415308,23.47028025163069,21.602863267032816,23.561964301849347,21.439904926967834,61.077525825292255,517.698173918389,281.3417423981291,4.2552456541021035,528.4180654508348,2.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.4999999999998,2208.0,1055.3,358.99999999999983,7952.707692307693,9952.437362637356,1694.9000000000003,753.4491202346036,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
1650,681.9332514789597,10.0,7.0,ONPMSYDER 5/GN08533,,,,,GN18703,0.8012895113788501,2.1028863899409784,1.1804759250953736,4.167971146511105,18.75503329932689,32.32119565730278,181.8840077651674,17.574557374231517,16.652146909385916,181.8840077651674,2.224007343407734,2.674227438215189,23.75069048784806,29.2680877365845,29.272633979623134,23.20927950153093,26.40975592269288,-56.40687568939153,1091.3698610477152,14.971631605464312,18.615406198810195,300.38530671434864,0.9598507009426226,27.746892314272984,15.645461777719172,25.082885746954943,23.20366576352176,24.854154865720155,22.73755471571403,64.60940361806243,664.7565175027644,337.38530671434864,8.82677461287342,674.1382666310001,2.0,14.635135135135133,19.89189189189189,9.507207207207207,3.2342342342342327,71.64601524601525,89.6615978615978,15.269369369369372,6.787829912023455,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,9.7,19.3,14.0,0.0,74.8632478632478,91.58656898656885,15.2,6.787829912023458,1624.4999999999998,2208.0,1055.3,358.99999999999983,7952.707692307693,9952.437362637356,1694.9000000000003,753.4491202346036,6.4,11.0,0.5,0.0,49.3,70.7,9.0,6.787829912023458,24.4,30.7,18.8,30.2,88.8,95.7,20.9,6.787829912023458,3.465797786910584,4.301123217679416,3.464435194993727,6.732438373555783,9.442920487636448,5.175969961114266,2.464024527356996,2.6766193812273226e-15,12.7,16.75,7.25,0.0,64.55,88.25,14.0,6.787829912023458,14.8,19.3,9.8,0.2,74.8632478632478,91.58656898656885,15.5,6.787829912023458,16.6,22.1,11.7,3.0,77.1,93.1,16.9,6.787829912023458,1,0
