Plot_ID,_Bluecount,Blue_Mean_Value,Blue_Median_Value,Blue_Std_Dev_Value,Green_Mean_Value,Green_Median_Value,Green_Std_Dev_Value,Red_Mean_Value,Red_Median_Value,Red_Std_Dev_Value,RedEdge_Mean_Value,RedEdge_Median_Value,RedEdge_Std_Dev_Value,NIR_Mean_Value,NIR_Median_Value,NIR_Std_Dev_Value,_NDVImean,_NDVImedia,_NDVIstdev,_MTCImean,_MTCImedia,_MTCIstdev
1862,9240,0.020973189097821,0.019733064807951,0.005059971352917,0.055549421908689,0.052771544083953,0.013933883397198,0.030712380084044,0.029744891449809,0.006277405638405,0.121246818070062,0.117724359035492,0.023623078078524,0.370283714196447,0.366669684648514,0.046229247939018,0.847315344459567,0.848251700401306,0.020209945622709,2.816759626470603,2.801376581192017,0.409628395220491
1863,9234,0.023216401683907,0.021735409274697,0.005685733531818,0.061573223454746,0.057542823255062,0.01649369676784,0.038781353081674,0.038501204922795,0.007807791865064,0.127386514127306,0.122613471001387,0.026656692698486,0.343796101115355,0.339367106556892,0.049614168750195,0.79670087290528,0.798100620508194,0.033114432960403,2.516459572785134,2.499722123146057,0.41954513094931
1864,9238,0.021777400685646,0.021094590425491,0.004745746680754,0.061012336303377,0.059367757290602,0.014116583119432,0.034196304356384,0.033630700781941,0.006676432288336,0.132804841749188,0.131021313369274,0.024655165877067,0.379731713073753,0.378886103630066,0.047621233818204,0.835144611335621,0.835110008716583,0.021512423881179,2.558672046978821,2.516506195068359,0.364797265401548
1865,9236,0.018999321284878,0.018329399637878,0.00362230370412,0.053185113854529,0.050110271200538,0.013505602152601,0.031285765192815,0.030347459949553,0.005636256100664,0.11426149818025,0.110143560916185,0.023907397767444,0.343168618340624,0.341065540909767,0.047953413057461,0.832476911844501,0.834599435329437,0.021934668003011,2.84507018735575,2.840569853782654,0.443073741664995
1866,9238,0.021854341230136,0.020615072920918,0.005443202178068,0.058951527319815,0.056041158735752,0.014791785560796,0.031029163306516,0.030031074769795,0.006799323246187,0.125745480570036,0.122197579592466,0.024963980412089,0.391408206755064,0.390612110495567,0.048779956731428,0.853680449644191,0.85331517457962,0.021430874138829,2.874571811755412,2.845358848571777,0.436298695032175
1867,9234,0.022519562682486,0.021514407359064,0.005423181870316,0.054620234210198,0.051394721493125,0.014952005281446,0.031343851397038,0.030580846592784,0.006264432423365,0.116246173039679,0.112201951444149,0.025907167424832,0.364491300042158,0.361555382609367,0.052346460888735,0.84160661166794,0.841511577367783,0.021615473817304,3.025534185323721,2.996167898178101,0.518731695699257
1868,9235,0.020600523232091,0.019508289173245,0.005095168316944,0.059467926984486,0.056544292718172,0.014660610995499,0.031806501444242,0.030613442882895,0.007001557011566,0.126134073923876,0.122972436249256,0.023854126972054,0.375789503203771,0.37464103102684,0.044220951916761,0.844593136273143,0.845597088336945,0.023522868169829,2.706069113708665,2.694484710693359,0.386304492866011
1878,9238,0.019706627611405,0.018758808262646,0.004802557519755,0.057192918556999,0.054266134276986,0.014920836912379,0.028864615329572,0.02789749391377,0.00640250167921,0.121444294394889,0.118047226220369,0.024202031067218,0.379476065581096,0.375754565000534,0.04503468913768,0.859288061851029,0.860458105802536,0.021645721256252,2.859584720084667,2.838422298431396,0.433099074389598
1879,9238,0.019892868362178,0.019084262661636,0.004479465773948,0.055303449664466,0.053187765181065,0.013483784764106,0.02979913352932,0.028839066624641,0.007100960096246,0.123263296910948,0.120320219546556,0.023908987952129,0.38904533939951,0.384540483355522,0.04391692643641,0.858645244965075,0.859565734863281,0.023593542029105,2.912164883157809,2.864078640937805,0.452006552029667
1880,9238,0.019220655242336,0.018379430286586,0.004392820941195,0.05237740536127,0.050074057653546,0.013022497721118,0.025927644745395,0.025205950252712,0.005384472529819,0.114392939768691,0.111244428902864,0.021993003655073,0.396559929749,0.394003629684448,0.045478780472028,0.877529101599912,0.879210591316223,0.019087925637252,3.268237510835177,3.236184239387512,0.496871332618953
1869,9239,0.022898749410659,0.021605111658573,0.005308022890056,0.058173123180998,0.05468537285924,0.014036948624366,0.03328606053511,0.032139651477337,0.006077274645849,0.120493696236626,0.116046845912933,0.023195990078412,0.370622735542709,0.367882072925568,0.048734590972779,0.835247997269123,0.834456562995911,0.018908643328503,2.931468469341256,2.946382761001587,0.38369989483838
1870,9238,0.019104565802859,0.018224745057523,0.004205061551363,0.055946005110692,0.053300991654396,0.012815661811909,0.028843570923831,0.027572193183005,0.006156201180478,0.124616059161518,0.120724946260452,0.022982137267893,0.392137310445683,0.390915170311928,0.046382664590426,0.863576762692756,0.864825874567032,0.019072603300007,2.847629824547211,2.843302726745605,0.378688914817579
1871,9238,0.020902726668594,0.019823114387691,0.005036309026718,0.058857114743631,0.056071318686008,0.014674535825903,0.02895647866053,0.027869848534465,0.006555938730362,0.127732000164292,0.124207980930805,0.024676499423285,0.39146671818239,0.388598218560219,0.047232931132524,0.862801150458539,0.863570302724838,0.02193257286345,2.733442608748558,2.689090251922607,0.431399436469791
1872,9232,0.020676393877187,0.019556576386094,0.004995440228502,0.053187075752379,0.050435429438949,0.013639123918651,0.027989419879096,0.026916453614831,0.005905462389154,0.114704864287662,0.111676212400198,0.022388926048873,0.377193545339955,0.375662535429001,0.045067532254701,0.862239524747925,0.863649755716324,0.02034804115433,3.105440042745096,3.059559106826782,0.485909471260357
1873,9236,0.022742921009542,0.021894817240536,0.00470979403668,0.060148927103405,0.058041360229254,0.013266214224502,0.033281917077352,0.032538702711463,0.0060072491391,0.127093303977682,0.124609790742397,0.022635911730668,0.381254327318507,0.380568280816078,0.047765274218037,0.838952754323696,0.838141828775406,0.023913489662753,2.765935830633173,2.704478025436401,0.416187594396101
1874,9238,0.021806138986308,0.020946370437741,0.004558442944706,0.058918175639185,0.056157201528549,0.01446462199998,0.03658337473529,0.035623384639621,0.007185821194937,0.1251512947084,0.121931198984385,0.02466089125753,0.366981621763102,0.363661170005798,0.046691243754988,0.818850831961988,0.815937966108322,0.024946840655633,2.806254437950995,2.758297324180603,0.448265767960291
1875,5648,0.022476186567888,0.021270494908094,0.005554695892525,0.06095806720255,0.058803776279092,0.014281593917819,0.037543180471856,0.037161108106375,0.007928798382239,0.127064499329966,0.125024393200874,0.02251018669328,0.369240862736874,0.366874873638153,0.041281957675897,0.816075320368786,0.813082277774811,0.028206426744962,2.758187504268908,2.721274375915527,0.37738204270749
1876,9236,0.020385987788536,0.019451251253486,0.00458470945359,0.055779745256961,0.05314284004271,0.013861296941775,0.030165553671857,0.029322924092412,0.006281379082307,0.119030601931869,0.11588367074728,0.023117068248837,0.375246058115328,0.372640445828438,0.045945219332371,0.851317480748585,0.851454079151154,0.023466118876131,2.95620588810478,2.9218510389328,0.458963321743592
1877,9236,0.018655960673455,0.017482481896877,0.004664150850823,0.054697550822537,0.05086418800056,0.015757967381703,0.027352295595719,0.025835086591542,0.006673518156567,0.11721190141781,0.112183187156916,0.025866226674339,0.367790974102246,0.363434299826622,0.043494150790953,0.862775338004553,0.864271402359009,0.02055177089087,2.882546144692915,2.86236035823822,0.494167361210022
1881,9235,0.019904954874062,0.018575942143798,0.005762566661021,0.054879343486883,0.050971675664186,0.017193926999563,0.031818772316721,0.030708370730281,0.007527294853579,0.115930757697008,0.11093544960022,0.027739123337872,0.365015830260131,0.357866138219833,0.051244740558877,0.840498080489825,0.839579463005066,0.02392463539279,3.078308921152021,3.048770666122437,0.545164482946239
1882,9238,0.020736915546119,0.019388966262341,0.005744355741696,0.054471241071107,0.051317036151886,0.014981715510686,0.02624307753269,0.024839077144861,0.006646963188359,0.118616652332406,0.115314159542322,0.024122115174827,0.403732711569033,0.404348120093346,0.044278703250883,0.87896464016949,0.880226641893387,0.02108004203385,3.172246507453464,3.124136805534363,0.52122043477667
1883,9237,0.017817212027335,0.016991805285215,0.003730737337088,0.049223096246948,0.046306051313877,0.012110918811607,0.029913095325833,0.028852567076683,0.006284713182214,0.111809605273402,0.107094094157219,0.023747853865223,0.358346300043752,0.353361248970032,0.046297781237114,0.846476028243533,0.847299993038177,0.020475547166551,3.099684979320153,3.094282150268555,0.459999218609708
1884,9236,0.03294615654921,0.03265455365181,0.00414132658882,0.062165680850847,0.061573274433613,0.009054994965965,0.053846389784902,0.053200840950012,0.007871362109138,0.108563513397015,0.106434121727943,0.01749875114517,0.231172298706807,0.224496513605118,0.035993922219174,0.616484513345762,0.613269746303558,0.070851343297183,2.429502765961466,2.323674440383911,0.590149737064707
1885,9235,0.049886951102604,0.038825239986181,0.023795475157146,0.089924655492863,0.07053442299366,0.041323916072882,0.103910980992015,0.068991631269455,0.065282945038209,0.153520531857182,0.121242672204971,0.068826750925072,0.27311595454207,0.244725957512856,0.080247220753125,0.48910325894694,0.512924015522003,0.127082371076456,2.612599681833336,2.475675821304321,0.773606341684418
1886,9234,0.04309982785385,0.035593446344137,0.01606321499934,0.077378299453602,0.067420151084661,0.026377522637052,0.086014403956153,0.062861356884241,0.042743764465447,0.127582555393898,0.116740491241217,0.038782693077117,0.242622910109799,0.238011434674263,0.04313895647438,0.501198617319072,0.535972118377686,0.126716140779261,3.068606540215385,2.901627659797668,0.987184161075432
1101,9233,0.045338851566053,0.041572898626328,0.011735934036158,0.082632267278958,0.076920934021473,0.018667254368277,0.09127955508388,0.076075457036495,0.033310469196811,0.134411629953913,0.128097385168076,0.027527258081234,0.236039153465752,0.23317377269268,0.033252794220683,0.455838806677856,0.467727720737457,0.104053683769353,2.584809008972443,2.479824542999268,0.729091180511178
1102,9235,0.044589193142107,0.036860901862383,0.016525879437724,0.082467181300901,0.072708584368229,0.023601027737723,0.085727939112127,0.063991151750088,0.042055947730724,0.135054664673615,0.125646904110909,0.03166031728664,0.241983022796959,0.239698752760887,0.035033996078224,0.498633851902383,0.530775427818298,0.142866250960534,2.432034165289961,2.190713167190552,0.771140237142282
1103,9234,0.03151269408638,0.031432382762432,0.003337947402711,0.065769562404542,0.065098777413368,0.008603280517683,0.051488804282572,0.05142218619585,0.006428051619307,0.115703169534817,0.113842472434044,0.017604246724147,0.232937852389915,0.227491304278374,0.035035983879513,0.632183235704266,0.629318416118622,0.065847145896172,1.922953456866165,1.866869032382965,0.356019727801805
1104,9240,0.017244749474319,0.016552662476897,0.00339664614567,0.049715397040888,0.047723546624184,0.011110171340533,0.02867485271158,0.027889975346625,0.006168206890299,0.114714841990534,0.1107780598104,0.020995219696114,0.366472753914662,0.363700404763222,0.038883848571664,0.85539759382025,0.853932797908783,0.022881876499029,2.993597219761832,2.958288550376892,0.470092248604302
1105,9237,0.019428588576692,0.018537223339081,0.004573455761495,0.055921119761903,0.053550392389297,0.012786731204931,0.029549498697409,0.028461022302508,0.006076632704597,0.120871479363395,0.118012614548206,0.020786507672497,0.37852387803773,0.375994950532913,0.039748250223015,0.855616195462309,0.858938097953796,0.022509780916381,2.874525479556963,2.882770299911499,0.384245219449095
1106,9236,0.017336099311663,0.016076892614365,0.004792117833278,0.048799002979712,0.045588906854391,0.013465039058236,0.022646377066912,0.021429617889225,0.005828082652082,0.109970554835278,0.106086377054453,0.020742580242008,0.406009991733529,0.403887078166008,0.038229654158014,0.895241532331166,0.897078990936279,0.019694369801274,3.471613776869669,3.441871404647827,0.551322463127672
1107,9238,0.018739840306618,0.018582258373499,0.004057690304127,0.061157783126436,0.060772139579058,0.012693944500057,0.039203435121478,0.038909202441573,0.00991875501669,0.138155595723053,0.137551449239254,0.024476101398041,0.365817756159181,0.365159645676613,0.053113321879083,0.804087325843492,0.807885229587555,0.052076205900171,2.34584222831724,2.272567391395569,0.397307259208971
1108,9239,0.018273546290576,0.017078448086977,0.0046620434809,0.048812699363576,0.045564118772745,0.012587333811847,0.025243889752927,0.023837614804506,0.005531763719466,0.109848778111418,0.106027655303478,0.021126287740053,0.376564775846495,0.374492734670639,0.043810338195803,0.875104877840119,0.877183020114899,0.016899720754196,3.220797852670389,3.250337362289429,0.415884243763863
1109,9236,0.021552821123874,0.020100214518607,0.005365459713905,0.060837783021856,0.057033831253648,0.014502900356671,0.032805436060693,0.031640322878957,0.006596236915148,0.132177563789133,0.127300910651684,0.023402767486221,0.384522527982245,0.380704119801521,0.041491227885244,0.843420958528017,0.844546645879745,0.021216450224602,2.592103019143762,2.611333250999451,0.351420743983136
1110,9240,0.017623373141182,0.016506493091583,0.004478164495598,0.055252870114206,0.051854511722922,0.014936030383066,0.028092680246271,0.026421686634421,0.007311050459469,0.125201475934742,0.120694737881422,0.024234252093152,0.388998273666545,0.387524574995041,0.034813923730049,0.866828217025185,0.870805501937866,0.023535783815708,2.790060525306892,2.805444359779358,0.442068005780955
1111,9239,0.017327220425302,0.016623372212052,0.003381879127907,0.053186700160124,0.050527688115835,0.012528626058657,0.027786995423469,0.026661660522223,0.005972185795804,0.118720796924931,0.115290217101574,0.021092847981382,0.378073958291134,0.375485837459564,0.037929039785681,0.863794115601531,0.865070283412933,0.020553701975392,2.912415185265242,2.899005889892578,0.411952267397165
1112,9238,0.020133086555307,0.01901060435921,0.004553503490326,0.053919028573853,0.051562698557973,0.013116277486576,0.027538852432662,0.026495315134525,0.005712232361402,0.11790851898964,0.115384127944708,0.021781038779573,0.387289829376353,0.388943687081337,0.042658556187306,0.867478109704233,0.869482845067978,0.020693420011647,3.055290855881868,3.022525906562805,0.505838175713219
1113,9236,0.021867600474212,0.0210234625265,0.004619655936457,0.058436653645763,0.05621799454093,0.013364855027743,0.029919062884086,0.028892534784973,0.005676687526334,0.124554101433387,0.122058648616076,0.021638022564411,0.38856408104862,0.387814894318581,0.042188263603511,0.857593967955626,0.858312427997589,0.016656674112453,2.842756757879732,2.82433807849884,0.360651666502912
1114,9240,0.020966611956287,0.020360287278891,0.004206239389101,0.059970035919621,0.058753641322255,0.011024253844922,0.034504909851504,0.034081745892763,0.005644565087993,0.131516168431028,0.129668042063713,0.019638174630012,0.375431832990476,0.374328404664993,0.043480802461297,0.831311738491058,0.833814084529877,0.02251568843665,2.542412307419818,2.530038714408875,0.253778838436072
1115,9238,0.019501580682433,0.018743994645774,0.004181246640937,0.052138367661947,0.049855720251799,0.012465406322453,0.028406974966701,0.027816910296679,0.005110205524634,0.113904157009449,0.110302928835154,0.022304474984914,0.364459272895858,0.362279891967773,0.046563650602131,0.855186716706032,0.855852991342545,0.019690897376704,3.006150879354595,2.999848127365112,0.43924330781207
1116,9233,0.021389889919485,0.020172886550426,0.005664580958943,0.055080267957085,0.051864966750145,0.014782681790735,0.030613554913749,0.02944228798151,0.006647895457014,0.119127060860947,0.114735990762711,0.025049158269848,0.360463810892775,0.355051875114441,0.05045935634133,0.843882102530168,0.844184398651123,0.022019382371733,2.79666437683624,2.783714294433594,0.39944731814318
1117,9238,0.020153876366209,0.019592043012381,0.003731963276004,0.058137581832699,0.056434966623783,0.011661355129191,0.033025171572045,0.032716184854507,0.005455541184338,0.12857618858676,0.125952862203121,0.020527704558573,0.360308244732467,0.358210667967796,0.042133645215978,0.831425081537667,0.833443135023117,0.025513032923908,2.464430309975655,2.442280650138855,0.303013249163817
1118,9231,0.024404381325563,0.023372566327453,0.005573088859908,0.064816116648245,0.062160778790712,0.014465051695106,0.04405112168164,0.04360281303525,0.007171708498458,0.131697633453928,0.127980723977089,0.024039589364087,0.323915019061555,0.319047033786774,0.046397433635102,0.759455015659074,0.762981176376343,0.031474380742052,2.24044551855564,2.229254961013794,0.283105444901663
1119,9238,0.021259488612611,0.020506164990366,0.00423951843183,0.058780253667027,0.056336166337132,0.012188935737135,0.032431321754539,0.032055361196399,0.006058966970044,0.127479851726563,0.124228313565254,0.019721228541586,0.376384523207038,0.374782472848892,0.039297976185624,0.841099087520708,0.841428518295288,0.025948575946633,2.656849996252322,2.642138004302979,0.331757777531115
1120,9240,0.021935854461125,0.021496093831956,0.003755271459605,0.060900885990752,0.059830110520124,0.01223261081743,0.039148863568878,0.039083732292056,0.007209001832001,0.129738966275603,0.128411389887333,0.021833102036987,0.344500618024822,0.340831905603409,0.046295658914624,0.794357937638894,0.800845503807068,0.038085267428391,2.414681722694661,2.357898116111755,0.34225801562478
1121,9236,0.023072734941301,0.022590784355998,0.004591503980196,0.065649500236701,0.064172651618719,0.014790149671793,0.045954977512084,0.045082895085216,0.007991559641115,0.137557258195417,0.135452330112457,0.027757328764804,0.342528591577033,0.338382035493851,0.059524716168457,0.76095114345027,0.763017028570175,0.035846659824088,2.295663358755781,2.264702558517456,0.291772938526092
1122,9232,0.024144957205636,0.023667274042964,0.005496649188835,0.062118950908829,0.060991134494543,0.013750365642015,0.034690336381373,0.034483037889004,0.00584438731529,0.129588178183038,0.128233067691326,0.024135347611125,0.364220593518463,0.362284392118454,0.052634630994643,0.825557392523132,0.82494530081749,0.02047372219094,2.52010371158968,2.494442582130432,0.298111879353909
1123,9242,0.023472494447454,0.023323754779994,0.005426425842273,0.073099132227391,0.072214245796204,0.017359663582111,0.047168536768133,0.045214654877782,0.013470155985372,0.158964902395534,0.158000916242599,0.031433116959447,0.384610577105341,0.38313028216362,0.056795240417672,0.779644847515986,0.792642265558243,0.062135854891752,2.074099105200554,2.019593834877014,0.37480120950426
1124,9235,0.020680581697308,0.019808726385236,0.004447559792498,0.057225033738078,0.054429419338703,0.01322110557176,0.033165808623272,0.032694283872843,0.006457695004221,0.123543983053277,0.11955700814724,0.021985868598871,0.353911651445842,0.349883198738098,0.044164294209409,0.828333985586068,0.83182567358017,0.027944492727862,2.595029677877442,2.575340032577515,0.332914460872177
1125,9240,0.021036099141375,0.020355107262731,0.00359485309752,0.057370626609531,0.054846236482263,0.012004897375256,0.03026803728572,0.029782863333821,0.004705082670847,0.123779312680875,0.120386783033609,0.021177516737941,0.377213689217191,0.373248979449272,0.04099343116188,0.851416182821189,0.851877123117447,0.016485837838637,2.765519346987014,2.746597051620483,0.365912063159889
1126,9237,0.02162346632963,0.020921837538481,0.004471442915638,0.058440286141057,0.056798048317432,0.010972593772591,0.030770368559498,0.03023418597877,0.005683450197159,0.127575562580254,0.125629216432571,0.017999777508099,0.392286540826471,0.391977608203888,0.038621600546527,0.854489978824302,0.856753706932068,0.023079940189143,2.764883386749358,2.735928297042847,0.323738147594131
