Plot_ID,Blue_Mean_Value,Blue_Median_Value,Blue_Std_Dev_Value,Green_Mean_Value,Green_Median_Value,Green_Std_Dev_Value,Red_Mean_Value,Red_Median_Value,Red_Std_Dev_Value,RedEdge_Mean_Value,RedEdge_Median_Value,RedEdge_Std_Dev_Value,NIR_Mean_Value,NIR_Median_Value,NIR_Std_Dev_Value,_NDVImean,_NDVImedia,_NDVIstdev,_MTCImean,_MTCImedia,_MTCIstdev
1113,0.015864361097153,0.015493156388402,0.004055441235993,0.033381183176279,0.033155348151922,0.007604571087169,0.016597809512789,0.016365837305784,0.003393615038172,0.08878791296724,0.088922575116158,0.016649401460692,0.342294885233744,0.347004622220993,0.052232310566596,0.906646434712971,0.909300804138184,0.01845608414244,3.559882162122674,3.508187294006348,0.438436909282531
1114,0.017405686558073,0.017455477267504,0.005118190012216,0.034995197091718,0.036041401326656,0.010328967829088,0.019989410803212,0.01998171582818,0.003929295383022,0.088559462987142,0.093845523893833,0.026262194413544,0.303248714122615,0.331871151924133,0.092008817413666,0.866665261038437,0.880156874656677,0.040926652317345,3.202393068663913,3.168835878372192,0.421912507021565
1115,0.014987086045348,0.014677272178233,0.004432479145282,0.033098757409166,0.033393226563931,0.009609904827241,0.017499876735546,0.016967911273241,0.004583626743894,0.088581234959819,0.092898368835449,0.02484060923761,0.322277975667171,0.350593686103821,0.089391425796653,0.888190265135576,0.903973460197449,0.047898257776335,3.361474943418674,3.353456974029541,0.431295881914436
1116,0.016747766310028,0.016920417547226,0.00532840368966,0.031893665693178,0.033091709017754,0.010939969669152,0.022181938133619,0.022168611176312,0.005831246997543,0.077016382753884,0.082092303782701,0.029128721640182,0.260323296540502,0.280552551150322,0.102640191163311,0.824213600276774,0.844098478555679,0.068048166756988,3.581431159453583,3.443246483802795,0.641542599314002
1117,0.015993507453629,0.015838366001844,0.005178179415049,0.032285133878812,0.033114813268185,0.010620089877937,0.019677384876761,0.01964408159256,0.004411920064797,0.081066877086004,0.086817927658558,0.027286867522342,0.283689708479666,0.313693583011627,0.093663363301014,0.859148428962935,0.872170984745026,0.045468091232342,3.464601839714647,3.35731053352356,0.531021037622847
1118,0.015706694308505,0.015518420375884,0.004391843970835,0.033154988127308,0.034031672403216,0.009734065310579,0.020720510995202,0.019905881024897,0.005504067160244,0.083296632608631,0.089853528887033,0.025936991113405,0.284172122310759,0.314264431595802,0.091779283450174,0.849891136364976,0.875056803226471,0.063588395630452,3.358638113424528,3.267861366271973,0.509364474613552
1119,0.015930107709107,0.016430542804301,0.006112348583655,0.032925976733839,0.0354646127671,0.012778031702657,0.019388077542585,0.01984850782901,0.005502339266066,0.081748283674495,0.091746687889099,0.031509937804687,0.282320067582535,0.315320909023285,0.10488624427882,0.862474441810107,0.872195839881897,0.038080551971636,3.406098019266279,3.262314200401306,0.577067300073808
1120,0.01616875230113,0.01600880920887,0.004723411870194,0.035300364525497,0.035903979092836,0.010447561977984,0.01968090861279,0.019517825916409,0.004155911029323,0.089900690675637,0.095335505902767,0.026170045538769,0.303467497241316,0.330502182245255,0.085586063020019,0.870561233590544,0.882108390331268,0.040010616835185,3.139359103982611,3.082436800003052,0.396704713875332
1121,0.016315271207772,0.016352893784642,0.005829512038341,0.035000654350017,0.03652872517705,0.01273131748992,0.020328845974084,0.020109705626965,0.005496551698342,0.087463844329124,0.095298305153847,0.031972999937941,0.29322885337273,0.328433454036713,0.102555769415034,0.859879130959095,0.873466670513153,0.046039178005496,3.250444904904128,3.112202644348145,0.548267291743631
1122,0.015831162951671,0.015195138286799,0.005688154307278,0.031114464313318,0.030272128991783,0.012081329707521,0.021350155645002,0.020881481468678,0.006401611328934,0.072887872599018,0.07056725025177,0.029611870221401,0.242927276226199,0.227911680936813,0.096930437105858,0.824409242533231,0.840101033449173,0.060674318107262,3.554581719279987,3.390941381454468,0.650539863932347
1123,0.012164764614711,0.010805573314428,0.005308276962105,0.02682301320482,0.025086181238294,0.011261543823818,0.015288755739575,0.013772408477962,0.005391823530002,0.068861831351779,0.065792255103588,0.027994852579155,0.246620854225081,0.232582718133926,0.091449330011337,0.874250452367891,0.880468606948853,0.04557433337365,3.547853454657266,3.42693018913269,0.599099022018736
1124,0.014658513297303,0.014444544911385,0.00500322803354,0.032237484082311,0.031961457803845,0.012634688541998,0.020199300396279,0.019759777933359,0.005849559117587,0.080399649051919,0.078171446919441,0.032664144714203,0.26208767556568,0.248088419437408,0.101377359698498,0.842327202752236,0.860843062400818,0.060588856729415,3.284342510070239,3.100372910499573,0.63944219095466
1125,0.017139164083753,0.015936625190079,0.00635094334423,0.034610454412177,0.031674394384027,0.014397538442754,0.023324330764831,0.021789627149701,0.007643983734638,0.079998843572816,0.073653969913721,0.033295450137062,0.247202657945958,0.223410122096539,0.0975005126308,0.812521849914983,0.827870607376099,0.070746725726513,3.206288854804662,3.112618684768677,0.634101305344113
1126,0.014532533300928,0.01341302646324,0.005667988942997,0.028912229773654,0.027029599994421,0.011703503904215,0.018351590918943,0.01711350120604,0.00609209473721,0.069998370622734,0.06758739054203,0.027772480754528,0.244566328769893,0.234273068606853,0.091416858638968,0.848128830766635,0.864960253238678,0.059652991942176,3.627186429307355,3.524329662322998,0.662992155429116
1127,0.014214444093483,0.013213573023677,0.005253517525659,0.028791587453412,0.026880227029324,0.011588452486393,0.018912970280119,0.017772950232029,0.006038563853937,0.069979520162465,0.066217184066772,0.029161151893438,0.246507698762103,0.225506499409676,0.102345289419028,0.841080731857522,0.856604278087616,0.064297110600089,3.706648239801091,3.608450412750244,0.670937862493009
1128,0.015653494080869,0.015041823033243,0.005657034460471,0.029548684754563,0.027846248820424,0.011618449021718,0.021747683852744,0.0205750586465,0.007573135084055,0.068203683392067,0.062262954190373,0.028524851803905,0.229221554730986,0.196579270064831,0.09491203509229,0.809587021717964,0.828187376260757,0.076617540337097,3.794842782038822,3.673002362251282,0.744366390095399
1129,0.013811483152093,0.012829279527068,0.005530074720201,0.02718829356939,0.025564422830939,0.01129903198889,0.018363905660378,0.016221821308136,0.007460673972543,0.066186422198701,0.062805019319057,0.027376167612943,0.231597773323216,0.211111038923264,0.091280761374992,0.839238469504747,0.853606045246124,0.071494410893133,3.718836209662657,3.649623394012451,0.707384432197176
