Plot_ID,Blue_Mean_Value,Blue_Median_Value,Blue_Std_Dev_Value,Green_Mean_Value,Green_Median_Value,Green_Std_Dev_Value,Red_Mean_Value,Red_Median_Value,Red_Std_Dev_Value,RedEdge_Mean_Value,RedEdge_Median_Value,RedEdge_Std_Dev_Value,NIR_Mean_Value,NIR_Median_Value,NIR_Std_Dev_Value,_NDVImean,_NDVImedia,_NDVIstdev,_MTCImean,_MTCImedia,_MTCIstdev,_EVImean,_EVImedian,_EVIstdev,_DVImean,_DVImedian,_DVIstdev,_RVImean,_RVImedian,_RVIstdev,_VARImean,_VARImedia,_VARIstdev,_EXGmean,_EXGmedian,_EXGstdev,_EXGRmean,_EXGRmedia,_EXGRstdev,_GLImean,_GLImedian,_GLIstdev,_GNDVImean,_GNDVImedi,_GNDVIstde,_GVImean,_GVImedian,_GVIstdev
1260,0.017349618700097,0.016958413645625,0.004677592922113,0.065310319312285,0.064020745456219,0.016461302512842,0.025350489160089,0.024796715006232,0.006360160210039,0.135714679214101,0.134767100214958,0.025965854429021,0.471326987594295,0.471428036689758,0.050462977606138,0.899158995622826,0.899882793426514,0.016414405107292,3.107220737160853,3.067729949951172,0.397265926815835,0.744956837461197,0.747890949249268,0.051033903373604,0.445976498356954,0.446290969848633,0.045236193420357,19.3706835483531,18.97658920288086,3.39190143115785,-0.315976052223717,-0.313959896564484,0.033808425967656,0.087920530756763,0.08623219281435,0.022364807089883,0.11774016530489,0.115514501929283,0.030514304991439,0.507334397566748,0.507557809352875,0.020053835100856,0.440120484616596,0.441531896591187,0.027577844362874,0.760069644187832,0.761347711086273,0.034543833846331
1261,0.015393044412748,0.01496205246076,0.004015484845299,0.054838671228876,0.053385440260172,0.013379869375766,0.021823011479681,0.021366637200117,0.005170220173391,0.124924200762115,0.12357659637928,0.023650775899954,0.483550179285841,0.483448326587677,0.053309180674798,0.914474141113034,0.915241658687592,0.012817667630673,3.548947124537246,3.524015426635742,0.418195793079815,0.768141760276642,0.769899308681488,0.055764582308784,0.461727167606316,0.462125957012177,0.049196785152643,22.89333905077041,22.5964937210083,3.49679688028889,-0.338677400178743,-0.337757110595703,0.034998143631739,0.072461286558518,0.070597894489765,0.018173276583231,0.096747741703148,0.094174291938543,0.024954098644144,0.492734527795219,0.493008643388748,0.023029405726604,0.42923038958405,0.430620685219765,0.029241680051988,0.798908399846381,0.800788581371307,0.027272716288634
1262,0.013777630015809,0.013354374095798,0.003801353723881,0.051749438010121,0.050393851473927,0.013194028343964,0.020015936707018,0.019612859934568,0.00493231209822,0.117969097273645,0.116568729281425,0.022994103634275,0.450930083332116,0.450121223926544,0.053758767576166,0.915743088027126,0.916224449872971,0.014168531653663,3.471561929593967,3.4460688829422,0.453949640942119,0.731926116208103,0.733311712741852,0.060089302556254,0.430914146964763,0.430268183350563,0.050170614103051,23.42774727930142,22.87331771850586,4.220937048323746,-0.330680810073689,-0.330029904842377,0.035263750563944,0.069705309249842,0.067989725619555,0.018181380486118,0.093432435915016,0.090738818049431,0.025011391574201,0.50740634230231,0.506492376327515,0.023792558647054,0.440885747979094,0.441685929894447,0.030681133753911,0.796708007587264,0.798445641994476,0.030614824314076
1263,0.016098362940883,0.015735220164061,0.003992787698825,0.064425367184768,0.063221417367458,0.015261409943861,0.024060930522334,0.023625275120139,0.005196528682023,0.138444117594368,0.137553632259369,0.024947271275477,0.449220525977836,0.450266152620316,0.048927300176064,0.899042005353676,0.900119662284851,0.01413392843379,2.770508422280237,2.752645254135132,0.329071254438501,0.720016488575431,0.723746836185455,0.054489857870547,0.425159595628507,0.426570117473602,0.045036976416014,19.19539380600167,19.02396202087402,2.805390969553836,-0.304668472133531,-0.299982339143753,0.044132633798401,0.088691440899142,0.087137691676617,0.022077029836289,0.119431505317451,0.117395304143429,0.030940691538,0.523165898076419,0.525092899799347,0.025934177879336,0.453339530675112,0.457378536462784,0.037113029740314,0.75223061276149,0.754070103168488,0.03201997702413
1264,0.015487445002921,0.015262483153492,0.004173366401417,0.052307914692138,0.051816379651427,0.012551147094202,0.021417129952768,0.021143645979464,0.00536913080557,0.115848999458635,0.11598077788949,0.021536380626943,0.444255054110681,0.448643952608109,0.049148436171735,0.909056645917786,0.909410536289215,0.015302041006548,3.54438967912357,3.493948340415955,0.433500409630626,0.723973307300455,0.73073947429657,0.054393726888637,0.422837924158948,0.427163809537888,0.044960977176831,21.64190550095928,21.0776252746582,3.968042085397586,-0.351101888800031,-0.348766073584557,0.028082345535234,0.067711254413715,0.067061465233564,0.015947579924778,0.090035187155967,0.089320611208677,0.021398615494356,0.479702886349063,0.479924276471138,0.020205545489777,0.419571634494467,0.420577719807625,0.025676898245874,0.791936203150814,0.79173868894577,0.029397740937863
1265,0.015316651243732,0.015041408129036,0.004232664349961,0.052706465794902,0.052087686955929,0.013125270313209,0.019996385138299,0.0196941960603,0.004975168689331,0.118152074364866,0.118058457970619,0.023395168093104,0.471672548283346,0.473094433546066,0.057056581577765,0.919619785115921,0.919857382774353,0.012387988773323,3.677021236577285,3.617950916290283,0.447816664291121,0.762384548847235,0.766631960868835,0.061883558064366,0.451676163071198,0.453316450119019,0.052870791658863,24.50244912793559,23.95551300048828,4.116632997308027,-0.322776452064438,-0.321852713823318,0.028794233626854,0.070099895205553,0.069099262356758,0.017476904328746,0.094811421833683,0.093306742608547,0.024049181357828,0.498840162807289,0.498838990926743,0.021848537662762,0.449545209820388,0.449884653091431,0.025224757150075,0.80169851110676,0.801542580127716,0.026953602514687
1266,0.016854426604857,0.016616052947938,0.004592129043162,0.059076354195535,0.058641688898206,0.015082864782393,0.023866215960632,0.023490217514336,0.005572110807124,0.128205244199464,0.128226898610592,0.025334020514312,0.440065545716814,0.443837627768517,0.05683976087361,0.898033165755558,0.899001270532608,0.014266794167098,3.052380616111077,3.01861834526062,0.369254084843086,0.711864991063234,0.718338012695313,0.064802451901292,0.416199329574032,0.419786646962166,0.052404232082869,18.99460371070185,18.80223178863525,2.774239880643157,-0.342030991899861,-0.337363243103027,0.04428537260731,0.077432065872487,0.076762039214373,0.020595468148997,0.103095717663031,0.102147944271564,0.028605965515939,0.485876793605887,0.487366810441017,0.024267038289416,0.421235040031447,0.425175696611404,0.035504125327385,0.766660639832124,0.767658084630966,0.031862870292417
1301,0.016007283948532,0.015535656362772,0.00492557011021,0.052034959760899,0.050903908908367,0.014509607671326,0.022263610970993,0.021759720519185,0.006192314325218,0.11375771636484,0.112413056194782,0.025081193068981,0.424381802949848,0.423211604356766,0.05791222598003,0.90176334014364,0.902420043945313,0.016598912708478,3.481830164716749,3.439315319061279,0.457595806995729,0.696635559269909,0.69742625951767,0.064301610525588,0.402118192006233,0.400978714227676,0.052746547815555,19.96438735872199,19.49600791931152,3.675187862644568,-0.370990600657732,-0.370892852544785,0.037579984587774,0.065799024602792,0.064115464687347,0.018444437087456,0.086664928991484,0.084413379430771,0.024915304866205,0.462895699905019,0.461881697177887,0.024361512016523,0.400039764818224,0.399197220802307,0.032048044536517,0.785274243991287,0.785697221755981,0.031843983297564
1302,0.016368156793876,0.015845078974962,0.005219477932669,0.053625841718093,0.052219979465008,0.015023812622337,0.02180842547437,0.021147018298507,0.00639439523984,0.115977649054563,0.114646963775158,0.024625873890404,0.420912504252978,0.420701920986176,0.054559445505359,0.902941532812959,0.903815150260925,0.018600843975545,3.315240114184009,3.266371488571167,0.457763252728216,0.696053163639793,0.698921382427216,0.062143321468963,0.399104078811156,0.399120956659317,0.049568653443867,20.38742776238984,19.79328918457031,4.204306934082086,-0.347536958021432,-0.346100479364395,0.034730968658186,0.069075101169863,0.06752310693264,0.019027702710679,0.092169147179513,0.089924350380898,0.025717487334579,0.476818638471879,0.47622075676918,0.025908219803329,0.42259715845227,0.423200726509094,0.032147654789626,0.777645222794167,0.778528928756714,0.035202207190791
1303,0.016397982293608,0.015990608371794,0.004871105308535,0.053560725013448,0.05260619148612,0.014225317940276,0.021929835631655,0.021494680084288,0.006068842063985,0.117424498291755,0.116247802972794,0.024672462411418,0.431839968435038,0.430138468742371,0.052117929773499,0.904862529594329,0.904737025499344,0.016347131615871,3.374792620724332,3.319025158882141,0.464864062938175,0.709481450463614,0.709701478481293,0.056189511274231,0.409910132880623,0.408491998910904,0.046832526315762,20.68660206017435,19.9945182800293,3.966865421205262,-0.349948692097337,-0.348706498742104,0.029960988374543,0.068793632119686,0.067513901740313,0.017971807756679,0.091652587278707,0.08991326764226,0.02416798394615,0.47461349101134,0.474240034818649,0.023240773065007,0.419939793511387,0.420552536845207,0.027479296488836,0.782791066234135,0.782323926687241,0.031680848410549
