Plot_ID,Blue_Mean_Value,Blue_Median_Value,Blue_Std_Dev_Value,Green_Mean_Value,Green_Median_Value,Green_Std_Dev_Value,Red_Mean_Value,Red_Median_Value,Red_Std_Dev_Value,RedEdge_Mean_Value,RedEdge_Median_Value,RedEdge_Std_Dev_Value,NIR_Mean_Value,NIR_Median_Value,NIR_Std_Dev_Value,_NDVImean,_NDVImedia,_NDVIstdev,_MTCImean,_MTCImedia,_MTCIstdev,_DVImean,_DVImedian,_DVIstdev,_EVImean,_EVImedian,_EVIstdev,_EXGmean,_EXGmedian,_EXGstdev,_EXGRmean,_EXGRmedia,_EXGRstdev,_GLImean,_GLImedian,_GLIstdev,_GNDVImean,_GNDVImedi,_GNDVIstde,_GVImean,_GVImedian,_GVIstdev,_RVImean,_RVImedian,_RVIstdev,_VARImean,_VARImedia,_VARIstdev,_VARImajor
1613,0.003966203785134,0.003745429450646,0.001119018670105,0.009337058982426,0.008882324676961,0.002579319832169,0.004391437487369,0.004179228330031,0.00109240800528,0.023070417876845,0.022478417493403,0.004634691872406,0.093713061429125,0.093909200280905,0.011231374769742,0.911224670207045,0.912623703479767,0.0144217573263,3.86731628771784,3.84080183506012,0.534800279375003,0.089321623952927,0.089729495346546,0.010430177587511,0.225195630732075,0.226054459810257,0.026631806116897,0.010316476693274,0.009806709364057,0.00305347818406,0.013505523196936,0.01285457611084,0.004187385137854,0.379665417801412,0.380859985947609,0.026248053262463,0.356735033766778,0.359550133347511,0.03158620062428,0.00461567322587,0.005070359678939,0.014244481308213,22.12251915777346,21.88950538635254,3.731530001329813,-0.443023054061714,-0.441188246011734,0.027581253655066,-0.478807777166367
1614,0.003914429958012,0.003812211100012,0.000982910955522,0.009346681824673,0.009122794028372,0.002205654216036,0.004315685575085,0.004220897099003,0.000878140270905,0.02252889967855,0.022173251025379,0.004136227358336,0.088356275093742,0.08834308758378,0.010746652154816,0.90712765319119,0.907878071069717,0.013025919391338,3.682753763373576,3.655058979988098,0.46164163071458,0.084040589531658,0.084203984588385,0.010150073147759,0.211885714460744,0.212137922644615,0.025815131837319,0.010463248121361,0.010222168639302,0.002697098629685,0.013767970139303,0.013436804059893,0.003819975701855,0.386784499417954,0.388295233249664,0.028188942834234,0.364368466731701,0.368868306279182,0.039757418180867,-0.007116989654029,-0.006311984267086,0.013061724986319,20.96050280330254,20.71035671234131,3.084047834873314,-0.435576123304264,-0.433390378952026,0.029643970782894,-0.464421361684799
1615,0.00367942044316,0.003481254680082,0.000973492718948,0.008505378110044,0.008081276901066,0.002229220250472,0.00408256167964,0.003922420553863,0.000905714725436,0.021039999971999,0.020416118204594,0.00402032790354,0.089983532633205,0.089892886579037,0.010635138609237,0.91342669173213,0.914089560508728,0.014300627485035,4.156470171898555,4.114803314208984,0.62206717371259,0.085900970904422,0.085986040532589,0.010103250927773,0.216401908050294,0.216499000787735,0.025643549485681,0.00924877409536,0.008752243593335,0.002725568687158,0.012038565849197,0.011360052041709,0.003811300894949,0.370461080469172,0.370567232370377,0.031357773725343,0.346779938638124,0.349204927682877,0.039445961939865,0.004755906559907,0.005111971404403,0.015639063408107,22.75106454932975,22.28005599975586,4.013924306605468,-0.453301530421987,-0.452520936727524,0.033064770206601,-0.49463015794754
1616,0.003704072659799,0.003532835282385,0.000927087353933,0.008147717162022,0.007792798802257,0.001975857326514,0.003998069154207,0.003852237481624,0.000781416454498,0.020361620689856,0.019936831668019,0.003706418460617,0.090187005278101,0.090290747582912,0.010818611039413,0.915277163393681,0.915858268737793,0.011165645802612,4.344181427926515,4.320350646972656,0.514765398361771,0.086188936122834,0.086434170603752,0.010285441239155,0.217054505401173,0.2176543623209,0.026099501316197,0.008593292508977,0.008205646649003,0.002366975184795,0.01114371285306,0.010646866634488,0.003362360010865,0.355318497619098,0.356938749551773,0.028576312850749,0.336579715654547,0.341396480798721,0.040652634746197,0.008833428586203,0.009371531195939,0.012024020575803,23.01936291303615,22.76941108703613,3.176251204235133,-0.468598064875254,-0.466680943965912,0.031130249740824,-0.524231255054474
1617,0.003777361972876,0.003615713911131,0.000902460933029,0.010491502680019,0.010001143440604,0.002814245183629,0.004754225514221,0.004525570198894,0.001194376568577,0.025624760587082,0.02510049380362,0.005136488241718,0.093063108228725,0.093323938548565,0.010668645672283,0.903672692144149,0.905381381511688,0.016054943722054,3.31238586911631,3.277179956436157,0.487210341028167,0.088308882762642,0.088740661740303,0.009801058270472,0.222955555908091,0.223882123827934,0.025146057168962,0.012451417870855,0.011862384155393,0.003675750859422,0.016287004838814,0.015482800081372,0.004954391554573,0.418534161650627,0.419003069400787,0.030296984666693,0.373618096208531,0.37554144859314,0.034217575310217,-0.007837983164205,-0.007739456370473,0.014986038923173,20.33909190846146,20.13748359680176,3.542105537268496,-0.407446483343484,-0.406309902667999,0.029444660063198,-0.437989234924316
1618,0.003874259725943,0.003642825642601,0.000948787818565,0.009527641552914,0.008956763893366,0.002456029200193,0.005176098552594,0.005029703956097,0.001065082038322,0.023104438145594,0.022374654188752,0.004368054703589,0.08472208394117,0.084385775029659,0.009926152036707,0.884917638150946,0.886609613895416,0.018492510091761,3.514195866347677,3.503350019454956,0.477403916828896,0.079545985397106,0.079404592514038,0.009377369332727,0.201003006740782,0.200546652078629,0.023909001604974,0.010004924824966,0.009341509081423,0.003101870226252,0.012286028407989,0.011396285146475,0.004325768354853,0.351637003434378,0.354200482368469,0.036961068764962,0.290255186638248,0.293920576572418,0.050674775227792,-0.017184284405237,-0.01612433232367,0.016317667836608,16.83176031405697,16.63817977905273,2.876063181892758,-0.472559964150159,-0.47030383348465,0.037355954797508,-0.508276998996735
1619,0.004194883721697,0.003975101513788,0.000967303828881,0.010412816972641,0.009904741309583,0.002344666678964,0.005202406193957,0.004989673383534,0.001185904128104,0.025002247928261,0.024355680681765,0.004138677184651,0.0913227553024,0.091597396880388,0.010163599871403,0.892438431432562,0.894437253475189,0.019255416364573,3.393773285327562,3.392296552658081,0.400680490384424,0.086120349103343,0.08664383366704,0.009576588626476,0.217592980250422,0.218775950372219,0.02440807303407,0.011428344021391,0.010907588526607,0.002713348498841,0.014557792328008,0.013879511505365,0.003612196154479,0.377826508346941,0.378987193107605,0.026547512346565,0.333538265168644,0.336365014314651,0.035860161228235,-0.011765920493145,-0.010340437758714,0.017633501493664,18.20058420417197,17.94607543945313,3.476641148530071,-0.44550787617343,-0.443861857056618,0.026536128537511,-0.468433320522308
1620,0.004199148328577,0.004053544253111,0.00097181510542,0.009835005262292,0.009473830927163,0.002487935634297,0.005729911622393,0.005575607065111,0.001124793055908,0.023207522545404,0.02281463611871,0.004692733653578,0.080450556256326,0.080643881112337,0.011398217612343,0.866766638653626,0.866834849119186,0.019355787174241,3.356971223524936,3.322021007537842,0.487629064743111,0.074720644658088,0.075021062046289,0.010735943277521,0.189110883338775,0.189784303307533,0.027400384390305,0.009740950568581,0.009328028187156,0.003090392735694,0.011554079564191,0.011033556424081,0.00426064214771,0.323682391301985,0.325240388512611,0.037613319296966,0.257132005439853,0.262345165014267,0.051656428944272,-0.030924151134092,-0.030961321666837,0.017304588464353,14.33257475143397,14.01894378662109,2.265414513188065,-0.49948740006649,-0.498173639178276,0.03810152241269,-0.541940033435822
1621,0.004142894233671,0.004002171568573,0.000972510194492,0.010189861453189,0.009926873259246,0.002437598400096,0.006057427511841,0.006034909747541,0.001256235197454,0.024511989046418,0.024104226380587,0.004646942839255,0.08594659114552,0.085639588534832,0.011939453135802,0.867520530223384,0.86719936132431,0.025210546540143,3.396744680954558,3.350850105285645,0.447177702343147,0.079889163635913,0.079707242548466,0.01152551094669,0.202301133969534,0.201703831553459,0.029284312608252,0.010179401162965,0.009810724295676,0.003010390811907,0.011888864096973,0.01144517865032,0.004252147704069,0.32935303780174,0.332860201597214,0.041785784742812,0.250394040894668,0.256649196147919,0.063548962969733,-0.021741813380755,-0.022077655419707,0.018609955613182,14.69605550563593,14.06017112731934,3.259075245692548,-0.492768190358542,-0.490191876888275,0.040227475042605,-0.516534030437469
1622,0.006024517018399,0.005558970151469,0.002010091213227,0.012830822714135,0.011940240394324,0.003923055107589,0.00701925171189,0.006558198947459,0.002145819622182,0.02892251242703,0.027801712974906,0.006665546574513,0.094343309580572,0.094449851661921,0.015434987498951,0.862326716966638,0.86309540271759,0.029024329660532,3.049297791546167,3.023880124092102,0.412515189343695,0.087324057863448,0.088005192577839,0.014134869525543,0.221602750249034,0.222964778542519,0.036382087221466,0.012617876699831,0.011833158321679,0.003951122816975,0.015621747023357,0.014723591972142,0.005231236679424,0.326295363950695,0.328024983406067,0.030046193670106,0.291890435314975,0.297372326254845,0.046949645695668,-0.027210601454955,-0.026258324272931,0.022700356599883,14.21220413645108,13.60871410369873,3.360963446512037,-0.494384842464166,-0.492540180683136,0.031423075618481,-0.539897561073303
