iter	RMSE
135	53.34863955
136	53.31899668
137	53.27247816
138	53.23933747
139	53.21284811
140	53.15305229
141	53.09426962
142	53.07493343
143	53.01672982
144	52.99777599
145	52.97555942
146	52.95128914
147	52.88170865
148	52.86947037
149	52.80215299
150	52.68664609
151	52.6166285
152	52.59706508
153	52.52409543
154	52.46872648
155	52.4357543
156	52.3616183
157	52.33203083
158	52.29188631
159	52.23547574
160	52.18411535
161	52.13550896
162	52.10847048
163	52.06680333
164	52.04603847
165	52.00104109
166	51.96598124
167	51.87625933
168	51.85126028
169	51.83634855
170	51.78929156
171	51.73276894
172	51.71091466
173	51.67395544
174	51.65319732
175	51.63544994
176	51.60349082
177	51.56966986
178	51.4985724
179	51.4331617
180	51.39038819
181	51.34218089
182	51.32279875
183	51.29486817
184	51.25010114
185	51.19098859
186	51.15395198
187	51.06598845
188	51.04862482
189	51.02929459
190	50.99762274
191	50.97859303
192	50.94604518
193	50.92048236
194	50.87486142
195	50.8584075
196	50.82141454
197	50.79874574
198	50.77035573
199	50.72060357
200	50.70239697
201	50.60217965
202	50.54465106
203	50.46269609
204	50.42755971
205	50.37201102
206	50.34265349
207	50.31174663
208	50.28586306
209	50.23848467
210	50.20163468
211	50.14200612
212	50.1196036
213	50.07657778
214	50.0486709
215	50.01988568
216	50.00157245
217	49.93791261
218	49.89648381
219	49.87846128
220	49.84448864
221	49.8288388
222	49.78495625
223	49.76068526
224	49.7408968
225	49.71003227
226	49.67778305
227	49.63566555
228	49.60746357
229	49.59227883
230	49.55649548
231	49.52696153
232	49.49015528
233	49.46096002
234	49.42965922
235	49.41215613
236	49.38620013
237	49.3460189
238	49.32466815
239	49.3095304
240	49.29498105
241	49.26438997
242	49.22241651
243	49.19873911
244	49.17061196
245	49.1419717
246	49.11438714
247	49.09506532
248	49.07605537
249	49.03559928
250	49.01708155
251	48.99119989
252	48.95647839
253	48.93001838
254	48.90412466
255	48.87104582
256	48.85702113
257	48.84031561
258	48.82399021
259	48.81077997
260	48.78811291
261	48.77255255
262	48.74626469
263	48.72125857
264	48.70115816
265	48.67944714
266	48.65861592
267	48.63273968
268	48.60730325
269	48.57328344
270	48.53880292
271	48.52608762
272	48.50240348
273	48.47198557
274	48.46298231
275	48.43047598
276	48.40356553
277	48.38966807
278	48.35974212
279	48.3222958
280	48.31010007
281	48.25641047
282	48.22923455
283	48.16974112
284	48.15253136
285	48.12382807
286	48.09982071
287	48.07095932
288	48.04335584
289	48.03168964
290	47.99668577
291	47.97885322
292	47.9502814
293	47.92380425
294	47.89150104
295	47.8781443
296	47.86724459
297	47.84377727
298	47.82117149
299	47.8046832
300	47.771125
301	47.75624153
302	47.73433102
303	47.72144901
304	47.7056568
305	47.67644891
306	47.66159282
307	47.64973129
308	47.64001298
309	47.61615269
310	47.58367989
311	47.55635561
312	47.53992472
313	47.51363809
314	47.49166825
315	47.46172698
316	47.43811817
317	47.4196304
318	47.40844392
319	47.38677918
320	47.36261382
321	47.33002102
322	47.31400982
323	47.29588248
324	47.25735547
325	47.23366258
326	47.21899256
327	47.18479552
328	47.17564371
329	47.15224726
330	47.12830755
331	47.1157986
332	47.10351301
333	47.08429333
334	47.0596275
335	47.03989202
336	47.02867138
337	47.00859036
338	46.99019876
339	46.98176836
340	46.96735519
341	46.94191801
342	46.93100303
343	46.91578235
344	46.90399615
345	46.86938502
346	46.85270384
347	46.83485942
348	46.81015706
349	46.7865885
350	46.77654782
351	46.76238255
352	46.74719187
353	46.73348933
354	46.72283303
355	46.70431244
356	46.67900875
357	46.6678958
358	46.65235082
359	46.63146408
360	46.60542695
361	46.59554733
362	46.58319983
363	46.56207231
364	46.54972108
365	46.53291671
366	46.51271165
367	46.49637195
368	46.4813937
369	46.4645505
370	46.44624119
371	46.42824068
372	46.40809215
373	46.3974273
374	46.38140979
375	46.36261784
376	46.34127111
377	46.33432192
378	46.30822102
379	46.29756823
380	46.27444446
381	46.26313541
382	46.2495715
383	46.23620344
384	46.21397829
385	46.20429947
386	46.19247786
387	46.16976567
388	46.16098573
389	46.15265825
390	46.13968852
391	46.13156919
392	46.12200483
393	46.10960898
394	46.09586102
395	46.08484193
396	46.07402811
397	46.05049255
398	46.03367422
399	46.01667544
400	45.9970696
401	45.98445214
402	45.97201154
403	45.95855811
404	45.94494048
405	45.93541371
406	45.91505867
407	45.90165794
408	45.89387609
409	45.88456678
410	45.86304226
411	45.85221791
412	45.84607861
413	45.82647051
414	45.81561859
415	45.8024752
416	45.78913998
417	45.77021359
418	45.75002732
419	45.733509
420	45.71960555
421	45.70832919
422	45.6887705
423	45.67788779
424	45.65715388
425	45.64652127
426	45.63152804
427	45.61540229
428	45.57724057
429	45.56006191
430	45.54051454
431	45.52746069
432	45.51282447
433	45.49630927
434	45.4816625
435	45.46736834
436	45.44806866
437	45.43811795
438	45.42019794
439	45.41030961
440	45.3890619
441	45.37294443
442	45.35759261
443	45.34517028
444	45.31739829
445	45.29510932
446	45.28460864
447	45.25590797
448	45.24520026
449	45.23299966
450	45.21593099
451	45.19947039
452	45.18121749
453	45.16193445
454	45.1492115
455	45.13735319
456	45.12479139
457	45.10817984
458	45.09945098
459	45.07699693
460	45.06918563
461	45.04191813
462	45.03027968
463	45.02325821
464	44.98661239
465	44.97879058
466	44.9511497
467	44.93480831
468	44.92915685
469	44.91542043
470	44.90278161
471	44.89129032
472	44.88230379
473	44.86921137
474	44.85448675
475	44.84431171
476	44.834795
477	44.81795957
478	44.80366086
479	44.7841121
480	44.77300311
481	44.7653874
482	44.7517252
483	44.74096733
484	44.7236243
485	44.70846015
486	44.69430177
487	44.6774957
488	44.66223254
489	44.6480161
490	44.63143449
491	44.62669713
492	44.61613277
493	44.60780124
494	44.59645816
495	44.58816834
496	44.57802946
497	44.55820544
498	44.54655146
499	44.53675345
500	44.52475861
501	44.50682723
502	44.49304804
503	44.48203323
504	44.47092664
505	44.46777977
506	44.44949813
507	44.4385473
508	44.43070923
509	44.41466518
510	44.40899114
511	44.38328841
512	44.36453823
513	44.35791753
514	44.34928592
515	44.33230264
516	44.32503512
517	44.31603481
518	44.30011117
519	44.28410797
520	44.26835541
521	44.25410919
522	44.23849524
523	44.23156854
524	44.21472211
525	44.20033828
526	44.19143015
527	44.17835036
528	44.16508228
529	44.15472987
530	44.14267201
531	44.12496074
532	44.11293408
533	44.09418002
534	44.0851904
535	44.07211385
536	44.05698949
537	44.05110531
538	44.04091129
539	44.02646124
540	44.02152993
541	44.00122286
542	43.98894378
543	43.9744896
544	43.96412246
545	43.94554146
546	43.93616064
547	43.92452328
548	43.90949925
549	43.89839183
550	43.87671215
551	43.86990007
552	43.86143129
553	43.83980769
554	43.83277496
555	43.81910486
556	43.80629861
557	43.79704571
558	43.78507925
559	43.77577273
560	43.74951433
561	43.74152667
562	43.72532669
563	43.71001542
564	43.69870274
565	43.69248047
566	43.67871801
567	43.67163599
568	43.65749806
569	43.64959787
570	43.64100485
571	43.62900866
572	43.62158924
573	43.61003349
574	43.60607697
575	43.59862605
576	43.58320349
577	43.57298395
578	43.5597235
579	43.55387686
580	43.5449351
581	43.53450662
582	43.52305201
583	43.50876819
584	43.50039693
585	43.48651349
586	43.47654255
587	43.46011047
588	43.44450661
589	43.43583066
590	43.42517079
591	43.4145137
592	43.39604027
593	43.37975941
594	43.36514725
595	43.35540791
596	43.34582954
597	43.33420372
598	43.32387737
599	43.31409355
600	43.30901642
601	43.28738754
602	43.27960957
603	43.27139981
604	43.25787267
605	43.24807473
606	43.23291471
607	43.21486976
608	43.20618645
609	43.19483026
610	43.18416874
611	43.17442211
612	43.16401335
613	43.1563696
614	43.14654325
615	43.13556672
616	43.12087973
617	43.1088344
618	43.09668375
619	43.07901387
620	43.07153973
621	43.06373942
622	43.04989713
623	43.03264568
624	43.02038332
625	43.01313154
626	43.00483847
627	42.98944798
628	42.98016665
629	42.9746144
630	42.97070827
631	42.95821159
632	42.95188545
633	42.93851366
634	42.92151793
635	42.91523817
636	42.90467281
637	42.89275097
638	42.87774152
639	42.86468376
640	42.84485309
641	42.82973514
642	42.82247689
643	42.80634376
644	42.79498259
645	42.77715909
646	42.76622975
647	42.75795848
648	42.74899138
649	42.73477035
650	42.72598078
651	42.71775324
652	42.70344348
653	42.69959673
654	42.69108578
655	42.68537902
656	42.67619451
657	42.66876802
658	42.65537974
659	42.6469272
660	42.63878279
661	42.61855736
662	42.610756
663	42.59912906
664	42.59071875
665	42.5822489
666	42.57295342
667	42.56049482
668	42.54995263
669	42.5391264
670	42.53259854
671	42.51388012
672	42.50362836
673	42.49176939
674	42.47702004
675	42.47146
676	42.45121718
677	42.43550433
678	42.42556482
679	42.41287891
680	42.40219179
681	42.39407439
682	42.38550332
683	42.37108431
684	42.36420062
685	42.35144015
686	42.33314393
687	42.32180586
688	42.31483672
689	42.29601177
690	42.28720041
691	42.27541288
692	42.26743021
693	42.25666708
694	42.23888508
695	42.22655475
696	42.22008511
697	42.20960223
698	42.20076752
699	42.18997798
700	42.174798
701	42.16124462
702	42.15049391
703	42.14296473
704	42.13400185
705	42.12207104
706	42.10957867
707	42.1002759
708	42.08975533
709	42.07426944
710	42.06542124
711	42.05468842
712	42.04789642
713	42.03952176
714	42.03223967
715	42.01945082
716	41.99631854
717	41.98487518
718	41.97130575
719	41.95804339
720	41.94041091
721	41.92556028
722	41.92225581
723	41.91478715
724	41.90493254
725	41.89025546
726	41.88453143
727	41.87760744
728	41.86899492
729	41.86294719
730	41.85137722
731	41.83876716
732	41.82780278
733	41.81865408
734	41.81459561
735	41.8022801
736	41.79218105
737	41.78876686
738	41.78242187
739	41.7712831
740	41.75900404
741	41.74923507
742	41.74519382
743	41.7297303
744	41.7174417
745	41.70600541
746	41.6873747
747	41.67388376
748	41.66518328
749	41.65992618
750	41.64621395
751	41.63916561
752	41.63409331
753	41.62607096
754	41.61380014
755	41.60390215
756	41.58724189
757	41.5799935
758	41.57389748
759	41.56709724
760	41.5600823
761	41.54679606
762	41.53762965
763	41.52218777
764	41.51358508
765	41.50598457
766	41.49122254
767	41.48576972
768	41.4776585
769	41.46887926
770	41.45597503
771	41.4472421
772	41.43538067
773	41.43191058
774	41.41828433
775	41.41067871
776	41.38042492
777	41.36828357
778	41.36148061
779	41.35296032
780	41.34152765
781	41.33094765
782	41.31713295
783	41.30392921
784	41.28444426
785	41.27494602
786	41.26798701
787	41.26292346
788	41.25409873
789	41.24726165
790	41.23119527
791	41.22369492
792	41.21618194
793	41.20664406
794	41.20383844
795	41.19801404
796	41.18901078
797	41.17724923
798	41.16959863
799	41.15476901
800	41.13735976
801	41.12775249
802	41.1129417
803	41.10623628
804	41.10014865
805	41.09053949
806	41.08428254
807	41.07442176
808	41.06731903
809	41.05736979
810	41.04997811
811	41.04080027
812	41.02659413
813	41.01327572
814	41.00224315
815	40.99302741
816	40.97612092
817	40.97198008
818	40.96248671
819	40.95238783
820	40.93907418
821	40.9251596
822	40.91015647
823	40.90471245
824	40.89613812
825	40.88279859
826	40.87350934
827	40.86689055
828	40.85279717
829	40.84686836
830	40.83548846
831	40.82249887
832	40.81805226
833	40.80344797
834	40.79003068
835	40.77512404
836	40.77091544
837	40.76022699
838	40.7535022
839	40.74765625
840	40.73956818
841	40.73236899
842	40.72448843
843	40.71800847
844	40.71035233
845	40.69954876
846	40.69602516
847	40.6902241
848	40.67813172
849	40.65939833
850	40.65425993
851	40.64952101
852	40.63903044
853	40.63159787
854	40.62579473
855	40.62279406
856	40.61457583
857	40.60077438
858	40.59302056
859	40.56948574
860	40.56625051
861	40.55013073
862	40.53707248
863	40.53004231
864	40.51874619
865	40.49885637
866	40.4909774
867	40.48341216
868	40.46994393
869	40.46349754
870	40.45393428
871	40.44533705
872	40.43235623
873	40.42392597
874	40.4101369
875	40.4072459
876	40.38612297
877	40.37603533
878	40.368204
879	40.35829272
880	40.34860542
881	40.34109387
882	40.32596497
883	40.32130976
884	40.30603856
885	40.30157655
886	40.29410239
887	40.28358651
888	40.26415166
889	40.25007008
890	40.24302871
891	40.23693738
892	40.23024713
893	40.21851952
894	40.20383774
895	40.19715152
896	40.18488666
897	40.17642768
898	40.16854466
899	40.15983049
900	40.15252132
901	40.14755889
902	40.14146788
903	40.13406836
904	40.1204969
905	40.1006419
906	40.09133637
907	40.07690255
908	40.07010511
909	40.05485239
910	40.03600974
911	40.02540632
912	40.01596602
913	40.01161751
914	40.00456227
915	39.99070246
916	39.98483771
917	39.96830602
918	39.95946405
919	39.95384703
920	39.94371691
921	39.93741709
922	39.93273747
923	39.92321512
924	39.90955202
925	39.90164178
926	39.8989398
927	39.89343688
928	39.88097955
929	39.87276972
930	39.86652956
931	39.85739971
932	39.85152896
933	39.84697353
934	39.83687374
935	39.82588069
936	39.8212343
937	39.81356589
938	39.80163967
939	39.78458974
940	39.76828173
941	39.75666284
942	39.75102314
943	39.74363879
944	39.73093102
945	39.72067689
946	39.71481462
947	39.7117685
948	39.70617674
949	39.69896421
950	39.6856494
951	39.67769037
952	39.67505212
953	39.66734212
954	39.66108753
955	39.65491061
956	39.64827232
957	39.63382248
958	39.62240017
959	39.6168693
960	39.60869658
961	39.60387173
962	39.59218496
963	39.57814592
964	39.57249617
965	39.56430107
966	39.5544013
967	39.54854547
968	39.53654032
969	39.53300053
970	39.52619213
971	39.51969856
972	39.50985145
973	39.49659353
974	39.48567679
975	39.47668284
976	39.4662542
977	39.46045069
978	39.44860436
979	39.44204124
980	39.43433682
981	39.42126546
982	39.41289901
983	39.4039988
984	39.39416217
985	39.38869826
986	39.38232297
987	39.37501734
988	39.3589239
989	39.35010753
990	39.34608472
991	39.33698803
992	39.33188353
993	39.32143051
994	39.31219042
995	39.30731615
996	39.29871112
997	39.29189689
998	39.28072007
999	39.27491063
