Plot_ID,Blue_Mean_Value,Blue_Median_Value,Blue_Std_Dev_Value,Green_Mean_Value,Green_Median_Value,Green_Std_Dev_Value,Red_Mean_Value,Red_Median_Value,Red_Std_Dev_Value,RedEdge_Mean_Value,RedEdge_Median_Value,RedEdge_Std_Dev_Value,NIR_Mean_Value,NIR_Median_Value,NIR_Std_Dev_Value,NDVI_Mean_Value,NDVI_Median_Value,NDVI_Std_Dev_Value,MTCI_Mean_Value,MTCI_Median_Value,MTCI_Std_Dev_Value,EVI_Mean_Value,EVI_Median_Value,EVI_Std_Dev_Value,GrainYield,Days2Heading,Days2Maturity,Date
1101,0.022459353163622,0.021905099973083,0.004296904753845,0.052764623354038,0.051634814590216,0.009472799635223,0.028500019558964,0.028147151693702,0.004370582615583,0.144346099583066,0.142297893762589,0.021075009077595,0.467602937229641,0.465754747390747,0.053852648400381,0.884826550661323,0.885389626026154,0.014202525500421,2.81546798341151,2.803550958633423,0.255094525743187,-1.2591236486797306,-1.2612385163450501,-0.12313901646284982,453.6585366,62,109,2020-07-01
1102,0.028519034961243,0.028108204714954,0.005220348569193,0.056449005902505,0.055910406634212,0.008966038467716,0.035211187903196,0.035009063780308,0.004359799415383,0.145996341312228,0.14514946937561,0.01966705714105,0.460994168850314,0.458687305450439,0.054826032110982,0.857612950321763,0.858815878629684,0.012930958926421,2.861839243746315,2.861652374267578,0.215243103799653,-1.1040191840762232,-1.1008305425956757,-0.12485641495131851,439.0243902,62,113,2020-07-01
1103,0.027262673885103,0.026808137074113,0.005349591085041,0.057719622700641,0.057188274338841,0.009579668837101,0.034694087753146,0.034400854259729,0.004215997605952,0.150858654224597,0.149911507964134,0.021247192435025,0.470922108508767,0.468714967370033,0.058114152545393,0.862241018693703,0.863303333520889,0.011909379163582,2.774859402288249,2.768063426017761,0.195095980380612,-1.1580711566887012,-1.1566273350021896,-0.13376837441317216,409.7560976,60,106,2020-07-01
1104,0.025344102402065,0.024749524891376,0.005197327847429,0.04918760823985,0.048597604036331,0.008832399930429,0.03083103652159,0.030623432248831,0.004082586369387,0.132768521861268,0.131658539175987,0.019816872145744,0.458367848035193,0.455759882926941,0.059064645156504,0.873491234094474,0.874434173107147,0.011827574071766,3.220940852275125,3.206093549728394,0.26216572538052,-1.1659681821256123,-1.1633522643230487,-0.13685151792484013,474.796748,61,110,2020-07-01
1105,0.029858271773504,0.029281806200743,0.006135062151883,0.060235857557754,0.059577262029052,0.010768171543961,0.03632448481315,0.035984363406897,0.005101248208904,0.154584247175375,0.153573520481586,0.02269880752755,0.474611636243611,0.473268926143646,0.058083812006874,0.857726480241803,0.858488857746124,0.010960108775944,2.727792850790827,2.720606088638306,0.200560265661597,-1.1327915274605713,-1.136098204261545,-0.13004579693336563,411.3821138,61,106,2020-07-01
1106,0.026991708343219,0.026423158124089,0.005660410678801,0.048682979375678,0.048048611730337,0.008752568044517,0.03426495978958,0.03372310474515,0.004703413117148,0.128676774894594,0.127610996365547,0.019696520312021,0.433597003629646,0.430045783519745,0.059913616618147,0.852724217173884,0.854622840881348,0.015791093056527,3.256417305534131,3.256927728652954,0.256556333125186,-1.0245266750765443,-1.0209591628432386,-0.13655617223550198,450.4065041,61,109,2020-07-01
1107,0.027426227207113,0.026441834867001,0.006982297031837,0.054251713535534,0.052784886211157,0.012278249787899,0.033611302249875,0.033104728907347,0.005513831105766,0.143270931092465,0.140623554587364,0.026688637426538,0.453149135626186,0.448590457439423,0.067227431489122,0.861683051690303,0.861796200275421,0.012374829446785,2.870437061248207,2.852435111999512,0.312186102784087,-1.0991696458752576,-1.0952838972780121,-0.151522833265781,440.6504065,62,113,2020-07-01
1108,0.025897680076807,0.024998693726957,0.006592107982254,0.051179118347731,0.050007747486234,0.011611298877522,0.03390652539494,0.033602211624384,0.005388181869386,0.134444618022783,0.1325678601861,0.025815372311332,0.431595460178739,0.429541319608688,0.068492320065357,0.853454360517849,0.855916231870651,0.016811799558991,3.003947207142991,2.987726926803589,0.300861505910818,-1.0291343907342252,-1.031561912663444,-0.1556931175082874,359.3495935,63,109,2020-07-01
1109,0.030018765539169,0.029732106253505,0.006168012335617,0.058216079784594,0.057409338653088,0.011492061181828,0.039905126027994,0.039652746170759,0.00585033048573,0.147135231188701,0.146339580416679,0.025280839231796,0.440955749079223,0.439716011285782,0.066795987473141,0.832809004005174,0.835433661937714,0.020076865730316,2.774329060235159,2.770995378494263,0.270735996889215,-0.9794950487695445,-0.979403368769406,-0.15017665608667563,391.8699187,62,110,2020-07-01
1110,0.028918093742824,0.028166313655674,0.007071996672659,0.057871273207816,0.056766588240862,0.01260109721606,0.036563139930608,0.03612120449543,0.006262767682459,0.147659158711475,0.14575219899416,0.026855933434813,0.461595378347928,0.458315938711166,0.069775117538872,0.852741706606476,0.85394561290741,0.016984313302503,2.863620118944341,2.865903496742249,0.298486913745194,-1.0901961762573202,-1.088513824617984,-0.15553920986022954,430.8943089,61,114,2020-07-01
1111,0.027367940026678,0.026422505266964,0.00715444265362,0.053532126388594,0.052037419751287,0.012490586580316,0.034868451738372,0.034186396747828,0.006058823936805,0.138235265024626,0.135714165866375,0.027107298350909,0.44472083130652,0.440044939517975,0.073974217343316,0.853830458247086,0.856005936861038,0.01703900286911,3.009408609560898,3.013935804367065,0.30790856263014,-1.0565935054324722,-1.053365731721498,-0.16710855588847703,356.097561,61,108,2020-07-01
1112,0.02619462398109,0.025869867764413,0.004823564028943,0.054579148808294,0.053881941363215,0.009753635286753,0.033793505308017,0.03355598449707,0.005130042892823,0.145591918367332,0.144840858876705,0.021903338497096,0.476664092832917,0.477179065346718,0.061591495298727,0.866611028945021,0.869128465652466,0.020360233668015,2.99307574687058,2.987020373344421,0.342305477845771,-1.2001176363184631,-1.207885899910236,-0.14040031421340063,334.9593496,59,107,2020-07-01
1201,0.024767801806345,0.02440457046032,0.004277346662015,0.053610492244449,0.053069058805704,0.007991969709027,0.028777961413554,0.028542356565595,0.003451168898074,0.145543432182889,0.144672319293022,0.017700537823786,0.479335310335104,0.477542459964752,0.049764623962066,0.886562066422722,0.886827707290649,0.009108434783309,2.872663029411624,2.862694025039673,0.172652332311226,-1.2813160509811314,-1.280302747229739,-0.11543473739080677,473.1707317,62,110,2020-07-01
