iter	Passed	Remaining
543	2396	2008
544	2401	2004
545	2406	2001
546	2412	1998
547	2416	1992
548	2420	1988
549	2423	1983
550	2430	1980
551	2435	1976
552	2440	1972
553	2445	1968
554	2451	1965
555	2456	1961
556	2461	1957
557	2469	1955
558	2474	1952
559	2483	1951
560	2487	1946
561	2490	1940
562	2493	1935
563	2497	1930
564	2500	1925
565	2503	1919
566	2507	1914
567	2510	1909
568	2513	1903
569	2516	1898
570	2521	1894
571	2523	1888
572	2526	1882
573	2531	1878
574	2534	1872
575	2539	1869
576	2542	1863
577	2545	1858
578	2551	1855
579	2555	1850
580	2560	1846
581	2565	1842
582	2568	1836
583	2571	1831
584	2574	1826
585	2577	1820
586	2581	1816
587	2584	1810
588	2587	1805
589	2591	1800
590	2596	1797
591	2601	1793
592	2605	1788
593	2610	1784
594	2613	1779
595	2616	1773
596	2619	1768
597	2623	1763
598	2628	1759
599	2632	1754
600	2634	1749
601	2638	1744
602	2643	1740
603	2646	1735
604	2650	1730
605	2653	1725
606	2657	1720
607	2660	1715
608	2664	1710
609	2669	1706
610	2673	1702
611	2678	1697
612	2683	1693
613	2687	1689
614	2690	1684
615	2695	1680
616	2698	1674
617	2703	1670
618	2707	1666
619	2709	1660
620	2712	1655
621	2715	1650
622	2719	1645
623	2722	1640
624	2724	1634
625	2728	1630
626	2733	1626
627	2736	1620
628	2738	1615
629	2742	1610
630	2744	1605
631	2749	1601
632	2754	1597
633	2758	1592
634	2763	1588
635	2771	1585
636	2778	1583
637	2790	1583
638	2804	1584
639	2815	1583
640	2823	1581
641	2832	1579
642	2841	1577
643	2845	1572
644	2851	1569
645	2857	1565
646	2863	1562
647	2874	1561
648	2884	1560
649	2890	1556
650	2902	1556
651	2914	1555
652	2924	1553
653	2936	1553
654	2948	1552
655	2954	1549
656	2961	1546
657	2973	1545
658	2982	1543
659	2991	1541
660	3000	1538
661	3006	1534
662	3016	1533
663	3021	1529
664	3029	1526
665	3037	1523
666	3043	1519
667	3050	1516
668	3056	1512
669	3062	1508
670	3071	1505
671	3079	1502
672	3089	1500
673	3096	1497
674	3102	1493
675	3107	1489
676	3118	1488
677	3129	1486
678	3134	1481
679	3142	1478
680	3154	1477
681	3165	1476
682	3175	1473
683	3183	1470
684	3190	1466
685	3200	1464
686	3207	1461
687	3219	1460
688	3232	1459
689	3242	1456
690	3253	1454
691	3258	1450
692	3267	1447
693	3276	1444
694	3283	1440
695	3295	1439
696	3300	1434
697	3306	1430
698	3312	1426
699	3319	1422
700	3327	1419
701	3334	1415
702	3344	1412
703	3353	1410
704	3364	1407
705	3370	1403
706	3376	1399
707	3382	1395
708	3385	1389
709	3388	1384
710	3395	1380
711	3398	1374
712	3402	1369
713	3406	1364
714	3411	1359
715	3415	1354
716	3419	1349
717	3426	1345
718	3433	1341
719	3444	1339
720	3450	1335
721	3455	1330
722	3460	1325
723	3466	1321
724	3470	1316
725	3475	1311
726	3480	1306
727	3483	1301
728	3487	1296
729	3496	1293
730	3503	1289
731	3513	1286
732	3523	1283
733	3528	1278
734	3532	1273
735	3537	1268
736	3542	1264
737	3546	1259
738	3550	1253
739	3555	1249
740	3561	1244
741	3565	1239
742	3570	1235
743	3574	1229
744	3578	1224
745	3581	1219
746	3587	1215
747	3591	1209
748	3595	1204
749	3599	1199
750	3605	1195
751	3609	1190
752	3619	1187
753	3626	1183
754	3631	1178
755	3637	1173
756	3641	1168
757	3645	1163
758	3647	1158
759	3651	1153
760	3656	1148
761	3662	1143
762	3666	1138
763	3669	1133
764	3673	1128
765	3677	1123
766	3681	1118
767	3685	1113
768	3688	1108
769	3692	1102
770	3694	1097
771	3697	1092
772	3701	1086
773	3703	1081
774	3706	1076
775	3709	1070
776	3718	1067
777	3724	1062
778	3729	1057
779	3735	1053
780	3742	1049
781	3745	1044
782	3748	1038
783	3753	1034
784	3757	1029
785	3762	1024
786	3765	1019
787	3768	1013
788	3775	1009
789	3781	1005
790	3785	1000
791	3790	995
792	3793	990
793	3797	985
794	3800	979
795	3803	974
796	3806	969
797	3811	964
798	3816	960
799	3821	955
800	3829	951
801	3837	947
802	3844	943
803	3852	939
804	3856	934
805	3864	930
806	3869	925
807	3873	920
808	3878	915
809	3882	910
810	3886	905
811	3891	900
812	3896	896
813	3900	891
814	3904	886
815	3908	881
816	3911	876
817	3914	870
818	3918	866
819	3922	861
820	3925	855
821	3930	851
822	3934	846
823	3938	841
824	3941	836
825	3947	831
826	3951	826
827	3955	821
828	3960	816
829	3963	811
830	3968	807
831	3974	802
832	3978	797
833	3984	792
834	3989	788
835	3994	783
836	3997	778
837	4002	773
838	4004	768
839	4009	763
840	4014	759
841	4018	754
842	4024	749
843	4029	744
844	4033	739
845	4037	735
846	4041	729
847	4045	725
848	4048	720
849	4051	715
850	4054	709
851	4060	705
852	4064	700
853	4069	695
854	4072	690
855	4075	685
856	4080	680
857	4084	675
858	4090	671
859	4097	667
860	4101	662
861	4106	657
862	4110	652
863	4113	647
864	4118	642
865	4122	637
866	4127	633
867	4131	628
868	4134	623
869	4139	618
870	4145	613
871	4148	608
872	4154	604
873	4159	599
874	4164	594
875	4168	590
876	4172	585
877	4177	580
878	4180	575
879	4183	570
880	4187	565
881	4190	560
882	4194	555
883	4198	550
884	4201	545
885	4204	540
886	4207	536
887	4211	531
888	4214	526
889	4217	521
890	4222	516
891	4225	511
892	4228	506
893	4231	501
894	4235	496
895	4238	491
896	4245	487
897	4249	482
898	4252	477
899	4256	472
900	4260	468
901	4263	463
902	4267	458
903	4270	453
904	4276	448
905	4283	444
906	4289	439
907	4294	435
908	4298	430
909	4301	425
910	4304	420
911	4308	415
912	4311	410
913	4315	406
914	4321	401
915	4326	396
916	4332	392
917	4337	387
918	4344	382
919	4347	378
920	4350	373
921	4355	368
922	4358	363
923	4361	358
924	4364	353
925	4367	349
926	4371	344
927	4374	339
928	4379	334
929	4383	329
930	4387	325
931	4391	320
932	4394	315
933	4398	310
934	4403	306
935	4407	301
936	4412	296
937	4417	292
938	4422	287
939	4426	282
940	4431	277
941	4436	273
942	4441	268
943	4448	263
944	4453	259
945	4456	254
946	4460	249
947	4465	244
948	4471	240
949	4476	235
950	4481	230
951	4486	226
952	4491	221
953	4495	216
954	4501	212
955	4505	207
956	4513	202
957	4519	198
958	4525	193
959	4532	188
960	4537	184
961	4540	179
962	4546	174
963	4554	170
964	4559	165
965	4564	160
966	4569	155
967	4573	151
968	4578	146
969	4584	141
970	4589	137
971	4594	132
972	4600	127
973	4605	122
974	4613	118
975	4620	113
976	4624	108
977	4631	104
978	4634	99
979	4638	94
980	4643	89
981	4646	85
982	4650	80
983	4655	75
984	4660	70
985	4664	66
986	4669	61
987	4674	56
988	4677	52
989	4682	47
990	4685	42
991	4689	37
992	4692	33
993	4697	28
994	4701	23
995	4707	18
996	4713	14
997	4720	9
998	4725	4
999	4731	0
