Model,Pipeline,Train_score,Test_score,Parameter_1,Parameter_2,Parameter_3,Parameter_4,Parameter_5,Parameter_6,Parameter_7,Parameter_8,Parameter_9,Parameter_10,DataTime
"Lasso(alpha=0.5, max_iter=14500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=14500, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,14500,random,,,,,,,,2021-11-04 00:44:37.852761
"Lasso(alpha=0.5, max_iter=14500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=14500, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,14500,cyclic,,,,,,,,2021-11-04 00:44:38.262665
"Lasso(alpha=0.5, max_iter=15000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=15000, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,15000,random,,,,,,,,2021-11-04 00:44:38.456786
"Lasso(alpha=0.5, max_iter=15000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=15000, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,15000,cyclic,,,,,,,,2021-11-04 00:44:38.885638
"Lasso(alpha=0.5, max_iter=15500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=15500, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,15500,random,,,,,,,,2021-11-04 00:44:39.078263
"Lasso(alpha=0.5, max_iter=15500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=15500, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,15500,cyclic,,,,,,,,2021-11-04 00:44:39.419943
"Lasso(alpha=0.5, max_iter=16000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=16000, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,16000,random,,,,,,,,2021-11-04 00:44:39.598018
"Lasso(alpha=0.5, max_iter=16000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=16000, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,16000,cyclic,,,,,,,,2021-11-04 00:44:39.942522
"Lasso(alpha=0.5, max_iter=16500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=16500, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,16500,random,,,,,,,,2021-11-04 00:44:40.092124
"Lasso(alpha=0.5, max_iter=16500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=16500, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,16500,cyclic,,,,,,,,2021-11-04 00:44:40.419166
"Lasso(alpha=0.5, max_iter=17000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=17000, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,17000,random,,,,,,,,2021-11-04 00:44:40.612645
"Lasso(alpha=0.5, max_iter=17000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=17000, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,17000,cyclic,,,,,,,,2021-11-04 00:44:40.967836
"Lasso(alpha=0.5, max_iter=17500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=17500, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,17500,random,,,,,,,,2021-11-04 00:44:41.187250
"Lasso(alpha=0.5, max_iter=17500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=17500, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,17500,cyclic,,,,,,,,2021-11-04 00:44:41.575822
"Lasso(alpha=0.5, max_iter=18000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=18000, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,18000,random,,,,,,,,2021-11-04 00:44:41.764318
"Lasso(alpha=0.5, max_iter=18000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=18000, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,18000,cyclic,,,,,,,,2021-11-04 00:44:42.088100
"Lasso(alpha=0.5, max_iter=18500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=18500, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,18500,random,,,,,,,,2021-11-04 00:44:42.250667
"Lasso(alpha=0.5, max_iter=18500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=18500, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,18500,cyclic,,,,,,,,2021-11-04 00:44:42.609068
"Lasso(alpha=0.5, max_iter=19000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=19000, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,19000,random,,,,,,,,2021-11-04 00:44:42.783700
"Lasso(alpha=0.5, max_iter=19000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=19000, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,19000,cyclic,,,,,,,,2021-11-04 00:44:43.115812
"Lasso(alpha=0.5, max_iter=19500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=19500, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,19500,random,,,,,,,,2021-11-04 00:44:43.277379
"Lasso(alpha=0.5, max_iter=19500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=19500, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,19500,cyclic,,,,,,,,2021-11-04 00:44:43.619745
"Lasso(max_iter=500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=500, random_state=1, selection='random',
                       warm_start=True))])",0.6499099541289773,0.6725143993503226,1.0,500,random,,,,,,,,2021-11-04 00:44:43.721472
"Lasso(max_iter=500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=500, random_state=1, warm_start=True))])",0.6499082103023712,0.6724798023833818,1.0,500,cyclic,,,,,,,,2021-11-04 00:44:43.818753
"Lasso(random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(random_state=1, selection='random', warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,1000,random,,,,,,,,2021-11-04 00:44:43.915495
"Lasso(random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model', Lasso(random_state=1, warm_start=True))])",0.6499126930478567,0.6725253187293183,1.0,1000,cyclic,,,,,,,,2021-11-04 00:44:44.057116
"Lasso(max_iter=1500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=1500, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,1500,random,,,,,,,,2021-11-04 00:44:44.154854
"Lasso(max_iter=1500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=1500, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,1500,cyclic,,,,,,,,2021-11-04 00:44:44.318418
"Lasso(max_iter=2000, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=2000, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,2000,random,,,,,,,,2021-11-04 00:44:44.411742
"Lasso(max_iter=2000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=2000, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,2000,cyclic,,,,,,,,2021-11-04 00:44:44.595251
"Lasso(max_iter=2500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=2500, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,2500,random,,,,,,,,2021-11-04 00:44:44.700970
"Lasso(max_iter=2500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=2500, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,2500,cyclic,,,,,,,,2021-11-04 00:44:44.868521
"Lasso(max_iter=3000, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=3000, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,3000,random,,,,,,,,2021-11-04 00:44:44.969252
"Lasso(max_iter=3000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=3000, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,3000,cyclic,,,,,,,,2021-11-04 00:44:45.148771
"Lasso(max_iter=3500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=3500, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,3500,random,,,,,,,,2021-11-04 00:44:45.252494
"Lasso(max_iter=3500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=3500, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,3500,cyclic,,,,,,,,2021-11-04 00:44:45.454574
"Lasso(max_iter=4000, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=4000, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,4000,random,,,,,,,,2021-11-04 00:44:45.564820
"Lasso(max_iter=4000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=4000, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,4000,cyclic,,,,,,,,2021-11-04 00:44:45.764284
"Lasso(max_iter=4500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=4500, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,4500,random,,,,,,,,2021-11-04 00:44:45.883505
"Lasso(max_iter=4500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=4500, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,4500,cyclic,,,,,,,,2021-11-04 00:44:46.060158
"Lasso(max_iter=5000, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=5000, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,5000,random,,,,,,,,2021-11-04 00:44:46.169857
"Lasso(max_iter=5000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=5000, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,5000,cyclic,,,,,,,,2021-11-04 00:44:46.347929
"Lasso(max_iter=5500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=5500, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,5500,random,,,,,,,,2021-11-04 00:44:46.458632
"Lasso(max_iter=5500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=5500, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,5500,cyclic,,,,,,,,2021-11-04 00:44:46.686025
"Lasso(max_iter=6000, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=6000, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,6000,random,,,,,,,,2021-11-04 00:44:46.850585
"Lasso(max_iter=6000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=6000, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,6000,cyclic,,,,,,,,2021-11-04 00:44:47.089838
"Lasso(max_iter=6500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=6500, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,6500,random,,,,,,,,2021-11-04 00:44:47.220488
"Lasso(max_iter=6500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=6500, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,6500,cyclic,,,,,,,,2021-11-04 00:44:47.471552
"Lasso(max_iter=7000, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=7000, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,7000,random,,,,,,,,2021-11-04 00:44:47.623026
"Lasso(max_iter=7000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=7000, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,7000,cyclic,,,,,,,,2021-11-04 00:44:47.885419
"Lasso(max_iter=7500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=7500, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,7500,random,,,,,,,,2021-11-04 00:44:48.021056
"Lasso(max_iter=7500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=7500, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,7500,cyclic,,,,,,,,2021-11-04 00:44:48.224513
"Lasso(max_iter=8000, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=8000, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,8000,random,,,,,,,,2021-11-04 00:44:48.379545
"Lasso(max_iter=8000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=8000, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,8000,cyclic,,,,,,,,2021-11-04 00:44:48.574026
"Lasso(max_iter=8500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=8500, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,8500,random,,,,,,,,2021-11-04 00:44:48.680741
"Lasso(max_iter=8500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=8500, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,8500,cyclic,,,,,,,,2021-11-04 00:44:48.886191
"Lasso(max_iter=9000, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=9000, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,9000,random,,,,,,,,2021-11-04 00:44:49.014847
"Lasso(max_iter=9000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=9000, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,9000,cyclic,,,,,,,,2021-11-04 00:44:49.212321
"Lasso(max_iter=9500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=9500, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,9500,random,,,,,,,,2021-11-04 00:44:49.337983
"Lasso(max_iter=9500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=9500, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,9500,cyclic,,,,,,,,2021-11-04 00:44:49.521031
"Lasso(max_iter=10000, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=10000, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,10000,random,,,,,,,,2021-11-04 00:44:49.632810
"Lasso(max_iter=10000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=10000, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,10000,cyclic,,,,,,,,2021-11-04 00:44:49.819386
"Lasso(max_iter=10500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=10500, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,10500,random,,,,,,,,2021-11-04 00:44:49.960920
"Lasso(max_iter=10500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=10500, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,10500,cyclic,,,,,,,,2021-11-04 00:44:50.185320
"Lasso(max_iter=11000, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=11000, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,11000,random,,,,,,,,2021-11-04 00:44:50.298020
"Lasso(max_iter=11000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=11000, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,11000,cyclic,,,,,,,,2021-11-04 00:44:50.496026
"Lasso(max_iter=11500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=11500, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,11500,random,,,,,,,,2021-11-04 00:44:50.613712
"Lasso(max_iter=11500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=11500, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,11500,cyclic,,,,,,,,2021-11-04 00:44:50.802208
"Lasso(max_iter=12000, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=12000, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,12000,random,,,,,,,,2021-11-04 00:44:50.912913
"Lasso(max_iter=12000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=12000, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,12000,cyclic,,,,,,,,2021-11-04 00:44:51.122353
"Lasso(max_iter=12500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=12500, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,12500,random,,,,,,,,2021-11-04 00:44:51.248017
"Lasso(max_iter=12500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=12500, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,12500,cyclic,,,,,,,,2021-11-04 00:44:51.435066
"Lasso(max_iter=13000, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=13000, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,13000,random,,,,,,,,2021-11-04 00:44:51.553323
"Lasso(max_iter=13000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=13000, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,13000,cyclic,,,,,,,,2021-11-04 00:44:51.748801
"Lasso(max_iter=13500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=13500, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,13500,random,,,,,,,,2021-11-04 00:44:51.850528
"Lasso(max_iter=13500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=13500, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,13500,cyclic,,,,,,,,2021-11-04 00:44:52.042752
"Lasso(max_iter=14000, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=14000, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,14000,random,,,,,,,,2021-11-04 00:44:52.141488
"Lasso(max_iter=14000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=14000, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,14000,cyclic,,,,,,,,2021-11-04 00:44:52.365932
"Lasso(max_iter=14500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=14500, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,14500,random,,,,,,,,2021-11-04 00:44:52.466877
"Lasso(max_iter=14500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=14500, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,14500,cyclic,,,,,,,,2021-11-04 00:44:52.649967
"Lasso(max_iter=15000, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=15000, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,15000,random,,,,,,,,2021-11-04 00:44:52.752691
"Lasso(max_iter=15000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=15000, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,15000,cyclic,,,,,,,,2021-11-04 00:44:52.945421
"Lasso(max_iter=15500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=15500, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,15500,random,,,,,,,,2021-11-04 00:44:53.046152
"Lasso(max_iter=15500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=15500, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,15500,cyclic,,,,,,,,2021-11-04 00:44:53.240709
"Lasso(max_iter=16000, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=16000, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,16000,random,,,,,,,,2021-11-04 00:44:53.346427
"Lasso(max_iter=16000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=16000, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,16000,cyclic,,,,,,,,2021-11-04 00:44:53.537556
"Lasso(max_iter=16500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=16500, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,16500,random,,,,,,,,2021-11-04 00:44:53.635295
"Lasso(max_iter=16500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=16500, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,16500,cyclic,,,,,,,,2021-11-04 00:44:53.829775
"Lasso(max_iter=17000, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=17000, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,17000,random,,,,,,,,2021-11-04 00:44:53.945608
"Lasso(max_iter=17000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=17000, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,17000,cyclic,,,,,,,,2021-11-04 00:44:54.158039
"Lasso(max_iter=17500, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=17500, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,17500,random,,,,,,,,2021-11-04 00:44:54.296669
"Lasso(max_iter=17500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=17500, random_state=1, warm_start=True))])",0.6499133354206603,0.6725237587706461,1.0,17500,cyclic,,,,,,,,2021-11-04 00:44:54.490732
"Lasso(max_iter=18000, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(max_iter=18000, random_state=1, selection='random',
                       warm_start=True))])",0.6499114346522721,0.6725182771404655,1.0,18000,random,,,,,,,,2021-11-04 00:44:54.593458
