Model,Pipeline,Train_score,Test_score,Parameter_1,Parameter_2,Parameter_3,Parameter_4,Parameter_5,Parameter_6,Parameter_7,Parameter_8,Parameter_9,Parameter_10,DataTime
"Lasso(alpha=1.5, max_iter=14500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=14500, random_state=1,
                       selection='random', warm_start=True))])",0.646734116486881,0.6692824883743638,1.5,14500,random,,,,,,,,2021-11-04 00:45:01.880439
"Lasso(alpha=1.5, max_iter=14500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=14500, random_state=1,
                       warm_start=True))])",0.6467358185523753,0.669283863913695,1.5,14500,cyclic,,,,,,,,2021-11-04 00:45:02.006638
"Lasso(alpha=1.5, max_iter=15000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=15000, random_state=1,
                       selection='random', warm_start=True))])",0.646734116486881,0.6692824883743638,1.5,15000,random,,,,,,,,2021-11-04 00:45:02.098063
"Lasso(alpha=1.5, max_iter=15000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=15000, random_state=1,
                       warm_start=True))])",0.6467358185523753,0.669283863913695,1.5,15000,cyclic,,,,,,,,2021-11-04 00:45:02.217294
"Lasso(alpha=1.5, max_iter=15500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=15500, random_state=1,
                       selection='random', warm_start=True))])",0.646734116486881,0.6692824883743638,1.5,15500,random,,,,,,,,2021-11-04 00:45:02.293091
"Lasso(alpha=1.5, max_iter=15500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=15500, random_state=1,
                       warm_start=True))])",0.6467358185523753,0.669283863913695,1.5,15500,cyclic,,,,,,,,2021-11-04 00:45:02.435710
"Lasso(alpha=1.5, max_iter=16000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=16000, random_state=1,
                       selection='random', warm_start=True))])",0.646734116486881,0.6692824883743638,1.5,16000,random,,,,,,,,2021-11-04 00:45:02.551345
"Lasso(alpha=1.5, max_iter=16000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=16000, random_state=1,
                       warm_start=True))])",0.6467358185523753,0.669283863913695,1.5,16000,cyclic,,,,,,,,2021-11-04 00:45:02.713909
"Lasso(alpha=1.5, max_iter=16500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=16500, random_state=1,
                       selection='random', warm_start=True))])",0.646734116486881,0.6692824883743638,1.5,16500,random,,,,,,,,2021-11-04 00:45:02.796812
"Lasso(alpha=1.5, max_iter=16500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=16500, random_state=1,
                       warm_start=True))])",0.6467358185523753,0.669283863913695,1.5,16500,cyclic,,,,,,,,2021-11-04 00:45:02.975333
"Lasso(alpha=1.5, max_iter=17000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=17000, random_state=1,
                       selection='random', warm_start=True))])",0.646734116486881,0.6692824883743638,1.5,17000,random,,,,,,,,2021-11-04 00:45:03.064096
"Lasso(alpha=1.5, max_iter=17000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=17000, random_state=1,
                       warm_start=True))])",0.6467358185523753,0.669283863913695,1.5,17000,cyclic,,,,,,,,2021-11-04 00:45:03.217685
"Lasso(alpha=1.5, max_iter=17500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=17500, random_state=1,
                       selection='random', warm_start=True))])",0.646734116486881,0.6692824883743638,1.5,17500,random,,,,,,,,2021-11-04 00:45:03.309441
"Lasso(alpha=1.5, max_iter=17500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=17500, random_state=1,
                       warm_start=True))])",0.6467358185523753,0.669283863913695,1.5,17500,cyclic,,,,,,,,2021-11-04 00:45:03.463030
"Lasso(alpha=1.5, max_iter=18000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=18000, random_state=1,
                       selection='random', warm_start=True))])",0.646734116486881,0.6692824883743638,1.5,18000,random,,,,,,,,2021-11-04 00:45:03.557243
"Lasso(alpha=1.5, max_iter=18000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=18000, random_state=1,
                       warm_start=True))])",0.6467358185523753,0.669283863913695,1.5,18000,cyclic,,,,,,,,2021-11-04 00:45:03.690884
"Lasso(alpha=1.5, max_iter=18500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=18500, random_state=1,
                       selection='random', warm_start=True))])",0.646734116486881,0.6692824883743638,1.5,18500,random,,,,,,,,2021-11-04 00:45:03.772667
"Lasso(alpha=1.5, max_iter=18500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=18500, random_state=1,
                       warm_start=True))])",0.6467358185523753,0.669283863913695,1.5,18500,cyclic,,,,,,,,2021-11-04 00:45:03.889898
"Lasso(alpha=1.5, max_iter=19000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=19000, random_state=1,
                       selection='random', warm_start=True))])",0.646734116486881,0.6692824883743638,1.5,19000,random,,,,,,,,2021-11-04 00:45:03.970679
"Lasso(alpha=1.5, max_iter=19000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=19000, random_state=1,
                       warm_start=True))])",0.6467358185523753,0.669283863913695,1.5,19000,cyclic,,,,,,,,2021-11-04 00:45:04.115691
"Lasso(alpha=1.5, max_iter=19500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=19500, random_state=1,
                       selection='random', warm_start=True))])",0.646734116486881,0.6692824883743638,1.5,19500,random,,,,,,,,2021-11-04 00:45:04.218416
"Lasso(alpha=1.5, max_iter=19500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=19500, random_state=1,
                       warm_start=True))])",0.6467358185523753,0.669283863913695,1.5,19500,cyclic,,,,,,,,2021-11-04 00:45:04.361035
RandomForestRegressor(random_state=1),"Pipeline(steps=[('sc', StandardScaler()),
                ('model', RandomForestRegressor(random_state=1))])",0.959260288004484,0.7172316788816002,auto,,2,1,,,,,,,2021-11-04 00:54:28.518902
"RandomForestRegressor(min_samples_leaf=2, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(min_samples_leaf=2, random_state=1))])",0.9397811411162491,0.7179341678005173,auto,,2,2,,,,,,,2021-11-04 00:54:35.632412
"RandomForestRegressor(min_samples_leaf=4, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(min_samples_leaf=4, random_state=1))])",0.8992233782506613,0.7182436262425013,auto,,2,4,,,,,,,2021-11-04 00:54:41.845513
RandomForestRegressor(random_state=1),"Pipeline(steps=[('sc', StandardScaler()),
                ('model', RandomForestRegressor(random_state=1))])",0.959260288004484,0.7172316788816002,auto,,2,1,,,,,,,2021-11-04 00:55:03.912215
"RandomForestRegressor(min_samples_leaf=2, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(min_samples_leaf=2, random_state=1))])",0.9397811411162491,0.7179341678005173,auto,,2,2,,,,,,,2021-11-04 00:55:11.415095
"RandomForestRegressor(min_samples_leaf=4, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(min_samples_leaf=4, random_state=1))])",0.8992233782506613,0.7182436262425013,auto,,2,4,,,,,,,2021-11-04 00:55:18.403125
"RandomForestRegressor(min_samples_split=5, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(min_samples_split=5, random_state=1))])",0.9462111686263817,0.7153818218316459,auto,,5,1,,,,,,,2021-11-04 00:55:26.921020
"RandomForestRegressor(min_samples_leaf=2, min_samples_split=5, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(min_samples_leaf=2, min_samples_split=5,
                                       random_state=1))])",0.9347201457412546,0.717559598496077,auto,,5,2,,,,,,,2021-11-04 00:55:33.794484
"RandomForestRegressor(min_samples_leaf=4, min_samples_split=5, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(min_samples_leaf=4, min_samples_split=5,
                                       random_state=1))])",0.8992233782506613,0.7182436262425013,auto,,5,4,,,,,,,2021-11-04 00:55:39.869606
"RandomForestRegressor(min_samples_split=10, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(min_samples_split=10, random_state=1))])",0.9183187360646867,0.715039274701178,auto,,10,1,,,,,,,2021-11-04 00:55:46.782330
"RandomForestRegressor(min_samples_leaf=2, min_samples_split=10, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(min_samples_leaf=2, min_samples_split=10,
                                       random_state=1))])",0.9079368589384953,0.7165426639367254,auto,,10,2,,,,,,,2021-11-04 00:55:53.191846
"RandomForestRegressor(min_samples_leaf=4, min_samples_split=10, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(min_samples_leaf=4, min_samples_split=10,
                                       random_state=1))])",0.8904098812598393,0.7181719336480662,auto,,10,4,,,,,,,2021-11-04 00:55:59.039898
"RandomForestRegressor(max_depth=10, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model', RandomForestRegressor(max_depth=10, random_state=1))])",0.8950176146339593,0.7166952669570572,auto,10,2,1,,,,,,,2021-11-04 00:56:04.824871
"RandomForestRegressor(max_depth=10, min_samples_leaf=2, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       random_state=1))])",0.886539144226953,0.7168680962616141,auto,10,2,2,,,,,,,2021-11-04 00:56:10.257566
"RandomForestRegressor(max_depth=10, min_samples_leaf=4, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4,
                                       random_state=1))])",0.8656857547670985,0.7168114603295719,auto,10,2,4,,,,,,,2021-11-04 00:56:15.553464
"RandomForestRegressor(max_depth=10, min_samples_split=5, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=10, min_samples_split=5,
                                       random_state=1))])",0.8882185978918709,0.7152273965483388,auto,10,5,1,,,,,,,2021-11-04 00:56:21.069689
"RandomForestRegressor(max_depth=10, min_samples_leaf=2, min_samples_split=5,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       min_samples_split=5, random_state=1))])",0.8839477244321633,0.7163228476668793,auto,10,5,2,,,,,,,2021-11-04 00:56:26.818664
"RandomForestRegressor(max_depth=10, min_samples_leaf=4, min_samples_split=5,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4,
                                       min_samples_split=5, random_state=1))])",0.8656857547670985,0.7168114603295719,auto,10,5,4,,,,,,,2021-11-04 00:56:32.514579
"RandomForestRegressor(max_depth=10, min_samples_split=10, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=10, min_samples_split=10,
                                       random_state=1))])",0.8735704012896085,0.7144614164691444,auto,10,10,1,,,,,,,2021-11-04 00:56:37.868765
"RandomForestRegressor(max_depth=10, min_samples_leaf=2, min_samples_split=10,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       min_samples_split=10, random_state=1))])",0.8689905268118749,0.7153834992378605,auto,10,10,2,,,,,,,2021-11-04 00:56:43.090081
"RandomForestRegressor(max_depth=10, min_samples_leaf=4, min_samples_split=10,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4,
                                       min_samples_split=10, random_state=1))])",0.8604733089502605,0.7168826488391623,auto,10,10,4,,,,,,,2021-11-04 00:56:48.307149
"RandomForestRegressor(max_depth=20, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model', RandomForestRegressor(max_depth=20, random_state=1))])",0.9588855972829446,0.7167758476698444,auto,20,2,1,,,,,,,2021-11-04 00:56:56.197287
"RandomForestRegressor(max_depth=20, min_samples_leaf=2, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=20, min_samples_leaf=2,
                                       random_state=1))])",0.9395615692017911,0.7185729467572217,auto,20,2,2,,,,,,,2021-11-04 00:57:02.892354
"RandomForestRegressor(max_depth=20, min_samples_leaf=4, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=20, min_samples_leaf=4,
                                       random_state=1))])",0.899164222377695,0.7182961306691951,auto,20,2,4,,,,,,,2021-11-04 00:57:08.741253
"RandomForestRegressor(max_depth=20, min_samples_split=5, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=20, min_samples_split=5,
                                       random_state=1))])",0.9459708083778462,0.7158837831136503,auto,20,5,1,,,,,,,2021-11-04 00:57:15.580109
"RandomForestRegressor(max_depth=20, min_samples_leaf=2, min_samples_split=5,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=20, min_samples_leaf=2,
                                       min_samples_split=5, random_state=1))])",0.934462056804162,0.7177461631883552,auto,20,5,2,,,,,,,2021-11-04 00:57:22.320595
"RandomForestRegressor(max_depth=20, min_samples_leaf=4, min_samples_split=5,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=20, min_samples_leaf=4,
                                       min_samples_split=5, random_state=1))])",0.899164222377695,0.7182961306691951,auto,20,5,4,,,,,,,2021-11-04 00:57:28.303693
"RandomForestRegressor(max_depth=20, min_samples_split=10, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=20, min_samples_split=10,
                                       random_state=1))])",0.9181682167225743,0.7157104151069877,auto,20,10,1,,,,,,,2021-11-04 00:57:34.915620
"RandomForestRegressor(max_depth=20, min_samples_leaf=2, min_samples_split=10,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=20, min_samples_leaf=2,
                                       min_samples_split=10, random_state=1))])",0.9077969486464232,0.7167888588485711,auto,20,10,2,,,,,,,2021-11-04 00:57:41.312594
"RandomForestRegressor(max_depth=20, min_samples_leaf=4, min_samples_split=10,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=20, min_samples_leaf=4,
                                       min_samples_split=10, random_state=1))])",0.8903581541018448,0.718178842080998,auto,20,10,4,,,,,,,2021-11-04 00:57:47.001136
"RandomForestRegressor(max_depth=30, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model', RandomForestRegressor(max_depth=30, random_state=1))])",0.9592604097510106,0.7173347851760185,auto,30,2,1,,,,,,,2021-11-04 00:57:54.617282
"RandomForestRegressor(max_depth=30, min_samples_leaf=2, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=30, min_samples_leaf=2,
                                       random_state=1))])",0.9397803155739511,0.7178677749960254,auto,30,2,2,,,,,,,2021-11-04 00:58:01.283789
"RandomForestRegressor(max_depth=30, min_samples_leaf=4, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=30, min_samples_leaf=4,
                                       random_state=1))])",0.8992233782506613,0.7182436262425013,auto,30,2,4,,,,,,,2021-11-04 00:58:07.209758
"RandomForestRegressor(max_depth=30, min_samples_split=5, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=30, min_samples_split=5,
                                       random_state=1))])",0.9462118762198027,0.7153522472452893,auto,30,5,1,,,,,,,2021-11-04 00:58:14.050767
"RandomForestRegressor(max_depth=30, min_samples_leaf=2, min_samples_split=5,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=30, min_samples_leaf=2,
                                       min_samples_split=5, random_state=1))])",0.9347222399213717,0.717554484717462,auto,30,5,2,,,,,,,2021-11-04 00:58:20.793451
"RandomForestRegressor(max_depth=30, min_samples_leaf=4, min_samples_split=5,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=30, min_samples_leaf=4,
                                       min_samples_split=5, random_state=1))])",0.8992233782506613,0.7182436262425013,auto,30,5,4,,,,,,,2021-11-04 00:58:27.724869
"RandomForestRegressor(max_depth=30, min_samples_split=10, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=30, min_samples_split=10,
                                       random_state=1))])",0.9183187360646867,0.715039274701178,auto,30,10,1,,,,,,,2021-11-04 00:58:34.450667
"RandomForestRegressor(max_depth=30, min_samples_leaf=2, min_samples_split=10,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=30, min_samples_leaf=2,
                                       min_samples_split=10, random_state=1))])",0.9079368589384953,0.7165426639367254,auto,30,10,2,,,,,,,2021-11-04 00:58:41.526015
"RandomForestRegressor(max_depth=30, min_samples_leaf=4, min_samples_split=10,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=30, min_samples_leaf=4,
                                       min_samples_split=10, random_state=1))])",0.8904098812598393,0.7181719336480662,auto,30,10,4,,,,,,,2021-11-04 00:58:47.439282
"RandomForestRegressor(max_depth=40, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model', RandomForestRegressor(max_depth=40, random_state=1))])",0.959260288004484,0.7172316788816002,auto,40,2,1,,,,,,,2021-11-04 00:58:55.374181
"RandomForestRegressor(max_depth=40, min_samples_leaf=2, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=40, min_samples_leaf=2,
                                       random_state=1))])",0.9397811411162491,0.7179341678005173,auto,40,2,2,,,,,,,2021-11-04 00:59:02.133762
"RandomForestRegressor(max_depth=40, min_samples_leaf=4, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=40, min_samples_leaf=4,
                                       random_state=1))])",0.8992233782506613,0.7182436262425013,auto,40,2,4,,,,,,,2021-11-04 00:59:08.044403
"RandomForestRegressor(max_depth=40, min_samples_split=5, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=40, min_samples_split=5,
                                       random_state=1))])",0.9462111686263817,0.7153818218316459,auto,40,5,1,,,,,,,2021-11-04 00:59:14.925375
"RandomForestRegressor(max_depth=40, min_samples_leaf=2, min_samples_split=5,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=40, min_samples_leaf=2,
                                       min_samples_split=5, random_state=1))])",0.9347201457412546,0.717559598496077,auto,40,5,2,,,,,,,2021-11-04 00:59:21.526156
"RandomForestRegressor(max_depth=40, min_samples_leaf=4, min_samples_split=5,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=40, min_samples_leaf=4,
                                       min_samples_split=5, random_state=1))])",0.8992233782506613,0.7182436262425013,auto,40,5,4,,,,,,,2021-11-04 00:59:27.708685
"RandomForestRegressor(max_depth=40, min_samples_split=10, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=40, min_samples_split=10,
                                       random_state=1))])",0.9183187360646867,0.715039274701178,auto,40,10,1,,,,,,,2021-11-04 00:59:34.020565
"RandomForestRegressor(max_depth=40, min_samples_leaf=2, min_samples_split=10,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=40, min_samples_leaf=2,
                                       min_samples_split=10, random_state=1))])",0.9079368589384953,0.7165426639367254,auto,40,10,2,,,,,,,2021-11-04 00:59:40.113371
"RandomForestRegressor(max_depth=40, min_samples_leaf=4, min_samples_split=10,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=40, min_samples_leaf=4,
                                       min_samples_split=10, random_state=1))])",0.8904098812598393,0.7181719336480662,auto,40,10,4,,,,,,,2021-11-04 00:59:46.292171
"RandomForestRegressor(max_depth=50, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model', RandomForestRegressor(max_depth=50, random_state=1))])",0.959260288004484,0.7172316788816002,auto,50,2,1,,,,,,,2021-11-04 00:59:54.426572
"RandomForestRegressor(max_depth=50, min_samples_leaf=2, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=50, min_samples_leaf=2,
                                       random_state=1))])",0.9397811411162491,0.7179341678005173,auto,50,2,2,,,,,,,2021-11-04 01:00:01.596053
"RandomForestRegressor(max_depth=50, min_samples_leaf=4, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=50, min_samples_leaf=4,
                                       random_state=1))])",0.8992233782506613,0.7182436262425013,auto,50,2,4,,,,,,,2021-11-04 01:00:07.617855
"RandomForestRegressor(max_depth=50, min_samples_split=5, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=50, min_samples_split=5,
                                       random_state=1))])",0.9462111686263817,0.7153818218316459,auto,50,5,1,,,,,,,2021-11-04 01:00:14.415357
"RandomForestRegressor(max_depth=50, min_samples_leaf=2, min_samples_split=5,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=50, min_samples_leaf=2,
                                       min_samples_split=5, random_state=1))])",0.9347201457412546,0.717559598496077,auto,50,5,2,,,,,,,2021-11-04 01:00:21.188562
"RandomForestRegressor(max_depth=50, min_samples_leaf=4, min_samples_split=5,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=50, min_samples_leaf=4,
                                       min_samples_split=5, random_state=1))])",0.8992233782506613,0.7182436262425013,auto,50,5,4,,,,,,,2021-11-04 01:00:27.229572
"RandomForestRegressor(max_depth=50, min_samples_split=10, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=50, min_samples_split=10,
                                       random_state=1))])",0.9183187360646867,0.715039274701178,auto,50,10,1,,,,,,,2021-11-04 01:00:33.560863
"RandomForestRegressor(max_depth=50, min_samples_leaf=2, min_samples_split=10,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=50, min_samples_leaf=2,
                                       min_samples_split=10, random_state=1))])",0.9079368589384953,0.7165426639367254,auto,50,10,2,,,,,,,2021-11-04 01:00:39.541209
"RandomForestRegressor(max_depth=50, min_samples_leaf=4, min_samples_split=10,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=50, min_samples_leaf=4,
                                       min_samples_split=10, random_state=1))])",0.8904098812598393,0.7181719336480662,auto,50,10,4,,,,,,,2021-11-04 01:00:45.216922
"RandomForestRegressor(max_depth=60, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model', RandomForestRegressor(max_depth=60, random_state=1))])",0.959260288004484,0.7172316788816002,auto,60,2,1,,,,,,,2021-11-04 01:00:53.516152
"RandomForestRegressor(max_depth=60, min_samples_leaf=2, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=60, min_samples_leaf=2,
                                       random_state=1))])",0.9397811411162491,0.7179341678005173,auto,60,2,2,,,,,,,2021-11-04 01:01:00.361443
"RandomForestRegressor(max_depth=60, min_samples_leaf=4, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=60, min_samples_leaf=4,
                                       random_state=1))])",0.8992233782506613,0.7182436262425013,auto,60,2,4,,,,,,,2021-11-04 01:01:06.475560
"RandomForestRegressor(max_depth=60, min_samples_split=5, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=60, min_samples_split=5,
                                       random_state=1))])",0.9462111686263817,0.7153818218316459,auto,60,5,1,,,,,,,2021-11-04 01:01:13.290960
"RandomForestRegressor(max_depth=60, min_samples_leaf=2, min_samples_split=5,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=60, min_samples_leaf=2,
                                       min_samples_split=5, random_state=1))])",0.9347201457412546,0.717559598496077,auto,60,5,2,,,,,,,2021-11-04 01:01:19.747619
"RandomForestRegressor(max_depth=60, min_samples_leaf=4, min_samples_split=5,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=60, min_samples_leaf=4,
                                       min_samples_split=5, random_state=1))])",0.8992233782506613,0.7182436262425013,auto,60,5,4,,,,,,,2021-11-04 01:01:25.909044
"RandomForestRegressor(max_depth=60, min_samples_split=10, random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=60, min_samples_split=10,
                                       random_state=1))])",0.9183187360646867,0.715039274701178,auto,60,10,1,,,,,,,2021-11-04 01:01:32.185054
"RandomForestRegressor(max_depth=60, min_samples_leaf=2, min_samples_split=10,
                      random_state=1)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 RandomForestRegressor(max_depth=60, min_samples_leaf=2,
                                       min_samples_split=10, random_state=1))])",0.9079368589384953,0.7165426639367254,auto,60,10,2,,,,,,,2021-11-04 01:01:38.297638
