Plot_ID,Blue_180620,Green_180620,Red_180620,RedEdge_180620,NIR_180620,GrainYield,Name,CodeName,Heading_Date,Maturity_Date,Days2Heading,Days2Maturity,Blue_230620,Green_230620,Red_230620,RedEdge_230620,NIR_230620,Blue_240620,Green_240620,Red_240620,RedEdge_240620,NIR_240620,Blue_250620,Green_250620,Red_250620,RedEdge_250620,NIR_250620,Blue_290620,Green_290620,Red_290620,RedEdge_290620,NIR_290620,Blue_010720,Green_010720,Red_010720,RedEdge_010720,NIR_010720,Blue_070720,Green_070720,Red_070720,RedEdge_070720,NIR_070720,Blue_130720,Green_130720,Red_130720,RedEdge_130720,NIR_130720,Blue_200720,Green_200720,Red_200720,RedEdge_200720,NIR_200720,Blue_220720,Green_220720,Red_220720,RedEdge_220720,NIR_220720,Blue_270720,Green_270720,Red_270720,RedEdge_270720,NIR_270720,Blue_300720,Green_300720,Red_300720,RedEdge_300720,NIR_300720,Blue_040820,Green_040820,Red_040820,RedEdge_040820,NIR_040820,Blue_120820,Green_120820,Red_120820,RedEdge_120820,NIR_120820
1101,0.020172189921141004,0.045517900958657,0.031956437975168,0.104008927941322,0.291075810790062,453.6585366,Avle,,2020-06-21,2020-08-07,62,109,0.031524922698735997,0.09833614528179198,0.042260989546776005,0.16217160224914598,0.6341243386268621,0.018872195854783,0.049369130283594,0.024607762694359,0.112615898251534,0.402542531490326,0.028579152189194997,0.065614260733128,0.046904154121876,0.121526811271906,0.29417185485363,0.002444914309308,0.005290548317134,0.0024528396315869998,0.013643006794155,0.042928751558065005,0.021905099973083,0.051634814590216,0.028147151693702004,0.14229789376258897,0.465754747390747,0.026941031217575,0.078043095767498,0.059718575328588,0.16312286257743802,0.36508783698082,0.018339591100812,0.067696992307901,0.023631433956325002,0.24615316092967998,0.735898613929749,0.024545880034566,0.082166258245707,0.051452010869980004,0.18291714042425197,0.459972351789474,0.01930648740381,0.0663922727108,0.04703480191528799,0.176781363785267,0.394212990999222,0.025021893903612997,0.06882863119244599,0.069010268896818,0.15342984348535502,0.289066955447197,0.025993556715547997,0.058859266340733005,0.07048562169075,0.190947622060776,0.37766008079052,0.020950030535459997,0.05633494257926901,0.08009007573127701,0.148008942604065,0.29884171485900896,0.023058691993356,0.043693896383047,0.09206131845712699,0.134481638669968,0.271710962057114
1102,0.024764384143054,0.052079331129789,0.042079627513885005,0.11078608781099301,0.262999072670937,439.0243902,,GN10637,2020-06-21,2020-08-11,62,113,0.025550471618772004,0.084070414304733,0.036521587520838,0.161119908094406,0.577144980430603,0.024411619640887002,0.054661307483912,0.030558671802282004,0.117232277989388,0.405762180685997,0.032562799751759,0.066504575312138,0.050313670188189,0.125359810888767,0.285350888967514,0.003207219066098,0.005746736191213001,0.003020495641977,0.013781146146357,0.041950266808271006,0.028108204714953997,0.055910406634212005,0.035009063780308,0.14514946937561,0.45868730545043895,0.024078712798655002,0.07884780317544901,0.04308954626321799,0.16936755180358898,0.410774350166321,0.019175761379302,0.051397528499365,0.030258393846452004,0.135311268270016,0.361237525939941,0.031325858086347996,0.09125545620918302,0.063361421227455,0.18930844962596902,0.447529673576355,0.026520929299295,0.076623313128948,0.059251753613353,0.186322942376137,0.388482660055161,0.023936377838254,0.07196127250790599,0.061892209574580005,0.16705987602472303,0.320666953921318,0.035946464166044995,0.075252640992403,0.08933207392692599,0.194961585104465,0.356104284524918,0.033041886985302006,0.07806632667779902,0.103322625160217,0.17417079210281397,0.31436029076576194,0.036106739193201,0.063296653330326,0.114167742431164,0.16331735253333998,0.293184369802475
1103,0.026465213857591,0.054017174988985,0.04434783570468401,0.11571807786822301,0.288947239518166,409.7560976,Runar,,2020-06-19,2020-08-04,60,106,0.030678598210216002,0.08990556746721301,0.041425459086894996,0.159434005618095,0.584292650222778,0.022244581021368996,0.051949223503470005,0.028875118121505002,0.11427058652043301,0.40520313382148704,0.032494870945811,0.067391701042652,0.05083349719643599,0.119320370256901,0.27694478631019603,0.0030692507280040003,0.005775435827671999,0.0029179150005799997,0.01403577439487,0.042714109644294,0.026808137074113,0.057188274338840994,0.034400854259729,0.14991150796413402,0.468714967370033,0.030525103211403,0.086062747985125,0.052052851766347996,0.17342576384544398,0.406993836164474,0.0181386154145,0.050880670547485,0.031844707205892,0.128981105983257,0.341398268938065,0.031892670318484,0.09244126081466698,0.06918661668896699,0.193583346903324,0.447553142905235,0.026253867894410997,0.075286023318768,0.061871733516455,0.18400397151708603,0.377726659178734,0.031164009124041,0.079832721501589,0.075282450765371,0.175131060183048,0.313340857625008,0.032217504456639,0.073112286627293,0.087587162852287,0.18750194460153602,0.32561831176281003,0.033037014305592,0.079752124845982,0.115400835871696,0.182299211621284,0.318903416395187,0.039927892386912994,0.068010434508324,0.130763113498688,0.173318490386009,0.302045583724976
1104,0.020740838721395,0.040923792868853,0.029858628287911002,0.09334316104650502,0.255353897809982,474.796748,Betong,GN13618,2020-06-20,2020-08-08,61,110,0.030929431319237,0.09158532321453099,0.042860001325607,0.155601382255554,0.574658453464508,0.021801064722240002,0.05048925802111599,0.027555884793401,0.111946903169155,0.41598591208457897,0.026802874170244,0.056351628154516,0.039726661518216,0.115316264331341,0.27460885047912603,0.002739390940405,0.004833679413423,0.0025812046369539997,0.012304559350014,0.041239958256483,0.024749524891376003,0.04859760403633099,0.030623432248831,0.131658539175987,0.4557598829269411,0.030433096922934,0.08817436546087301,0.058714916929603,0.17602185159921602,0.39995054900646204,0.015961458906531,0.041806202381849,0.023886986076831998,0.111164651811123,0.334718286991119,0.027655679732561,0.083374582231045,0.051505163311957994,0.18087995052337602,0.4564786553382871,0.022987795993686003,0.06812509149313,0.04742288030684,0.17164145410060902,0.387541875243187,0.031082294881344,0.080003306269646,0.07448498159647,0.17052379250526403,0.29827067255973805,0.031142905354499997,0.071305595338345,0.08317595720291099,0.18769133090972898,0.33448836207389804,0.03018244355917,0.074127085506916,0.102619268000126,0.175976559519768,0.315645068883896,0.031849607825279,0.055358916521072,0.10538828372955301,0.148963496088982,0.273070275783539
1105,0.021428041160107,0.048796415328979006,0.034217048436403,0.110638067126274,0.27923420071601895,411.3821138,Reno,,2020-06-20,2020-08-04,61,106,0.029034445993602002,0.086289845407009,0.039869360625744,0.164959892630577,0.5915583074092859,0.024171588942409,0.057454582303762,0.030589923262596,0.12432320415973701,0.437316983938217,0.035113580524921,0.070572949945927,0.056686252355576,0.128928035497665,0.261020675301552,0.0032392421271649997,0.005883253645151999,0.0030093642417340005,0.014216911979020001,0.042676702141762,0.029281806200742996,0.059577262029052,0.035984363406897,0.15357352048158598,0.473268926143646,0.02607087418437,0.072360061109066,0.041063588112592996,0.153123334050179,0.400220036506653,0.020247971639037,0.05622319877147701,0.035147674381733,0.138986989855766,0.348086684942245,0.034748360514641,0.09604858607053801,0.07202392816543599,0.20102800428867298,0.44700327515602095,0.028440281748772004,0.07997496426105499,0.065909922122955,0.19247905164957002,0.37950111925602004,0.027002492919564,0.07670848816633201,0.06397847086191201,0.17307102680206302,0.31795978546142606,0.034539327025414,0.07546604424714999,0.092566184699535,0.19051899015903498,0.320389091968536,0.033818379044533,0.080636374652386,0.121611125767231,0.181573793292046,0.314188241958618,0.038865948095918,0.064123202115297,0.12584912031888998,0.164543353021145,0.29219765961170197
1106,0.022731365635991003,0.047877993434668,0.033621167764068,0.10669581964612,0.294859051704407,450.4065041,Mirakel,GN06600,2020-06-20,2020-08-07,61,109,0.029855420812964002,0.09198084473609901,0.038771621882915004,0.152900338172913,0.596601843833923,0.023781089112163,0.049982771277428,0.032079150900245,0.107129666954279,0.39089979231357597,0.030442417599261,0.054931791499257004,0.052792113274336,0.113436564803123,0.248217418789864,0.0029759642202409997,0.00485168164596,0.0028374800458549998,0.012008574791253,0.039073165506124004,0.026423158124088998,0.048048611730337004,0.03372310474515,0.12761099636554699,0.43004578351974504,0.033898852765560004,0.09088172391057002,0.05942130461335201,0.178397804498672,0.395731166005135,0.017105467617512,0.04189370572566999,0.025245966389775002,0.10992284119129199,0.32239264249801597,0.029908899217844,0.084370627999306,0.05461860448122,0.182833939790726,0.458589762449265,0.023747385479509997,0.067174524068832,0.048565816134214,0.17004835605621302,0.38184849917888597,0.031794996932148996,0.08260278403759,0.077381286770105,0.17945166677236601,0.30776172876358004,0.031050100922585,0.067967314273119,0.078603684902191,0.179647080600262,0.330719709396362,0.028311501257122,0.069547034800053,0.09159145131707198,0.167212888598442,0.31067331135272996,0.031370030716062,0.057057486847043,0.106986947357655,0.15413562208414097,0.276390388607979
1107,0.024638313800097,0.047210611402988,0.038473870605230005,0.10146805644035302,0.27521848678588895,440.6504065,Felgen,SW21074,2020-06-21,2020-08-11,62,113,0.032043881714344,0.085867766290903,0.043822789564729,0.157091967761517,0.5537656247615811,0.023036662489176,0.051947912201285,0.028921747580171,0.11315117776393901,0.409132093191147,0.034265261143446,0.06553743779659299,0.055424723774194995,0.11930427700281099,0.256448268890381,0.0031496669398619996,0.005656434455886,0.0029366267845029994,0.013737704139203001,0.042016323655844005,0.026441834867001,0.052784886211157005,0.033104728907347,0.140623554587364,0.448590457439423,0.027501441538334,0.071332223713398,0.043593659996986,0.147662818431854,0.37586092948913596,0.017748499289155,0.04767519235611,0.027105236425996004,0.12346600741147999,0.3317651450634,0.032180245965719,0.09377979487180699,0.065720327198505,0.198523543775082,0.44701097905635795,0.025548818521202003,0.076368547976017,0.057691929861903,0.186787694692612,0.37698993086814897,0.027679094113409998,0.075355350971222,0.062769081443548,0.16977664083242403,0.318016678094864,0.033744039013982,0.07039738819003098,0.089793741703033,0.182163499295712,0.31274016201496097,0.031003369949758,0.07186621055007,0.106095779687166,0.165471866726875,0.29809950292110404,0.032427521422505004,0.055866226553916994,0.109244216233492,0.148915819823742,0.270072877407074
1108,0.030602386221290002,0.05713278055191,0.04927284643054,0.11841044574976,0.306055694818497,359.3495935,Polkka,,2020-06-22,2020-08-07,63,109,0.029016764834523,0.084912791848183,0.038831677287817,0.158357352018356,0.584485054016113,0.022409290075302003,0.050423026084900006,0.028718885034323,0.10801646113395698,0.39459308981895397,0.030089015141129,0.055765260010957995,0.050430927425623,0.117724325507879,0.24147430062293998,0.0029248862992969997,0.005284942686557999,0.002919604303315,0.012990892864764,0.040342058986425004,0.024998693726957004,0.050007747486234,0.033602211624384,0.1325678601861,0.42954131960868797,0.029437331482768,0.08504119515419001,0.050481844693422,0.171816051006317,0.39231047034263594,0.017553221434354997,0.048884842544794006,0.030743999406694998,0.12662398815155,0.31733781099319497,0.031189072877169,0.088532492518425,0.070729501545429,0.18498218059539803,0.40445140004158003,0.024635360576212,0.070971798151731,0.06257187202572799,0.175024211406708,0.340713620185852,0.031526081264019,0.078476585447788,0.07363698631525,0.169770732522011,0.303259968757629,0.031458545476197995,0.064534954726696,0.088451292365789,0.16854995489120497,0.288049668073654,0.029985124245285998,0.067239724099636,0.10463042184710498,0.156135343015194,0.285805732011795,0.030872172676027,0.05220798030495599,0.10107112675905199,0.13666971027851102,0.251613512635231
1109,0.031100677326322,0.065046362578869,0.049790222197770996,0.134175300598145,0.3774561583995821,391.8699187,Seniorita,GN07574,2020-06-21,2020-08-08,62,110,0.030847140587865998,0.088752649724483,0.041652830317616,0.17170761525630998,0.5719288885593411,0.027907866984606004,0.059843305498362,0.034592863172293,0.12321426719427099,0.431371182203293,0.026488680392504,0.048752810806035995,0.040307205170393,0.126424968242645,0.24842026829719502,0.003472379408777,0.0059561925008889995,0.003456909907982,0.014077574945986,0.04095396772027,0.029732106253505,0.057409338653088,0.039652746170759,0.14633958041667902,0.439716011285782,0.02942275069654,0.08460946381092099,0.057473350316286,0.16841743886470803,0.364957600831985,0.02107404731214,0.055258095264435,0.046542514115571997,0.133472979068756,0.306934922933578,0.034651653841138004,0.090364303439856,0.080843806266785,0.189156159758568,0.38968159258365603,0.026426232419907995,0.06928277015685999,0.072901695966721,0.16909967362880698,0.31082831323146803,0.02917836792767,0.073812924325466,0.071615777909756,0.158715143799782,0.281158179044724,0.034307289868592994,0.067169856280088,0.10691533237695698,0.17081336677074402,0.27915279567241696,0.030938470736146,0.067681439220905,0.111219361424446,0.153052352368832,0.27752278745174397,0.032588941976428,0.054293714463711,0.10495572909712801,0.137307703495026,0.24807734042406102
1110,0.0254928143695,0.048949550837278005,0.037005838006735,0.106836944818497,0.31823618710040996,430.8943089,Arabella,CHD132/05,2020-06-20,2020-08-12,61,114,0.034837475046515,0.095961380749941,0.047172848135233,0.162260249257088,0.594478875398636,0.025919267907738998,0.056752000004053005,0.031904267147183,0.118766527622938,0.426615864038467,0.025188079103827,0.04798075556755099,0.038094159215689,0.121654942631721,0.25260192155838,0.00346472277306,0.0059197626542299995,0.0032494389452040005,0.014097488019614999,0.04259327240288299,0.028166313655674,0.056766588240862,0.03612120449543,0.14575219899416,0.458315938711166,0.034565795212984,0.08890813589096098,0.078640639781952,0.17407183349132502,0.349761694669724,0.020249213092028998,0.053665867075324,0.037778856232762004,0.130596153438091,0.324232384562492,0.036784213036298995,0.09382592886686301,0.076151918619871,0.19130934029817603,0.419628873467445,0.027499385178089003,0.072859819978476,0.06493118032813099,0.17298310995101904,0.34152024984359697,0.031402088701725,0.07804342359304402,0.081614412367344,0.16703815758228302,0.29226848483085605,0.031664598733187,0.063923198729753,0.08479320630431199,0.164557449519634,0.28341138362884494,0.030974918045104,0.07006231695413599,0.10520869493484501,0.15935400873422598,0.288504034280777,0.030809615738689997,0.052101051434875,0.101094380021095,0.136715292930603,0.250374585390091
