Plot_ID,Blue_060619,Green_060619,Red_060619,RedEdge_060619,NIR_060619,GrainYield,Name,Pedigree,Blue_110619,Green_110619,Red_110619,RedEdge_110619,NIR_110619,Blue_280619,Green_280619,Red_280619,RedEdge_280619,NIR_280619,Blue_020719,Green_020719,Red_020719,RedEdge_020719,NIR_020719,Blue_050719,Green_050719,Red_050719,RedEdge_050719,NIR_050719,Blue_110719,Green_110719,Red_110719,RedEdge_110719,NIR_110719,Blue_150719,Green_150719,Red_150719,RedEdge_150719,NIR_150719,Blue_250719,Green_250719,Red_250719,RedEdge_250719,NIR_250719,Blue_050819,Green_050819,Red_050819,RedEdge_050819,NIR_050819,Blue_070819,Green_070819,Red_070819,RedEdge_070819,NIR_070819,Blue_150819,Green_150819,Red_150819,RedEdge_150819,NIR_150819
101,0.062426920980214996,0.129283100366592,0.129278272390366,0.18556605279445604,0.407937094569206,499.624440227704,Zebra,Ralle/Dragon,0.07959732785821001,0.15751262754201903,0.16877496242523202,0.22030594944953896,0.40495406091213204,0.022470662370324,0.074468962848186,0.032337166368961,0.170175343751907,0.5777804255485529,0.022685958072543,0.056193934753537,0.032460866495967,0.136627592146397,,0.013264116831123999,0.033832844346762,0.015998233109713,0.09811945259571099,0.28271350264549294,,,,,,0.031426167115569,0.094584222882986,0.04957745783031,0.208261176943779,0.696846902370453,0.029387617483735,0.06441292911768,0.040377669036388,0.164361596107483,0.381272166967392,0.03803116083145101,0.089507952332497,0.111087560653687,0.20793855190277102,0.338306844234467,0.028076042421162004,0.024914446286857003,0.042590137571096004,0.155006259679794,0.261001840233803,0.028785117901862004,0.05844127014279401,0.117516040802002,0.140037253499031,0.21981045603752103
102,0.061704775318503,0.129846796393394,0.12785806506872197,0.18499064445495603,0.40499365329742404,515.53275142315,GN14547,SW45126/NK01533,0.07585316151380499,0.152404099702835,0.16335503757,0.22033466398715998,0.40546563267707797,0.02490571513772,0.100967049598694,0.032935958355665,0.222986578941345,0.696959793567657,0.022736788727343,0.066209323704243,0.029953809455037,0.164091557264328,,0.014203696046024998,0.04217976331710801,0.016563669778406998,0.12021178379654901,0.331256926059723,,,,,,0.029975082725285998,0.108131222426891,0.04500363394618,0.233380272984505,0.759873449802399,0.022128039039671,0.049594841897488,0.030767990276217003,0.129891641438007,0.29889447987079604,0.036037478595972,0.088637087494135,0.097950987517834,0.20319047570228602,0.336898952722549,0.025488469749688998,0.023211782798171002,0.042701106518507004,0.1452676653862,0.251316338777542,0.025709406472742995,0.051824618130922,0.10239926353097,0.122848838567734,0.20101862400770198
103,0.06372924894094499,0.132427453994751,0.13231310993433001,0.19441443681716897,0.43018206954002397,529.5010246679317,Tarrafal,,0.07514685392379801,0.14990012347698198,0.164103031158447,0.221534326672554,0.41259691119194003,0.023648899048567,0.092327699065208,0.031574681401252996,0.21824322640895802,0.7289689183235172,0.021609343588352002,0.060653299093245995,0.028549540787935,0.155124694108963,,0.01373060233891,0.039787366986275004,0.016498766839504,0.11927407979965199,0.341006070375443,,,,,,0.029164925217628,0.10273046791553501,0.04784424975514401,0.22700147330760997,0.743803322315216,0.020174629986286,0.052182216197252,0.031501717865467,0.13889007270336198,0.310154557228088,0.033297451213002004,0.08074614033102999,0.10181091353297197,0.18583717197179803,0.31033453345298806,0.022721129469572998,0.022811928763986,0.035162705928087006,0.141320407390594,0.24728409200906798,0.024098626337945,0.047829968854785,0.08490489423275,0.113178100436926,0.184771195054054
104,0.062524814158678,0.127990126609802,0.13086164742708198,0.186195954680443,0.397414818406105,544.5039848197345,GN12760,NK02529/NK01533//NK01568,0.07334865629673,0.15178900957107502,0.159114897251129,0.224402740597725,0.416913792490959,0.02109001390636,0.082848608493805,0.026393217965961002,0.19336797297000896,0.7066605687141422,0.022167899645865,0.063586793839931,0.027274729683995,0.160709910094738,,0.012910393998027002,0.036133475601672994,0.014382841065526002,0.106585539877415,0.342187494039536,,,,,,0.026096142828465,0.09120026975870099,0.038616659119725,0.20593857765197798,0.7634636461734771,0.021341601386666,0.053944421932101,0.032780786976218,0.137472473084927,0.316152974963188,0.0336047783494,0.07923398911952999,0.096770439296961,0.18409106135368303,0.310255900025368,0.020872293040156,0.019352914765477,0.038502283394337006,0.12739233672618902,0.227584823966026,0.022501633502543,0.044898984953761,0.08538405969738999,0.108823329210281,0.182668142020702
105,0.056796908378601,0.127817526459694,0.129992812871933,0.191037237644196,0.46616086363792403,529.5010246679317,Bjarne,SvB87293/Bastian,0.067687317728996,0.14149172604084,0.15300728380680098,0.224421739578247,0.422183960676193,0.022886242717505,0.090663425624371,0.029435930773616,0.210141941905022,0.7514637112617489,0.022502742707729,0.063736468553543,0.029066575691104,0.156797930598259,,0.013738650362938998,0.039359180256724,0.015627007000148,0.113556176424026,0.358777269721031,,,,,,0.028581250458956,0.102585885673761,0.047543354332446996,0.220743842422962,0.7652022242546078,0.019714189693332,0.054421305656433,0.031420182436705,0.142590343952179,0.31628808379173307,0.036525329574943,0.08715170621871901,0.101194981485605,0.197895966470242,0.32438720762729606,0.019839252345264,0.018225647509098,0.037147196009755,0.120368547737598,0.21779330074787098,0.02201525401324,0.043172415345907,0.082700181752443,0.103487245738506,0.172023572027683
106,0.060014255344868,0.125219695270061,0.125357814133167,0.18600446730852102,0.395635336637497,543.0812903225807,GN16509,Syn/Avle//Bjarne/3/NK01513,0.062445320188998996,0.142061293125153,0.148138776421547,0.22181159257888802,0.41825795173645003,0.022047115489841,0.08789199590683,0.027446838095784,0.20639343559742,0.746563017368317,0.021995777264237005,0.062795177102089,0.028432868421078,0.15967576205730402,,0.012951144017278999,0.038567297160625,0.014229242689908,0.114096246659756,0.35909619927406294,,,,,,0.027933402918278998,0.099563155323267,0.042995631694794,0.21846880763769103,0.785256266593933,0.018611939623952002,0.04957111924886701,0.028962118551134997,0.13461808860302002,0.33114683628082303,0.0384009052068,0.09405674412846601,0.09601159021258401,0.20777840167284,0.351089760661125,0.021928638219833003,0.019873466342688,0.03955961018800701,0.12803567945957198,0.226880565285683,0.028068590909242998,0.051696095615625,0.09210629761219001,0.112557705491781,0.177474543452263
107,0.059422750025988,0.126142352819443,0.12800954282283802,0.191813208162785,0.44992852210998496,562.3523339658444,SG-U784-16,,0.054544106125832006,0.128669574856758,0.11313522979617098,0.214386507868767,0.4331392645835879,0.025051688775419998,0.09560459852218599,0.031486865133047,0.218594133853912,0.7555029094219209,0.022971707396208997,0.06390966847538901,0.028953660279512,0.15742272883653602,,0.015053189359605,0.042936950922012,0.016386577859521002,0.12387908995151499,0.3664297163486479,,,,,,0.034195549786091,0.112463511526585,0.048792842775583,0.24001763761043501,0.8178101181983951,0.020578445866703998,0.051821868866682,0.029931230470538,0.14122475683689098,0.323379099369049,0.039083514362574,0.09022476524114599,0.09810736030340199,0.19986130297184,0.335716426372528,0.029184054583311,0.027194181457162,0.042894758284092005,0.15846358239650699,0.268670260906219,0.0345753505826,0.064680695533752,0.110582835972309,0.139563053846359,0.210846140980721
108,0.06389432400465,0.12957800924777998,0.131620235741138,0.18280191719532002,0.39104074239730796,653.2754459203037,SG-S1393-13,,0.073018450289965,0.14762306958437,0.16168495267629598,0.21880567818880103,0.41857551038265206,0.025327306240797,0.09529275447130199,0.031893514096737,0.212059110403061,0.7378060221672059,0.024119392037392003,0.067834123969078,0.029819061979651,0.167539939284325,,0.015064690262079,0.040000222623348,0.016443917527795,0.11360265314578999,0.35925012826919606,,,,,,0.030369602143764003,0.098954036831856,0.043102685362101004,0.21546375751495397,0.80018275976181,0.023121044039726,0.05954578891396499,0.036724947392941,0.15480336546897902,0.397819638252258,0.038630919530988,0.097946483641863,0.087542351335287,0.22223851084709198,0.390761464834213,0.024719390086830002,0.022024408914149,0.037406813353300004,0.134918823838234,0.238205805420876,0.02951374463737,0.053957391530275,0.093153037130833,0.118239521980286,0.18633198738098103
109,0.062363132834434995,0.12883141636848403,0.12985316663980498,0.18723338842392,0.41434316337108595,649.1366982922202,DC13242,,0.064327016472816,0.131573081016541,0.150238573551178,0.21077351272106196,0.426326334476471,0.023181684315205002,0.08652900531888001,0.029383760876953997,0.203283652663231,0.742672473192215,0.022301921620965,0.062376078218222,0.028769847005606006,0.15563639998436,,0.013976170681417,0.040941059589386,0.015417681075633,0.118362329900265,0.362697064876556,,,,,,0.031751874834299,0.10125354677438698,0.043392460793257,0.222590938210487,0.8329275250434879,0.023219122551382,0.061888048425317,0.035026028752327,0.16359473764896398,0.41052196919918105,0.035938013345002996,0.082841869443655,0.08817296475172,0.17870497703552202,0.307603731751442,0.026799650862813,0.027528559789061997,0.033094305545092004,0.165739491581917,0.306308567523956,0.035260921344161,0.07354188337922099,0.11371098831296,0.164847895503044,0.24515493959188503
110,0.059799790382385004,0.12213711440563198,0.11980943381786299,0.1746706366539,0.39494588971138,564.809715370019,Krabat,T1005/NK93512,0.073948066681623,0.14929509162902802,0.15919553488493,0.223038084805012,0.4167121052742,0.022241456434130998,0.08232846111059199,0.029139772988856002,0.187961891293526,0.6796016991138462,0.025050210766494,0.06898784264922099,0.030795378610492,0.166808605194092,,0.014827932696790001,0.041886078193783996,0.016648751683533,0.11763717979192698,0.35283504426479295,,,,,,0.031747721135616,0.10604161024093599,0.047650899738072995,0.22341062128543898,0.785021007061005,0.021396529860794995,0.053828995674849,0.032262023538351,0.14372011274099303,0.374834015965462,0.037956226617098,0.0867725238204,0.08859058097004902,0.186947263777256,0.327951014041901,0.021968537941575,0.01984297670424,0.034559175372124,0.12446244060993199,0.229616686701775,0.023149001412093997,0.044843133538961,0.079471796751022,0.103979662060738,0.175517752766609
