blue_median,green_median,red_median,red_edge_median,ndvi_median,nir_median,mtci_values,evi_values,age,grain_yield
0.0341519378125668,0.0851961895823479,0.0457477495074272,0.174877539277077,0.883372724056243,0.734194993972778,4.33143626806371,0.982069561229839,48,431.698671726755
0.0360599681735039,0.0849950164556503,0.0458843447268009,0.168577551841736,0.876905679702758,0.692295253276824,4.2685142376667,0.952199738162917,48,409.089032258064
0.0369426012039185,0.0899852178990841,0.0453361980617046,0.180775359272957,0.888152778148651,0.759447157382965,4.27255893299148,1.01760297108319,48,372.860721062619
0.0306486114859581,0.0720898360013962,0.0360526219010353,0.151220545172691,0.906784653663635,0.739433497190475,5.10743734286428,1.01887005942954,48,528.21935483871
0.0375864207744598,0.0854042805731297,0.0506006330251694,0.167592473328114,0.869755864143371,0.713397979736328,4.66532969303568,0.954982368599167,48,462.505958254269
0.0393266249448061,0.0852841474115849,0.0518624037504196,0.159809075295925,0.864468872547149,0.700818508863449,5.01182135420876,0.944874433528293,48,445.846223908918
0.0433286428451538,0.0889219120144844,0.0557919591665268,0.161970555782318,0.84845745563507,0.671212434768676,4.79608786720979,0.91525982573276,48,467.662542694497
0.0355833694338799,0.080009900033474,0.0454775393009186,0.157104194164276,0.876654624938964,0.691607654094696,4.78831387167077,0.951536022886832,48,476.785730550285
0.036031810566783,0.0900187566876411,0.0480221193283796,0.181809574365616,0.879225075244903,0.73886090517044,4.16370376915971,0.98311769337358,48,396.131461100569
0.0346162393689156,0.0822232626378536,0.0433206837624311,0.167259357869625,0.892313241958618,0.759694993495941,4.78007078818611,1.01757870510141,48,456.952713472486
0.0358550790697336,0.079420942813158,0.0463136769831181,0.151647217571735,0.871556341648101,0.668161660432815,4.90360848002195,0.92695221913943,48,450.738368121442
0.0305469464510679,0.0737962052226067,0.0353474840521812,0.153185054659843,0.908521175384521,0.742147266864776,4.99808515372293,1.02427027671531,48,532.847058823529
0.0407655853778124,0.0886689685285091,0.0546212363988161,0.166691817343235,0.856967687606811,0.698529750108718,4.74556237938347,0.935633240054001,48,380.132827324478
0.0358880925923586,0.0892548523843288,0.0465038884431124,0.183312475681305,0.892049759626388,0.805862784385681,4.55052070394146,1.04553101383984,48,435.268614800759
0.0323853082954884,0.0820887312293053,0.0420353151857853,0.169312492012978,0.890752792358398,0.725845694541931,4.37260800720442,0.985222279111793,48,488.685540796964
0.0264069866389036,0.0694757923483849,0.0343807674944401,0.152361541986466,0.908208727836608,0.716377198696136,4.78057259022142,0.988624481681055,48,497.147628083491
0.0344877764582634,0.0833374857902527,0.0517261810600758,0.167906790971756,0.862003624439239,0.690624415874481,4.49918127732409,0.916733248155468,48,368.629677419355
0.0364618506282568,0.085203904658556,0.0483981352299452,0.173493154346943,0.8801049888134,0.758431255817413,4.67595037435819,0.999846010609919,48,425.880986717268
0.0389343667775393,0.0873879045248032,0.0486333183944225,0.170821875333786,0.874072849750518,0.719094216823577,4.48710055362937,0.975138478683965,48,405.122428842505
0.035881333053112,0.0831626206636429,0.0428899526596069,0.163948446512222,0.887922644615173,0.72328644990921,4.62039453487636,0.993850525609118,48,480.884554079696
0.0386407468467951,0.0900537259876728,0.0543440598994493,0.175605267286301,0.855608373880386,0.694114238023757,4.27596740879623,0.924324090207045,48,350.912182163188
0.0347714386880398,0.084851436316967,0.0480220131576061,0.167785242199898,0.876409471035003,0.729941308498382,4.6938953700052,0.970130467538203,48,447.432865275142
0.0379635188728571,0.0912538953125477,0.0455219410359859,0.186816796660423,0.893362432718276,0.808301031589508,4.39849159534154,1.06135751901572,48,497.676508538899
0.0364051274955273,0.079547293484211,0.0474061146378517,0.149766534566879,0.861996948719024,0.633742988109588,4.72816010210078,0.891012981808703,48,476.521290322581
0.0363989546895027,0.0868267267942429,0.047114048153162,0.174027919769287,0.877112925052642,0.713730156421661,4.25250786048672,0.966994731942598,48,401.816925996205
0.038052998483181,0.0882438644766808,0.0483595058321953,0.173047438263893,0.880952477455139,0.758444249629974,4.69489548787532,1.00681036617685,48,423.104364326376
0.0427162926644087,0.0950637795031071,0.0533021241426468,0.187867641448975,0.872041434049606,0.777794122695922,4.38393500100049,1.01912821325127,48,446.903984819734
0.0337695479393005,0.078014612197876,0.0416030772030353,0.154555216431618,0.884608507156372,0.680005669593811,4.65197433843049,0.952070915171391,48,466.340341555977
0.0314036831259727,0.0792921259999275,0.0421827994287014,0.16260176897049,0.886845171451568,0.697655141353607,4.44326483127263,0.955374081965533,48,411.997874762808
0.0426685456186533,0.0940270014107227,0.0555615779012442,0.172619163990021,0.854005098342895,0.69881522655487,4.49518976212086,0.939237082988323,48,442.805161290323
0.0442821122705936,0.0959295034408569,0.0544276498258114,0.1797846108675,0.862465798854827,0.738813400268554,4.45949538626054,0.987134626882855,48,485.512258064516
0.0339323654770851,0.0774581469595432,0.0406359769403934,0.152012571692467,0.891396820545196,0.715730041265487,5.06136384244705,0.989843131343547,48,548.977912713473
0.0356250870972872,0.0827745459973812,0.0464328471571207,0.163702875375748,0.873540669679641,0.685931980609893,4.45321889290034,0.941913214904912,48,456.952713472486
0.0322124492377043,0.0776032246649265,0.0437207948416471,0.156878411769867,0.882463723421096,0.698237866163253,4.78411855153146,0.951903393932066,48,453.91165085389
0.0402946583926678,0.0893038585782051,0.0515486896038055,0.170744240283966,0.867839694023132,0.723190903663635,4.63479265985405,0.970428039311787,48,506.006375711575
0.0324946492910385,0.0770677365362644,0.0390293896198273,0.154383443295956,0.896393001079559,0.719815492630004,4.90170940088134,0.995137232730037,48,557.968880455408
0.0417052544653416,0.0991716720163822,0.0554070901125669,0.192919820547104,0.856053501367568,0.70605456829071,3.73154358961613,0.942580655459,48,327.641442125237
0.0374831296503544,0.0851646959781647,0.0473148226737976,0.163065329194069,0.873636960983276,0.698243677616119,4.62355081209364,0.956680418619068,48,435.268614800759
0.0327958688139915,0.0787550956010818,0.0423435717821121,0.163010023534298,0.88922181725502,0.719165295362472,4.60902979869134,0.979618906433874,48,455.762732447818
0.0294530233368278,0.0777389667928219,0.03602509573102,0.163978010416031,0.905547469854354,0.733071327209472,4.44767763356084,1.00826890690245,48,513.278481973435
0.0399359837174416,0.086674839258194,0.0530365016311407,0.16718316078186,0.858911544084548,0.687065124511718,4.55450880120288,0.929244209003552,48,469.381404174573
0.0394443534314632,0.0907755196094513,0.0507338084280491,0.17053547501564,0.865141689777374,0.693980693817138,4.36926491685146,0.944534004517002,48,423.633244781784
0.0364224463701248,0.0806929878890514,0.0489028859883547,0.152245126664638,0.863615959882736,0.664135038852691,4.9533463648377,0.91314116956856,48,487.363339658444
0.0338571481406689,0.0770869106054306,0.0427574813365936,0.147276550531387,0.88091242313385,0.668229758739471,4.98428863002192,0.935861629433937,48,550.16789373814
0.0386460907757282,0.0851794630289078,0.04816609993577,0.165469616651535,0.87451958656311,0.715011298656463,4.68478437297416,0.97255264398413,48,544.879089184061
0.0382041819393635,0.0876541957259178,0.0509721376001835,0.170801520347595,0.86704021692276,0.709566831588745,4.49610353394554,0.952349431114155,48,421.253282732448
0.03473742865026,0.0757620818912983,0.0440811458975077,0.148197665810585,0.878882199525833,0.680549412965774,5.11303823446681,0.944592106269661,48,527.293814041746
0.0340135283768177,0.0785825587809086,0.0418453849852085,0.154718264937401,0.884271144866943,0.685256212949752,4.70031373556751,0.956757780164446,48,525.442732447818
0.0378395840525627,0.0908039174973965,0.0487462673336267,0.180406764149666,0.875260084867477,0.730966448783874,4.18166191035623,0.98040021028004,48,416.890018975332
0.0389882735908032,0.0897561684250832,0.0509956553578377,0.176598340272903,0.872635960578918,0.741675078868865,4.49892244722376,0.98374099852468,48,443.730702087286
0.0399876367300749,0.0893066599965096,0.0533023923635483,0.170007847249508,0.855341494083404,0.682165324687957,4.38846220117913,0.923672417034886,48,440.557419354839
0.0344101749360561,0.0758989155292511,0.0434344969689846,0.144828304648399,0.875206291675567,0.649049758911132,4.97290185468695,0.916720813919352,48,527.161593927894
0.040764257311821,0.0893134251236916,0.0546599105000496,0.171421051025391,0.858400225639343,0.705208003520965,4.57161475208206,0.941494022796125,48,466.472561669829
0.0388545729219913,0.0866621509194374,0.0501104798167944,0.170145645737648,0.870919495820999,0.724177211523056,4.61557712304671,0.972156970774971,48,454.704971537002
0.039651295170188,0.0825913958251476,0.0506337061524391,0.157120302319527,0.85830420255661,0.658730864524841,4.71055118916788,0.912977430236457,48,450.077267552182
0.0304373409599066,0.0723279565572739,0.0377120785415173,0.146820038557053,0.898686051368713,0.705234766006469,5.11800172388804,0.979791033282621,48,555.721138519924
0.0443585067987442,0.0937220528721809,0.0572643615305424,0.173443377017975,0.850867390632629,0.703117072582244,4.55911675049068,0.942017604530374,48,491.594383301708
0.0348599962890148,0.0826568752527237,0.0440901331603527,0.163891136646271,0.885704696178436,0.718989193439483,4.63350089432649,0.979773083058342,48,475.860189753321
0.0324712041765451,0.0782414264976978,0.0409472268074751,0.157505415380001,0.887432843446731,0.689938396215438,4.56795860810879,0.958861587873049,48,429.450929791271
0.0308862356469035,0.0751624964177608,0.0362204164266586,0.156967967748642,0.905428618192672,0.734574168920516,4.78358521434228,1.01490160301944,48,585.99954459203
0.0350575279444456,0.0876896344125271,0.0470410827547312,0.178122349083424,0.882841646671295,0.750077992677688,4.36336678469416,0.993330619812684,48,488.288880455408
0.0400392413139343,0.093935564160347,0.0501141212880611,0.177932634949684,0.87018209695816,0.719296097755432,4.23540727628012,0.9728255271899,48,462.638178368121
0.0400589797645807,0.0896277353167534,0.0515945423394442,0.169974744319916,0.859026610851287,0.67411857843399,4.25868367919527,0.924589998304657,48,462.770398481973
0.0294323675334454,0.0722303986549377,0.0350584425032139,0.154618084430695,0.910851001739501,0.752751529216766,5.00280391562959,1.02977186464684,48,550.300113851992
0.0366746596992016,0.0880941227078438,0.0494647733867168,0.174884557723999,0.86857795715332,0.693571984767913,4.13561089890768,0.938767208409296,48,441.086299810247
0.0365507788956165,0.093015119433403,0.0500369109213352,0.185881689190865,0.872502982616424,0.731288075447082,4.01492345310526,0.96912971121904,48,396.395901328273
0.0330633744597435,0.0825666636228561,0.0411560256034136,0.167005784809589,0.88969138264656,0.69888150691986,4.22627524649384,0.968472544735862,48,474.670208728653
0.0334400366991758,0.0773781463503838,0.0410587303340435,0.154075719416142,0.891106635332107,0.717549085617065,4.98574038095816,0.987230582602308,48,586.263984819734
0.0340010859072208,0.0822496712207794,0.0462158359587192,0.163360074162483,0.873318374156951,0.673957228660583,4.35870480979144,0.925193185140071,48,441.086299810247
0.0363927055150271,0.0840576253831387,0.0486848372966051,0.165356554090977,0.867688089609146,0.679910689592361,4.41027311193391,0.928778993019744,48,450.870588235294
0.0375520177185535,0.0854817628860474,0.0477039180696011,0.16309267282486,0.873732507228851,0.699703514575958,4.6504604620204,0.956411153973045,48,556.11779886148
0.0372412018477917,0.0838091410696507,0.0456600859761238,0.163948155939579,0.879187673330307,0.69864934682846,4.52033067285717,0.964077442742635,48,492.519924098672
0.0310668312013149,0.0803636685013771,0.0410134755074978,0.168774470686913,0.891568541526794,0.716490864753723,4.28703919609935,0.976365802344326,48,458.010474383302
0.0367869101464748,0.0830810107290745,0.0448053237050772,0.159354038536549,0.883172839879989,0.71920695900917,4.88746575023823,0.984736626955709,48,528.748235294118
0.0384208858013153,0.0899918861687183,0.0454419031739235,0.174925453960896,0.884757041931152,0.739936232566833,4.36357186045586,1.0068456292692,48,551.49009487666
0.034765750169754,0.0756783038377762,0.043614786118269,0.144809603691101,0.877779901027679,0.671148538589477,5.20124397200043,0.938245254226167,48,544.085768500949
0.0328954234719276,0.0797307714819908,0.0452882274985313,0.161844745278358,0.87800395488739,0.689784824848175,4.5294771122717,0.939609802788831,48,454.043870967742
0.0356226153671741,0.0802709758281708,0.0417962744832039,0.158271424472332,0.891653299331665,0.732514858245849,4.93017981798794,1.00621958344488,48,514.468462998102
0.0324253533035517,0.0817566029727459,0.0425980482250452,0.167700424790382,0.893212169408798,0.746496319770812,4.62657793457779,1.00048395144771,48,532.979278937381
0.0392072014510632,0.0905938632786274,0.0505595002323389,0.1738126501441,0.864721834659576,0.68989211320877,4.18715029542157,0.940640382579997,48,431.302011385199
0.0410933569073677,0.0930836647748947,0.0487479493021965,0.173131927847862,0.873988330364227,0.724190235137939,4.43029973581175,0.988368569910682,48,472.951347248577
0.038014218211174,0.0861591473221779,0.0447715744376183,0.166502669453621,0.885992228984832,0.736144483089447,4.6795094840882,1.00509690364714,48,563.918785578748
0.0329095497727394,0.0721199214458466,0.0392374992370605,0.143040344119072,0.893199205398559,0.696132540702819,5.32829516582542,0.974774497984162,48,536.020341555977
0.0398857444524765,0.0891071259975433,0.0531171523034573,0.173273399472237,0.862926065921783,0.71351158618927,4.49613065859305,0.9526359207619,48,440.292979127135
0.0394096411764622,0.0822940617799759,0.0482655689120293,0.154834136366844,0.869427323341369,0.688508987426757,5.00780730946948,0.951310501859974,48,489.478861480076
0.0310632735490799,0.0763086043298244,0.0376012399792671,0.155153162777424,0.900395363569259,0.716022551059722,4.77124809983196,0.9926245155541,48,586.396204933586
0.0302493302151561,0.0700537301599979,0.0375767145305872,0.145206734538078,0.897395282983779,0.699730098247528,5.15212543555092,0.974717992375227,48,531.260417457305
0.0407995916903019,0.0878969430923462,0.0559056960046291,0.167495012283325,0.848814487457275,0.673496901988983,4.53450121015089,0.906657502710634,48,385.157191650854
0.0399504750967026,0.0904891267418861,0.0523440688848495,0.170313581824303,0.860542953014373,0.694954931735992,4.44726215137429,0.939824394874498,48,443.334041745731
0.0316853541880846,0.0757979042828083,0.0392603799700737,0.149839743971825,0.895005255937576,0.7031751871109,5.00396659118346,0.975715502920879,48,553.341176470588
0.0292054694145918,0.0681437999010086,0.0356439799070358,0.136509791016579,0.89708650112152,0.66108614206314,5.20073496932334,0.944258050740883,48,544.217988614801
0.0453563071787357,0.0936527848243713,0.0608594883233309,0.171929404139519,0.836394667625427,0.677038460969924,4.5476675940434,0.905068470175035,48,406.709070208729
0.050026772543788,0.108164791017771,0.0628602094948292,0.193030267953873,0.841678321361541,0.728772819042205,4.1157126103381,0.961893748301484,48,345.491157495256
0.0291766468435526,0.0767623633146286,0.0364040918648243,0.160470962524414,0.907694876194,0.747699320316314,4.7331600665831,1.01770678664202,48,480.223453510437
0.0328659228980541,0.0733432210981846,0.0399707779288292,0.142738416790962,0.891789585351943,0.69249227643013,5.3494841929441,0.967660429674939,48,577.669677419355
0.0450567156076431,0.103482905775309,0.0585254840552807,0.197534143924713,0.856119960546493,0.747042477130889,3.95305108129463,0.977857072268883,48,363.869753320683
0.0403370819985866,0.0891083106398582,0.0491950307041407,0.171620830893517,0.876182377338409,0.737601995468139,4.62305464778771,0.994667426993794,48,460.787096774194
0.0327102057635784,0.0782045498490334,0.0400261096656322,0.157639048993587,0.898461759090423,0.740957736968994,4.95964722341361,1.00952951508787,48,528.351574952562
0.0387649796903133,0.0831985846161842,0.0457450784742832,0.156334266066551,0.880155980587005,0.718003988265991,5.07888460371247,0.987606877223654,48,513.410702087286
0.0381235051900148,0.090157400816679,0.0492720771580935,0.175497755408287,0.872718870639801,0.71544000506401,4.27759436226199,0.965378957420142,48,388.991574952562
0.0389114022254944,0.0871608965098858,0.0496424231678248,0.166691191494465,0.871196836233139,0.716398537158966,4.69639581452468,0.967762013228785,48,473.612447817837
0.0360816456377506,0.0880383141338825,0.0458685401827097,0.174620971083641,0.886178135871887,0.755318164825439,4.51018431014026,1.00778843404127,48,438.441897533207
0.0312447249889374,0.0693323910236359,0.0375276729464531,0.138794079422951,0.895030200481414,0.680637300014495,5.35067096231265,0.961893475432252,48,546.465730550285
