Plot_ID,Blue,Green,NIR,Red,RedEdge
1101,0.018872195854783,0.049369130283594,0.402542531490326,0.024607762694359,0.112615898251534
1102,0.024411619640887,0.054661307483912,0.405762180685997,0.030558671802282,0.117232277989388
1103,0.022244581021369,0.05194922350347,0.405203133821487,0.028875118121505,0.114270586520433
1104,0.02180106472224,0.050489258021116,0.415985912084579,0.027555884793401,0.111946903169155
1105,0.024171588942409,0.057454582303762,0.437316983938217,0.030589923262596,0.124323204159737
1106,0.023781089112163,0.049982771277428,0.390899792313576,0.032079150900245,0.107129666954279
1107,0.023036662489176,0.051947912201285,0.409132093191147,0.028921747580171,0.113151177763939
1108,0.022409290075302,0.0504230260849,0.394593089818954,0.028718885034323,0.108016461133957
1109,0.027907866984606,0.059843305498362,0.431371182203293,0.034592863172293,0.123214267194271
1110,0.025919267907739,0.056752000004053,0.426615864038467,0.031904267147183,0.118766527622938
1111,0.025508545339108,0.056395418941975,0.423608690500259,0.032070344313979,0.119332585483789
1112,0.025697173550725,0.057340441271663,0.464757680892944,0.029604148119688,0.124212570488453
1201,0.022068475373089,0.054201256483793,0.425327464938164,0.025812579318881,0.120690710842609
1202,0.025128617882729,0.05768796056509,0.432202100753784,0.029018176719546,0.121667467057705
1203,0.023555157706141,0.055212685838342,0.421410486102104,0.028469770215452,0.118151810020208
1204,0.023031007498503,0.056681226938963,0.436409413814545,0.027916567400098,0.121863625943661
1205,0.0250747743994,0.05452916957438,0.425398752093315,0.029885835945606,0.114893201738596
1206,0.024644892662764,0.051878551021218,0.401190906763077,0.030740941874683,0.109377324581146
1207,0.024336904287338,0.061528794467449,0.464401990175247,0.027912940829992,0.132089003920555
1208,0.023205734789371,0.054612047970295,0.439202904701233,0.028021229431033,0.11694560945034
1209,0.021303456276655,0.050172425806522,0.411886602640152,0.025067951530218,0.109162509441376
1210,0.021255079656839,0.053069517016411,0.430490374565125,0.025253729894757,0.115891441702843
1211,0.022484336048365,0.050847226753831,0.443386003375053,0.025866037234664,0.111977487802505
1212,0.024392770603299,0.056687358766794,0.434417694807053,0.029654495418072,0.12122005969286
1301,0.020459059625864,0.044976606965065,0.486469581723213,0.022166777402163,0.101839277893305
1302,0.021748824045062,0.049517432227731,0.51926001906395,0.02227025013417,0.111149210482836
1303,0.02287326566875,0.048700045794249,0.497168242931366,0.023463219404221,0.106650538742542
1304,0.02214215695858,0.045143492519855,0.528737276792526,0.021681469865143,0.102242201566696
1305,0.022163290530443,0.047457803040743,0.51958703994751,0.022713018581271,0.105341501533985
1306,0.024036429822445,0.046119719743729,0.497428551316261,0.024505569599569,0.10025567561388
1307,0.025518557056785,0.052363727241755,0.52239066362381,0.026100700721145,0.113008730113506
1308,0.02313082292676,0.048159018158913,0.52184671163559,0.022985080257058,0.106573425233364
1309,0.02591386064887,0.052777618169785,0.516495645046234,0.025635482743382,0.111143287271261
1310,0.026431689038873,0.050609868019819,0.495954722166061,0.026547212153673,0.105428397655487
1311,0.026798105798662,0.053855892270803,0.497898444533348,0.027839886024594,0.112586542963982
1312,0.025749719701707,0.052632443606853,0.50507989525795,0.026123403571546,0.111013475805521
1401,0.021321814507246,0.046378433704376,0.480582863092422,0.021664647385478,0.103921212255955
1402,0.023060137405992,0.045522440224886,0.489986747503281,0.023309201002121,0.100463546812534
1403,0.022945402190089,0.046776048839092,0.443892300128937,0.024651886895299,0.099072903394699
1404,0.020098567008972,0.043608166277409,0.454820066690445,0.021740306168795,0.09639972448349
1405,0.021620312705636,0.043137609958649,0.450074970722198,0.02291860524565,0.09387032687664
1406,0.022205157205462,0.046943832188845,0.479248195886612,0.023611249402165,0.101226225495338
1407,0.025646415539086,0.049430387094617,0.479244589805603,0.027096871286631,0.102773658931255
1408,0.021994126960635,0.042416837066412,0.427511870861053,0.024375181645155,0.090304166078568
1409,0.02109320089221,0.042770277708769,0.443875342607498,0.022238904610276,0.09243681281805
1410,0.020934629254043,0.04257114417851,0.427525088191032,0.02303013112396,0.090780176222324
1411,0.023755360394716,0.045892536640167,0.463754594326019,0.024885194376111,0.095623128116131
1412,0.018217164091766,0.042400846257806,0.464066281914711,0.020277825184166,0.095356531441212
1501,0.020230995491147,0.044800162315369,0.493264272809029,0.020044374279678,0.101048685610294
1502,0.019922751002014,0.042138252407312,0.47124457359314,0.01957915071398,0.094238419085741
1503,0.022841803729534,0.047230925410986,0.469387829303741,0.023141449317336,0.1009875908494
1504,0.02170280739665,0.046111520379782,0.500821471214294,0.022108800709248,0.101073019206524
1505,0.022886438295245,0.047490460798144,0.474900409579277,0.023476490750909,0.102283138781786
1506,0.021730866283178,0.044940557330847,0.46635976433754,0.022009078413248,0.099110253155231
1507,0.02255676407367,0.051660181954503,0.514555901288986,0.022837782278657,0.112860638648272
1508,0.023352239280939,0.048455884680152,0.483980074524879,0.02398391161114,0.104067195206881
1509,0.021677915006876,0.046207342296839,0.485329121351242,0.022006886079907,0.102697506546974
1510,0.022152731195092,0.046606421470642,0.466019958257675,0.023851847276092,0.100127428770065
1511,0.020865323022008,0.040717694908381,0.425183236598969,0.022226883098483,0.087847627699375
1512,0.024962671101093,0.048635441809893,0.480702549219131,0.026410846039653,0.101509161293507
1601,0.022597370669246,0.047668911516666,0.452678471803665,0.02293470967561,0.10098285228014
1602,0.020679412409663,0.044089222326875,0.440155565738678,0.021791771054268,0.095664359629154
1603,0.023377005010843,0.045443210750818,0.439181715250015,0.023878837004304,0.09503423422575
1604,0.022603299468756,0.043826069682837,0.465262025594711,0.022651204839349,0.095772005617619
1605,0.019157370552421,0.042341839522123,0.447867900133133,0.019987548701465,0.094539266079664
1606,0.022064425051212,0.046219401061535,0.452211916446686,0.023426378145814,0.099041864275932
1607,0.023295970633626,0.047763112932444,0.453441858291626,0.024143209680915,0.100449785590172
1608,0.022679386660457,0.045664522796869,0.477302938699722,0.022967820987105,0.099805682897568
1609,0.02238351944834,0.042899092659354,0.418096527457237,0.023704873397946,0.090954195708036
