Plot_ID,Blue,Green,NIR,Red,RedEdge
1101,0.023674281314015,0.089455373585224,0.761673212051392,0.029804253950715,0.208381250500679
1102,0.025652374140918,0.102922894060612,0.70238134264946,0.034139530733228,0.224666148424149
1103,0.025808470323682,0.102084405720234,0.808827757835388,0.030563998967409,0.229355111718178
1104,0.023337099701166,0.089539937674999,0.753786385059357,0.029658067971468,0.204101845622063
1105,0.02328722178936,0.090001873672009,0.765595138072968,0.029224989935756,0.207027703523636
1106,0.022423379123211,0.086766317486763,0.770548462867737,0.02728583291173,0.203040897846222
1107,0.023073443211615,0.089184138923883,0.76879295706749,0.028428197838366,0.205613881349564
1108,0.018613334745169,0.071057960391045,0.675666153430939,0.025737855583429,0.170793026685715
1109,0.025965642184019,0.097859598696232,0.809416651725769,0.030487252399325,0.221285626292229
1110,0.021867588162422,0.094400562345982,0.767799317836761,0.027978612110019,0.217478826642036
1111,0.022848804481328,0.095024172216654,0.78852191567421,0.028524913825095,0.218000777065754
1112,0.023212775588036,0.08926709741354,0.79056590795517,0.028134627267718,0.209095284342766
1113,0.022282162681222,0.091871857643127,0.802855670452118,0.027190895751119,0.21846529841423
1114,0.022811947390437,0.092144943773746,0.793599665164948,0.028828227892518,0.214346215128899
1115,0.022053202614188,0.098369285464287,0.766074150800705,0.029250762425363,0.225568309426308
1116,0.025664711371064,0.112735316157341,0.790813446044922,0.03361963108182,0.242468729615211
1117,0.020532068796456,0.07465123385191,0.683521717786789,0.026628954336047,0.17876523733139
1118,0.025238840840757,0.112879160791636,0.763843983411789,0.033616373315454,0.244070895016193
1119,0.020967843011022,0.087612271308899,0.745517194271088,0.025603115558624,0.203583568334579
1120,0.022397182881832,0.085527628660202,0.811858773231506,0.026256180368364,0.199706599116325
1121,0.023165824823081,0.089350961148739,0.801780611276627,0.027190309017897,0.207216583192348
1122,0.025672568939626,0.112212751060724,0.73231714963913,0.036565201357007,0.245394818484783
1123,0.021078070625663,0.081853892654181,0.751199334859848,0.027015237137675,0.193412870168686
1124,0.024399926885962,0.090287983417511,0.775774538516998,0.028911057859659,0.208344891667366
1125,0.021743800491095,0.085534378886223,0.774490296840668,0.026455979794264,0.201218828558922
1126,0.024241521954536,0.092774696648121,0.777721345424652,0.028622724115849,0.213250830769539
1127,0.023134572431445,0.086321361362934,0.762591302394867,0.028015231713653,0.199981436133385
1128,0.023736104369164,0.088956352323294,0.782430768013,0.02840578649193,0.2066600471735
1129,0.023664770647883,0.089996568858624,0.772423565387726,0.030431820079684,0.2073954641819
1130,0.021911558695138,0.086701326072216,0.747355431318283,0.027579178102314,0.200651228427887
1131,0.022682855837047,0.090792383998632,0.780953049659729,0.028111713938415,0.209499433636665
1132,0.024613877758384,0.096156634390354,0.759398996829987,0.031104812398553,0.213205650448799
1133,0.024726020172238,0.093152582645416,0.792227745056152,0.029323188588023,0.216369733214378
1134,0.025140125304461,0.090472362935543,0.769132494926453,0.030138406902552,0.20831635594368
1135,0.026449638418853,0.100082993507385,0.813962936401367,0.031110337004066,0.226963929831982
1136,0.023822698742151,0.095183677971363,0.769154906272888,0.029529899358749,0.216452389955521
1137,0.023201067000628,0.088289961218834,0.831830501556396,0.027135165408254,0.207960411906242
1138,0.0220847139135,0.088628906756639,0.789787769317627,0.026088093407452,0.207427494227886
1139,0.025090982206166,0.088145535439253,0.732628762722015,0.031554188579321,0.197426415979862
1140,0.022936223074794,0.089662723243237,0.834709584712982,0.026805035769939,0.211869403719902
1141,0.024006295949221,0.089340474456549,0.7755366563797,0.029906208626926,0.20526123046875
1142,0.02361049875617,0.090299293398857,0.817069292068481,0.026810338720679,0.203072607517242
1143,0.022222388535738,0.086495090276003,0.791621029376984,0.026691041886806,0.203112944960594
1144,0.022454671561718,0.087905552238226,0.794573843479156,0.02629879117012,0.207343839108944
1145,0.024998867884278,0.12264184653759,0.77276200056076,0.036527048796415,0.265837132930756
1146,0.019724979065359,0.082351047545671,0.774415582418442,0.024745014496148,0.19414284080267
1147,0.022141393274069,0.092231910675764,0.794305890798569,0.027389564551413,0.21289124339819
1148,0.022485435009003,0.0798244997859,0.757722795009613,0.025956420227885,0.186618655920029
1149,0.024003678001463,0.091029483824968,0.819431602954865,0.027941295877099,0.211012907326221
1150,0.021932238712907,0.088375456631184,0.805183053016663,0.025959191843867,0.209291368722916
1151,0.024013730697334,0.089565340429544,0.802683442831039,0.027625217102468,0.207210719585419
1152,0.025761313736439,0.093929916620255,0.788760900497437,0.029950400814414,0.214958488941193
1153,0.021821908652782,0.087159506976604,0.746919989585876,0.029047148302197,0.205697819590569
1154,0.024186555296183,0.105285935103893,0.790649622678757,0.02987808547914,0.235612265765667
1155,0.026319956406951,0.101125039160252,0.718202352523804,0.034969229251146,0.221680045127869
1156,0.024102099239826,0.084175512194633,0.773335099220276,0.026964604854584,0.195302933454514
1157,0.023266600444913,0.099092125892639,0.772295296192169,0.029245983809233,0.223722100257874
1158,0.022589407861233,0.086550928652287,0.787881761789322,0.026458182372153,0.201784200966358
