Plot_ID,Blue,Green,Red,RedEdge,NIR
101,0.013264116831124,0.033832844346762,0.015998233109713,0.098119452595711,0.282713502645493
102,0.014203696046025,0.042179763317108,0.016563669778407,0.120211783796549,0.331256926059723
103,0.01373060233891,0.039787366986275,0.016498766839504,0.119274079799652,0.341006070375443
104,0.012910393998027,0.036133475601673,0.014382841065526,0.106585539877415,0.342187494039536
105,0.013738650362939,0.039359180256724,0.015627007000148,0.113556176424026,0.358777269721031
106,0.012951144017279,0.038567297160625,0.014229242689908,0.114096246659756,0.359096199274063
107,0.015053189359605,0.042936950922012,0.016386577859521,0.123879089951515,0.366429716348648
108,0.015064690262079,0.040000222623348,0.016443917527795,0.11360265314579,0.359250128269196
109,0.013976170681417,0.040941059589386,0.015417681075633,0.118362329900265,0.362697064876556
110,0.01482793269679,0.041886078193784,0.016648751683533,0.117637179791927,0.352835044264793
111,0.013601371087134,0.038727462291718,0.014923900365829,0.113482899963856,0.357969641685486
112,0.013266407884657,0.040412496775389,0.014821834862232,0.117643214762211,0.349801033735275
113,0.014385716058314,0.043918058276176,0.015571941621602,0.126514822244644,0.388910263776779
114,0.014164137654006,0.037798196077347,0.014882000163198,0.109387926757336,0.361642777919769
115,0.014776182826608,0.043816640973091,0.016392699442804,0.12428006529808,0.362322300672531
116,0.01303810859099,0.037723556160927,0.013849816285074,0.112846307456493,0.35974608361721
117,0.012744176201522,0.04136499017477,0.014460247009993,0.121335819363594,0.381439954042435
118,0.013651775196195,0.036882532760501,0.014089682139456,0.107821375131607,0.364760249853134
119,0.014864658936858,0.042033977806568,0.015217964537442,0.120143368840218,0.372648149728775
121,0.011417134664953,0.034605860710144,0.012409123592079,0.105695813894272,0.353304624557495
120,0.013100090902299,0.037186022847891,0.014028835110366,0.109639577567577,0.370028287172318
122,0.01427414547652,0.035915806889534,0.014557886868715,0.104072898626328,0.367414683103561
124,0.014398402068764,0.0377037525177,0.014924040529877,0.110293999314308,0.369432762265205
123,0.014061538502574,0.037308413535357,0.014702591113746,0.111961837857962,0.378108844161034
125,0.01517500448972,0.04167801886797,0.016268951818347,0.119321443140507,0.391112804412842
126,0.015506096184254,0.041520565748215,0.015884952619672,0.119182355701923,0.391423106193542
127,0.013133629225194,0.040305050089955,0.014343229588121,0.116967052221298,0.375086724758148
128,0.014357264153659,0.038748364895582,0.014992516487837,0.113180577754974,0.384263306856155
129,0.012339203152806,0.036539271473885,0.013441319577396,0.10827749222517,0.371140733361244
130,0.012497161515057,0.036101415753365,0.013671315275133,0.105571035295725,0.349003002047539
131,0.011011645197868,0.031410161405802,0.012688413262367,0.094387896358967,0.336088865995407
132,0.01454000454396,0.037472505122423,0.01544308103621,0.108199089765549,0.362722337245941
133,0.015430678613484,0.042475946247578,0.015994971618056,0.120329812169075,0.392382502555847
134,0.012567103840411,0.035836772993207,0.013494854327291,0.108031686395407,0.361090376973152
135,0.015941536054015,0.041587356477976,0.016440602019429,0.120038472115993,0.395087778568268
137,0.013638783246279,0.040328215807676,0.015026427805424,0.118432931602001,0.382875829935074
